mcid,tau,x,y,eta,E,px,py,pz
  211,6.74999000e-01,2.99879000e-01,-7.66400000e+00,-1.25000000e+00,1.60690427e-01,3.93234946e-02,-3.55894676e-02,-5.94027019e-02
  211,8.27098000e-01,-5.78286000e+00,4.98028000e+00,2.00000000e+00,2.43910742e+00,-5.76143924e-01,4.98418266e-01,2.31287749e+00
  211,9.75759000e-01,4.13579000e+00,6.31942000e+00,-2.75000000e+00,1.11711550e+01,9.12320943e-01,-3.43339755e-01,-1.11276684e+01
  211,1.02439000e+00,-5.05562000e+00,5.65036000e+00,3.75000000e+00,8.34384918e-01,-9.11297152e-02,9.15046442e-02,8.12428844e-01
  211,1.02501000e+00,7.56075000e+00,7.00175000e-01,7.50000000e-01,3.57041210e-01,7.75642210e-04,-1.16490015e-01,3.07291570e-01
  211,1.07545000e+00,5.74359000e+00,-4.93497000e+00,1.00000000e+00,1.04529357e+00,-3.04120406e-01,-3.26662351e-01,9.34858992e-01
  211,1.07540000e+00,5.93229000e+00,4.70970000e+00,-7.50000000e-01,8.85326028e-01,3.50687277e-01,2.14654654e-01,-7.71533678e-01
  211,1.72200000e+00,-2.14277000e+00,7.39153000e+00,4.00000000e+00,5.10720968e+00,2.99893024e-01,2.93944643e-01,5.08800288e+00
  211,2.02204000e+00,6.58656000e+00,-4.17650000e+00,1.25000000e+00,3.30487394e+00,7.76905324e-01,-4.41556320e-01,3.17870386e+00
  211,2.07484000e+00,-5.10150000e+00,-5.90953000e+00,2.00000000e+00,2.57761121e+00,1.54613606e-01,-4.84745565e-01,2.52303700e+00
  211,2.07500000e+00,-1.10008000e+00,-7.75701000e+00,-2.50000000e-01,4.99958426e-01,2.21896217e-01,-4.25383842e-01,1.70085663e-02
  211,2.17461000e+00,-1.10166000e+00,-7.78699000e+00,-1.25000000e+00,1.69231451e+00,-3.35800417e-01,-6.87238587e-01,-1.50312672e+00
  211,2.17461000e+00,1.10166000e+00,-7.78699000e+00,1.00000000e+00,4.46268618e-01,-7.61348427e-02,-2.44919893e-01,3.37481294e-01
  211,2.27500000e+00,3.00099000e-01,-7.89110000e+00,3.00000000e+00,1.92844219e+01,3.49212491e-01,-1.11722108e+00,1.92483594e+01
  211,2.42335000e+00,-6.37006000e+00,4.75783000e+00,-2.50000000e-01,4.95685428e-01,-4.29144876e-01,-6.95658500e-02,1.92923617e-01
  211,2.52500000e+00,-9.00008000e-01,7.94884000e+00,4.00000000e+00,2.52199864e+00,-1.55625069e-01,1.71793311e-01,2.50744208e+00
  211,2.57264000e+00,7.78330000e+00,-1.92247000e+00,2.00000000e+00,1.03790331e+00,1.69182966e-01,3.05511319e-02,1.01400552e+00
  211,2.72599000e+00,4.27608000e+00,-6.85305000e+00,2.75000000e+00,3.28301454e+00,6.18539195e-02,-4.96375061e-01,3.24168019e+00
