101
81
T [GeV]		muB [GeV]		F_over_T [fm^-1 / GeV]
0.118000		0.160000		-0.189352
0.119000		0.160000		-0.188178
0.120000		0.160000		-0.187018
0.121000		0.160000		-0.185873
0.122000		0.160000		-0.184742
0.123000		0.160000		-0.183627
0.124000		0.160000		-0.182527
0.125000		0.160000		-0.181444
0.126000		0.160000		-0.180378
0.127000		0.160000		-0.179328
0.128000		0.160000		-0.178297
0.129000		0.160000		-0.177283
0.130000		0.160000		-0.176287
0.131000		0.160000		-0.175309
0.132000		0.160000		-0.174350
0.133000		0.160000		-0.173410
0.134000		0.160000		-0.172489
0.135000		0.160000		-0.171587
0.136000		0.160000		-0.170703
0.137000		0.160000		-0.169839
0.138000		0.160000		-0.168994
0.139000		0.160000		-0.168169
0.140000		0.160000		-0.167362
0.141000		0.160000		-0.166575
0.142000		0.160000		-0.165807
0.143000		0.160000		-0.165058
0.144000		0.160000		-0.164328
0.145000		0.160000		-0.163617
0.146000		0.160000		-0.162925
0.147000		0.160000		-0.162251
0.148000		0.160000		-0.161596
0.149000		0.160000		-0.160959
0.150000		0.160000		-0.160340
0.151000		0.160000		-0.159739
0.152000		0.160000		-0.159156
0.153000		0.160000		-0.158591
0.154000		0.160000		-0.158042
0.155000		0.160000		-0.157511
0.156000		0.160000		-0.156997
0.157000		0.160000		-0.156500
0.158000		0.160000		-0.156018
0.159000		0.160000		-0.155553
0.160000		0.160000		-0.155104
0.161000		0.160000		-0.154671
0.162000		0.160000		-0.154253
0.163000		0.160000		-0.153850
0.164000		0.160000		-0.153462
0.165000		0.160000		-0.153088
0.166000		0.160000		-0.152729
0.167000		0.160000		-0.152384
0.168000		0.160000		-0.152053
0.169000		0.160000		-0.151735
0.170000		0.160000		-0.151431
0.171000		0.160000		-0.151139
0.172000		0.160000		-0.150861
0.173000		0.160000		-0.150595
0.174000		0.160000		-0.150341
0.175000		0.160000		-0.150099
0.176000		0.160000		-0.149869
0.177000		0.160000		-0.149651
0.178000		0.160000		-0.149443
0.179000		0.160000		-0.149247
0.180000		0.160000		-0.149062
0.181000		0.160000		-0.148887
0.182000		0.160000		-0.148722
0.183000		0.160000		-0.148568
0.184000		0.160000		-0.148423
0.185000		0.160000		-0.148288
0.186000		0.160000		-0.148162
0.187000		0.160000		-0.148046
0.188000		0.160000		-0.147938
0.189000		0.160000		-0.147840
0.190000		0.160000		-0.147750
0.191000		0.160000		-0.147668
0.192000		0.160000		-0.147595
0.193000		0.160000		-0.147529
0.194000		0.160000		-0.147472
0.195000		0.160000		-0.147422
0.196000		0.160000		-0.147379
0.197000		0.160000		-0.147344
0.198000		0.160000		-0.147316
0.199000		0.160000		-0.147294
0.200000		0.160000		-0.147280
0.100000		0.170000		-0.212118
0.101000		0.170000		-0.210865
0.102000		0.170000		-0.209608
0.103000		0.170000		-0.208347
0.104000		0.170000		-0.207084
0.105000		0.170000		-0.205821
0.106000		0.170000		-0.204558
0.107000		0.170000		-0.203297
0.108000		0.170000		-0.202039
0.109000		0.170000		-0.200785
0.110000		0.170000		-0.199536
0.111000		0.170000		-0.198293
0.112000		0.170000		-0.197058
0.113000		0.170000		-0.195830
0.114000		0.170000		-0.194611
0.115000		0.170000		-0.193402
0.116000		0.170000		-0.192203
0.117000		0.170000		-0.191016
0.118000		0.170000		-0.189841
0.119000		0.170000		-0.188678
0.120000		0.170000		-0.187529
0.121000		0.170000		-0.186394
0.122000		0.170000		-0.185273
0.123000		0.170000		-0.184167
0.124000		0.170000		-0.183077
0.125000		0.170000		-0.182003
0.126000		0.170000		-0.180945
0.127000		0.170000		-0.179904
0.128000		0.170000		-0.178880
0.129000		0.170000		-0.177873
0.130000		0.170000		-0.176885
0.131000		0.170000		-0.175914
0.132000		0.170000		-0.174961
0.133000		0.170000		-0.174026
0.134000		0.170000		-0.173111
0.135000		0.170000		-0.172213
0.136000		0.170000		-0.171335
0.137000		0.170000		-0.170475
0.138000		0.170000		-0.169634
0.139000		0.170000		-0.168812
0.140000		0.170000		-0.168009
0.141000		0.170000		-0.167224
0.142000		0.170000		-0.166459
0.143000		0.170000		-0.165712
0.144000		0.170000		-0.164984
0.145000		0.170000		-0.164275
0.146000		0.170000		-0.163584
0.147000		0.170000		-0.162911
0.148000		0.170000		-0.162257
0.149000		0.170000		-0.161621
0.150000		0.170000		-0.161002
0.151000		0.170000		-0.160401
0.152000		0.170000		-0.159818
0.153000		0.170000		-0.159252
0.154000		0.170000		-0.158704
0.155000		0.170000		-0.158172
0.156000		0.170000		-0.157657
0.157000		0.170000		-0.157158
0.158000		0.170000		-0.156676
0.159000		0.170000		-0.156209
0.160000		0.170000		-0.155759
0.161000		0.170000		-0.155324
0.162000		0.170000		-0.154904
0.163000		0.170000		-0.154499
0.164000		0.170000		-0.154109
0.165000		0.170000		-0.153733
0.166000		0.170000		-0.153372
0.167000		0.170000		-0.153024
0.168000		0.170000		-0.152691
0.169000		0.170000		-0.152371
0.170000		0.170000		-0.152064
0.171000		0.170000		-0.151770
0.172000		0.170000		-0.151488
0.173000		0.170000		-0.151219
0.174000		0.170000		-0.150963
0.175000		0.170000		-0.150718
0.176000		0.170000		-0.150485
0.177000		0.170000		-0.150264
0.178000		0.170000		-0.150053
0.179000		0.170000		-0.149854
0.180000		0.170000		-0.149666
0.181000		0.170000		-0.149488
0.182000		0.170000		-0.149320
0.183000		0.170000		-0.149162
0.184000		0.170000		-0.149015
0.185000		0.170000		-0.148876
0.186000		0.170000		-0.148748
0.187000		0.170000		-0.148628
0.188000		0.170000		-0.148518
0.189000		0.170000		-0.148416
0.190000		0.170000		-0.148323
0.191000		0.170000		-0.148238
0.192000		0.170000		-0.148161
0.193000		0.170000		-0.148093
0.194000		0.170000		-0.148032
0.195000		0.170000		-0.147979
0.196000		0.170000		-0.147933
0.197000		0.170000		-0.147895
0.198000		0.170000		-0.147863
0.199000		0.170000		-0.147839
0.200000		0.170000		-0.147821
0.100000		0.180000		-0.212353
0.101000		0.180000		-0.211113
0.102000		0.180000		-0.209868
0.103000		0.180000		-0.208620
0.104000		0.180000		-0.207370
0.105000		0.180000		-0.206120
0.106000		0.180000		-0.204870
0.107000		0.180000		-0.203622
0.108000		0.180000		-0.202377
0.109000		0.180000		-0.201136
0.110000		0.180000		-0.199900
0.111000		0.180000		-0.198671
0.112000		0.180000		-0.197448
0.113000		0.180000		-0.196232
0.114000		0.180000		-0.195026
0.115000		0.180000		-0.193829
0.116000		0.180000		-0.192643
0.117000		0.180000		-0.191467
0.118000		0.180000		-0.190304
0.119000		0.180000		-0.189152
0.120000		0.180000		-0.188014
0.121000		0.180000		-0.186890
0.122000		0.180000		-0.185779
0.123000		0.180000		-0.184684
0.124000		0.180000		-0.183603
0.125000		0.180000		-0.182539
0.126000		0.180000		-0.181490
0.127000		0.180000		-0.180457
0.128000		0.180000		-0.179442
0.129000		0.180000		-0.178443
0.130000		0.180000		-0.177462
0.131000		0.180000		-0.176499
0.132000		0.180000		-0.175553
0.133000		0.180000		-0.174625
0.134000		0.180000		-0.173715
0.135000		0.180000		-0.172824
0.136000		0.180000		-0.171951
0.137000		0.180000		-0.171096
0.138000		0.180000		-0.170260
0.139000		0.180000		-0.169442
0.140000		0.180000		-0.168643
0.141000		0.180000		-0.167863
0.142000		0.180000		-0.167101
0.143000		0.180000		-0.166357
0.144000		0.180000		-0.165632
0.145000		0.180000		-0.164925
0.146000		0.180000		-0.164236
0.147000		0.180000		-0.163566
0.148000		0.180000		-0.162913
0.149000		0.180000		-0.162278
0.150000		0.180000		-0.161661
0.151000		0.180000		-0.161061
0.152000		0.180000		-0.160479
0.153000		0.180000		-0.159913
0.154000		0.180000		-0.159365
0.155000		0.180000		-0.158833
0.156000		0.180000		-0.158318
0.157000		0.180000		-0.157819
0.158000		0.180000		-0.157336
0.159000		0.180000		-0.156869
0.160000		0.180000		-0.156418
0.161000		0.180000		-0.155981
0.162000		0.180000		-0.155560
0.163000		0.180000		-0.155154
0.164000		0.180000		-0.154763
0.165000		0.180000		-0.154386
0.166000		0.180000		-0.154023
0.167000		0.180000		-0.153674
0.168000		0.180000		-0.153338
0.169000		0.180000		-0.153016
0.170000		0.180000		-0.152707
0.171000		0.180000		-0.152411
0.172000		0.180000		-0.152127
0.173000		0.180000		-0.151856
0.174000		0.180000		-0.151597
0.175000		0.180000		-0.151350
0.176000		0.180000		-0.151115
0.177000		0.180000		-0.150891
0.178000		0.180000		-0.150678
0.179000		0.180000		-0.150476
0.180000		0.180000		-0.150285
0.181000		0.180000		-0.150104
0.182000		0.180000		-0.149934
0.183000		0.180000		-0.149773
0.184000		0.180000		-0.149623
0.185000		0.180000		-0.149482
0.186000		0.180000		-0.149350
0.187000		0.180000		-0.149228
0.188000		0.180000		-0.149115
0.189000		0.180000		-0.149010
0.190000		0.180000		-0.148914
0.191000		0.180000		-0.148826
0.192000		0.180000		-0.148747
0.193000		0.180000		-0.148675
0.194000		0.180000		-0.148611
0.195000		0.180000		-0.148555
0.196000		0.180000		-0.148507
0.197000		0.180000		-0.148466
0.198000		0.180000		-0.148431
0.199000		0.180000		-0.148404
0.200000		0.180000		-0.148384
0.100000		0.190000		-0.212566
0.101000		0.190000		-0.211338
0.102000		0.190000		-0.210105
0.103000		0.190000		-0.208869
0.104000		0.190000		-0.207632
0.105000		0.190000		-0.206394
0.106000		0.190000		-0.205157
0.107000		0.190000		-0.203922
0.108000		0.190000		-0.202689
0.109000		0.190000		-0.201461
0.110000		0.190000		-0.200238
0.111000		0.190000		-0.199021
0.112000		0.190000		-0.197810
0.113000		0.190000		-0.196607
0.114000		0.190000		-0.195413
0.115000		0.190000		-0.194229
0.116000		0.190000		-0.193054
0.117000		0.190000		-0.191891
0.118000		0.190000		-0.190739
0.119000		0.190000		-0.189599
0.120000		0.190000		-0.188472
0.121000		0.190000		-0.187359
0.122000		0.190000		-0.186259
0.123000		0.190000		-0.185174
0.124000		0.190000		-0.184104
0.125000		0.190000		-0.183049
0.126000		0.190000		-0.182010
0.127000		0.190000		-0.180987
0.128000		0.190000		-0.179980
0.129000		0.190000		-0.178990
0.130000		0.190000		-0.178017
0.131000		0.190000		-0.177061
0.132000		0.190000		-0.176123
0.133000		0.190000		-0.175203
0.134000		0.190000		-0.174300
0.135000		0.190000		-0.173415
0.136000		0.190000		-0.172548
0.137000		0.190000		-0.171699
0.138000		0.190000		-0.170869
0.139000		0.190000		-0.170056
0.140000		0.190000		-0.169262
0.141000		0.190000		-0.168486
0.142000		0.190000		-0.167729
0.143000		0.190000		-0.166989
0.144000		0.190000		-0.166267
0.145000		0.190000		-0.165564
0.146000		0.190000		-0.164878
0.147000		0.190000		-0.164211
0.148000		0.190000		-0.163560
0.149000		0.190000		-0.162928
0.150000		0.190000		-0.162313
0.151000		0.190000		-0.161715
0.152000		0.190000		-0.161134
0.153000		0.190000		-0.160570
0.154000		0.190000		-0.160022
0.155000		0.190000		-0.159492
0.156000		0.190000		-0.158977
0.157000		0.190000		-0.158479
0.158000		0.190000		-0.157996
0.159000		0.190000		-0.157529
0.160000		0.190000		-0.157077
0.161000		0.190000		-0.156641
0.162000		0.190000		-0.156220
0.163000		0.190000		-0.155813
0.164000		0.190000		-0.155421
0.165000		0.190000		-0.155043
0.166000		0.190000		-0.154679
0.167000		0.190000		-0.154328
0.168000		0.190000		-0.153992
0.169000		0.190000		-0.153668
0.170000		0.190000		-0.153358
0.171000		0.190000		-0.153060
0.172000		0.190000		-0.152775
0.173000		0.190000		-0.152502
0.174000		0.190000		-0.152241
0.175000		0.190000		-0.151993
0.176000		0.190000		-0.151755
0.177000		0.190000		-0.151529
0.178000		0.190000		-0.151314
0.179000		0.190000		-0.151110
0.180000		0.190000		-0.150917
0.181000		0.190000		-0.150734
0.182000		0.190000		-0.150561
0.183000		0.190000		-0.150398
0.184000		0.190000		-0.150246
0.185000		0.190000		-0.150102
0.186000		0.190000		-0.149968
0.187000		0.190000		-0.149843
0.188000		0.190000		-0.149727
0.189000		0.190000		-0.149620
0.190000		0.190000		-0.149522
0.191000		0.190000		-0.149431
0.192000		0.190000		-0.149349
0.193000		0.190000		-0.149275
0.194000		0.190000		-0.149209
0.195000		0.190000		-0.149150
0.196000		0.190000		-0.149099
0.197000		0.190000		-0.149055
0.198000		0.190000		-0.149018
0.199000		0.190000		-0.148988
0.200000		0.190000		-0.148965
0.100000		0.200000		-0.212758
0.101000		0.200000		-0.211541
0.102000		0.200000		-0.210319
0.103000		0.200000		-0.209095
0.104000		0.200000		-0.207870
0.105000		0.200000		-0.206644
0.106000		0.200000		-0.205419
0.107000		0.200000		-0.204196
0.108000		0.200000		-0.202975
0.109000		0.200000		-0.201759
0.110000		0.200000		-0.200548
0.111000		0.200000		-0.199343
0.112000		0.200000		-0.198145
0.113000		0.200000		-0.196955
0.114000		0.200000		-0.195773
0.115000		0.200000		-0.194600
0.116000		0.200000		-0.193438
0.117000		0.200000		-0.192286
0.118000		0.200000		-0.191146
0.119000		0.200000		-0.190018
0.120000		0.200000		-0.188902
0.121000		0.200000		-0.187800
0.122000		0.200000		-0.186711
0.123000		0.200000		-0.185637
0.124000		0.200000		-0.184577
0.125000		0.200000		-0.183532
0.126000		0.200000		-0.182503
0.127000		0.200000		-0.181489
0.128000		0.200000		-0.180492
0.129000		0.200000		-0.179511
0.130000		0.200000		-0.178547
0.131000		0.200000		-0.177600
0.132000		0.200000		-0.176670
0.133000		0.200000		-0.175757
0.134000		0.200000		-0.174862
0.135000		0.200000		-0.173984
0.136000		0.200000		-0.173125
0.137000		0.200000		-0.172282
0.138000		0.200000		-0.171458
0.139000		0.200000		-0.170652
0.140000		0.200000		-0.169863
0.141000		0.200000		-0.169093
0.142000		0.200000		-0.168340
0.143000		0.200000		-0.167605
0.144000		0.200000		-0.166888
0.145000		0.200000		-0.166189
0.146000		0.200000		-0.165507
0.147000		0.200000		-0.164843
0.148000		0.200000		-0.164196
0.149000		0.200000		-0.163567
0.150000		0.200000		-0.162955
0.151000		0.200000		-0.162359
0.152000		0.200000		-0.161781
0.153000		0.200000		-0.161219
0.154000		0.200000		-0.160673
0.155000		0.200000		-0.160144
0.156000		0.200000		-0.159631
0.157000		0.200000		-0.159134
0.158000		0.200000		-0.158652
0.159000		0.200000		-0.158186
0.160000		0.200000		-0.157735
0.161000		0.200000		-0.157299
0.162000		0.200000		-0.156878
0.163000		0.200000		-0.156472
0.164000		0.200000		-0.156080
0.165000		0.200000		-0.155701
0.166000		0.200000		-0.155337
0.167000		0.200000		-0.154986
0.168000		0.200000		-0.154649
0.169000		0.200000		-0.154325
0.170000		0.200000		-0.154014
0.171000		0.200000		-0.153715
0.172000		0.200000		-0.153429
0.173000		0.200000		-0.153155
0.174000		0.200000		-0.152893
0.175000		0.200000		-0.152643
0.176000		0.200000		-0.152404
0.177000		0.200000		-0.152176
0.178000		0.200000		-0.151960
0.179000		0.200000		-0.151754
0.180000		0.200000		-0.151559
0.181000		0.200000		-0.151375
0.182000		0.200000		-0.151200
0.183000		0.200000		-0.151035
0.184000		0.200000		-0.150880
0.185000		0.200000		-0.150735
0.186000		0.200000		-0.150599
0.187000		0.200000		-0.150472
0.188000		0.200000		-0.150354
0.189000		0.200000		-0.150245
0.190000		0.200000		-0.150144
0.191000		0.200000		-0.150051
0.192000		0.200000		-0.149967
0.193000		0.200000		-0.149890
0.194000		0.200000		-0.149822
0.195000		0.200000		-0.149761
0.196000		0.200000		-0.149707
0.197000		0.200000		-0.149661
0.198000		0.200000		-0.149621
0.199000		0.200000		-0.149589
0.200000		0.200000		-0.149564
0.100000		0.210000		-0.212929
0.101000		0.210000		-0.211723
0.102000		0.210000		-0.210512
0.103000		0.210000		-0.209299
0.104000		0.210000		-0.208084
0.105000		0.210000		-0.206870
0.106000		0.210000		-0.205656
0.107000		0.210000		-0.204444
0.108000		0.210000		-0.203236
0.109000		0.210000		-0.202031
0.110000		0.210000		-0.200832
0.111000		0.210000		-0.199639
0.112000		0.210000		-0.198453
0.113000		0.210000		-0.197274
0.114000		0.210000		-0.196104
0.115000		0.210000		-0.194943
0.116000		0.210000		-0.193793
0.117000		0.210000		-0.192653
0.118000		0.210000		-0.191524
0.119000		0.210000		-0.190407
0.120000		0.210000		-0.189303
0.121000		0.210000		-0.188212
0.122000		0.210000		-0.187134
0.123000		0.210000		-0.186071
0.124000		0.210000		-0.185022
0.125000		0.210000		-0.183987
0.126000		0.210000		-0.182968
0.127000		0.210000		-0.181965
0.128000		0.210000		-0.180978
0.129000		0.210000		-0.180006
0.130000		0.210000		-0.179051
0.131000		0.210000		-0.178113
0.132000		0.210000		-0.177192
0.133000		0.210000		-0.176287
0.134000		0.210000		-0.175400
0.135000		0.210000		-0.174531
0.136000		0.210000		-0.173678
0.137000		0.210000		-0.172843
0.138000		0.210000		-0.172026
0.139000		0.210000		-0.171226
0.140000		0.210000		-0.170444
0.141000		0.210000		-0.169680
0.142000		0.210000		-0.168933
0.143000		0.210000		-0.168204
0.144000		0.210000		-0.167492
0.145000		0.210000		-0.166798
0.146000		0.210000		-0.166121
0.147000		0.210000		-0.165461
0.148000		0.210000		-0.164818
0.149000		0.210000		-0.164193
0.150000		0.210000		-0.163584
0.151000		0.210000		-0.162992
0.152000		0.210000		-0.162417
0.153000		0.210000		-0.161858
0.154000		0.210000		-0.161315
0.155000		0.210000		-0.160788
0.156000		0.210000		-0.160277
0.157000		0.210000		-0.159782
0.158000		0.210000		-0.159303
0.159000		0.210000		-0.158838
0.160000		0.210000		-0.158389
0.161000		0.210000		-0.157954
0.162000		0.210000		-0.157534
0.163000		0.210000		-0.157128
0.164000		0.210000		-0.156737
0.165000		0.210000		-0.156359
0.166000		0.210000		-0.155995
0.167000		0.210000		-0.155645
0.168000		0.210000		-0.155308
0.169000		0.210000		-0.154984
0.170000		0.210000		-0.154672
0.171000		0.210000		-0.154373
0.172000		0.210000		-0.154087
0.173000		0.210000		-0.153812
0.174000		0.210000		-0.153550
0.175000		0.210000		-0.153299
0.176000		0.210000		-0.153059
0.177000		0.210000		-0.152830
0.178000		0.210000		-0.152613
0.179000		0.210000		-0.152406
0.180000		0.210000		-0.152210
0.181000		0.210000		-0.152024
0.182000		0.210000		-0.151848
0.183000		0.210000		-0.151682
0.184000		0.210000		-0.151526
0.185000		0.210000		-0.151379
0.186000		0.210000		-0.151241
0.187000		0.210000		-0.151112
0.188000		0.210000		-0.150992
0.189000		0.210000		-0.150881
0.190000		0.210000		-0.150779
0.191000		0.210000		-0.150684
0.192000		0.210000		-0.150598
0.193000		0.210000		-0.150520
0.194000		0.210000		-0.150449
0.195000		0.210000		-0.150386
0.196000		0.210000		-0.150330
0.197000		0.210000		-0.150282
0.198000		0.210000		-0.150240
0.199000		0.210000		-0.150206
0.200000		0.210000		-0.150178
0.100000		0.220000		-0.213082
0.101000		0.220000		-0.211884
0.102000		0.220000		-0.210684
0.103000		0.220000		-0.209481
0.104000		0.220000		-0.208276
0.105000		0.220000		-0.207072
0.106000		0.220000		-0.205869
0.107000		0.220000		-0.204668
0.108000		0.220000		-0.203471
0.109000		0.220000		-0.202278
0.110000		0.220000		-0.201090
0.111000		0.220000		-0.199908
0.112000		0.220000		-0.198733
0.113000		0.220000		-0.197566
0.114000		0.220000		-0.196408
0.115000		0.220000		-0.195259
0.116000		0.220000		-0.194120
0.117000		0.220000		-0.192991
0.118000		0.220000		-0.191874
0.119000		0.220000		-0.190768
0.120000		0.220000		-0.189675
0.121000		0.220000		-0.188596
0.122000		0.220000		-0.187529
0.123000		0.220000		-0.186476
0.124000		0.220000		-0.185438
0.125000		0.220000		-0.184414
0.126000		0.220000		-0.183406
0.127000		0.220000		-0.182413
0.128000		0.220000		-0.181435
0.129000		0.220000		-0.180473
0.130000		0.220000		-0.179528
0.131000		0.220000		-0.178599
0.132000		0.220000		-0.177687
0.133000		0.220000		-0.176792
0.134000		0.220000		-0.175913
0.135000		0.220000		-0.175052
0.136000		0.220000		-0.174208
0.137000		0.220000		-0.173381
0.138000		0.220000		-0.172571
0.139000		0.220000		-0.171778
0.140000		0.220000		-0.171003
0.141000		0.220000		-0.170246
0.142000		0.220000		-0.169506
0.143000		0.220000		-0.168782
0.144000		0.220000		-0.168077
0.145000		0.220000		-0.167388
0.146000		0.220000		-0.166717
0.147000		0.220000		-0.166062
0.148000		0.220000		-0.165424
0.149000		0.220000		-0.164803
0.150000		0.220000		-0.164199
0.151000		0.220000		-0.163611
0.152000		0.220000		-0.163040
0.153000		0.220000		-0.162485
0.154000		0.220000		-0.161945
0.155000		0.220000		-0.161422
0.156000		0.220000		-0.160914
0.157000		0.220000		-0.160422
0.158000		0.220000		-0.159944
0.159000		0.220000		-0.159482
0.160000		0.220000		-0.159035
0.161000		0.220000		-0.158602
0.162000		0.220000		-0.158184
0.163000		0.220000		-0.157780
0.164000		0.220000		-0.157390
0.165000		0.220000		-0.157014
0.166000		0.220000		-0.156651
0.167000		0.220000		-0.156302
0.168000		0.220000		-0.155965
0.169000		0.220000		-0.155642
0.170000		0.220000		-0.155331
0.171000		0.220000		-0.155032
0.172000		0.220000		-0.154746
0.173000		0.220000		-0.154471
0.174000		0.220000		-0.154209
0.175000		0.220000		-0.153958
0.176000		0.220000		-0.153718
0.177000		0.220000		-0.153489
0.178000		0.220000		-0.153271
0.179000		0.220000		-0.153064
0.180000		0.220000		-0.152867
0.181000		0.220000		-0.152680
0.182000		0.220000		-0.152503
0.183000		0.220000		-0.152336
0.184000		0.220000		-0.152179
0.185000		0.220000		-0.152031
0.186000		0.220000		-0.151892
0.187000		0.220000		-0.151762
0.188000		0.220000		-0.151641
0.189000		0.220000		-0.151528
0.190000		0.220000		-0.151424
0.191000		0.220000		-0.151329
0.192000		0.220000		-0.151241
0.193000		0.220000		-0.151161
0.194000		0.220000		-0.151089
0.195000		0.220000		-0.151024
0.196000		0.220000		-0.150967
0.197000		0.220000		-0.150916
0.198000		0.220000		-0.150873
0.199000		0.220000		-0.150837
0.200000		0.220000		-0.150807
0.100000		0.230000		-0.213215
0.101000		0.230000		-0.212027
0.102000		0.230000		-0.210835
0.103000		0.230000		-0.209641
0.104000		0.230000		-0.208447
0.105000		0.230000		-0.207252
0.106000		0.230000		-0.206060
0.107000		0.230000		-0.204869
0.108000		0.230000		-0.203682
0.109000		0.230000		-0.202500
0.110000		0.230000		-0.201322
0.111000		0.230000		-0.200152
0.112000		0.230000		-0.198988
0.113000		0.230000		-0.197832
0.114000		0.230000		-0.196684
0.115000		0.230000		-0.195546
0.116000		0.230000		-0.194418
0.117000		0.230000		-0.193301
0.118000		0.230000		-0.192195
0.119000		0.230000		-0.191101
0.120000		0.230000		-0.190019
0.121000		0.230000		-0.188950
0.122000		0.230000		-0.187895
0.123000		0.230000		-0.186853
0.124000		0.230000		-0.185825
0.125000		0.230000		-0.184812
0.126000		0.230000		-0.183814
0.127000		0.230000		-0.182832
0.128000		0.230000		-0.181864
0.129000		0.230000		-0.180913
0.130000		0.230000		-0.179977
0.131000		0.230000		-0.179058
0.132000		0.230000		-0.178155
0.133000		0.230000		-0.177269
0.134000		0.230000		-0.176400
0.135000		0.230000		-0.175547
0.136000		0.230000		-0.174712
0.137000		0.230000		-0.173893
0.138000		0.230000		-0.173091
0.139000		0.230000		-0.172307
0.140000		0.230000		-0.171539
0.141000		0.230000		-0.170789
0.142000		0.230000		-0.170056
0.143000		0.230000		-0.169340
0.144000		0.230000		-0.168641
0.145000		0.230000		-0.167958
0.146000		0.230000		-0.167293
0.147000		0.230000		-0.166644
0.148000		0.230000		-0.166012
0.149000		0.230000		-0.165397
0.150000		0.230000		-0.164798
0.151000		0.230000		-0.164215
0.152000		0.230000		-0.163648
0.153000		0.230000		-0.163097
0.154000		0.230000		-0.162562
0.155000		0.230000		-0.162043
0.156000		0.230000		-0.161539
0.157000		0.230000		-0.161050
0.158000		0.230000		-0.160576
0.159000		0.230000		-0.160117
0.160000		0.230000		-0.159673
0.161000		0.230000		-0.159243
0.162000		0.230000		-0.158827
0.163000		0.230000		-0.158425
0.164000		0.230000		-0.158037
0.165000		0.230000		-0.157663
0.166000		0.230000		-0.157302
0.167000		0.230000		-0.156954
0.168000		0.230000		-0.156619
0.169000		0.230000		-0.156297
0.170000		0.230000		-0.155987
0.171000		0.230000		-0.155690
0.172000		0.230000		-0.155404
0.173000		0.230000		-0.155131
0.174000		0.230000		-0.154869
0.175000		0.230000		-0.154618
0.176000		0.230000		-0.154379
0.177000		0.230000		-0.154150
0.178000		0.230000		-0.153932
0.179000		0.230000		-0.153725
0.180000		0.230000		-0.153528
0.181000		0.230000		-0.153341
0.182000		0.230000		-0.153164
0.183000		0.230000		-0.152996
0.184000		0.230000		-0.152838
0.185000		0.230000		-0.152690
0.186000		0.230000		-0.152550
0.187000		0.230000		-0.152420
0.188000		0.230000		-0.152298
0.189000		0.230000		-0.152184
0.190000		0.230000		-0.152079
0.191000		0.230000		-0.151983
0.192000		0.230000		-0.151894
0.193000		0.230000		-0.151813
0.194000		0.230000		-0.151739
0.195000		0.230000		-0.151673
0.196000		0.230000		-0.151614
0.197000		0.230000		-0.151563
0.198000		0.230000		-0.151518
0.199000		0.230000		-0.151480
0.200000		0.230000		-0.151449
0.100000		0.240000		-0.213330
0.101000		0.240000		-0.212150
0.102000		0.240000		-0.210967
0.103000		0.240000		-0.209782
0.104000		0.240000		-0.208596
0.105000		0.240000		-0.207411
0.106000		0.240000		-0.206228
0.107000		0.240000		-0.205047
0.108000		0.240000		-0.203870
0.109000		0.240000		-0.202697
0.110000		0.240000		-0.201530
0.111000		0.240000		-0.200370
0.112000		0.240000		-0.199216
0.113000		0.240000		-0.198071
0.114000		0.240000		-0.196934
0.115000		0.240000		-0.195807
0.116000		0.240000		-0.194690
0.117000		0.240000		-0.193584
0.118000		0.240000		-0.192489
0.119000		0.240000		-0.191405
0.120000		0.240000		-0.190334
0.121000		0.240000		-0.189276
0.122000		0.240000		-0.188232
0.123000		0.240000		-0.187201
0.124000		0.240000		-0.186184
0.125000		0.240000		-0.185182
0.126000		0.240000		-0.184194
0.127000		0.240000		-0.183222
0.128000		0.240000		-0.182265
0.129000		0.240000		-0.181324
0.130000		0.240000		-0.180399
0.131000		0.240000		-0.179489
0.132000		0.240000		-0.178596
0.133000		0.240000		-0.177720
0.134000		0.240000		-0.176860
0.135000		0.240000		-0.176016
0.136000		0.240000		-0.175190
0.137000		0.240000		-0.174380
0.138000		0.240000		-0.173587
0.139000		0.240000		-0.172811
0.140000		0.240000		-0.172051
0.141000		0.240000		-0.171309
0.142000		0.240000		-0.170584
0.143000		0.240000		-0.169875
0.144000		0.240000		-0.169183
0.145000		0.240000		-0.168508
0.146000		0.240000		-0.167849
0.147000		0.240000		-0.167207
0.148000		0.240000		-0.166581
0.149000		0.240000		-0.165972
0.150000		0.240000		-0.165378
0.151000		0.240000		-0.164801
0.152000		0.240000		-0.164240
0.153000		0.240000		-0.163694
0.154000		0.240000		-0.163164
0.155000		0.240000		-0.162649
0.156000		0.240000		-0.162150
0.157000		0.240000		-0.161665
0.158000		0.240000		-0.161195
0.159000		0.240000		-0.160740
0.160000		0.240000		-0.160299
0.161000		0.240000		-0.159873
0.162000		0.240000		-0.159460
0.163000		0.240000		-0.159062
0.164000		0.240000		-0.158677
0.165000		0.240000		-0.158305
0.166000		0.240000		-0.157947
0.167000		0.240000		-0.157601
0.168000		0.240000		-0.157269
0.169000		0.240000		-0.156948
0.170000		0.240000		-0.156640
0.171000		0.240000		-0.156345
0.172000		0.240000		-0.156061
0.173000		0.240000		-0.155788
0.174000		0.240000		-0.155528
0.175000		0.240000		-0.155278
0.176000		0.240000		-0.155040
0.177000		0.240000		-0.154812
0.178000		0.240000		-0.154595
0.179000		0.240000		-0.154388
0.180000		0.240000		-0.154191
0.181000		0.240000		-0.154005
