101
81
T [GeV]		muB [GeV]		F_over_T [fm^-1 / GeV]
0.156000		0.400000		-0.169656
0.157000		0.400000		-0.169311
0.158000		0.400000		-0.168977
0.159000		0.400000		-0.168656
0.160000		0.400000		-0.168347
0.161000		0.400000		-0.168049
0.162000		0.400000		-0.167763
0.163000		0.400000		-0.167488
0.164000		0.400000		-0.167224
0.165000		0.400000		-0.166970
0.166000		0.400000		-0.166727
0.167000		0.400000		-0.166495
0.168000		0.400000		-0.166273
0.169000		0.400000		-0.166060
0.170000		0.400000		-0.165857
0.171000		0.400000		-0.165664
0.172000		0.400000		-0.165479
0.173000		0.400000		-0.165304
0.174000		0.400000		-0.165138
0.175000		0.400000		-0.164980
0.176000		0.400000		-0.164831
0.177000		0.400000		-0.164690
0.178000		0.400000		-0.164557
0.179000		0.400000		-0.164431
0.180000		0.400000		-0.164314
0.181000		0.400000		-0.164204
0.182000		0.400000		-0.164101
0.183000		0.400000		-0.164006
0.184000		0.400000		-0.163917
0.185000		0.400000		-0.163836
0.186000		0.400000		-0.163761
0.187000		0.400000		-0.163692
0.188000		0.400000		-0.163630
0.189000		0.400000		-0.163574
0.190000		0.400000		-0.163524
0.191000		0.400000		-0.163480
0.192000		0.400000		-0.163442
0.193000		0.400000		-0.163409
0.194000		0.400000		-0.163382
0.195000		0.400000		-0.163360
0.196000		0.400000		-0.163344
0.197000		0.400000		-0.163332
0.198000		0.400000		-0.163326
0.199000		0.400000		-0.163325
0.200000		0.400000		-0.163328
0.100000		0.410000		-0.212955
0.101000		0.410000		-0.211823
0.102000		0.410000		-0.210694
0.103000		0.410000		-0.209569
0.104000		0.410000		-0.208450
0.105000		0.410000		-0.207338
0.106000		0.410000		-0.206233
0.107000		0.410000		-0.205137
0.108000		0.410000		-0.204051
0.109000		0.410000		-0.202975
0.110000		0.410000		-0.201910
0.111000		0.410000		-0.200857
0.112000		0.410000		-0.199818
0.113000		0.410000		-0.198791
0.114000		0.410000		-0.197778
0.115000		0.410000		-0.196780
0.116000		0.410000		-0.195796
0.117000		0.410000		-0.194828
0.118000		0.410000		-0.193875
0.119000		0.410000		-0.192939
0.120000		0.410000		-0.192018
0.121000		0.410000		-0.191115
0.122000		0.410000		-0.190228
0.123000		0.410000		-0.189358
0.124000		0.410000		-0.188505
0.125000		0.410000		-0.187669
0.126000		0.410000		-0.186851
0.127000		0.410000		-0.186050
0.128000		0.410000		-0.185266
0.129000		0.410000		-0.184500
0.130000		0.410000		-0.183751
0.131000		0.410000		-0.183020
0.132000		0.410000		-0.182306
0.133000		0.410000		-0.181609
0.134000		0.410000		-0.180930
0.135000		0.410000		-0.180267
0.136000		0.410000		-0.179622
0.137000		0.410000		-0.178993
0.138000		0.410000		-0.178381
0.139000		0.410000		-0.177785
0.140000		0.410000		-0.177206
0.141000		0.410000		-0.176643
0.142000		0.410000		-0.176096
0.143000		0.410000		-0.175565
0.144000		0.410000		-0.175049
0.145000		0.410000		-0.174549
0.146000		0.410000		-0.174063
0.147000		0.410000		-0.173593
0.148000		0.410000		-0.173137
0.149000		0.410000		-0.172696
0.150000		0.410000		-0.172269
0.151000		0.410000		-0.171856
0.152000		0.410000		-0.171456
0.153000		0.410000		-0.171071
0.154000		0.410000		-0.170698
0.155000		0.410000		-0.170339
0.156000		0.410000		-0.169992
0.157000		0.410000		-0.169657
0.158000		0.410000		-0.169335
0.159000		0.410000		-0.169026
0.160000		0.410000		-0.168727
0.161000		0.410000		-0.168441
0.162000		0.410000		-0.168165
0.163000		0.410000		-0.167901
0.164000		0.410000		-0.167648
0.165000		0.410000		-0.167405
0.166000		0.410000		-0.167173
0.167000		0.410000		-0.166951
0.168000		0.410000		-0.166739
0.169000		0.410000		-0.166536
0.170000		0.410000		-0.166343
0.171000		0.410000		-0.166160
0.172000		0.410000		-0.165985
0.173000		0.410000		-0.165819
0.174000		0.410000		-0.165662
0.175000		0.410000		-0.165514
0.176000		0.410000		-0.165373
0.177000		0.410000		-0.165241
0.178000		0.410000		-0.165117
0.179000		0.410000		-0.165000
0.180000		0.410000		-0.164891
0.181000		0.410000		-0.164790
0.182000		0.410000		-0.164695
0.183000		0.410000		-0.164607
0.184000		0.410000		-0.164527
0.185000		0.410000		-0.164453
0.186000		0.410000		-0.164385
0.187000		0.410000		-0.164324
0.188000		0.410000		-0.164269
0.189000		0.410000		-0.164220
0.190000		0.410000		-0.164177
0.191000		0.410000		-0.164140
0.192000		0.410000		-0.164108
0.193000		0.410000		-0.164082
0.194000		0.410000		-0.164061
0.195000		0.410000		-0.164045
0.196000		0.410000		-0.164035
0.197000		0.410000		-0.164029
0.198000		0.410000		-0.164028
0.199000		0.410000		-0.164032
0.200000		0.410000		-0.164041
0.100000		0.420000		-0.212792
0.101000		0.420000		-0.211660
0.102000		0.420000		-0.210531
0.103000		0.420000		-0.209407
0.104000		0.420000		-0.208288
0.105000		0.420000		-0.207177
0.106000		0.420000		-0.206075
0.107000		0.420000		-0.204981
0.108000		0.420000		-0.203897
0.109000		0.420000		-0.202825
0.110000		0.420000		-0.201764
0.111000		0.420000		-0.200716
0.112000		0.420000		-0.199680
0.113000		0.420000		-0.198659
0.114000		0.420000		-0.197652
0.115000		0.420000		-0.196660
0.116000		0.420000		-0.195682
0.117000		0.420000		-0.194721
0.118000		0.420000		-0.193776
0.119000		0.420000		-0.192847
0.120000		0.420000		-0.191935
0.121000		0.420000		-0.191039
0.122000		0.420000		-0.190161
0.123000		0.420000		-0.189300
0.124000		0.420000		-0.188456
0.125000		0.420000		-0.187630
0.126000		0.420000		-0.186822
0.127000		0.420000		-0.186031
0.128000		0.420000		-0.185257
0.129000		0.420000		-0.184502
0.130000		0.420000		-0.183764
0.131000		0.420000		-0.183044
0.132000		0.420000		-0.182341
0.133000		0.420000		-0.181655
0.134000		0.420000		-0.180987
0.135000		0.420000		-0.180336
0.136000		0.420000		-0.179703
0.137000		0.420000		-0.179086
0.138000		0.420000		-0.178486
0.139000		0.420000		-0.177902
0.140000		0.420000		-0.177335
0.141000		0.420000		-0.176784
0.142000		0.420000		-0.176249
0.143000		0.420000		-0.175730
0.144000		0.420000		-0.175226
0.145000		0.420000		-0.174738
0.146000		0.420000		-0.174265
0.147000		0.420000		-0.173807
0.148000		0.420000		-0.173364
0.149000		0.420000		-0.172935
0.150000		0.420000		-0.172520
0.151000		0.420000		-0.172119
0.152000		0.420000		-0.171731
0.153000		0.420000		-0.171358
0.154000		0.420000		-0.170997
0.155000		0.420000		-0.170649
0.156000		0.420000		-0.170314
0.157000		0.420000		-0.169992
0.158000		0.420000		-0.169681
0.159000		0.420000		-0.169383
0.160000		0.420000		-0.169096
0.161000		0.420000		-0.168821
0.162000		0.420000		-0.168557
0.163000		0.420000		-0.168304
0.164000		0.420000		-0.168061
0.165000		0.420000		-0.167829
0.166000		0.420000		-0.167608
0.167000		0.420000		-0.167396
0.168000		0.420000		-0.167195
0.169000		0.420000		-0.167002
0.170000		0.420000		-0.166820
0.171000		0.420000		-0.166646
0.172000		0.420000		-0.166481
0.173000		0.420000		-0.166325
0.174000		0.420000		-0.166178
0.175000		0.420000		-0.166039
0.176000		0.420000		-0.165908
0.177000		0.420000		-0.165785
0.178000		0.420000		-0.165669
0.179000		0.420000		-0.165562
0.180000		0.420000		-0.165461
0.181000		0.420000		-0.165368
0.182000		0.420000		-0.165282
0.183000		0.420000		-0.165203
0.184000		0.420000		-0.165130
0.185000		0.420000		-0.165064
0.186000		0.420000		-0.165004
0.187000		0.420000		-0.164950
0.188000		0.420000		-0.164903
0.189000		0.420000		-0.164861
0.190000		0.420000		-0.164825
0.191000		0.420000		-0.164795
0.192000		0.420000		-0.164770
0.193000		0.420000		-0.164751
0.194000		0.420000		-0.164736
0.195000		0.420000		-0.164727
0.196000		0.420000		-0.164723
0.197000		0.420000		-0.164723
0.198000		0.420000		-0.164728
0.199000		0.420000		-0.164738
0.200000		0.420000		-0.164752
0.100000		0.430000		-0.212611
0.101000		0.430000		-0.211478
0.102000		0.430000		-0.210349
0.103000		0.430000		-0.209225
0.104000		0.430000		-0.208108
0.105000		0.430000		-0.206998
0.106000		0.430000		-0.205897
0.107000		0.430000		-0.204806
0.108000		0.430000		-0.203725
0.109000		0.430000		-0.202656
0.110000		0.430000		-0.201599
0.111000		0.430000		-0.200555
0.112000		0.430000		-0.199525
0.113000		0.430000		-0.198509
0.114000		0.430000		-0.197507
0.115000		0.430000		-0.196521
0.116000		0.430000		-0.195551
0.117000		0.430000		-0.194596
0.118000		0.430000		-0.193658
0.119000		0.430000		-0.192737
0.120000		0.430000		-0.191833
0.121000		0.430000		-0.190946
0.122000		0.430000		-0.190077
0.123000		0.430000		-0.189225
0.124000		0.430000		-0.188391
0.125000		0.430000		-0.187574
0.126000		0.430000		-0.186776
0.127000		0.430000		-0.185995
0.128000		0.430000		-0.185232
0.129000		0.430000		-0.184488
0.130000		0.430000		-0.183761
0.131000		0.430000		-0.183051
0.132000		0.430000		-0.182360
0.133000		0.430000		-0.181686
0.134000		0.430000		-0.181029
0.135000		0.430000		-0.180390
0.136000		0.430000		-0.179768
0.137000		0.430000		-0.179163
0.138000		0.430000		-0.178575
0.139000		0.430000		-0.178004
0.140000		0.430000		-0.177449
0.141000		0.430000		-0.176910
0.142000		0.430000		-0.176388
0.143000		0.430000		-0.175881
0.144000		0.430000		-0.175390
0.145000		0.430000		-0.174914
0.146000		0.430000		-0.174454
0.147000		0.430000		-0.174008
0.148000		0.430000		-0.173577
0.149000		0.430000		-0.173160
0.150000		0.430000		-0.172757
0.151000		0.430000		-0.172369
0.152000		0.430000		-0.171994
0.153000		0.430000		-0.171632
0.154000		0.430000		-0.171283
0.155000		0.430000		-0.170948
0.156000		0.430000		-0.170625
0.157000		0.430000		-0.170314
0.158000		0.430000		-0.170015
0.159000		0.430000		-0.169729
0.160000		0.430000		-0.169454
0.161000		0.430000		-0.169190
0.162000		0.430000		-0.168937
0.163000		0.430000		-0.168695
0.164000		0.430000		-0.168464
0.165000		0.430000		-0.168243
0.166000		0.430000		-0.168032
0.167000		0.430000		-0.167832
0.168000		0.430000		-0.167641
0.169000		0.430000		-0.167459
0.170000		0.430000		-0.167286
0.171000		0.430000		-0.167123
0.172000		0.430000		-0.166968
0.173000		0.430000		-0.166822
0.174000		0.430000		-0.166685
0.175000		0.430000		-0.166555
0.176000		0.430000		-0.166434
0.177000		0.430000		-0.166320
0.178000		0.430000		-0.166214
0.179000		0.430000		-0.166116
0.180000		0.430000		-0.166024
0.181000		0.430000		-0.165940
0.182000		0.430000		-0.165862
0.183000		0.430000		-0.165791
0.184000		0.430000		-0.165727
0.185000		0.430000		-0.165669
0.186000		0.430000		-0.165617
0.187000		0.430000		-0.165572
0.188000		0.430000		-0.165532
0.189000		0.430000		-0.165498
0.190000		0.430000		-0.165469
0.191000		0.430000		-0.165446
0.192000		0.430000		-0.165428
0.193000		0.430000		-0.165416
0.194000		0.430000		-0.165408
0.195000		0.430000		-0.165406
0.196000		0.430000		-0.165408
0.197000		0.430000		-0.165415
0.198000		0.430000		-0.165426
0.199000		0.430000		-0.165442
0.200000		0.430000		-0.165462
0.100000		0.440000		-0.212412
0.101000		0.440000		-0.211278
0.102000		0.440000		-0.210148
0.103000		0.440000		-0.209025
0.104000		0.440000		-0.207908
0.105000		0.440000		-0.206800
0.106000		0.440000		-0.205701
0.107000		0.440000		-0.204612
0.108000		0.440000		-0.203534
0.109000		0.440000		-0.202469
0.110000		0.440000		-0.201416
0.111000		0.440000		-0.200376
0.112000		0.440000		-0.199351
0.113000		0.440000		-0.198340
0.114000		0.440000		-0.197344
0.115000		0.440000		-0.196365
0.116000		0.440000		-0.195401
0.117000		0.440000		-0.194454
0.118000		0.440000		-0.193523
0.119000		0.440000		-0.192610
0.120000		0.440000		-0.191714
0.121000		0.440000		-0.190836
0.122000		0.440000		-0.189976
0.123000		0.440000		-0.189133
0.124000		0.440000		-0.188309
0.125000		0.440000		-0.187502
0.126000		0.440000		-0.186714
0.127000		0.440000		-0.185944
0.128000		0.440000		-0.185192
0.129000		0.440000		-0.184458
0.130000		0.440000		-0.183742
0.131000		0.440000		-0.183044
0.132000		0.440000		-0.182364
0.133000		0.440000		-0.181702
0.134000		0.440000		-0.181057
0.135000		0.440000		-0.180430
0.136000		0.440000		-0.179820
0.137000		0.440000		-0.179227
0.138000		0.440000		-0.178651
0.139000		0.440000		-0.178092
0.140000		0.440000		-0.177549
0.141000		0.440000		-0.177023
0.142000		0.440000		-0.176513
0.143000		0.440000		-0.176019
0.144000		0.440000		-0.175540
0.145000		0.440000		-0.175077
0.146000		0.440000		-0.174629
0.147000		0.440000		-0.174196
0.148000		0.440000		-0.173777
0.149000		0.440000		-0.173373
0.150000		0.440000		-0.172983
0.151000		0.440000		-0.172606
0.152000		0.440000		-0.172244
0.153000		0.440000		-0.171894
0.154000		0.440000		-0.171558
0.155000		0.440000		-0.171235
0.156000		0.440000		-0.170924
0.157000		0.440000		-0.170625
0.158000		0.440000		-0.170338
0.159000		0.440000		-0.170063
0.160000		0.440000		-0.169800
0.161000		0.440000		-0.169548
0.162000		0.440000		-0.169307
0.163000		0.440000		-0.169076
0.164000		0.440000		-0.168856
0.165000		0.440000		-0.168647
0.166000		0.440000		-0.168447
0.167000		0.440000		-0.168257
0.168000		0.440000		-0.168077
0.169000		0.440000		-0.167906
0.170000		0.440000		-0.167744
0.171000		0.440000		-0.167591
0.172000		0.440000		-0.167447
0.173000		0.440000		-0.167311
0.174000		0.440000		-0.167183
0.175000		0.440000		-0.167064
0.176000		0.440000		-0.166952
0.177000		0.440000		-0.166848
0.178000		0.440000		-0.166751
0.179000		0.440000		-0.166662
0.180000		0.440000		-0.166580
0.181000		0.440000		-0.166504
0.182000		0.440000		-0.166436
0.183000		0.440000		-0.166373
0.184000		0.440000		-0.166318
0.185000		0.440000		-0.166268
0.186000		0.440000		-0.166225
0.187000		0.440000		-0.166187
0.188000		0.440000		-0.166155
0.189000		0.440000		-0.166129
0.190000		0.440000		-0.166108
0.191000		0.440000		-0.166092
0.192000		0.440000		-0.166082
0.193000		0.440000		-0.166077
0.194000		0.440000		-0.166076
0.195000		0.440000		-0.166080
0.196000		0.440000		-0.166089
0.197000		0.440000		-0.166103
0.198000		0.440000		-0.166121
0.199000		0.440000		-0.166143
0.200000		0.440000		-0.166169
0.100000		0.450000		-0.212192
0.101000		0.450000		-0.211057
0.102000		0.450000		-0.209928
0.103000		0.450000		-0.208804
0.104000		0.450000		-0.207689
0.105000		0.450000		-0.206582
0.106000		0.450000		-0.205485
0.107000		0.450000		-0.204399
0.108000		0.450000		-0.203324
0.109000		0.450000		-0.202262
0.110000		0.450000		-0.201213
0.111000		0.450000		-0.200178
0.112000		0.450000		-0.199158
0.113000		0.450000		-0.198153
0.114000		0.450000		-0.197164
0.115000		0.450000		-0.196190
0.116000		0.450000		-0.195234
0.117000		0.450000		-0.194294
0.118000		0.450000		-0.193371
0.119000		0.450000		-0.192466
0.120000		0.450000		-0.191579
0.121000		0.450000		-0.190710
0.122000		0.450000		-0.189858
0.123000		0.450000		-0.189025
0.124000		0.450000		-0.188211
0.125000		0.450000		-0.187414
0.126000		0.450000		-0.186637
0.127000		0.450000		-0.185877
0.128000		0.450000		-0.185136
0.129000		0.450000		-0.184413
0.130000		0.450000		-0.183708
0.131000		0.450000		-0.183022
0.132000		0.450000		-0.182354
0.133000		0.450000		-0.181703
0.134000		0.450000		-0.181070
0.135000		0.450000		-0.180455
0.136000		0.450000		-0.179857
0.137000		0.450000		-0.179277
0.138000		0.450000		-0.178713
0.139000		0.450000		-0.178167
0.140000		0.450000		-0.177637
0.141000		0.450000		-0.177123
0.142000		0.450000		-0.176626
0.143000		0.450000		-0.176144
0.144000		0.450000		-0.175678
0.145000		0.450000		-0.175227
0.146000		0.450000		-0.174792
0.147000		0.450000		-0.174371
0.148000		0.450000		-0.173965
0.149000		0.450000		-0.173574
0.150000		0.450000		-0.173196
0.151000		0.450000		-0.172833
0.152000		0.450000		-0.172482
0.153000		0.450000		-0.172145
0.154000		0.450000		-0.171822
0.155000		0.450000		-0.171510
0.156000		0.450000		-0.171212
0.157000		0.450000		-0.170925
0.158000		0.450000		-0.170650
0.159000		0.450000		-0.170387
0.160000		0.450000		-0.170136
0.161000		0.450000		-0.169896
0.162000		0.450000		-0.169666
0.163000		0.450000		-0.169447
0.164000		0.450000		-0.169239
0.165000		0.450000		-0.169040
0.166000		0.450000		-0.168852
0.167000		0.450000		-0.168673
0.168000		0.450000		-0.168504
0.169000		0.450000		-0.168344
0.170000		0.450000		-0.168193
0.171000		0.450000		-0.168050
0.172000		0.450000		-0.167917
0.173000		0.450000		-0.167791
0.174000		0.450000		-0.167674
0.175000		0.450000		-0.167564
0.176000		0.450000		-0.167462
0.177000		0.450000		-0.167368
0.178000		0.450000		-0.167281
0.179000		0.450000		-0.167201
0.180000		0.450000		-0.167128
0.181000		0.450000		-0.167062
0.182000		0.450000		-0.167002
0.183000		0.450000		-0.166949
0.184000		0.450000		-0.166902
0.185000		0.450000		-0.166861
0.186000		0.450000		-0.166826
0.187000		0.450000		-0.166796
0.188000		0.450000		-0.166773
0.189000		0.450000		-0.166754
0.190000		0.450000		-0.166741
0.191000		0.450000		-0.166734
0.192000		0.450000		-0.166731
0.193000		0.450000		-0.166733
0.194000		0.450000		-0.166740
0.195000		0.450000		-0.166751
0.196000		0.450000		-0.166767
0.197000		0.450000		-0.166787
0.198000		0.450000		-0.166812
0.199000		0.450000		-0.166840
0.200000		0.450000		-0.166873
0.100000		0.460000		-0.211953
0.101000		0.460000		-0.210817
0.102000		0.460000		-0.209687
0.103000		0.460000		-0.208564
0.104000		0.460000		-0.207450
0.105000		0.460000		-0.206344
0.106000		0.460000		-0.205249
0.107000		0.460000		-0.204166
0.108000		0.460000		-0.203095
0.109000		0.460000		-0.202036
0.110000		0.460000		-0.200992
0.111000		0.460000		-0.199962
0.112000		0.460000		-0.198947
0.113000		0.460000		-0.197948
0.114000		0.460000		-0.196965
0.115000		0.460000		-0.195998
0.116000		0.460000		-0.195049
0.117000		0.460000		-0.194117
0.118000		0.460000		-0.193202
0.119000		0.460000		-0.192306
0.120000		0.460000		-0.191427
0.121000		0.460000		-0.190567
0.122000		0.460000		-0.189725
0.123000		0.460000		-0.188902
0.124000		0.460000		-0.188098
0.125000		0.460000		-0.187312
0.126000		0.460000		-0.186544
0.127000		0.460000		-0.185796
0.128000		0.460000		-0.185066
0.129000		0.460000		-0.184354
0.130000		0.460000		-0.183661
0.131000		0.460000		-0.182986
0.132000		0.460000		-0.182330
0.133000		0.460000		-0.181691
0.134000		0.460000		-0.181071
0.135000		0.460000		-0.180468
0.136000		0.460000		-0.179882
0.137000		0.460000		-0.179314
0.138000		0.460000		-0.178763
0.139000		0.460000		-0.178229
0.140000		0.460000		-0.177712
0.141000		0.460000		-0.177211
0.142000		0.460000		-0.176726
0.143000		0.460000		-0.176257
0.144000		0.460000		-0.175804
0.145000		0.460000		-0.175366
0.146000		0.460000		-0.174944
0.147000		0.460000		-0.174536
0.148000		0.460000		-0.174143
0.149000		0.460000		-0.173764
0.150000		0.460000		-0.173399
0.151000		0.460000		-0.173048
0.152000		0.460000		-0.172710
0.153000		0.460000		-0.172386
0.154000		0.460000		-0.172074
0.155000		0.460000		-0.171776
0.156000		0.460000		-0.171489
0.157000		0.460000		-0.171215
0.158000		0.460000		-0.170952
0.159000		0.460000		-0.170702
0.160000		0.460000		-0.170462
0.161000		0.460000		-0.170233
0.162000		0.460000		-0.170016
0.163000		0.460000		-0.169809
0.164000		0.460000		-0.169612
0.165000		0.460000		-0.169425
0.166000		0.460000		-0.169248
0.167000		0.460000		-0.169080
0.168000		0.460000		-0.168922
0.169000		0.460000		-0.168773
0.170000		0.460000		-0.168633
0.171000		0.460000		-0.168501
0.172000		0.460000		-0.168378
0.173000		0.460000		-0.168263
0.174000		0.460000		-0.168156
0.175000		0.460000		-0.168056
0.176000		0.460000		-0.167964
0.177000		0.460000		-0.167880
0.178000		0.460000		-0.167803
0.179000		0.460000		-0.167733
0.180000		0.460000		-0.167669
0.181000		0.460000		-0.167612
0.182000		0.460000		-0.167562
0.183000		0.460000		-0.167518
0.184000		0.460000		-0.167479
0.185000		0.460000		-0.167447
0.186000		0.460000		-0.167421
0.187000		0.460000		-0.167400
0.188000		0.460000		-0.167385
0.189000		0.460000		-0.167375
0.190000		0.460000		-0.167370
0.191000		0.460000		-0.167370
0.192000		0.460000		-0.167375
0.193000		0.460000		-0.167384
0.194000		0.460000		-0.167399
0.195000		0.460000		-0.167417
0.196000		0.460000		-0.167440
0.197000		0.460000		-0.167468
0.198000		0.460000		-0.167499
0.199000		0.460000		-0.167535
0.200000		0.460000		-0.167574
0.100000		0.470000		-0.211692
0.101000		0.470000		-0.210556
0.102000		0.470000		-0.209426
0.103000		0.470000		-0.208304
0.104000		0.470000		-0.207190
0.105000		0.470000		-0.206087
0.106000		0.470000		-0.204994
0.107000		0.470000		-0.203914
0.108000		0.470000		-0.202846
0.109000		0.470000		-0.201792
0.110000		0.470000		-0.200752
0.111000		0.470000		-0.199727
0.112000		0.470000		-0.198718
0.113000		0.470000		-0.197725
0.114000		0.470000		-0.196749
0.115000		0.470000		-0.195789
0.116000		0.470000		-0.194848
0.117000		0.470000		-0.193923
0.118000		0.470000		-0.193017
0.119000		0.470000		-0.192129
0.120000		0.470000		-0.191260
0.121000		0.470000		-0.190409
0.122000		0.470000		-0.189577
0.123000		0.470000		-0.188764
0.124000		0.470000		-0.187970
0.125000		0.470000		-0.187195
0.126000		0.470000		-0.186438
0.127000		0.470000		-0.185701
0.128000		0.470000		-0.184982
0.129000		0.470000		-0.184282
0.130000		0.470000		-0.183601
0.131000		0.470000		-0.182938
0.132000		0.470000		-0.182293
0.133000		0.470000		-0.181667
0.134000		0.470000		-0.181059
0.135000		0.470000		-0.180468
0.136000		0.470000		-0.179895
0.137000		0.470000		-0.179340
0.138000		0.470000		-0.178802
0.139000		0.470000		-0.178280
0.140000		0.470000		-0.177776
0.141000		0.470000		-0.177288
0.142000		0.470000		-0.176816
0.143000		0.470000		-0.176360
0.144000		0.470000		-0.175919
0.145000		0.470000		-0.175494
0.146000		0.470000		-0.175085
0.147000		0.470000		-0.174690
0.148000		0.470000		-0.174309
0.149000		0.470000		-0.173943
0.150000		0.470000		-0.173591
0.151000		0.470000		-0.173253
0.152000		0.470000		-0.172928
0.153000		0.470000		-0.172616
0.154000		0.470000		-0.172317
0.155000		0.470000		-0.172031
0.156000		0.470000		-0.171757
0.157000		0.470000		-0.171495
0.158000		0.470000		-0.171245
0.159000		0.470000		-0.171006
0.160000		0.470000		-0.170779
0.161000		0.470000		-0.170562
0.162000		0.470000		-0.170356
0.163000		0.470000		-0.170161
0.164000		0.470000		-0.169975
0.165000		0.470000		-0.169800
0.166000		0.470000		-0.169635
0.167000		0.470000		-0.169478
0.168000		0.470000		-0.169331
0.169000		0.470000		-0.169193
0.170000		0.470000		-0.169064
0.171000		0.470000		-0.168943
0.172000		0.470000		-0.168831
0.173000		0.470000		-0.168726
0.174000		0.470000		-0.168629
0.175000		0.470000		-0.168540
0.176000		0.470000		-0.168459
0.177000		0.470000		-0.168384
0.178000		0.470000		-0.168317
0.179000		0.470000		-0.168257
0.180000		0.470000		-0.168203
0.181000		0.470000		-0.168155
0.182000		0.470000		-0.168114
0.183000		0.470000		-0.168079
0.184000		0.470000		-0.168050
0.185000		0.470000		-0.168027
0.186000		0.470000		-0.168009
0.187000		0.470000		-0.167997
0.188000		0.470000		-0.167990
0.189000		0.470000		-0.167989
0.190000		0.470000		-0.167992
0.191000		0.470000		-0.168000
0.192000		0.470000		-0.168013
0.193000		0.470000		-0.168030
0.194000		0.470000		-0.168052
0.195000		0.470000		-0.168079
0.196000		0.470000		-0.168109
0.197000		0.470000		-0.168144
0.198000		0.470000		-0.168182
0.199000		0.470000		-0.168225
0.200000		0.470000		-0.168271
0.100000		0.480000		-0.211411
0.101000		0.480000		-0.210274
0.102000		0.480000		-0.209144
0.103000		0.480000		-0.208023
0.104000		0.480000		-0.206911
0.105000		0.480000		-0.205809
0.106000		0.480000		-0.204720
0.107000		0.480000		-0.203642
0.108000		0.480000		-0.202579
0.109000		0.480000		-0.201529
0.110000		0.480000		-0.200494
0.111000		0.480000		-0.199475
0.112000		0.480000		-0.198472
0.113000		0.480000		-0.197485
0.114000		0.480000		-0.196516
0.115000		0.480000		-0.195564
0.116000		0.480000		-0.194630
0.117000		0.480000		-0.193714
0.118000		0.480000		-0.192817
0.119000		0.480000		-0.191938
0.120000		0.480000		-0.191078
0.121000		0.480000		-0.190237
0.122000		0.480000		-0.189415
0.123000		0.480000		-0.188612
0.124000		0.480000		-0.187829
0.125000		0.480000		-0.187064
0.126000		0.480000		-0.186319
0.127000		0.480000		-0.185593
0.128000		0.480000		-0.184886
0.129000		0.480000		-0.184197
0.130000		0.480000		-0.183528
0.131000		0.480000		-0.182877
0.132000		0.480000		-0.182245
0.133000		0.480000		-0.181631
0.134000		0.480000		-0.181035
0.135000		0.480000		-0.180457
0.136000		0.480000		-0.179897
0.137000		0.480000		-0.179354
0.138000		0.480000		-0.178829
0.139000		0.480000		-0.178321
0.140000		0.480000		-0.177829
0.141000		0.480000		-0.177354
0.142000		0.480000		-0.176895
0.143000		0.480000		-0.176452
0.144000		0.480000		-0.176024
0.145000		0.480000		-0.175613
0.146000		0.480000		-0.175216
0.147000		0.480000		-0.174834
0.148000		0.480000		-0.174466
0.149000		0.480000		-0.174113
0.150000		0.480000		-0.173774
0.151000		0.480000		-0.173448
0.152000		0.480000		-0.173136
0.153000		0.480000		-0.172837
0.154000		0.480000		-0.172551
0.155000		0.480000		-0.172277
0.156000		0.480000		-0.172015
0.157000		0.480000		-0.171766
0.158000		0.480000		-0.171528
0.159000		0.480000		-0.171301
0.160000		0.480000		-0.171086
0.161000		0.480000		-0.170882
0.162000		0.480000		-0.170688
0.163000		0.480000		-0.170504
0.164000		0.480000		-0.170330
0.165000		0.480000		-0.170167
0.166000		0.480000		-0.170013
0.167000		0.480000		-0.169868
0.168000		0.480000		-0.169732
0.169000		0.480000		-0.169605
0.170000		0.480000		-0.169487
0.171000		0.480000		-0.169377
0.172000		0.480000		-0.169275
0.173000		0.480000		-0.169181
0.174000		0.480000		-0.169095
0.175000		0.480000		-0.169017
0.176000		0.480000		-0.168945
0.177000		0.480000		-0.168881
0.178000		0.480000		-0.168824
0.179000		0.480000		-0.168773
0.180000		0.480000		-0.168729
0.181000		0.480000		-0.168691
0.182000		0.480000		-0.168660
0.183000		0.480000		-0.168634
0.184000		0.480000		-0.168614
0.185000		0.480000		-0.168600
0.186000		0.480000		-0.168591
0.187000		0.480000		-0.168588
0.188000		0.480000		-0.168590
0.189000		0.480000		-0.168597
0.190000		0.480000		-0.168608
0.191000		0.480000		-0.168625
0.192000		0.480000		-0.168646
0.193000		0.480000		-0.168671
0.194000		0.480000		-0.168701
0.195000		0.480000		-0.168735
0.196000		0.480000		-0.168773
0.197000		0.480000		-0.168815
0.198000		0.480000		-0.168861
0.199000		0.480000		-0.168910
0.200000		0.480000		-0.168964
0.100000		0.490000		-0.211109
0.101000		0.490000		-0.209972
0.102000		0.490000		-0.208842
0.103000		0.490000		-0.207722
0.104000		0.490000		-0.206612
0.105000		0.490000		-0.205513
0.106000		0.490000		-0.204426
0.107000		0.490000		-0.203352
0.108000		0.490000		-0.202293
0.109000		0.490000		-0.201248
0.110000		0.490000		-0.200218
0.111000		0.490000		-0.199205
0.112000		0.490000		-0.198208
0.113000		0.490000		-0.197229
0.114000		0.490000		-0.196267
0.115000		0.490000		-0.195323
0.116000		0.490000		-0.194397
0.117000		0.490000		-0.193490
0.118000		0.490000		-0.192602
