101
81
T [GeV]		muB [GeV]		betapi_over_T4 [fm^-4 / GeV^4]
0.179000		0.140000		136.705475
0.180000		0.140000		139.545355
0.181000		0.140000		142.437941
0.182000		0.140000		145.383766
0.183000		0.140000		148.383360
0.184000		0.140000		151.437246
0.185000		0.140000		154.545942
0.186000		0.140000		157.709960
0.187000		0.140000		160.929807
0.188000		0.140000		164.205983
0.189000		0.140000		167.538981
0.190000		0.140000		170.929289
0.191000		0.140000		174.377388
0.192000		0.140000		177.883754
0.193000		0.140000		181.448853
0.194000		0.140000		185.073147
0.195000		0.140000		188.757090
0.196000		0.140000		192.501128
0.197000		0.140000		196.305702
0.198000		0.140000		200.171243
0.199000		0.140000		204.098178
0.200000		0.140000		208.086923
0.100000		0.150000		29.802689
0.101000		0.150000		30.282588
0.102000		0.150000		30.772737
0.103000		0.150000		31.273538
0.104000		0.150000		31.785399
0.105000		0.150000		32.308734
0.106000		0.150000		32.843958
0.107000		0.150000		33.391496
0.108000		0.150000		33.951774
0.109000		0.150000		34.525225
0.110000		0.150000		35.112286
0.111000		0.150000		35.713401
0.112000		0.150000		36.329017
0.113000		0.150000		36.959588
0.114000		0.150000		37.605572
0.115000		0.150000		38.267434
0.116000		0.150000		38.945643
0.117000		0.150000		39.640673
0.118000		0.150000		40.353004
0.119000		0.150000		41.083122
0.120000		0.150000		41.831516
0.121000		0.150000		42.598684
0.122000		0.150000		43.385125
0.123000		0.150000		44.191346
0.124000		0.150000		45.017859
0.125000		0.150000		45.865179
0.126000		0.150000		46.733829
0.127000		0.150000		47.624334
0.128000		0.150000		48.537226
0.129000		0.150000		49.473040
0.130000		0.150000		50.432318
0.131000		0.150000		51.415603
0.132000		0.150000		52.423446
0.133000		0.150000		53.456400
0.134000		0.150000		54.515023
0.135000		0.150000		55.599878
0.136000		0.150000		56.711529
0.137000		0.150000		57.850547
0.138000		0.150000		59.017504
0.139000		0.150000		60.212977
0.140000		0.150000		61.437546
0.141000		0.150000		62.691793
0.142000		0.150000		63.976304
0.143000		0.150000		65.291668
0.144000		0.150000		66.638475
0.145000		0.150000		68.017318
0.146000		0.150000		69.428793
0.147000		0.150000		70.873498
0.148000		0.150000		72.352030
0.149000		0.150000		73.864991
0.150000		0.150000		75.412982
0.151000		0.150000		76.996607
0.152000		0.150000		78.616468
0.153000		0.150000		80.273171
0.154000		0.150000		81.967320
0.155000		0.150000		83.699521
0.156000		0.150000		85.470379
0.157000		0.150000		87.280498
0.158000		0.150000		89.130484
0.159000		0.150000		91.020939
0.160000		0.150000		92.952469
0.161000		0.150000		94.925673
0.162000		0.150000		96.941153
0.163000		0.150000		98.999509
0.164000		0.150000		101.101338
0.165000		0.150000		103.247234
0.166000		0.150000		105.437792
0.167000		0.150000		107.673603
0.168000		0.150000		109.955255
0.169000		0.150000		112.283334
0.170000		0.150000		114.658421
0.171000		0.150000		117.081098
0.172000		0.150000		119.551939
0.173000		0.150000		122.071517
0.174000		0.150000		124.640402
0.175000		0.150000		127.259156
0.176000		0.150000		129.928341
0.177000		0.150000		132.648514
0.178000		0.150000		135.420224
0.179000		0.150000		138.244020
0.180000		0.150000		141.120443
0.181000		0.150000		144.050030
0.182000		0.150000		147.033313
0.183000		0.150000		150.070816
0.184000		0.150000		153.163062
0.185000		0.150000		156.310565
0.186000		0.150000		159.513834
0.187000		0.150000		162.773372
0.188000		0.150000		166.089675
0.189000		0.150000		169.463234
0.190000		0.150000		172.894533
0.191000		0.150000		176.384048
0.192000		0.150000		179.932252
0.193000		0.150000		183.539607
0.194000		0.150000		187.206571
0.195000		0.150000		190.933592
0.196000		0.150000		194.721115
0.197000		0.150000		198.569573
0.198000		0.150000		202.479396
0.199000		0.150000		206.451002
0.200000		0.150000		210.484806
0.100000		0.160000		29.874814
0.101000		0.160000		30.359713
0.102000		0.160000		30.855107
0.103000		0.160000		31.361407
0.104000		0.160000		31.879028
0.105000		0.160000		32.408389
0.106000		0.160000		32.949913
0.107000		0.160000		33.504031
0.108000		0.160000		34.071176
0.109000		0.160000		34.651788
0.110000		0.160000		35.246311
0.111000		0.160000		35.855194
0.112000		0.160000		36.478893
0.113000		0.160000		37.117867
0.114000		0.160000		37.772582
0.115000		0.160000		38.443507
0.116000		0.160000		39.131118
0.117000		0.160000		39.835898
0.118000		0.160000		40.558331
0.119000		0.160000		41.298909
0.120000		0.160000		42.058129
0.121000		0.160000		42.836493
0.122000		0.160000		43.634508
0.123000		0.160000		44.452686
0.124000		0.160000		45.291544
0.125000		0.160000		46.151604
0.126000		0.160000		47.033395
0.127000		0.160000		47.937446
0.128000		0.160000		48.864296
0.129000		0.160000		49.814484
0.130000		0.160000		50.788558
0.131000		0.160000		51.787067
0.132000		0.160000		52.810566
0.133000		0.160000		53.859614
0.134000		0.160000		54.934772
0.135000		0.160000		56.036608
0.136000		0.160000		57.165693
0.137000		0.160000		58.322599
0.138000		0.160000		59.507904
0.139000		0.160000		60.722189
0.140000		0.160000		61.966038
0.141000		0.160000		63.240037
0.142000		0.160000		64.544776
0.143000		0.160000		65.880846
0.144000		0.160000		67.248841
0.145000		0.160000		68.649359
0.146000		0.160000		70.082997
0.147000		0.160000		71.550355
0.148000		0.160000		73.052036
0.149000		0.160000		74.588642
0.150000		0.160000		76.160778
0.151000		0.160000		77.769049
0.152000		0.160000		79.414060
0.153000		0.160000		81.096418
0.154000		0.160000		82.816729
0.155000		0.160000		84.575601
0.156000		0.160000		86.373639
0.157000		0.160000		88.211451
0.158000		0.160000		90.089641
0.159000		0.160000		92.008815
0.160000		0.160000		93.969576
0.161000		0.160000		95.972527
0.162000		0.160000		98.018268
0.163000		0.160000		100.107399
0.164000		0.160000		102.240518
0.165000		0.160000		104.418220
0.166000		0.160000		106.641098
0.167000		0.160000		108.909742
0.168000		0.160000		111.224741
0.169000		0.160000		113.586678
0.170000		0.160000		115.996135
0.171000		0.160000		118.453691
0.172000		0.160000		120.959921
0.173000		0.160000		123.515394
0.174000		0.160000		126.120679
0.175000		0.160000		128.776337
0.176000		0.160000		131.482928
0.177000		0.160000		134.241004
0.178000		0.160000		137.051116
0.179000		0.160000		139.913808
0.180000		0.160000		142.829618
0.181000		0.160000		145.799081
0.182000		0.160000		148.822726
0.183000		0.160000		151.901075
0.184000		0.160000		155.034646
0.185000		0.160000		158.223950
0.186000		0.160000		161.469492
0.187000		0.160000		164.771773
0.188000		0.160000		168.131284
0.189000		0.160000		171.548513
0.190000		0.160000		175.023939
0.191000		0.160000		178.558035
0.192000		0.160000		182.151268
0.193000		0.160000		185.804098
0.194000		0.160000		189.516976
0.195000		0.160000		193.290347
0.196000		0.160000		197.124651
0.197000		0.160000		201.020316
0.198000		0.160000		204.977767
0.199000		0.160000		208.997418
0.200000		0.160000		213.079677
0.100000		0.170000		29.955213
0.101000		0.170000		30.445617
0.102000		0.170000		30.946784
0.103000		0.170000		31.459132
0.104000		0.170000		31.983081
0.105000		0.170000		32.519060
0.106000		0.170000		33.067499
0.107000		0.170000		33.628834
0.108000		0.170000		34.203508
0.109000		0.170000		34.791966
0.110000		0.170000		35.394659
0.111000		0.170000		36.012045
0.112000		0.170000		36.644585
0.113000		0.170000		37.292746
0.114000		0.170000		37.957000
0.115000		0.170000		38.637824
0.116000		0.170000		39.335700
0.117000		0.170000		40.051118
0.118000		0.170000		40.784568
0.119000		0.170000		41.536550
0.120000		0.170000		42.307567
0.121000		0.170000		43.098127
0.122000		0.170000		43.908743
0.123000		0.170000		44.739934
0.124000		0.170000		45.592223
0.125000		0.170000		46.466139
0.126000		0.170000		47.362214
0.127000		0.170000		48.280987
0.128000		0.170000		49.222999
0.129000		0.170000		50.188798
0.130000		0.170000		51.178935
0.131000		0.170000		52.193965
0.132000		0.170000		53.234448
0.133000		0.170000		54.300949
0.134000		0.170000		55.394034
0.135000		0.170000		56.514276
0.136000		0.170000		57.662249
0.137000		0.170000		58.838532
0.138000		0.170000		60.043706
0.139000		0.170000		61.278357
0.140000		0.170000		62.543072
0.141000		0.170000		63.838442
0.142000		0.170000		65.165060
0.143000		0.170000		66.523522
0.144000		0.170000		67.914425
0.145000		0.170000		69.338370
0.146000		0.170000		70.795957
0.147000		0.170000		72.287790
0.148000		0.170000		73.814473
0.149000		0.170000		75.376613
0.150000		0.170000		76.974815
0.151000		0.170000		78.609687
0.152000		0.170000		80.281838
0.153000		0.170000		81.991875
0.154000		0.170000		83.740406
0.155000		0.170000		85.528041
0.156000		0.170000		87.355387
0.157000		0.170000		89.223051
0.158000		0.170000		91.131640
0.159000		0.170000		93.081759
0.160000		0.170000		95.074014
0.161000		0.170000		97.109006
0.162000		0.170000		99.187338
0.163000		0.170000		101.309608
0.164000		0.170000		103.476415
0.165000		0.170000		105.688352
0.166000		0.170000		107.946013
0.167000		0.170000		110.249987
0.168000		0.170000		112.600861
0.169000		0.170000		114.999219
0.170000		0.170000		117.445642
0.171000		0.170000		119.940705
0.172000		0.170000		122.484983
0.173000		0.170000		125.079044
0.174000		0.170000		127.723454
0.175000		0.170000		130.418772
0.176000		0.170000		133.165555
0.177000		0.170000		135.964355
0.178000		0.170000		138.815719
0.179000		0.170000		141.720187
0.180000		0.170000		144.678296
0.181000		0.170000		147.690577
0.182000		0.170000		150.757555
0.183000		0.170000		153.879751
0.184000		0.170000		157.057677
0.185000		0.170000		160.291842
0.186000		0.170000		163.582747
0.187000		0.170000		166.930888
0.188000		0.170000		170.336753
0.189000		0.170000		173.800825
0.190000		0.170000		177.323579
0.191000		0.170000		180.905484
0.192000		0.170000		184.547002
0.193000		0.170000		188.248587
0.194000		0.170000		192.010688
0.195000		0.170000		195.833743
0.196000		0.170000		199.718186
0.197000		0.170000		203.664442
0.198000		0.170000		207.672930
0.199000		0.170000		211.744058
0.200000		0.170000		215.878229
0.100000		0.180000		30.044693
0.101000		0.180000		30.541146
0.102000		0.180000		31.048652
0.103000		0.180000		31.567635
0.104000		0.180000		32.098525
0.105000		0.180000		32.641756
0.106000		0.180000		33.197767
0.107000		0.180000		33.767002
0.108000		0.180000		34.349910
0.109000		0.180000		34.946944
0.110000		0.180000		35.558564
0.111000		0.180000		36.185233
0.112000		0.180000		36.827421
0.113000		0.180000		37.485602
0.114000		0.180000		38.160255
0.115000		0.180000		38.851864
0.116000		0.180000		39.560920
0.117000		0.180000		40.287917
0.118000		0.180000		41.033354
0.119000		0.180000		41.797738
0.120000		0.180000		42.581577
0.121000		0.180000		43.385388
0.122000		0.180000		44.209690
0.123000		0.180000		45.055008
0.124000		0.180000		45.921872
0.125000		0.180000		46.810816
0.126000		0.180000		47.722381
0.127000		0.180000		48.657109
0.128000		0.180000		49.615550
0.129000		0.180000		50.598255
0.130000		0.180000		51.605783
0.131000		0.180000		52.638694
0.132000		0.180000		53.697554
0.133000		0.180000		54.782931
0.134000		0.180000		55.895399
0.135000		0.180000		57.035535
0.136000		0.180000		58.203918
0.137000		0.180000		59.401131
0.138000		0.180000		60.627762
0.139000		0.180000		61.884398
0.140000		0.180000		63.171634
0.141000		0.180000		64.490062
0.142000		0.180000		65.840281
0.143000		0.180000		67.222889
0.144000		0.180000		68.638489
0.145000		0.180000		70.087682
0.146000		0.180000		71.571075
0.147000		0.180000		73.089273
0.148000		0.180000		74.642883
0.149000		0.180000		76.232515
0.150000		0.180000		77.858776
0.151000		0.180000		79.522277
0.152000		0.180000		81.223629
0.153000		0.180000		82.963440
0.154000		0.180000		84.742322
0.155000		0.180000		86.560884
0.156000		0.180000		88.419735
0.157000		0.180000		90.319484
0.158000		0.180000		92.260739
0.159000		0.180000		94.244105
0.160000		0.180000		96.270189
0.161000		0.180000		98.339592
0.162000		0.180000		100.452916
0.163000		0.180000		102.610762
0.164000		0.180000		104.813725
0.165000		0.180000		107.062401
0.166000		0.180000		109.357382
0.167000		0.180000		111.699256
0.168000		0.180000		114.088609
0.169000		0.180000		116.526024
0.170000		0.180000		119.012080
0.171000		0.180000		121.547352
0.172000		0.180000		124.132411
0.173000		0.180000		126.767825
0.174000		0.180000		129.454156
0.175000		0.180000		132.191963
0.176000		0.180000		134.981800
0.177000		0.180000		137.824214
0.178000		0.180000		140.719751
0.179000		0.180000		143.668948
0.180000		0.180000		146.672338
0.181000		0.180000		149.730450
0.182000		0.180000		152.843805
0.183000		0.180000		156.012920
0.184000		0.180000		159.238303
0.185000		0.180000		162.520459
0.186000		0.180000		165.859886
0.187000		0.180000		169.257074
0.188000		0.180000		172.712508
0.189000		0.180000		176.226665
0.190000		0.180000		179.800017
0.191000		0.180000		183.433027
0.192000		0.180000		187.126152
0.193000		0.180000		190.879842
0.194000		0.180000		194.694539
0.195000		0.180000		198.570678
0.196000		0.180000		202.508686
0.197000		0.180000		206.508983
0.198000		0.180000		210.571980
0.199000		0.180000		214.698083
0.200000		0.180000		218.887687
0.100000		0.190000		30.144152
0.101000		0.190000		30.647241
0.102000		0.190000		31.161694
0.103000		0.190000		31.687945
0.104000		0.190000		32.226432
0.105000		0.190000		32.777595
0.106000		0.190000		33.341883
0.107000		0.190000		33.919747
0.108000		0.190000		34.511644
0.109000		0.190000		35.118035
0.110000		0.190000		35.739388
0.111000		0.190000		36.376174
0.112000		0.190000		37.028869
0.113000		0.190000		37.697956
0.114000		0.190000		38.383922
0.115000		0.190000		39.087259
0.116000		0.190000		39.808463
0.117000		0.190000		40.548038
0.118000		0.190000		41.306490
0.119000		0.190000		42.084331
0.120000		0.190000		42.882079
0.121000		0.190000		43.700256
0.122000		0.190000		44.539389
0.123000		0.190000		45.400009
0.124000		0.190000		46.282654
0.125000		0.190000		47.187864
0.126000		0.190000		48.116186
0.127000		0.190000		49.068170
0.128000		0.190000		50.044370
0.129000		0.190000		51.045345
0.130000		0.190000		52.071658
0.131000		0.190000		53.123877
0.132000		0.190000		54.202573
0.133000		0.190000		55.308320
0.134000		0.190000		56.441696
0.135000		0.190000		57.603284
0.136000		0.190000		58.793669
0.137000		0.190000		60.013438
0.138000		0.190000		61.263183
0.139000		0.190000		62.543498
0.140000		0.190000		63.854980
0.141000		0.190000		65.198227
0.142000		0.190000		66.573840
0.143000		0.190000		67.982423
0.144000		0.190000		69.424581
0.145000		0.190000		70.900921
0.146000		0.190000		72.412050
0.147000		0.190000		73.958579
0.148000		0.190000		75.541116
0.149000		0.190000		77.160274
0.150000		0.190000		78.816664
0.151000		0.190000		80.510898
0.152000		0.190000		82.243589
0.153000		0.190000		84.015347
0.154000		0.190000		85.826787
0.155000		0.190000		87.678517
0.156000		0.190000		89.571150
0.157000		0.190000		91.505295
0.158000		0.190000		93.481560
0.159000		0.190000		95.500552
0.160000		0.190000		97.562877
0.161000		0.190000		99.669137
0.162000		0.190000		101.819936
0.163000		0.190000		104.015871
0.164000		0.190000		106.257540
0.165000		0.190000		108.545536
0.166000		0.190000		110.880452
0.167000		0.190000		113.262874
0.168000		0.190000		115.693387
0.169000		0.190000		118.172573
0.170000		0.190000		120.701008
0.171000		0.190000		123.279267
0.172000		0.190000		125.907919
0.173000		0.190000		128.587528
0.174000		0.190000		131.318656
0.175000		0.190000		134.101857
0.176000		0.190000		136.937684
0.177000		0.190000		139.826681
0.178000		0.190000		142.769389
0.179000		0.190000		145.766345
0.180000		0.190000		148.818076
0.181000		0.190000		151.925108
0.182000		0.190000		155.087958
0.183000		0.190000		158.307138
0.184000		0.190000		161.583155
0.185000		0.190000		164.916507
0.186000		0.190000		168.307688
0.187000		0.190000		171.757184
0.188000		0.190000		175.265475
0.189000		0.190000		178.833033
0.190000		0.190000		182.460325
0.191000		0.190000		186.147809
0.192000		0.190000		189.895936
0.193000		0.190000		193.705151
0.194000		0.190000		197.575890
0.195000		0.190000		201.508583
0.196000		0.190000		205.503651
0.197000		0.190000		209.561507
0.198000		0.190000		213.682557
0.199000		0.190000		217.867201
0.200000		0.190000		222.115827
0.100000		0.200000		30.254588
0.101000		0.200000		30.764945
0.102000		0.200000		31.287002
0.103000		0.200000		31.821202
0.104000		0.200000		32.367990
0.105000		0.200000		32.927816
0.106000		0.200000		33.501137
0.107000		0.200000		34.088411
0.108000		0.200000		34.690105
0.109000		0.200000		35.306688
0.110000		0.200000		35.938635
0.111000		0.200000		36.586426
0.112000		0.200000		37.250546
0.113000		0.200000		37.931484
0.114000		0.200000		38.629736
0.115000		0.200000		39.345802
0.116000		0.200000		40.080186
0.117000		0.200000		40.833398
0.118000		0.200000		41.605954
0.119000		0.200000		42.398372
0.120000		0.200000		43.211179
0.121000		0.200000		44.044902
0.122000		0.200000		44.900077
0.123000		0.200000		45.777242
0.124000		0.200000		46.676942
0.125000		0.200000		47.599723
0.126000		0.200000		48.546139
0.127000		0.200000		49.516747
0.128000		0.200000		50.512108
0.129000		0.200000		51.532787
0.130000		0.200000		52.579353
0.131000		0.200000		53.652380
0.132000		0.200000		54.752444
0.133000		0.200000		55.880127
0.134000		0.200000		57.036011
0.135000		0.200000		58.220685
0.136000		0.200000		59.434738
0.137000		0.200000		60.678764
0.138000		0.200000		61.953359
0.139000		0.200000		63.259122
0.140000		0.200000		64.596653
0.141000		0.200000		65.966557
0.142000		0.200000		67.369438
0.143000		0.200000		68.805903
0.144000		0.200000		70.276562
0.145000		0.200000		71.782024
0.146000		0.200000		73.322901
0.147000		0.200000		74.899806
0.148000		0.200000		76.513352
0.149000		0.200000		78.164152
0.150000		0.200000		79.852821
0.151000		0.200000		81.579973
0.152000		0.200000		83.346223
0.153000		0.200000		85.152184
0.154000		0.200000		86.998470
0.155000		0.200000		88.885694
0.156000		0.200000		90.814467
0.157000		0.200000		92.785401
0.158000		0.200000		94.799104
0.159000		0.200000		96.856183
0.160000		0.200000		98.957246
0.161000		0.200000		101.102894
0.162000		0.200000		103.293730
0.163000		0.200000		105.530353
0.164000		0.200000		107.813359
0.165000		0.200000		110.143341
0.166000		0.200000		112.520889
0.167000		0.200000		114.946590
0.168000		0.200000		117.421028
0.169000		0.200000		119.944781
0.170000		0.200000		122.518426
0.171000		0.200000		125.142534
0.172000		0.200000		127.817671
0.173000		0.200000		130.544402
0.174000		0.200000		133.323282
0.175000		0.200000		136.154866
0.176000		0.200000		139.039702
0.177000		0.200000		141.978331
0.178000		0.200000		144.971292
0.179000		0.200000		148.019115
0.180000		0.200000		151.122327
0.181000		0.200000		154.281448
0.182000		0.200000		157.496991
0.183000		0.200000		160.769465
0.184000		0.200000		164.099371
0.185000		0.200000		167.487203
0.186000		0.200000		170.933450
0.187000		0.200000		174.438593
0.188000		0.200000		178.003107
0.189000		0.200000		181.627460
0.190000		0.200000		185.312111
0.191000		0.200000		189.057513
0.192000		0.200000		192.864113
0.193000		0.200000		196.732349
0.194000		0.200000		200.662651
0.195000		0.200000		204.655442
0.196000		0.200000		208.711138
0.197000		0.200000		212.830146
0.198000		0.200000		217.012866
0.199000		0.200000		221.259688
0.200000		0.200000		225.570996
0.100000		0.210000		30.377112
0.101000		0.210000		30.895418
0.102000		0.210000		31.425787
0.103000		0.210000		31.968667
0.104000		0.210000		32.524515
0.105000		0.210000		33.093789
0.106000		0.210000		33.676954
0.107000		0.210000		34.274477
0.108000		0.210000		34.886833
0.109000		0.210000		35.514501
0.110000		0.210000		36.157964
0.111000		0.210000		36.817709
0.112000		0.210000		37.494231
0.113000		0.210000		38.188028
0.114000		0.210000		38.899603
0.115000		0.210000		39.629464
0.116000		0.210000		40.378124
0.117000		0.210000		41.146101
0.118000		0.210000		41.933917
0.119000		0.210000		42.742101
0.120000		0.210000		43.571185
0.121000		0.210000		44.421705
0.122000		0.210000		45.294204
0.123000		0.210000		46.189229
0.124000		0.210000		47.107329
0.125000		0.210000		48.049060
0.126000		0.210000		49.014981
0.127000		0.210000		50.005658
0.128000		0.210000		51.021656
0.129000		0.210000		52.063549
0.130000		0.210000		53.131912
0.131000		0.210000		54.227324
0.132000		0.210000		55.350368
0.133000		0.210000		56.501632
0.134000		0.210000		57.681703
0.135000		0.210000		58.891176
0.136000		0.210000		60.130646
0.137000		0.210000		61.400712
0.138000		0.210000		62.701974
0.139000		0.210000		64.035036
0.140000		0.210000		65.400504
0.141000		0.210000		66.798986
0.142000		0.210000		68.231090
0.143000		0.210000		69.697429
0.144000		0.210000		71.198615
0.145000		0.210000		72.735262
0.146000		0.210000		74.307984
0.147000		0.210000		75.917397
0.148000		0.210000		77.564118
0.149000		0.210000		79.248763
0.150000		0.210000		80.971948
0.151000		0.210000		82.734291
0.152000		0.210000		84.536407
0.153000		0.210000		86.378913
0.154000		0.210000		88.262424
0.155000		0.210000		90.187553
0.156000		0.210000		92.154913
0.157000		0.210000		94.165117
0.158000		0.210000		96.218773
0.159000		0.210000		98.316491
0.160000		0.210000		100.458876
0.161000		0.210000		102.646531
0.162000		0.210000		104.880057
0.163000		0.210000		107.160054
0.164000		0.210000		109.487117
0.165000		0.210000		111.861838
0.166000		0.210000		114.284805
0.167000		0.210000		116.756605
0.168000		0.210000		119.277819
0.169000		0.210000		121.849025
0.170000		0.210000		124.470797
0.171000		0.210000		127.143702
0.172000		0.210000		129.868307
0.173000		0.210000		132.645171
0.174000		0.210000		135.474848
0.175000		0.210000		138.357890
0.176000		0.210000		141.294840
0.177000		0.210000		144.286237
0.178000		0.210000		147.332616
0.179000		0.210000		150.434503
0.180000		0.210000		153.592422
0.181000		0.210000		156.806886
0.182000		0.210000		160.078406
0.183000		0.210000		163.407485
0.184000		0.210000		166.794620
0.185000		0.210000		170.240299
0.186000		0.210000		173.745007
0.187000		0.210000		177.309219
0.188000		0.210000		180.933405
0.189000		0.210000		184.618025
0.190000		0.210000		188.363536
0.191000		0.210000		192.170383
0.192000		0.210000		196.039006
0.193000		0.210000		199.969838
0.194000		0.210000		203.963303
0.195000		0.210000		208.019817
0.196000		0.210000		212.139788
0.197000		0.210000		216.323618
0.198000		0.210000		220.571698
0.199000		0.210000		224.884414
0.200000		0.210000		229.262141
0.100000		0.220000		30.512954
0.101000		0.220000		31.039946
0.102000		0.220000		31.579389
0.103000		0.220000		32.131740
0.104000		0.220000		32.697464
0.105000		0.220000		33.277029
0.106000		0.220000		33.870908
0.107000		0.220000		34.479580
0.108000		0.220000		35.103527
0.109000		0.220000		35.743236
0.110000		0.220000		36.399200
0.111000		0.220000		37.071916
0.112000		0.220000		37.761885
0.113000		0.220000		38.469615
0.114000		0.220000		39.195618
0.115000		0.220000		39.940410
0.116000		0.220000		40.704513
0.117000		0.220000		41.488452
0.118000		0.220000		42.292759
0.119000		0.220000		43.117970
0.120000		0.220000		43.964624
0.121000		0.220000		44.833268
0.122000		0.220000		45.724449
0.123000		0.220000		46.638723
0.124000		0.220000		47.576648
0.125000		0.220000		48.538786
0.126000		0.220000		49.525704
0.127000		0.220000		50.537973
0.128000		0.220000		51.576167
0.129000		0.220000		52.640866
0.130000		0.220000		53.732652
0.131000		0.220000		54.852110
0.132000		0.220000		55.999829
0.133000		0.220000		57.176403
0.134000		0.220000		58.382427
0.135000		0.220000		59.618498
0.136000		0.220000		60.885219
0.137000		0.220000		62.183194
0.138000		0.220000		63.513027
0.139000		0.220000		64.875329
0.140000		0.220000		66.270709
0.141000		0.220000		67.699779
0.142000		0.220000		69.163153
0.143000		0.220000		70.661447
0.144000		0.220000		72.195277
0.145000		0.220000		73.765261
0.146000		0.220000		75.372015
0.147000		0.220000		77.016161
0.148000		0.220000		78.698315
0.149000		0.220000		80.419099
0.150000		0.220000		82.179130
0.151000		0.220000		83.979028
0.152000		0.220000		85.819412
0.153000		0.220000		87.700897
0.154000		0.220000		89.624103
0.155000		0.220000		91.589642
0.156000		0.220000		93.598130
0.157000		0.220000		95.650179
0.158000		0.220000		97.746399
0.159000		0.220000		99.887399
0.160000		0.220000		102.073784
0.161000		0.220000		104.306158
0.162000		0.220000		106.585121
0.163000		0.220000		108.911272
0.164000		0.220000		111.285206
0.165000		0.220000		113.707512
0.166000		0.220000		116.178779
0.167000		0.220000		118.699591
0.168000		0.220000		121.270527
0.169000		0.220000		123.892164
0.170000		0.220000		126.565072
0.171000		0.220000		129.289817
0.172000		0.220000		132.066963
0.173000		0.220000		134.897065
0.174000		0.220000		137.780676
0.175000		0.220000		140.718342
0.176000		0.220000		143.710603
0.177000		0.220000		146.757996
0.178000		0.220000		149.861050
0.179000		0.220000		153.020288
0.180000		0.220000		156.236227
0.181000		0.220000		159.509380
0.182000		0.220000		162.840249
0.183000		0.220000		166.229334
0.184000		0.220000		169.677125
0.185000		0.220000		173.184107
0.186000		0.220000		176.750758
0.187000		0.220000		180.377548
0.188000		0.220000		184.064940
0.189000		0.220000		187.813390
0.190000		0.220000		191.623346
0.191000		0.220000		195.495248
0.192000		0.220000		199.429530
0.193000		0.220000		203.426618
0.194000		0.220000		207.486928
0.195000		0.220000		211.610870
0.196000		0.220000		215.798846
0.197000		0.220000		220.051249
0.198000		0.220000		224.368463
0.199000		0.220000		228.750867
0.200000		0.220000		233.198827
0.100000		0.230000		30.663480
0.101000		0.230000		31.199954
0.102000		0.230000		31.749293
0.103000		0.230000		32.311965
0.104000		0.230000		32.888445
0.105000		0.230000		33.479209
0.106000		0.230000		34.084740
0.107000		0.230000		34.705526
0.108000		0.230000		35.342058
0.109000		0.230000		35.994834
0.110000		0.230000		36.664354
0.111000		0.230000		37.351126
0.112000		0.230000		38.055659
0.113000		0.230000		38.778471
0.114000		0.230000		39.520081
0.115000		0.230000		40.281015
0.116000		0.230000		41.061803
0.117000		0.230000		41.862980
0.118000		0.230000		42.685085
0.119000		0.230000		43.528663
0.120000		0.230000		44.394262
0.121000		0.230000		45.282434
0.122000		0.230000		46.193738
0.123000		0.230000		47.128736
0.124000		0.230000		48.087993
0.125000		0.230000		49.072079
0.126000		0.230000		50.081569
0.127000		0.230000		51.117041
0.128000		0.230000		52.179076
0.129000		0.230000		53.268260
0.130000		0.230000		54.385183
0.131000		0.230000		55.530436
0.132000		0.230000		56.704616
0.133000		0.230000		57.908320
0.134000		0.230000		59.142150
0.135000		0.230000		60.406711
0.136000		0.230000		61.702610
0.137000		0.230000		63.030455
0.138000		0.230000		64.390858
0.139000		0.230000		65.784433
0.140000		0.230000		67.211793
0.141000		0.230000		68.673558
0.142000		0.230000		70.170343
0.143000		0.230000		71.702769
0.144000		0.230000		73.271456
0.145000		0.230000		74.877025
0.146000		0.230000		76.520097
0.147000		0.230000		78.201294
0.148000		0.230000		79.921239
0.149000		0.230000		81.680553
0.150000		0.230000		83.479858
0.151000		0.230000		85.319775
0.152000		0.230000		87.200924
0.153000		0.230000		89.123923
0.154000		0.230000		91.089392
0.155000		0.230000		93.097946
0.156000		0.230000		95.150201
0.157000		0.230000		97.246769
0.158000		0.230000		99.388261
0.159000		0.230000		101.575286
0.160000		0.230000		103.808449
0.161000		0.230000		106.088354
0.162000		0.230000		108.415600
0.163000		0.230000		110.790784
0.164000		0.230000		113.214501
0.165000		0.230000		115.687339
0.166000		0.230000		118.209885
0.167000		0.230000		120.782720
0.168000		0.230000		123.406423
0.169000		0.230000		126.081566
0.170000		0.230000		128.808719
0.171000		0.230000		131.588445
0.172000		0.230000		134.421302
0.173000		0.230000		137.307845
0.174000		0.230000		140.248622
0.175000		0.230000		143.244176
0.176000		0.230000		146.295043
0.177000		0.230000		149.401754
0.178000		0.230000		152.564836
0.179000		0.230000		155.784806
0.180000		0.230000		159.062177
0.181000		0.230000		162.397455
0.182000		0.230000		165.791141
0.183000		0.230000		169.243725
0.184000		0.230000		172.755695
0.185000		0.230000		176.327528
0.186000		0.230000		179.959696
0.187000		0.230000		183.652664
0.188000		0.230000		187.406888
0.189000		0.230000		191.222818
0.190000		0.230000		195.100894
0.191000		0.230000		199.041552
0.192000		0.230000		203.045217
0.193000		0.230000		207.112307
0.194000		0.230000		211.243233
0.195000		0.230000		215.438396
0.196000		0.230000		219.698191
0.197000		0.230000		224.023003
0.198000		0.230000		228.413209
0.199000		0.230000		232.869179
