101
81
T [GeV]		muB [GeV]		G [1]
0.100000		0.000000		0.000298
0.101000		0.000000		0.000315
0.102000		0.000000		0.000333
0.103000		0.000000		0.000351
0.104000		0.000000		0.000369
0.105000		0.000000		0.000388
0.106000		0.000000		0.000406
0.107000		0.000000		0.000425
0.108000		0.000000		0.000445
0.109000		0.000000		0.000464
0.110000		0.000000		0.000483
0.111000		0.000000		0.000503
0.112000		0.000000		0.000523
0.113000		0.000000		0.000542
0.114000		0.000000		0.000562
0.115000		0.000000		0.000581
0.116000		0.000000		0.000601
0.117000		0.000000		0.000620
0.118000		0.000000		0.000640
0.119000		0.000000		0.000659
0.120000		0.000000		0.000678
0.121000		0.000000		0.000697
0.122000		0.000000		0.000715
0.123000		0.000000		0.000734
0.124000		0.000000		0.000752
0.125000		0.000000		0.000770
0.126000		0.000000		0.000788
0.127000		0.000000		0.000805
0.128000		0.000000		0.000822
0.129000		0.000000		0.000839
0.130000		0.000000		0.000856
0.131000		0.000000		0.000872
0.132000		0.000000		0.000888
0.133000		0.000000		0.000903
0.134000		0.000000		0.000918
0.135000		0.000000		0.000933
0.136000		0.000000		0.000947
0.137000		0.000000		0.000961
0.138000		0.000000		0.000975
0.139000		0.000000		0.000989
0.140000		0.000000		0.001001
0.141000		0.000000		0.001014
0.142000		0.000000		0.001026
0.143000		0.000000		0.001038
0.144000		0.000000		0.001050
0.145000		0.000000		0.001061
0.146000		0.000000		0.001072
0.147000		0.000000		0.001082
0.148000		0.000000		0.001092
0.149000		0.000000		0.001102
0.150000		0.000000		0.001111
0.151000		0.000000		0.001120
0.152000		0.000000		0.001129
0.153000		0.000000		0.001137
0.154000		0.000000		0.001145
0.155000		0.000000		0.001153
0.156000		0.000000		0.001161
0.157000		0.000000		0.001168
0.158000		0.000000		0.001175
0.159000		0.000000		0.001181
0.160000		0.000000		0.001187
0.161000		0.000000		0.001193
0.162000		0.000000		0.001199
0.163000		0.000000		0.001205
0.164000		0.000000		0.001210
0.165000		0.000000		0.001215
0.166000		0.000000		0.001219
0.167000		0.000000		0.001224
0.168000		0.000000		0.001228
0.169000		0.000000		0.001232
0.170000		0.000000		0.001236
0.171000		0.000000		0.001239
0.172000		0.000000		0.001243
0.173000		0.000000		0.001246
0.174000		0.000000		0.001249
0.175000		0.000000		0.001251
0.176000		0.000000		0.001254
0.177000		0.000000		0.001256
0.178000		0.000000		0.001259
0.179000		0.000000		0.001261
0.180000		0.000000		0.001262
0.181000		0.000000		0.001264
0.182000		0.000000		0.001266
0.183000		0.000000		0.001267
0.184000		0.000000		0.001268
0.185000		0.000000		0.001269
0.186000		0.000000		0.001270
0.187000		0.000000		0.001271
0.188000		0.000000		0.001272
0.189000		0.000000		0.001272
0.190000		0.000000		0.001273
0.191000		0.000000		0.001273
0.192000		0.000000		0.001273
0.193000		0.000000		0.001274
0.194000		0.000000		0.001274
0.195000		0.000000		0.001274
0.196000		0.000000		0.001273
0.197000		0.000000		0.001273
0.198000		0.000000		0.001273
0.199000		0.000000		0.001272
0.200000		0.000000		0.001272
0.100000		0.010000		0.158739
0.101000		0.010000		0.154029
0.102000		0.010000		0.149461
0.103000		0.010000		0.145030
0.104000		0.010000		0.140733
0.105000		0.010000		0.136566
0.106000		0.010000		0.132527
0.107000		0.010000		0.128611
0.108000		0.010000		0.124816
0.109000		0.010000		0.121138
0.110000		0.010000		0.117574
0.111000		0.010000		0.114120
0.112000		0.010000		0.110775
0.113000		0.010000		0.107534
0.114000		0.010000		0.104396
0.115000		0.010000		0.101356
0.116000		0.010000		0.098413
0.117000		0.010000		0.095563
0.118000		0.010000		0.092805
0.119000		0.010000		0.090134
0.120000		0.010000		0.087549
0.121000		0.010000		0.085047
0.122000		0.010000		0.082626
0.123000		0.010000		0.080282
0.124000		0.010000		0.078015
0.125000		0.010000		0.075821
0.126000		0.010000		0.073698
0.127000		0.010000		0.071645
0.128000		0.010000		0.069658
0.129000		0.010000		0.067736
0.130000		0.010000		0.065877
0.131000		0.010000		0.064079
0.132000		0.010000		0.062339
0.133000		0.010000		0.060657
0.134000		0.010000		0.059029
0.135000		0.010000		0.057455
0.136000		0.010000		0.055933
0.137000		0.010000		0.054460
0.138000		0.010000		0.053035
0.139000		0.010000		0.051657
0.140000		0.010000		0.050325
0.141000		0.010000		0.049035
0.142000		0.010000		0.047788
0.143000		0.010000		0.046582
0.144000		0.010000		0.045414
0.145000		0.010000		0.044285
0.146000		0.010000		0.043193
0.147000		0.010000		0.042135
0.148000		0.010000		0.041113
0.149000		0.010000		0.040123
0.150000		0.010000		0.039165
0.151000		0.010000		0.038238
0.152000		0.010000		0.037340
0.153000		0.010000		0.036471
0.154000		0.010000		0.035630
0.155000		0.010000		0.034816
0.156000		0.010000		0.034028
0.157000		0.010000		0.033264
0.158000		0.010000		0.032525
0.159000		0.010000		0.031809
0.160000		0.010000		0.031115
0.161000		0.010000		0.030443
0.162000		0.010000		0.029792
0.163000		0.010000		0.029161
0.164000		0.010000		0.028550
0.165000		0.010000		0.027957
0.166000		0.010000		0.027383
0.167000		0.010000		0.026825
0.168000		0.010000		0.026285
0.169000		0.010000		0.025762
0.170000		0.010000		0.025254
0.171000		0.010000		0.024761
0.172000		0.010000		0.024283
0.173000		0.010000		0.023819
0.174000		0.010000		0.023369
0.175000		0.010000		0.022932
0.176000		0.010000		0.022508
0.177000		0.010000		0.022096
0.178000		0.010000		0.021696
0.179000		0.010000		0.021307
0.180000		0.010000		0.020930
0.181000		0.010000		0.020564
0.182000		0.010000		0.020208
0.183000		0.010000		0.019861
0.184000		0.010000		0.019525
0.185000		0.010000		0.019198
0.186000		0.010000		0.018880
0.187000		0.010000		0.018571
0.188000		0.010000		0.018270
0.189000		0.010000		0.017978
0.190000		0.010000		0.017693
0.191000		0.010000		0.017416
0.192000		0.010000		0.017147
0.193000		0.010000		0.016885
0.194000		0.010000		0.016629
0.195000		0.010000		0.016381
0.196000		0.010000		0.016138
0.197000		0.010000		0.015903
0.198000		0.010000		0.015673
0.199000		0.010000		0.015449
0.200000		0.010000		0.015231
0.100000		0.020000		0.314326
0.101000		0.020000		0.305043
0.102000		0.020000		0.296033
0.103000		0.020000		0.287291
0.104000		0.020000		0.278809
0.105000		0.020000		0.270581
0.106000		0.020000		0.262600
0.107000		0.020000		0.254859
0.108000		0.020000		0.247354
0.109000		0.020000		0.240077
0.110000		0.020000		0.233023
0.111000		0.020000		0.226185
0.112000		0.020000		0.219558
0.113000		0.020000		0.213136
0.114000		0.020000		0.206914
0.115000		0.020000		0.200886
0.116000		0.020000		0.195047
0.117000		0.020000		0.189391
0.118000		0.020000		0.183914
0.119000		0.020000		0.178610
0.120000		0.020000		0.173474
0.121000		0.020000		0.168501
0.122000		0.020000		0.163687
0.123000		0.020000		0.159028
0.124000		0.020000		0.154517
0.125000		0.020000		0.150152
0.126000		0.020000		0.145927
0.127000		0.020000		0.141838
0.128000		0.020000		0.137882
0.129000		0.020000		0.134053
0.130000		0.020000		0.130349
0.131000		0.020000		0.126765
0.132000		0.020000		0.123297
0.133000		0.020000		0.119942
0.134000		0.020000		0.116696
0.135000		0.020000		0.113556
0.136000		0.020000		0.110518
0.137000		0.020000		0.107579
0.138000		0.020000		0.104736
0.139000		0.020000		0.101985
0.140000		0.020000		0.099324
0.141000		0.020000		0.096749
0.142000		0.020000		0.094258
0.143000		0.020000		0.091848
0.144000		0.020000		0.089516
0.145000		0.020000		0.087260
0.146000		0.020000		0.085076
0.147000		0.020000		0.082963
0.148000		0.020000		0.080919
0.149000		0.020000		0.078940
0.150000		0.020000		0.077024
0.151000		0.020000		0.075171
0.152000		0.020000		0.073376
0.153000		0.020000		0.071639
0.154000		0.020000		0.069957
0.155000		0.020000		0.068328
0.156000		0.020000		0.066751
0.157000		0.020000		0.065224
0.158000		0.020000		0.063745
0.159000		0.020000		0.062313
0.160000		0.020000		0.060925
0.161000		0.020000		0.059581
0.162000		0.020000		0.058278
0.163000		0.020000		0.057016
0.164000		0.020000		0.055793
0.165000		0.020000		0.054607
0.166000		0.020000		0.053457
0.167000		0.020000		0.052343
0.168000		0.020000		0.051263
0.169000		0.020000		0.050215
0.170000		0.020000		0.049199
0.171000		0.020000		0.048213
0.172000		0.020000		0.047257
0.173000		0.020000		0.046329
0.174000		0.020000		0.045428
0.175000		0.020000		0.044554
0.176000		0.020000		0.043706
0.177000		0.020000		0.042883
0.178000		0.020000		0.042083
0.179000		0.020000		0.041307
0.180000		0.020000		0.040552
0.181000		0.020000		0.039820
0.182000		0.020000		0.039108
0.183000		0.020000		0.038416
0.184000		0.020000		0.037744
0.185000		0.020000		0.037091
0.186000		0.020000		0.036456
0.187000		0.020000		0.035838
0.188000		0.020000		0.035238
0.189000		0.020000		0.034654
0.190000		0.020000		0.034085
0.191000		0.020000		0.033532
0.192000		0.020000		0.032995
0.193000		0.020000		0.032471
0.194000		0.020000		0.031961
0.195000		0.020000		0.031465
0.196000		0.020000		0.030982
0.197000		0.020000		0.030512
0.198000		0.020000		0.030053
0.199000		0.020000		0.029607
0.200000		0.020000		0.029172
0.100000		0.030000		0.464411
0.101000		0.030000		0.450846
0.102000		0.030000		0.437673
0.103000		0.030000		0.424881
0.104000		0.030000		0.412462
0.105000		0.030000		0.400407
0.106000		0.030000		0.388707
0.107000		0.030000		0.377353
0.108000		0.030000		0.366337
0.109000		0.030000		0.355650
0.110000		0.030000		0.345285
0.111000		0.030000		0.335232
0.112000		0.030000		0.325484
0.113000		0.030000		0.316033
0.114000		0.030000		0.306871
0.115000		0.030000		0.297991
0.116000		0.030000		0.289384
0.117000		0.030000		0.281044
0.118000		0.030000		0.272964
0.119000		0.030000		0.265135
0.120000		0.030000		0.257551
0.121000		0.030000		0.250206
0.122000		0.030000		0.243092
0.123000		0.030000		0.236203
0.124000		0.030000		0.229532
0.125000		0.030000		0.223074
0.126000		0.030000		0.216820
0.127000		0.030000		0.210767
0.128000		0.030000		0.204906
0.129000		0.030000		0.199234
0.130000		0.030000		0.193744
0.131000		0.030000		0.188430
0.132000		0.030000		0.183287
0.133000		0.030000		0.178310
0.134000		0.030000		0.173493
0.135000		0.030000		0.168831
0.136000		0.030000		0.164321
0.137000		0.030000		0.159955
0.138000		0.030000		0.155731
0.139000		0.030000		0.151643
0.140000		0.030000		0.147688
0.141000		0.030000		0.143860
0.142000		0.030000		0.140155
0.143000		0.030000		0.136570
0.144000		0.030000		0.133101
0.145000		0.030000		0.129743
0.146000		0.030000		0.126493
0.147000		0.030000		0.123348
0.148000		0.030000		0.120303
0.149000		0.030000		0.117356
0.150000		0.030000		0.114503
0.151000		0.030000		0.111741
0.152000		0.030000		0.109067
0.153000		0.030000		0.106478
0.154000		0.030000		0.103972
0.155000		0.030000		0.101544
0.156000		0.030000		0.099193
0.157000		0.030000		0.096916
0.158000		0.030000		0.094710
0.159000		0.030000		0.092573
0.160000		0.030000		0.090503
0.161000		0.030000		0.088497
0.162000		0.030000		0.086554
0.163000		0.030000		0.084670
0.164000		0.030000		0.082844
0.165000		0.030000		0.081075
0.166000		0.030000		0.079359
0.167000		0.030000		0.077695
0.168000		0.030000		0.076082
0.169000		0.030000		0.074518
0.170000		0.030000		0.073000
0.171000		0.030000		0.071528
0.172000		0.030000		0.070100
0.173000		0.030000		0.068714
0.174000		0.030000		0.067369
0.175000		0.030000		0.066064
0.176000		0.030000		0.064797
0.177000		0.030000		0.063567
0.178000		0.030000		0.062372
0.179000		0.030000		0.061212
0.180000		0.030000		0.060085
0.181000		0.030000		0.058991
0.182000		0.030000		0.057927
0.183000		0.030000		0.056894
0.184000		0.030000		0.055889
0.185000		0.030000		0.054913
0.186000		0.030000		0.053964
0.187000		0.030000		0.053041
0.188000		0.030000		0.052143
0.189000		0.030000		0.051271
0.190000		0.030000		0.050421
0.191000		0.030000		0.049595
0.192000		0.030000		0.048791
0.193000		0.030000		0.048009
0.194000		0.030000		0.047247
0.195000		0.030000		0.046506
0.196000		0.030000		0.045784
0.197000		0.030000		0.045081
0.198000		0.030000		0.044396
0.199000		0.030000		0.043728
0.200000		0.030000		0.043078
0.100000		0.040000		0.606724
0.101000		0.040000		0.589279
0.102000		0.040000		0.572323
0.103000		0.040000		0.555844
0.104000		0.040000		0.539832
0.105000		0.040000		0.524276
0.106000		0.040000		0.509167
0.107000		0.040000		0.494493
0.108000		0.040000		0.480245
0.109000		0.040000		0.466413
0.110000		0.040000		0.452987
0.111000		0.040000		0.439957
0.112000		0.040000		0.427314
0.113000		0.040000		0.415047
0.114000		0.040000		0.403148
0.115000		0.040000		0.391607
0.116000		0.040000		0.380416
0.117000		0.040000		0.369564
0.118000		0.040000		0.359043
0.119000		0.040000		0.348845
0.120000		0.040000		0.338961
0.121000		0.040000		0.329381
0.122000		0.040000		0.320099
0.123000		0.040000		0.311105
0.124000		0.040000		0.302392
0.125000		0.040000		0.293952
0.126000		0.040000		0.285776
0.127000		0.040000		0.277857
0.128000		0.040000		0.270188
0.129000		0.040000		0.262762
0.130000		0.040000		0.255570
0.131000		0.040000		0.248607
0.132000		0.040000		0.241865
0.133000		0.040000		0.235338
0.134000		0.040000		0.229018
0.135000		0.040000		0.222900
0.136000		0.040000		0.216978
0.137000		0.040000		0.211244
0.138000		0.040000		0.205694
0.139000		0.040000		0.200322
0.140000		0.040000		0.195121
0.141000		0.040000		0.190086
0.142000		0.040000		0.185212
0.143000		0.040000		0.180495
0.144000		0.040000		0.175927
0.145000		0.040000		0.171506
0.146000		0.040000		0.167225
0.147000		0.040000		0.163081
0.148000		0.040000		0.159069
0.149000		0.040000		0.155184
0.150000		0.040000		0.151422
0.151000		0.040000		0.147779
0.152000		0.040000		0.144252
0.153000		0.040000		0.140836
0.154000		0.040000		0.137527
0.155000		0.040000		0.134323
0.156000		0.040000		0.131218
0.157000		0.040000		0.128211
0.158000		0.040000		0.125297
0.159000		0.040000		0.122474
0.160000		0.040000		0.119739
0.161000		0.040000		0.117088
0.162000		0.040000		0.114519
0.163000		0.040000		0.112028
0.164000		0.040000		0.109614
0.165000		0.040000		0.107273
0.166000		0.040000		0.105004
0.167000		0.040000		0.102803
0.168000		0.040000		0.100669
0.169000		0.040000		0.098598
0.170000		0.040000		0.096590
0.171000		0.040000		0.094642
0.172000		0.040000		0.092751
0.173000		0.040000		0.090916
0.174000		0.040000		0.089135
0.175000		0.040000		0.087406
0.176000		0.040000		0.085728
0.177000		0.040000		0.084099
0.178000		0.040000		0.082516
0.179000		0.040000		0.080979
0.180000		0.040000		0.079486
0.181000		0.040000		0.078035
0.182000		0.040000		0.076626
0.183000		0.040000		0.075256
0.184000		0.040000		0.073924
0.185000		0.040000		0.072630
0.186000		0.040000		0.071372
0.187000		0.040000		0.070148
0.188000		0.040000		0.068958
0.189000		0.040000		0.067801
0.190000		0.040000		0.066674
0.191000		0.040000		0.065579
0.192000		0.040000		0.064512
0.193000		0.040000		0.063475
0.194000		0.040000		0.062464
0.195000		0.040000		0.061481
0.196000		0.040000		0.060523
0.197000		0.040000		0.059590
0.198000		0.040000		0.058681
0.199000		0.040000		0.057796
0.200000		0.040000		0.056933
0.100000		0.050000		0.739491
0.101000		0.050000		0.718643
0.102000		0.050000		0.698357
0.103000		0.050000		0.678622
0.104000		0.050000		0.659428
0.105000		0.050000		0.640763
0.106000		0.050000		0.622616
0.107000		0.050000		0.604976
0.108000		0.050000		0.587833
0.109000		0.050000		0.571175
0.110000		0.050000		0.554992
0.111000		0.050000		0.539274
0.112000		0.050000		0.524009
0.113000		0.050000		0.509188
0.114000		0.050000		0.494800
0.115000		0.050000		0.480834
0.116000		0.050000		0.467280
0.117000		0.050000		0.454129
0.118000		0.050000		0.441370
0.119000		0.050000		0.428994
0.120000		0.050000		0.416990
0.121000		0.050000		0.405349
0.122000		0.050000		0.394061
0.123000		0.050000		0.383118
0.124000		0.050000		0.372509
0.125000		0.050000		0.362226
0.126000		0.050000		0.352260
0.127000		0.050000		0.342602
0.128000		0.050000		0.333243
0.129000		0.050000		0.324175
0.130000		0.050000		0.315389
0.131000		0.050000		0.306878
0.132000		0.050000		0.298633
0.133000		0.050000		0.290647
0.134000		0.050000		0.282911
0.135000		0.050000		0.275418
0.136000		0.050000		0.268162
0.137000		0.050000		0.261134
0.138000		0.050000		0.254327
0.139000		0.050000		0.247736
0.140000		0.050000		0.241353
0.141000		0.050000		0.235171
0.142000		0.050000		0.229184
0.143000		0.050000		0.223387
0.144000		0.050000		0.217772
0.145000		0.050000		0.212335
0.146000		0.050000		0.207070
0.147000		0.050000		0.201970
0.148000		0.050000		0.197031
0.149000		0.050000		0.192247
0.150000		0.050000		0.187613
0.151000		0.050000		0.183125
0.152000		0.050000		0.178777
0.153000		0.050000		0.174566
0.154000		0.050000		0.170485
0.155000		0.050000		0.166532
0.156000		0.050000		0.162702
0.157000		0.050000		0.158990
0.158000		0.050000		0.155393
0.159000		0.050000		0.151907
0.160000		0.050000		0.148528
0.161000		0.050000		0.145253
0.162000		0.050000		0.142078
0.163000		0.050000		0.139000
0.164000		0.050000		0.136015
0.165000		0.050000		0.133121
0.166000		0.050000		0.130314
0.167000		0.050000		0.127591
0.168000		0.050000		0.124950
0.169000		0.050000		0.122388
0.170000		0.050000		0.119902
0.171000		0.050000		0.117490
0.172000		0.050000		0.115149
0.173000		0.050000		0.112877
0.174000		0.050000		0.110671
0.175000		0.050000		0.108529
0.176000		0.050000		0.106450
0.177000		0.050000		0.104430
0.178000		0.050000		0.102469
0.179000		0.050000		0.100563
0.180000		0.050000		0.098712
0.181000		0.050000		0.096914
0.182000		0.050000		0.095166
0.183000		0.050000		0.093467
0.184000		0.050000		0.091815
0.185000		0.050000		0.090209
0.186000		0.050000		0.088648
0.187000		0.050000		0.087130
0.188000		0.050000		0.085653
0.189000		0.050000		0.084216
0.190000		0.050000		0.082818
0.191000		0.050000		0.081458
0.192000		0.050000		0.080134
0.193000		0.050000		0.078845
0.194000		0.050000		0.077591
0.195000		0.050000		0.076369
0.196000		0.050000		0.075179
0.197000		0.050000		0.074021
0.198000		0.050000		0.072892
0.199000		0.050000		0.071792
0.200000		0.050000		0.070720
0.100000		0.060000		0.861494
0.101000		0.060000		0.837755
0.102000		0.060000		0.814630
0.103000		0.060000		0.792107
0.104000		0.060000		0.770177
0.105000		0.060000		0.748829
0.106000		0.060000		0.728052
0.107000		0.060000		0.707834
0.108000		0.060000		0.688166
0.109000		0.060000		0.669036
0.110000		0.060000		0.650434
0.111000		0.060000		0.632348
0.112000		0.060000		0.614769
0.113000		0.060000		0.597684
0.114000		0.060000		0.581084
0.115000		0.060000		0.564957
0.116000		0.060000		0.549294
0.117000		0.060000		0.534082
0.118000		0.060000		0.519313
0.119000		0.060000		0.504974
0.120000		0.060000		0.491057
0.121000		0.060000		0.477550
0.122000		0.060000		0.464444
0.123000		0.060000		0.451728
0.124000		0.060000		0.439393
0.125000		0.060000		0.427427
0.126000		0.060000		0.415823
0.127000		0.060000		0.404570
0.128000		0.060000		0.393659
0.129000		0.060000		0.383080
0.130000		0.060000		0.372824
0.131000		0.060000		0.362882
0.132000		0.060000		0.353246
0.133000		0.060000		0.343907
0.134000		0.060000		0.334855
0.135000		0.060000		0.326084
0.136000		0.060000		0.317584
0.137000		0.060000		0.309348
0.138000		0.060000		0.301367
0.139000		0.060000		0.293634
0.140000		0.060000		0.286142
0.141000		0.060000		0.278884
0.142000		0.060000		0.271851
0.143000		0.060000		0.265037
0.144000		0.060000		0.258436
0.145000		0.060000		0.252040
0.146000		0.060000		0.245843
0.147000		0.060000		0.239839
0.148000		0.060000		0.234022
0.149000		0.060000		0.228386
0.150000		0.060000		0.222924
0.151000		0.060000		0.217632
0.152000		0.060000		0.212504
0.153000		0.060000		0.207535
0.154000		0.060000		0.202718
0.155000		0.060000		0.198051
0.156000		0.060000		0.193527
0.157000		0.060000		0.189141
0.158000		0.060000		0.184890
0.159000		0.060000		0.180769
0.160000		0.060000		0.176773
0.161000		0.060000		0.172899
0.162000		0.060000		0.169143
0.163000		0.060000		0.165499
0.164000		0.060000		0.161966
0.165000		0.060000		0.158539
0.166000		0.060000		0.155214
0.167000		0.060000		0.151989
0.168000		0.060000		0.148859
0.169000		0.060000		0.145822
0.170000		0.060000		0.142875
0.171000		0.060000		0.140014
0.172000		0.060000		0.137237
0.173000		0.060000		0.134542
0.174000		0.060000		0.131924
0.175000		0.060000		0.129382
0.176000		0.060000		0.126914
0.177000		0.060000		0.124516
0.178000		0.060000		0.122187
0.179000		0.060000		0.119924
0.180000		0.060000		0.117725
0.181000		0.060000		0.115588
0.182000		0.060000		0.113511
0.183000		0.060000		0.111491
0.184000		0.060000		0.109528
0.185000		0.060000		0.107619
0.186000		0.060000		0.105762
0.187000		0.060000		0.103957
0.188000		0.060000		0.102200
0.189000		0.060000		0.100491
0.190000		0.060000		0.098827
0.191000		0.060000		0.097209
0.192000		0.060000		0.095633
0.193000		0.060000		0.094099
0.194000		0.060000		0.092605
0.195000		0.060000		0.091151
0.196000		0.060000		0.089734
0.197000		0.060000		0.088354
0.198000		0.060000		0.087010
0.199000		0.060000		0.085700
0.200000		0.060000		0.084423
0.100000		0.070000		0.972065
0.101000		0.070000		0.945950
0.102000		0.070000		0.920479
0.103000		0.070000		0.895643
0.104000		0.070000		0.871432
0.105000		0.070000		0.847835
0.106000		0.070000		0.824844
0.107000		0.070000		0.802448
0.108000		0.070000		0.780637
0.109000		0.070000		0.759401
0.110000		0.070000		0.738729
0.111000		0.070000		0.718611
0.112000		0.070000		0.699036
0.113000		0.070000		0.679994
0.114000		0.070000		0.661474
0.115000		0.070000		0.643465
0.116000		0.070000		0.625958
0.117000		0.070000		0.608941
0.118000		0.070000		0.592403
0.119000		0.070000		0.576335
0.120000		0.070000		0.560725
0.121000		0.070000		0.545563
0.122000		0.070000		0.530838
0.123000		0.070000		0.516541
0.124000		0.070000		0.502660
0.125000		0.070000		0.489187
0.126000		0.070000		0.476109
0.127000		0.070000		0.463419
0.128000		0.070000		0.451104
0.129000		0.070000		0.439157
0.130000		0.070000		0.427567
0.131000		0.070000		0.416324
0.132000		0.070000		0.405420
0.133000		0.070000		0.394844
0.134000		0.070000		0.384589
0.135000		0.070000		0.374644
0.136000		0.070000		0.365002
0.137000		0.070000		0.355653
0.138000		0.070000		0.346589
0.139000		0.070000		0.337802
0.140000		0.070000		0.329284
0.141000		0.070000		0.321026
0.142000		0.070000		0.313022
0.143000		0.070000		0.305263
0.144000		0.070000		0.297742
0.145000		0.070000		0.290451
0.146000		0.070000		0.283384
0.147000		0.070000		0.276534
0.148000		0.070000		0.269894
0.149000		0.070000		0.263458
0.150000		0.070000		0.257219
0.151000		0.070000		0.251170
0.152000		0.070000		0.245307
0.153000		0.070000		0.239623
0.154000		0.070000		0.234112
0.155000		0.070000		0.228768
0.156000		0.070000		0.223587
0.157000		0.070000		0.218564
0.158000		0.070000		0.213692
0.159000		0.070000		0.208968
0.160000		0.070000		0.204386
0.161000		0.070000		0.199942
0.162000		0.070000		0.195631
0.163000		0.070000		0.191449
0.164000		0.070000		0.187392
0.165000		0.070000		0.183456
0.166000		0.070000		0.179636
0.167000		0.070000		0.175929
0.168000		0.070000		0.172331
0.169000		0.070000		0.168839
0.170000		0.070000		0.165450
0.171000		0.070000		0.162159
0.172000		0.070000		0.158963
0.173000		0.070000		0.155860
0.174000		0.070000		0.152847
0.175000		0.070000		0.149920
0.176000		0.070000		0.147076
0.177000		0.070000		0.144314
0.178000		0.070000		0.141630
0.179000		0.070000		0.139021
0.180000		0.070000		0.136486
0.181000		0.070000		0.134022
0.182000		0.070000		0.131626
0.183000		0.070000		0.129297
0.184000		0.070000		0.127031
0.185000		0.070000		0.124828
0.186000		0.070000		0.122686
0.187000		0.070000		0.120601
0.188000		0.070000		0.118572
0.189000		0.070000		0.116599
0.190000		0.070000		0.114677
0.191000		0.070000		0.112807
0.192000		0.070000		0.110987
0.193000		0.070000		0.109214
0.194000		0.070000		0.107488
0.195000		0.070000		0.105807
0.196000		0.070000		0.104169
0.197000		0.070000		0.102573
0.198000		0.070000		0.101018
0.199000		0.070000		0.099503
0.200000		0.070000		0.098026
0.100000		0.080000		1.071033
0.101000		0.080000		1.043031
0.102000		0.080000		1.015686
0.103000		0.080000		0.988990
0.104000		0.080000		0.962935
0.105000		0.080000		0.937512
0.106000		0.080000		0.912712
0.107000		0.080000		0.888527
0.108000		0.080000		0.864948
0.109000		0.080000		0.841965
0.110000		0.080000		0.819568
0.111000		0.080000		0.797749
0.112000		0.080000		0.776497
0.113000		0.080000		0.755802
0.114000		0.080000		0.735655
0.115000		0.080000		0.716045
0.116000		0.080000		0.696962
0.117000		0.080000		0.678396
0.118000		0.080000		0.660337
0.119000		0.080000		0.642774
0.120000		0.080000		0.625696
0.121000		0.080000		0.609095
0.122000		0.080000		0.592958
0.123000		0.080000		0.577276
0.124000		0.080000		0.562039
0.125000		0.080000		0.547237
0.126000		0.080000		0.532858
0.127000		0.080000		0.518894
0.128000		0.080000		0.505334
0.129000		0.080000		0.492167
0.130000		0.080000		0.479385
0.131000		0.080000		0.466977
0.132000		0.080000		0.454934
0.133000		0.080000		0.443247
0.134000		0.080000		0.431905
0.135000		0.080000		0.420899
0.136000		0.080000		0.410222
0.137000		0.080000		0.399862
0.138000		0.080000		0.389813
0.139000		0.080000		0.380064
0.140000		0.080000		0.370608
0.141000		0.080000		0.361436
0.142000		0.080000		0.352540
0.143000		0.080000		0.343912
0.144000		0.080000		0.335544
0.145000		0.080000		0.327428
0.146000		0.080000		0.319558
0.147000		0.080000		0.311925
0.148000		0.080000		0.304522
0.149000		0.080000		0.297342
0.150000		0.080000		0.290380
0.151000		0.080000		0.283627
0.152000		0.080000		0.277078
0.153000		0.080000		0.270726
0.154000		0.080000		0.264564
0.155000		0.080000		0.258588
0.156000		0.080000		0.252792
0.157000		0.080000		0.247168
0.158000		0.080000		0.241713
0.159000		0.080000		0.236421
0.160000		0.080000		0.231286
0.161000		0.080000		0.226304
0.162000		0.080000		0.221470
0.163000		0.080000		0.216779
0.164000		0.080000		0.212226
0.165000		0.080000		0.207806
0.166000		0.080000		0.203517
0.167000		0.080000		0.199353
0.168000		0.080000		0.195310
0.169000		0.080000		0.191385
0.170000		0.080000		0.187574
0.171000		0.080000		0.183873
0.172000		0.080000		0.180278
0.173000		0.080000		0.176786
0.174000		0.080000		0.173394
0.175000		0.080000		0.170098
0.176000		0.080000		0.166896
0.177000		0.080000		0.163784
0.178000		0.080000		0.160759
0.179000		0.080000		0.157819
0.180000		0.080000		0.154961
0.181000		0.080000		0.152182
0.182000		0.080000		0.149480
0.183000		0.080000		0.146852
0.184000		0.080000		0.144296
0.185000		0.080000		0.141810
0.186000		0.080000		0.139390
0.187000		0.080000		0.137037
0.188000		0.080000		0.134746
0.189000		0.080000		0.132516
0.190000		0.080000		0.130346
0.191000		0.080000		0.128233
0.192000		0.080000		0.126175
0.193000		0.080000		0.124171
0.194000		0.080000		0.122219
0.195000		0.080000		0.120318
0.196000		0.080000		0.118466
0.197000		0.080000		0.116661
0.198000		0.080000		0.114901
0.199000		0.080000		0.113187
0.200000		0.080000		0.111515
0.100000		0.090000		1.158639
0.101000		0.090000		1.129194
0.102000		0.090000		1.100404
0.103000		0.090000		1.072265
0.104000		0.090000		1.044768
0.105000		0.090000		1.017908
0.106000		0.090000		0.991676
0.107000		0.090000		0.966066
0.108000		0.090000		0.941070
0.109000		0.090000		0.916679
0.110000		0.090000		0.892885
0.111000		0.090000		0.869680
0.112000		0.090000		0.847054
0.113000		0.090000		0.825000
0.114000		0.090000		0.803507
0.115000		0.090000		0.782566
0.116000		0.090000		0.762168
0.117000		0.090000		0.742303
0.118000		0.090000		0.722963
0.119000		0.090000		0.704136
0.120000		0.090000		0.685813
0.121000		0.090000		0.667984
