101
81
T [GeV]		muB [GeV]		G [1]
0.122000		0.200000		1.023531
0.123000		0.200000		1.002665
0.124000		0.200000		0.982227
0.125000		0.200000		0.962210
0.126000		0.200000		0.942610
0.127000		0.200000		0.923422
0.128000		0.200000		0.904640
0.129000		0.200000		0.886259
0.130000		0.200000		0.868275
0.131000		0.200000		0.850681
0.132000		0.200000		0.833471
0.133000		0.200000		0.816641
0.134000		0.200000		0.800184
0.135000		0.200000		0.784094
0.136000		0.200000		0.768366
0.137000		0.200000		0.752994
0.138000		0.200000		0.737971
0.139000		0.200000		0.723292
0.140000		0.200000		0.708951
0.141000		0.200000		0.694942
0.142000		0.200000		0.681258
0.143000		0.200000		0.667893
0.144000		0.200000		0.654842
0.145000		0.200000		0.642098
0.146000		0.200000		0.629656
0.147000		0.200000		0.617508
0.148000		0.200000		0.605650
0.149000		0.200000		0.594075
0.150000		0.200000		0.582777
0.151000		0.200000		0.571751
0.152000		0.200000		0.560989
0.153000		0.200000		0.550488
0.154000		0.200000		0.540240
0.155000		0.200000		0.530241
0.156000		0.200000		0.520484
0.157000		0.200000		0.510964
0.158000		0.200000		0.501676
0.159000		0.200000		0.492613
0.160000		0.200000		0.483772
0.161000		0.200000		0.475145
0.162000		0.200000		0.466729
0.163000		0.200000		0.458518
0.164000		0.200000		0.450508
0.165000		0.200000		0.442692
0.166000		0.200000		0.435067
0.167000		0.200000		0.427627
0.168000		0.200000		0.420369
0.169000		0.200000		0.413286
0.170000		0.200000		0.406376
0.171000		0.200000		0.399633
0.172000		0.200000		0.393053
0.173000		0.200000		0.386632
0.174000		0.200000		0.380366
0.175000		0.200000		0.374251
0.176000		0.200000		0.368282
0.177000		0.200000		0.362457
0.178000		0.200000		0.356771
0.179000		0.200000		0.351221
0.180000		0.200000		0.345802
0.181000		0.200000		0.340512
0.182000		0.200000		0.335348
0.183000		0.200000		0.330305
0.184000		0.200000		0.325380
0.185000		0.200000		0.320571
0.186000		0.200000		0.315874
0.187000		0.200000		0.311287
0.188000		0.200000		0.306806
0.189000		0.200000		0.302428
0.190000		0.200000		0.298151
0.191000		0.200000		0.293972
0.192000		0.200000		0.289889
0.193000		0.200000		0.285898
0.194000		0.200000		0.281998
0.195000		0.200000		0.278186
0.196000		0.200000		0.274459
0.197000		0.200000		0.270815
0.198000		0.200000		0.267253
0.199000		0.200000		0.263769
0.200000		0.200000		0.260362
0.100000		0.210000		1.610738
0.101000		0.210000		1.579870
0.102000		0.210000		1.549479
0.103000		0.210000		1.519563
0.104000		0.210000		1.490124
0.105000		0.210000		1.461160
0.106000		0.210000		1.432671
0.107000		0.210000		1.404656
0.108000		0.210000		1.377112
0.109000		0.210000		1.350039
0.110000		0.210000		1.323435
0.111000		0.210000		1.297296
0.112000		0.210000		1.271622
0.113000		0.210000		1.246408
0.114000		0.210000		1.221652
0.115000		0.210000		1.197352
0.116000		0.210000		1.173503
0.117000		0.210000		1.150103
0.118000		0.210000		1.127147
0.119000		0.210000		1.104631
0.120000		0.210000		1.082553
0.121000		0.210000		1.060907
0.122000		0.210000		1.039689
0.123000		0.210000		1.018895
0.124000		0.210000		0.998520
0.125000		0.210000		0.978560
0.126000		0.210000		0.959009
0.127000		0.210000		0.939863
0.128000		0.210000		0.921117
0.129000		0.210000		0.902765
0.130000		0.210000		0.884803
0.131000		0.210000		0.867224
0.132000		0.210000		0.850024
0.133000		0.210000		0.833196
0.134000		0.210000		0.816736
0.135000		0.210000		0.800638
0.136000		0.210000		0.784895
0.137000		0.210000		0.769503
0.138000		0.210000		0.754455
0.139000		0.210000		0.739746
0.140000		0.210000		0.725370
0.141000		0.210000		0.711321
0.142000		0.210000		0.697593
0.143000		0.210000		0.684180
0.144000		0.210000		0.671076
0.145000		0.210000		0.658276
0.146000		0.210000		0.645774
0.147000		0.210000		0.633563
0.148000		0.210000		0.621637
0.149000		0.210000		0.609992
0.150000		0.210000		0.598621
0.151000		0.210000		0.587519
0.152000		0.210000		0.576680
0.153000		0.210000		0.566097
0.154000		0.210000		0.555766
0.155000		0.210000		0.545682
0.156000		0.210000		0.535838
0.157000		0.210000		0.526229
0.158000		0.210000		0.516849
0.159000		0.210000		0.507695
0.160000		0.210000		0.498759
0.161000		0.210000		0.490038
0.162000		0.210000		0.481526
0.163000		0.210000		0.473218
0.164000		0.210000		0.465109
0.165000		0.210000		0.457194
0.166000		0.210000		0.449470
0.167000		0.210000		0.441930
0.168000		0.210000		0.434571
0.169000		0.210000		0.427387
0.170000		0.210000		0.420375
0.171000		0.210000		0.413531
0.172000		0.210000		0.406849
0.173000		0.210000		0.400326
0.174000		0.210000		0.393958
0.175000		0.210000		0.387741
0.176000		0.210000		0.381671
0.177000		0.210000		0.375745
0.178000		0.210000		0.369957
0.179000		0.210000		0.364306
0.180000		0.210000		0.358787
0.181000		0.210000		0.353397
0.182000		0.210000		0.348132
0.183000		0.210000		0.342990
0.184000		0.210000		0.337967
0.185000		0.210000		0.333059
0.186000		0.210000		0.328265
0.187000		0.210000		0.323580
0.188000		0.210000		0.319003
0.189000		0.210000		0.314529
0.190000		0.210000		0.310157
0.191000		0.210000		0.305884
0.192000		0.210000		0.301706
0.193000		0.210000		0.297623
0.194000		0.210000		0.293630
0.195000		0.210000		0.289726
0.196000		0.210000		0.285909
0.197000		0.210000		0.282175
0.198000		0.210000		0.278523
0.199000		0.210000		0.274951
0.200000		0.210000		0.271457
0.100000		0.220000		1.621361
0.101000		0.220000		1.590714
0.102000		0.220000		1.560539
0.103000		0.220000		1.530836
0.104000		0.220000		1.501605
0.105000		0.220000		1.472844
0.106000		0.220000		1.444554
0.107000		0.220000		1.416732
0.108000		0.220000		1.389376
0.109000		0.220000		1.362486
0.110000		0.220000		1.336058
0.111000		0.220000		1.310091
0.112000		0.220000		1.284581
0.113000		0.220000		1.259527
0.114000		0.220000		1.234924
0.115000		0.220000		1.210770
0.116000		0.220000		1.187062
0.117000		0.220000		1.163795
0.118000		0.220000		1.140967
0.119000		0.220000		1.118572
0.120000		0.220000		1.096608
0.121000		0.220000		1.075070
0.122000		0.220000		1.053953
0.123000		0.220000		1.033254
0.124000		0.220000		1.012967
0.125000		0.220000		0.993088
0.126000		0.220000		0.973613
0.127000		0.220000		0.954536
0.128000		0.220000		0.935852
0.129000		0.220000		0.917556
0.130000		0.220000		0.899643
0.131000		0.220000		0.882108
0.132000		0.220000		0.864945
0.133000		0.220000		0.848150
0.134000		0.220000		0.831716
0.135000		0.220000		0.815639
0.136000		0.220000		0.799911
0.137000		0.220000		0.784529
0.138000		0.220000		0.769486
0.139000		0.220000		0.754777
0.140000		0.220000		0.740396
0.141000		0.220000		0.726337
0.142000		0.220000		0.712594
0.143000		0.220000		0.699163
0.144000		0.220000		0.686036
0.145000		0.220000		0.673209
0.146000		0.220000		0.660675
0.147000		0.220000		0.648429
0.148000		0.220000		0.636466
0.149000		0.220000		0.624779
0.150000		0.220000		0.613363
0.151000		0.220000		0.602213
0.152000		0.220000		0.591322
0.153000		0.220000		0.580686
0.154000		0.220000		0.570299
0.155000		0.220000		0.560155
0.156000		0.220000		0.550249
0.157000		0.220000		0.540577
0.158000		0.220000		0.531132
0.159000		0.220000		0.521909
0.160000		0.220000		0.512904
0.161000		0.220000		0.504112
0.162000		0.220000		0.495527
0.163000		0.220000		0.487145
0.164000		0.220000		0.478960
0.165000		0.220000		0.470969
0.166000		0.220000		0.463166
0.167000		0.220000		0.455547
0.168000		0.220000		0.448108
0.169000		0.220000		0.440843
0.170000		0.220000		0.433750
0.171000		0.220000		0.426823
0.172000		0.220000		0.420058
0.173000		0.220000		0.413452
0.174000		0.220000		0.407000
0.175000		0.220000		0.400699
0.176000		0.220000		0.394544
0.177000		0.220000		0.388533
0.178000		0.220000		0.382660
0.179000		0.220000		0.376924
0.180000		0.220000		0.371320
0.181000		0.220000		0.365844
0.182000		0.220000		0.360495
0.183000		0.220000		0.355267
0.184000		0.220000		0.350159
0.185000		0.220000		0.345167
0.186000		0.220000		0.340288
0.187000		0.220000		0.335519
0.188000		0.220000		0.330857
0.189000		0.220000		0.326300
0.190000		0.220000		0.321844
0.191000		0.220000		0.317488
0.192000		0.220000		0.313228
0.193000		0.220000		0.309062
0.194000		0.220000		0.304988
0.195000		0.220000		0.301002
0.196000		0.220000		0.297104
0.197000		0.220000		0.293290
0.198000		0.220000		0.289559
0.199000		0.220000		0.285907
0.200000		0.220000		0.282334
0.100000		0.230000		1.630216
0.101000		0.230000		1.599778
0.102000		0.230000		1.569810
0.103000		0.230000		1.540311
0.104000		0.230000		1.511281
0.105000		0.230000		1.482718
0.106000		0.230000		1.454622
0.107000		0.230000		1.426991
0.108000		0.230000		1.399822
0.109000		0.230000		1.373115
0.110000		0.230000		1.346866
0.111000		0.230000		1.321073
0.112000		0.230000		1.295733
0.113000		0.230000		1.270844
0.114000		0.230000		1.246401
0.115000		0.230000		1.222403
0.116000		0.230000		1.198845
0.117000		0.230000		1.175723
0.118000		0.230000		1.153034
0.119000		0.230000		1.130773
0.120000		0.230000		1.108938
0.121000		0.230000		1.087522
0.122000		0.230000		1.066523
0.123000		0.230000		1.045935
0.124000		0.230000		1.025754
0.125000		0.230000		1.005976
0.126000		0.230000		0.986595
0.127000		0.230000		0.967606
0.128000		0.230000		0.949006
0.129000		0.230000		0.930787
0.130000		0.230000		0.912947
0.131000		0.230000		0.895478
0.132000		0.230000		0.878376
0.133000		0.230000		0.861637
0.134000		0.230000		0.845253
0.135000		0.230000		0.829220
0.136000		0.230000		0.813533
0.137000		0.230000		0.798185
0.138000		0.230000		0.783172
0.139000		0.230000		0.768488
0.140000		0.230000		0.754127
0.141000		0.230000		0.740083
0.142000		0.230000		0.726352
0.143000		0.230000		0.712927
0.144000		0.230000		0.699803
0.145000		0.230000		0.686974
0.146000		0.230000		0.674434
0.147000		0.230000		0.662179
0.148000		0.230000		0.650203
0.149000		0.230000		0.638499
0.150000		0.230000		0.627063
0.151000		0.230000		0.615889
0.152000		0.230000		0.604972
0.153000		0.230000		0.594306
0.154000		0.230000		0.583886
0.155000		0.230000		0.573707
0.156000		0.230000		0.563763
0.157000		0.230000		0.554050
0.158000		0.230000		0.544562
0.159000		0.230000		0.535294
0.160000		0.230000		0.526241
0.161000		0.230000		0.517399
0.162000		0.230000		0.508763
0.163000		0.230000		0.500327
0.164000		0.230000		0.492088
0.165000		0.230000		0.484040
0.166000		0.230000		0.476179
0.167000		0.230000		0.468500
0.168000		0.230000		0.461000
0.169000		0.230000		0.453673
0.170000		0.230000		0.446516
0.171000		0.230000		0.439525
0.172000		0.230000		0.432695
0.173000		0.230000		0.426023
0.174000		0.230000		0.419504
0.175000		0.230000		0.413135
0.176000		0.230000		0.406912
0.177000		0.230000		0.400831
0.178000		0.230000		0.394889
0.179000		0.230000		0.389083
0.180000		0.230000		0.383408
0.181000		0.230000		0.377862
0.182000		0.230000		0.372441
0.183000		0.230000		0.367142
0.184000		0.230000		0.361962
0.185000		0.230000		0.356898
0.186000		0.230000		0.351947
0.187000		0.230000		0.347106
0.188000		0.230000		0.342372
0.189000		0.230000		0.337743
0.190000		0.230000		0.333215
0.191000		0.230000		0.328787
0.192000		0.230000		0.324455
0.193000		0.230000		0.320218
0.194000		0.230000		0.316072
0.195000		0.230000		0.312015
0.196000		0.230000		0.308046
0.197000		0.230000		0.304161
0.198000		0.230000		0.300359
0.199000		0.230000		0.296637
0.200000		0.230000		0.292994
0.100000		0.240000		1.637577
0.101000		0.240000		1.607334
0.102000		0.240000		1.577560
0.103000		0.240000		1.548253
0.104000		0.240000		1.519414
0.105000		0.240000		1.491040
0.106000		0.240000		1.463131
0.107000		0.240000		1.435684
0.108000		0.240000		1.408698
0.109000		0.240000		1.382170
0.110000		0.240000		1.356097
0.111000		0.240000		1.330477
0.112000		0.240000		1.305308
0.113000		0.240000		1.280584
0.114000		0.240000		1.256305
0.115000		0.240000		1.232465
0.116000		0.240000		1.209062
0.117000		0.240000		1.186091
0.118000		0.240000		1.163548
0.119000		0.240000		1.141430
0.120000		0.240000		1.119732
0.121000		0.240000		1.098449
0.122000		0.240000		1.077578
0.123000		0.240000		1.057114
0.124000		0.240000		1.037052
0.125000		0.240000		1.017388
0.126000		0.240000		0.998116
0.127000		0.240000		0.979231
0.128000		0.240000		0.960730
0.129000		0.240000		0.942606
0.130000		0.240000		0.924854
0.131000		0.240000		0.907470
0.132000		0.240000		0.890447
0.133000		0.240000		0.873782
0.134000		0.240000		0.857468
0.135000		0.240000		0.841500
0.136000		0.240000		0.825872
0.137000		0.240000		0.810580
0.138000		0.240000		0.795617
0.139000		0.240000		0.780979
0.140000		0.240000		0.766659
0.141000		0.240000		0.752652
0.142000		0.240000		0.738954
0.143000		0.240000		0.725557
0.144000		0.240000		0.712457
0.145000		0.240000		0.699648
0.146000		0.240000		0.687125
0.147000		0.240000		0.674882
0.148000		0.240000		0.662914
0.149000		0.240000		0.651216
0.150000		0.240000		0.639781
0.151000		0.240000		0.628605
0.152000		0.240000		0.617683
0.153000		0.240000		0.607009
0.154000		0.240000		0.596577
0.155000		0.240000		0.586384
0.156000		0.240000		0.576423
0.157000		0.240000		0.566690
0.158000		0.240000		0.557179
0.159000		0.240000		0.547886
0.160000		0.240000		0.538806
0.161000		0.240000		0.529934
0.162000		0.240000		0.521266
0.163000		0.240000		0.512796
0.164000		0.240000		0.504520
0.165000		0.240000		0.496434
0.166000		0.240000		0.488533
0.167000		0.240000		0.480813
0.168000		0.240000		0.473269
0.169000		0.240000		0.465898
0.170000		0.240000		0.458695
0.171000		0.240000		0.451656
0.172000		0.240000		0.444777
0.173000		0.240000		0.438055
0.174000		0.240000		0.431485
0.175000		0.240000		0.425064
0.176000		0.240000		0.418787
0.177000		0.240000		0.412652
0.178000		0.240000		0.406655
0.179000		0.240000		0.400793
0.180000		0.240000		0.395062
0.181000		0.240000		0.389458
0.182000		0.240000		0.383979
0.183000		0.240000		0.378622
0.184000		0.240000		0.373383
0.185000		0.240000		0.368260
0.186000		0.240000		0.363249
0.187000		0.240000		0.358348
0.188000		0.240000		0.353553
0.189000		0.240000		0.348863
0.190000		0.240000		0.344275
0.191000		0.240000		0.339785
0.192000		0.240000		0.335392
0.193000		0.240000		0.331093
0.194000		0.240000		0.326886
0.195000		0.240000		0.322767
0.196000		0.240000		0.318736
0.197000		0.240000		0.314790
0.198000		0.240000		0.310926
0.199000		0.240000		0.307142
0.200000		0.240000		0.303438
0.100000		0.250000		1.643673
0.101000		0.250000		1.613610
0.102000		0.250000		1.584015
0.103000		0.250000		1.554888
0.104000		0.250000		1.526227
0.105000		0.250000		1.498031
0.106000		0.250000		1.470299
0.107000		0.250000		1.443028
0.108000		0.250000		1.416216
0.109000		0.250000		1.389861
0.110000		0.250000		1.363959
0.111000		0.250000		1.338508
0.112000		0.250000		1.313505
0.113000		0.250000		1.288946
0.114000		0.250000		1.264828
0.115000		0.250000		1.241148
0.116000		0.250000		1.217900
0.117000		0.250000		1.195082
0.118000		0.250000		1.172689
0.119000		0.250000		1.150717
0.120000		0.250000		1.129162
0.121000		0.250000		1.108018
0.122000		0.250000		1.087283
0.123000		0.250000		1.066950
0.124000		0.250000		1.047016
0.125000		0.250000		1.027475
0.126000		0.250000		1.008322
0.127000		0.250000		0.989553
0.128000		0.250000		0.971162
0.129000		0.250000		0.953144
0.130000		0.250000		0.935495
0.131000		0.250000		0.918209
0.132000		0.250000		0.901280
0.133000		0.250000		0.884704
0.134000		0.250000		0.868474
0.135000		0.250000		0.852587
0.136000		0.250000		0.837035
0.137000		0.250000		0.821815
0.138000		0.250000		0.806920
0.139000		0.250000		0.792344
0.140000		0.250000		0.778084
0.141000		0.250000		0.764132
0.142000		0.250000		0.750484
0.143000		0.250000		0.737134
0.144000		0.250000		0.724077
0.145000		0.250000		0.711307
0.146000		0.250000		0.698819
0.147000		0.250000		0.686607
0.148000		0.250000		0.674667
0.149000		0.250000		0.662992
0.150000		0.250000		0.651578
0.151000		0.250000		0.640420
0.152000		0.250000		0.629511
0.153000		0.250000		0.618847
0.154000		0.250000		0.608423
0.155000		0.250000		0.598234
0.156000		0.250000		0.588274
0.157000		0.250000		0.578539
0.158000		0.250000		0.569024
0.159000		0.250000		0.559725
0.160000		0.250000		0.550635
0.161000		0.250000		0.541751
0.162000		0.250000		0.533068
0.163000		0.250000		0.524582
0.164000		0.250000		0.516287
0.165000		0.250000		0.508180
0.166000		0.250000		0.500256
0.167000		0.250000		0.492510
0.168000		0.250000		0.484940
0.169000		0.250000		0.477540
0.170000		0.250000		0.470306
0.171000		0.250000		0.463235
0.172000		0.250000		0.456323
0.173000		0.250000		0.449566
0.174000		0.250000		0.442959
0.175000		0.250000		0.436500
0.176000		0.250000		0.430184
0.177000		0.250000		0.424009
0.178000		0.250000		0.417971
0.179000		0.250000		0.412066
0.180000		0.250000		0.406291
0.181000		0.250000		0.400643
0.182000		0.250000		0.395119
0.183000		0.250000		0.389716
0.184000		0.250000		0.384430
0.185000		0.250000		0.379259
0.186000		0.250000		0.374200
0.187000		0.250000		0.369250
0.188000		0.250000		0.364406
0.189000		0.250000		0.359666
0.190000		0.250000		0.355027
0.191000		0.250000		0.350487
0.192000		0.250000		0.346042
0.193000		0.250000		0.341692
0.194000		0.250000		0.337432
0.195000		0.250000		0.333261
0.196000		0.250000		0.329178
0.197000		0.250000		0.325178
0.198000		0.250000		0.321261
0.199000		0.250000		0.317425
0.200000		0.250000		0.313667
0.100000		0.260000		1.648697
0.101000		0.260000		1.618797
0.102000		0.260000		1.589367
0.103000		0.260000		1.560405
0.104000		0.260000		1.531909
0.105000		0.260000		1.503879
0.106000		0.260000		1.476313
0.107000		0.260000		1.449207
0.108000		0.260000		1.422560
0.109000		0.260000		1.396369
0.110000		0.260000		1.370630
0.111000		0.260000		1.345342
0.112000		0.260000		1.320500
0.113000		0.260000		1.296101
0.114000		0.260000		1.272141
0.115000		0.260000		1.248617
0.116000		0.260000		1.225524
0.117000		0.260000		1.202858
0.118000		0.260000		1.180615
0.119000		0.260000		1.158790
0.120000		0.260000		1.137380
0.121000		0.260000		1.116378
0.122000		0.260000		1.095782
0.123000		0.260000		1.075585
0.124000		0.260000		1.055784
0.125000		0.260000		1.036372
0.126000		0.260000		1.017346
0.127000		0.260000		0.998700
0.128000		0.260000		0.980428
0.129000		0.260000		0.962526
0.130000		0.260000		0.944989
0.131000		0.260000		0.927811
0.132000		0.260000		0.910987
0.133000		0.260000		0.894511
0.134000		0.260000		0.878379
0.135000		0.260000		0.862584
0.136000		0.260000		0.847122
0.137000		0.260000		0.831986
0.138000		0.260000		0.817173
0.139000		0.260000		0.802675
0.140000		0.260000		0.788488
0.141000		0.260000		0.774606
0.142000		0.260000		0.761024
0.143000		0.260000		0.747736
0.144000		0.260000		0.734737
0.145000		0.260000		0.722022
0.146000		0.260000		0.709585
0.147000		0.260000		0.697421
0.148000		0.260000		0.685524
0.149000		0.260000		0.673890
0.150000		0.260000		0.662513
0.151000		0.260000		0.651387
0.152000		0.260000		0.640509
0.153000		0.260000		0.629872
0.154000		0.260000		0.619472
0.155000		0.260000		0.609303
0.156000		0.260000		0.599362
0.157000		0.260000		0.589642
0.158000		0.260000		0.580139
0.159000		0.260000		0.570848
0.160000		0.260000		0.561765
0.161000		0.260000		0.552885
0.162000		0.260000		0.544204
0.163000		0.260000		0.535716
0.164000		0.260000		0.527418
0.165000		0.260000		0.519305
0.166000		0.260000		0.511374
0.167000		0.260000		0.503618
0.168000		0.260000		0.496036
0.169000		0.260000		0.488622
0.170000		0.260000		0.481372
0.171000		0.260000		0.474284
0.172000		0.260000		0.467352
0.173000		0.260000		0.460573
0.174000		0.260000		0.453944
0.175000		0.260000		0.447460
0.176000		0.260000		0.441119
0.177000		0.260000		0.434917
0.178000		0.260000		0.428850
0.179000		0.260000		0.422915
0.180000		0.260000		0.417109
0.181000		0.260000		0.411429
0.182000		0.260000		0.405872
0.183000		0.260000		0.400434
0.184000		0.260000		0.395113
0.185000		0.260000		0.389905
0.186000		0.260000		0.384809
0.187000		0.260000		0.379821
0.188000		0.260000		0.374938
0.189000		0.260000		0.370158
0.190000		0.260000		0.365479
0.191000		0.260000		0.360897
0.192000		0.260000		0.356411
0.193000		0.260000		0.352018
0.194000		0.260000		0.347715
0.195000		0.260000		0.343502
0.196000		0.260000		0.339374
0.197000		0.260000		0.335330
0.198000		0.260000		0.331369
0.199000		0.260000		0.327487
0.200000		0.260000		0.323684
0.100000		0.270000		1.652808
0.101000		0.270000		1.623056
0.102000		0.270000		1.593775
0.103000		0.270000		1.564964
0.104000		0.270000		1.536620
0.105000		0.270000		1.508743
0.106000		0.270000		1.481329
0.107000		0.270000		1.454378
0.108000		0.270000		1.427885
0.109000		0.270000		1.401848
0.110000		0.270000		1.376265
0.111000		0.270000		1.351131
0.112000		0.270000		1.326443
0.113000		0.270000		1.302198
0.114000		0.270000		1.278391
0.115000		0.270000		1.255018
0.116000		0.270000		1.232076
0.117000		0.270000		1.209559
0.118000		0.270000		1.187464
0.119000		0.270000		1.165786
0.120000		0.270000		1.144520
0.121000		0.270000		1.123661
0.122000		0.270000		1.103205
0.123000		0.270000		1.083147
0.124000		0.270000		1.063481
0.125000		0.270000		1.044203
0.126000		0.270000		1.025307
0.127000		0.270000		1.006789
0.128000		0.270000		0.988643
0.129000		0.270000		0.970863
0.130000		0.270000		0.953445
0.131000		0.270000		0.936383
0.132000		0.270000		0.919671
0.133000		0.270000		0.903305
0.134000		0.270000		0.887279
0.135000		0.270000		0.871587
0.136000		0.270000		0.856224
0.137000		0.270000		0.841184
0.138000		0.270000		0.826463
0.139000		0.270000		0.812054
0.140000		0.270000		0.797952
0.141000		0.270000		0.784152
0.142000		0.270000		0.770649
0.143000		0.270000		0.757436
0.144000		0.270000		0.744508
0.145000		0.270000		0.731861
0.146000		0.270000		0.719489
0.147000		0.270000		0.707386
0.148000		0.270000		0.695547
0.149000		0.270000		0.683967
0.150000		0.270000		0.672641
0.151000		0.270000		0.661563
0.152000		0.270000		0.650729
0.153000		0.270000		0.640134
0.154000		0.270000		0.629772
0.155000		0.270000		0.619639
0.156000		0.270000		0.609730
0.157000		0.270000		0.600039
0.158000		0.270000		0.590563
0.159000		0.270000		0.581296
0.160000		0.270000		0.572234
0.161000		0.270000		0.563372
0.162000		0.270000		0.554707
0.163000		0.270000		0.546232
0.164000		0.270000		0.537945
0.165000		0.270000		0.529841
0.166000		0.270000		0.521915
0.167000		0.270000		0.514163
0.168000		0.270000		0.506582
0.169000		0.270000		0.499168
0.170000		0.270000		0.491916
0.171000		0.270000		0.484823
0.172000		0.270000		0.477884
0.173000		0.270000		0.471097
0.174000		0.270000		0.464458
0.175000		0.270000		0.457962
0.176000		0.270000		0.451608
0.177000		0.270000		0.445390
0.178000		0.270000		0.439306
0.179000		0.270000		0.433354
0.180000		0.270000		0.427528
0.181000		0.270000		0.421827
0.182000		0.270000		0.416247
0.183000		0.270000		0.410786
0.184000		0.270000		0.405440
0.185000		0.270000		0.400207
0.186000		0.270000		0.395084
0.187000		0.270000		0.390067
0.188000		0.270000		0.385156
0.189000		0.270000		0.380346
0.190000		0.270000		0.375636
0.191000		0.270000		0.371023
0.192000		0.270000		0.366504
0.193000		0.270000		0.362078
0.194000		0.270000		0.357741
0.195000		0.270000		0.353492
0.196000		0.270000		0.349329
0.197000		0.270000		0.345250
0.198000		0.270000		0.341252
0.199000		0.270000		0.337333
0.200000		0.270000		0.333492
0.100000		0.280000		1.656139
0.101000		0.280000		1.626520
0.102000		0.280000		1.597373
0.103000		0.280000		1.568698
0.104000		0.280000		1.540492
0.105000		0.280000		1.512755
0.106000		0.280000		1.485482
0.107000		0.280000		1.458673
0.108000		0.280000		1.432324
0.109000		0.280000		1.406432
0.110000		0.280000		1.380994
0.111000		0.280000		1.356005
0.112000		0.280000		1.331464
0.113000		0.280000		1.307365
0.114000		0.280000		1.283704
0.115000		0.280000		1.260478
0.116000		0.280000		1.237681
0.117000		0.280000		1.215310
0.118000		0.280000		1.193359
0.119000		0.280000		1.171825
0.120000		0.280000		1.150701
0.121000		0.280000		1.129984
0.122000		0.280000		1.109668
0.123000		0.280000		1.089748
0.124000		0.280000		1.070220
0.125000		0.280000		1.051076
0.126000		0.280000		1.032314
0.127000		0.280000		1.013926
0.128000		0.280000		0.995908
0.129000		0.280000		0.978255
0.130000		0.280000		0.960961
0.131000		0.280000		0.944020
0.132000		0.280000		0.927427
0.133000		0.280000		0.911177
0.134000		0.280000		0.895264
0.135000		0.280000		0.879682
0.136000		0.280000		0.864426
0.137000		0.280000		0.849491
0.138000		0.280000		0.834871
0.139000		0.280000		0.820560
0.140000		0.280000		0.806554
0.141000		0.280000		0.792846
0.142000		0.280000		0.779431
0.143000		0.280000		0.766303
0.144000		0.280000		0.753458
0.145000		0.280000		0.740890
0.146000		0.280000		0.728593
0.147000		0.280000		0.716563
0.148000		0.280000		0.704794
0.149000		0.280000		0.693280
0.150000		0.280000		0.682017
0.151000		0.280000		0.671000
0.152000		0.280000		0.660223
0.153000		0.280000		0.649682
0.154000		0.280000		0.639371
0.155000		0.280000		0.629286
0.156000		0.280000		0.619422
0.157000		0.280000		0.609773
0.158000		0.280000		0.600336
0.159000		0.280000		0.591106
0.160000		0.280000		0.582078
0.161000		0.280000		0.573247
0.162000		0.280000		0.564610
0.163000		0.280000		0.556162
0.164000		0.280000		0.547898
0.165000		0.280000		0.539814
0.166000		0.280000		0.531907
0.167000		0.280000		0.524172
0.168000		0.280000		0.516605
0.169000		0.280000		0.509202
0.170000		0.280000		0.501960
0.171000		0.280000		0.494874
0.172000		0.280000		0.487941
0.173000		0.280000		0.481157
0.174000		0.280000		0.474519
0.175000		0.280000		0.468024
0.176000		0.280000		0.461667
0.177000		0.280000		0.455445
0.178000		0.280000		0.449356
0.179000		0.280000		0.443396
0.180000		0.280000		0.437562
0.181000		0.280000		0.431850
0.182000		0.280000		0.426259
0.183000		0.280000		0.420784
0.184000		0.280000		0.415424
0.185000		0.280000		0.410175
0.186000		0.280000		0.405034
0.187000		0.280000		0.400000
0.188000		0.280000		0.395069
0.189000		0.280000		0.390238
0.190000		0.280000		0.385506
0.191000		0.280000		0.380870
0.192000		0.280000		0.376328
0.193000		0.280000		0.371877
0.194000		0.280000		0.367514
0.195000		0.280000		0.363239
0.196000		0.280000		0.359049
0.197000		0.280000		0.354941
0.198000		0.280000		0.350914
0.199000		0.280000		0.346966
0.200000		0.280000		0.343095
0.100000		0.290000		1.658801
0.101000		0.290000		1.629299
0.102000		0.290000		1.600272
0.103000		0.290000		1.571719
0.104000		0.290000		1.543638
0.105000		0.290000		1.516028
0.106000		0.290000		1.488884
0.107000		0.290000		1.462206
0.108000		0.290000		1.435989
0.109000		0.290000		1.410231
0.110000		0.290000		1.384928
0.111000		0.290000		1.360077
0.112000		0.290000		1.335673
0.113000		0.290000		1.311712
0.114000		0.290000		1.288191
0.115000		0.290000		1.265104
0.116000		0.290000		1.242448
0.117000		0.290000		1.220217
0.118000		0.290000		1.198407
0.119000		0.290000		1.177012
0.120000		0.290000		1.156028
0.121000		0.290000		1.135450
0.122000		0.290000		1.115272
0.123000		0.290000		1.095490
0.124000		0.290000		1.076097
0.125000		0.290000		1.057089
0.126000		0.290000		1.038460
0.127000		0.290000		1.020205
0.128000		0.290000		1.002318
0.129000		0.290000		0.984793
0.130000		0.290000		0.967626
0.131000		0.290000		0.950810
0.132000		0.290000		0.934340
0.133000		0.290000		0.918210
0.134000		0.290000		0.902415
0.135000		0.290000		0.886950
0.136000		0.290000		0.871807
0.137000		0.290000		0.856983
0.138000		0.290000		0.842471
0.139000		0.290000		0.828266
0.140000		0.290000		0.814362
0.141000		0.290000		0.800754
0.142000		0.290000		0.787436
0.143000		0.290000		0.774403
