101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.158000		0.190000		38.866181
0.159000		0.190000		39.691810
0.160000		0.190000		40.530589
0.161000		0.190000		41.382644
0.162000		0.190000		42.248094
0.163000		0.190000		43.127060
0.164000		0.190000		44.019660
0.165000		0.190000		44.926008
0.166000		0.190000		45.846219
0.167000		0.190000		46.780404
0.168000		0.190000		47.728671
0.169000		0.190000		48.691127
0.170000		0.190000		49.667876
0.171000		0.190000		50.659018
0.172000		0.190000		51.664652
0.173000		0.190000		52.684874
0.174000		0.190000		53.719777
0.175000		0.190000		54.769451
0.176000		0.190000		55.833983
0.177000		0.190000		56.913456
0.178000		0.190000		58.007951
0.179000		0.190000		59.117547
0.180000		0.190000		60.242317
0.181000		0.190000		61.382333
0.182000		0.190000		62.537663
0.183000		0.190000		63.708371
0.184000		0.190000		64.894519
0.185000		0.190000		66.096164
0.186000		0.190000		67.313360
0.187000		0.190000		68.546159
0.188000		0.190000		69.794607
0.189000		0.190000		71.058749
0.190000		0.190000		72.338624
0.191000		0.190000		73.634270
0.192000		0.190000		74.945719
0.193000		0.190000		76.273000
0.194000		0.190000		77.616140
0.195000		0.190000		78.975160
0.196000		0.190000		80.350080
0.197000		0.190000		81.740914
0.198000		0.190000		83.147673
0.199000		0.190000		84.570365
0.200000		0.190000		86.008994
0.100000		0.200000		8.999209
0.101000		0.200000		9.284533
0.102000		0.200000		9.576077
0.103000		0.200000		9.873922
0.104000		0.200000		10.178153
0.105000		0.200000		10.488858
0.106000		0.200000		10.806126
0.107000		0.200000		11.130052
0.108000		0.200000		11.460731
0.109000		0.200000		11.798263
0.110000		0.200000		12.142750
0.111000		0.200000		12.494295
0.112000		0.200000		12.853004
0.113000		0.200000		13.218986
0.114000		0.200000		13.592351
0.115000		0.200000		13.973211
0.116000		0.200000		14.361680
0.117000		0.200000		14.757874
0.118000		0.200000		15.161910
0.119000		0.200000		15.573907
0.120000		0.200000		15.993985
0.121000		0.200000		16.422267
0.122000		0.200000		16.858874
0.123000		0.200000		17.303933
0.124000		0.200000		17.757567
0.125000		0.200000		18.219903
0.126000		0.200000		18.691070
0.127000		0.200000		19.171197
0.128000		0.200000		19.660413
0.129000		0.200000		20.158848
0.130000		0.200000		20.666636
0.131000		0.200000		21.183907
0.132000		0.200000		21.710796
0.133000		0.200000		22.247437
0.134000		0.200000		22.793964
0.135000		0.200000		23.350513
0.136000		0.200000		23.917220
0.137000		0.200000		24.494221
0.138000		0.200000		25.081652
0.139000		0.200000		25.679652
0.140000		0.200000		26.288357
0.141000		0.200000		26.907904
0.142000		0.200000		27.538433
0.143000		0.200000		28.180080
0.144000		0.200000		28.832983
0.145000		0.200000		29.497280
0.146000		0.200000		30.173107
0.147000		0.200000		30.860603
0.148000		0.200000		31.559902
0.149000		0.200000		32.271141
0.150000		0.200000		32.994455
0.151000		0.200000		33.729979
0.152000		0.200000		34.477845
0.153000		0.200000		35.238188
0.154000		0.200000		36.011138
0.155000		0.200000		36.796826
0.156000		0.200000		37.595380
0.157000		0.200000		38.406929
0.158000		0.200000		39.231599
0.159000		0.200000		40.069515
0.160000		0.200000		40.920798
0.161000		0.200000		41.785571
0.162000		0.200000		42.663953
0.163000		0.200000		43.556061
0.164000		0.200000		44.462011
0.165000		0.200000		45.381914
0.166000		0.200000		46.315883
0.167000		0.200000		47.264025
0.168000		0.200000		48.226447
0.169000		0.200000		49.203251
0.170000		0.200000		50.194539
0.171000		0.200000		51.200408
0.172000		0.200000		52.220955
0.173000		0.200000		53.256271
0.174000		0.200000		54.306446
0.175000		0.200000		55.371567
0.176000		0.200000		56.451718
0.177000		0.200000		57.546979
0.178000		0.200000		58.657427
0.179000		0.200000		59.783137
0.180000		0.200000		60.924180
0.181000		0.200000		62.080623
0.182000		0.200000		63.252530
0.183000		0.200000		64.439963
0.184000		0.200000		65.642979
0.185000		0.200000		66.861633
0.186000		0.200000		68.095973
0.187000		0.200000		69.346049
0.188000		0.200000		70.611903
0.189000		0.200000		71.893575
0.190000		0.200000		73.191102
0.191000		0.200000		74.504516
0.192000		0.200000		75.833847
0.193000		0.200000		77.179121
0.194000		0.200000		78.540358
0.195000		0.200000		79.917579
0.196000		0.200000		81.310796
0.197000		0.200000		82.720022
0.198000		0.200000		84.145264
0.199000		0.200000		85.586525
0.200000		0.200000		87.043806
0.100000		0.210000		9.025690
0.101000		0.210000		9.312698
0.102000		0.210000		9.606016
0.103000		0.210000		9.905732
0.104000		0.210000		10.211933
0.105000		0.210000		10.524711
0.106000		0.210000		10.844164
0.107000		0.210000		11.170387
0.108000		0.210000		11.503484
0.109000		0.210000		11.843558
0.110000		0.210000		12.190716
0.111000		0.210000		12.545066
0.112000		0.210000		12.906720
0.113000		0.210000		13.275791
0.114000		0.210000		13.652395
0.115000		0.210000		14.036648
0.116000		0.210000		14.428670
0.117000		0.210000		14.828581
0.118000		0.210000		15.236503
0.119000		0.210000		15.652561
0.120000		0.210000		16.076878
0.121000		0.210000		16.509581
0.122000		0.210000		16.950798
0.123000		0.210000		17.400658
0.124000		0.210000		17.859289
0.125000		0.210000		18.326823
0.126000		0.210000		18.803391
0.127000		0.210000		19.289126
0.128000		0.210000		19.784161
0.129000		0.210000		20.288630
0.130000		0.210000		20.802668
0.131000		0.210000		21.326410
0.132000		0.210000		21.859993
0.133000		0.210000		22.403554
0.134000		0.210000		22.957228
0.135000		0.210000		23.521155
0.136000		0.210000		24.095471
0.137000		0.210000		24.680315
0.138000		0.210000		25.275825
0.139000		0.210000		25.882140
0.140000		0.210000		26.499398
0.141000		0.210000		27.127738
0.142000		0.210000		27.767298
0.143000		0.210000		28.418217
0.144000		0.210000		29.080632
0.145000		0.210000		29.754682
0.146000		0.210000		30.440503
0.147000		0.210000		31.138233
0.148000		0.210000		31.848007
0.149000		0.210000		32.569960
0.150000		0.210000		33.304228
0.151000		0.210000		34.050944
0.152000		0.210000		34.810240
0.153000		0.210000		35.582248
0.154000		0.210000		36.367098
0.155000		0.210000		37.164920
0.156000		0.210000		37.975840
0.157000		0.210000		38.799985
0.158000		0.210000		39.637479
0.159000		0.210000		40.488445
0.160000		0.210000		41.353003
0.161000		0.210000		42.231274
0.162000		0.210000		43.123372
0.163000		0.210000		44.029414
0.164000		0.210000		44.949512
0.165000		0.210000		45.883777
0.166000		0.210000		46.832316
0.167000		0.210000		47.795235
0.168000		0.210000		48.772638
0.169000		0.210000		49.764624
0.170000		0.210000		50.771291
0.171000		0.210000		51.792734
0.172000		0.210000		52.829046
0.173000		0.210000		53.880316
0.174000		0.210000		54.946629
0.175000		0.210000		56.028070
0.176000		0.210000		57.124719
0.177000		0.210000		58.236651
0.178000		0.210000		59.363942
0.179000		0.210000		60.506662
0.180000		0.210000		61.664878
0.181000		0.210000		62.838654
0.182000		0.210000		64.028051
0.183000		0.210000		65.233126
0.184000		0.210000		66.453932
0.185000		0.210000		67.690520
0.186000		0.210000		68.942936
0.187000		0.210000		70.211224
0.188000		0.210000		71.495424
0.189000		0.210000		72.795570
0.190000		0.210000		74.111697
0.191000		0.210000		75.443832
0.192000		0.210000		76.792001
0.193000		0.210000		78.156225
0.194000		0.210000		79.536523
0.195000		0.210000		80.932908
0.196000		0.210000		82.345391
0.197000		0.210000		83.773981
0.198000		0.210000		85.218678
0.199000		0.210000		86.679485
0.200000		0.210000		88.156396
0.100000		0.220000		9.059530
0.101000		0.220000		9.348626
0.102000		0.220000		9.644135
0.103000		0.220000		9.946147
0.104000		0.220000		10.254754
0.105000		0.220000		10.570054
0.106000		0.220000		10.892147
0.107000		0.220000		11.221135
0.108000		0.220000		11.557125
0.109000		0.220000		11.900225
0.110000		0.220000		12.250548
0.111000		0.220000		12.608205
0.112000		0.220000		12.973314
0.113000		0.220000		13.345993
0.114000		0.220000		13.726361
0.115000		0.220000		14.114542
0.116000		0.220000		14.510657
0.117000		0.220000		14.914834
0.118000		0.220000		15.327197
0.119000		0.220000		15.747877
0.120000		0.220000		16.177001
0.121000		0.220000		16.614702
0.122000		0.220000		17.061109
0.123000		0.220000		17.516357
0.124000		0.220000		17.980579
0.125000		0.220000		18.453909
0.126000		0.220000		18.936483
0.127000		0.220000		19.428437
0.128000		0.220000		19.929907
0.129000		0.220000		20.441031
0.130000		0.220000		20.961948
0.131000		0.220000		21.492795
0.132000		0.220000		22.033710
0.133000		0.220000		22.584834
0.134000		0.220000		23.146306
0.135000		0.220000		23.718266
0.136000		0.220000		24.300852
0.137000		0.220000		24.894206
0.138000		0.220000		25.498467
0.139000		0.220000		26.113775
0.140000		0.220000		26.740270
0.141000		0.220000		27.378092
0.142000		0.220000		28.027379
0.143000		0.220000		28.688271
0.144000		0.220000		29.360906
0.145000		0.220000		30.045422
0.146000		0.220000		30.741957
0.147000		0.220000		31.450646
0.148000		0.220000		32.171626
0.149000		0.220000		32.905032
0.150000		0.220000		33.650998
0.151000		0.220000		34.409656
0.152000		0.220000		35.181139
0.153000		0.220000		35.965575
0.154000		0.220000		36.763096
0.155000		0.220000		37.573827
0.156000		0.220000		38.397895
0.157000		0.220000		39.235425
0.158000		0.220000		40.086538
0.159000		0.220000		40.951356
0.160000		0.220000		41.829998
0.161000		0.220000		42.722579
0.162000		0.220000		43.629216
0.163000		0.220000		44.550019
0.164000		0.220000		45.485100
0.165000		0.220000		46.434565
0.166000		0.220000		47.398521
0.167000		0.220000		48.377069
0.168000		0.220000		49.370311
0.169000		0.220000		50.378343
0.170000		0.220000		51.401260
0.171000		0.220000		52.439153
0.172000		0.220000		53.492112
0.173000		0.220000		54.560223
0.174000		0.220000		55.643568
0.175000		0.220000		56.742227
0.176000		0.220000		57.856277
0.177000		0.220000		58.985791
0.178000		0.220000		60.130839
0.179000		0.220000		61.291488
0.180000		0.220000		62.467801
0.181000		0.220000		63.659839
0.182000		0.220000		64.867659
0.183000		0.220000		66.091313
0.184000		0.220000		67.330851
0.185000		0.220000		68.586321
0.186000		0.220000		69.857763
0.187000		0.220000		71.145217
0.188000		0.220000		72.448720
0.189000		0.220000		73.768302
0.190000		0.220000		75.103993
0.191000		0.220000		76.455816
0.192000		0.220000		77.823794
0.193000		0.220000		79.207942
0.194000		0.220000		80.608276
0.195000		0.220000		82.024805
0.196000		0.220000		83.457536
0.197000		0.220000		84.906471
0.198000		0.220000		86.371610
0.199000		0.220000		87.852948
0.200000		0.220000		89.350477
0.100000		0.230000		9.101153
0.101000		0.230000		9.392764
0.102000		0.230000		9.690902
0.103000		0.230000		9.995660
0.104000		0.230000		10.307136
0.105000		0.230000		10.625430
0.106000		0.230000		10.950647
0.107000		0.230000		11.282895
0.108000		0.230000		11.622283
0.109000		0.230000		11.968925
0.110000		0.230000		12.322936
0.111000		0.230000		12.684435
0.112000		0.230000		13.053543
0.113000		0.230000		13.430382
0.114000		0.230000		13.815078
0.115000		0.230000		14.207755
0.116000		0.230000		14.608543
0.117000		0.230000		15.017571
0.118000		0.230000		15.434971
0.119000		0.230000		15.860874
0.120000		0.230000		16.295416
0.121000		0.230000		16.738729
0.122000		0.230000		17.190951
0.123000		0.230000		17.652218
0.124000		0.230000		18.122668
0.125000		0.230000		18.602438
0.126000		0.230000		19.091668
0.127000		0.230000		19.590498
0.128000		0.230000		20.099066
0.129000		0.230000		20.617515
0.130000		0.230000		21.145985
0.131000		0.230000		21.684616
0.132000		0.230000		22.233552
0.133000		0.230000		22.792932
0.134000		0.230000		23.362900
0.135000		0.230000		23.943596
0.136000		0.230000		24.535163
0.137000		0.230000		25.137742
0.138000		0.230000		25.751476
0.139000		0.230000		26.376504
0.140000		0.230000		27.012968
0.141000		0.230000		27.661010
0.142000		0.230000		28.320768
0.143000		0.230000		28.992383
0.144000		0.230000		29.675993
0.145000		0.230000		30.371736
0.146000		0.230000		31.079751
0.147000		0.230000		31.800173
0.148000		0.230000		32.533138
0.149000		0.230000		33.278781
0.150000		0.230000		34.037234
0.151000		0.230000		34.808631
0.152000		0.230000		35.593101
0.153000		0.230000		36.390774
0.154000		0.230000		37.201777
0.155000		0.230000		38.026238
0.156000		0.230000		38.864279
0.157000		0.230000		39.716024
0.158000		0.230000		40.581594
0.159000		0.230000		41.461107
0.160000		0.230000		42.354679
0.161000		0.230000		43.262426
0.162000		0.230000		44.184460
0.163000		0.230000		45.120890
0.164000		0.230000		46.071824
0.165000		0.230000		47.037367
0.166000		0.230000		48.017621
0.167000		0.230000		49.012686
0.168000		0.230000		50.022660
0.169000		0.230000		51.047636
0.170000		0.230000		52.087705
0.171000		0.230000		53.142957
0.172000		0.230000		54.213477
0.173000		0.230000		55.299347
0.174000		0.230000		56.400647
0.175000		0.230000		57.517452
0.176000		0.230000		58.649835
0.177000		0.230000		59.797867
0.178000		0.230000		60.961613
0.179000		0.230000		62.141137
0.180000		0.230000		63.336498
0.181000		0.230000		64.547752
0.182000		0.230000		65.774951
0.183000		0.230000		67.018146
0.184000		0.230000		68.277382
0.185000		0.230000		69.552700
0.186000		0.230000		70.844139
0.187000		0.230000		72.151735
0.188000		0.230000		73.475518
0.189000		0.230000		74.815517
0.190000		0.230000		76.171755
0.191000		0.230000		77.544252
0.192000		0.230000		78.933025
0.193000		0.230000		80.338088
0.194000		0.230000		81.759450
0.195000		0.230000		83.197117
0.196000		0.230000		84.651090
0.197000		0.230000		86.121368
0.198000		0.230000		87.607946
0.199000		0.230000		89.110815
0.200000		0.230000		90.629963
0.100000		0.240000		9.151040
0.101000		0.240000		9.445618
0.102000		0.240000		9.746848
0.103000		0.240000		10.054828
0.104000		0.240000		10.369660
0.105000		0.240000		10.691449
0.106000		0.240000		11.020302
0.107000		0.240000		11.356332
0.108000		0.240000		11.699652
0.109000		0.240000		12.050381
0.110000		0.240000		12.408639
0.111000		0.240000		12.774547
0.112000		0.240000		13.148231
0.113000		0.240000		13.529818
0.114000		0.240000		13.919437
0.115000		0.240000		14.317219
0.116000		0.240000		14.723295
0.117000		0.240000		15.137800
0.118000		0.240000		15.560870
0.119000		0.240000		15.992640
0.120000		0.240000		16.433248
0.121000		0.240000		16.882834
0.122000		0.240000		17.341537
0.123000		0.240000		17.809497
0.124000		0.240000		18.286856
0.125000		0.240000		18.773755
0.126000		0.240000		19.270338
0.127000		0.240000		19.776745
0.128000		0.240000		20.293122
0.129000		0.240000		20.819612
0.130000		0.240000		21.356357
0.131000		0.240000		21.903503
0.132000		0.240000		22.461193
0.133000		0.240000		23.029571
0.134000		0.240000		23.608782
0.135000		0.240000		24.198969
0.136000		0.240000		24.800276
0.137000		0.240000		25.412846
0.138000		0.240000		26.036823
0.139000		0.240000		26.672348
0.140000		0.240000		27.319565
0.141000		0.240000		27.978614
0.142000		0.240000		28.649637
0.143000		0.240000		29.332774
0.144000		0.240000		30.028164
0.145000		0.240000		30.735946
0.146000		0.240000		31.456256
0.147000		0.240000		32.189233
0.148000		0.240000		32.935010
0.149000		0.240000		33.693722
0.150000		0.240000		34.465501
0.151000		0.240000		35.250479
0.152000		0.240000		36.048786
0.153000		0.240000		36.860549
0.154000		0.240000		37.685895
0.155000		0.240000		38.524949
0.156000		0.240000		39.377834
0.157000		0.240000		40.244670
0.158000		0.240000		41.125576
0.159000		0.240000		42.020670
0.160000		0.240000		42.930064
0.161000		0.240000		43.853872
0.162000		0.240000		44.792204
0.163000		0.240000		45.745167
0.164000		0.240000		46.712865
0.165000		0.240000		47.695400
0.166000		0.240000		48.692873
0.167000		0.240000		49.705381
0.168000		0.240000		50.733016
0.169000		0.240000		51.775870
0.170000		0.240000		52.834031
0.171000		0.240000		53.907585
0.172000		0.240000		54.996613
0.173000		0.240000		56.101194
0.174000		0.240000		57.221403
0.175000		0.240000		58.357314
0.176000		0.240000		59.508994
0.177000		0.240000		60.676511
0.178000		0.240000		61.859926
0.179000		0.240000		63.059299
0.180000		0.240000		64.274684
0.181000		0.240000		65.506134
0.182000		0.240000		66.753698
0.183000		0.240000		68.017420
0.184000		0.240000		69.297342
0.185000		0.240000		70.593502
0.186000		0.240000		71.905934
0.187000		0.240000		73.234668
0.188000		0.240000		74.579731
0.189000		0.240000		75.941147
0.190000		0.240000		77.318935
0.191000		0.240000		78.713111
0.192000		0.240000		80.123687
0.193000		0.240000		81.550672
0.194000		0.240000		82.994071
0.195000		0.240000		84.453886
0.196000		0.240000		85.930113
0.197000		0.240000		87.422746
0.198000		0.240000		88.931776
0.199000		0.240000		90.457190
0.200000		0.240000		91.998971
0.100000		0.250000		9.209743
0.101000		0.250000		9.507762
0.102000		0.250000		9.812573
0.103000		0.250000		10.124278
0.104000		0.250000		10.442981
0.105000		0.250000		10.768792
0.106000		0.250000		11.101822
0.107000		0.250000		11.442188
0.108000		0.250000		11.790007
0.109000		0.250000		12.145400
0.110000		0.250000		12.508493
0.111000		0.250000		12.879411
0.112000		0.250000		13.258284
0.113000		0.250000		13.645242
0.114000		0.250000		14.040418
0.115000		0.250000		14.443947
0.116000		0.250000		14.855966
0.117000		0.250000		15.276612
0.118000		0.250000		15.706025
0.119000		0.250000		16.144345
0.120000		0.250000		16.591713
0.121000		0.250000		17.048272
0.122000		0.250000		17.514165
0.123000		0.250000		17.989537
0.124000		0.250000		18.474531
0.125000		0.250000		18.969294
0.126000		0.250000		19.473970
0.127000		0.250000		19.988705
0.128000		0.250000		20.513647
0.129000		0.250000		21.048941
0.130000		0.250000		21.594733
0.131000		0.250000		22.151171
0.132000		0.250000		22.718401
0.133000		0.250000		23.296568
0.134000		0.250000		23.885820
0.135000		0.250000		24.486301
0.136000		0.250000		25.098158
0.137000		0.250000		25.721535
0.138000		0.250000		26.356577
0.139000		0.250000		27.003427
0.140000		0.250000		27.662230
0.141000		0.250000		28.333127
0.142000		0.250000		29.016260
0.143000		0.250000		29.711769
0.144000		0.250000		30.419795
0.145000		0.250000		31.140477
0.146000		0.250000		31.873950
0.147000		0.250000		32.620353
0.148000		0.250000		33.379819
0.149000		0.250000		34.152483
0.150000		0.250000		34.938476
0.151000		0.250000		35.737928
0.152000		0.250000		36.550969
0.153000		0.250000		37.377725
0.154000		0.250000		38.218321
0.155000		0.250000		39.072882
0.156000		0.250000		39.941526
0.157000		0.250000		40.824375
0.158000		0.250000		41.721544
0.159000		0.250000		42.633149
0.160000		0.250000		43.559301
0.161000		0.250000		44.500111
0.162000		0.250000		45.455685
0.163000		0.250000		46.426128
0.164000		0.250000		47.411543
0.165000		0.250000		48.412029
0.166000		0.250000		49.427682
0.167000		0.250000		50.458597
0.168000		0.250000		51.504863
0.169000		0.250000		52.566568
0.170000		0.250000		53.643797
0.171000		0.250000		54.736633
0.172000		0.250000		55.845152
0.173000		0.250000		56.969431
0.174000		0.250000		58.109540
0.175000		0.250000		59.265550
0.176000		0.250000		60.437524
0.177000		0.250000		61.625525
0.178000		0.250000		62.829612
0.179000		0.250000		64.049838
0.180000		0.250000		65.286255
0.181000		0.250000		66.538912
0.182000		0.250000		67.807852
0.183000		0.250000		69.093116
0.184000		0.250000		70.394740
0.185000		0.250000		71.712760
0.186000		0.250000		73.047203
0.187000		0.250000		74.398096
0.188000		0.250000		75.765462
0.189000		0.250000		77.149320
0.190000		0.250000		78.549683
0.191000		0.250000		79.966564
0.192000		0.250000		81.399971
0.193000		0.250000		82.849906
0.194000		0.250000		84.316371
0.195000		0.250000		85.799362
0.196000		0.250000		87.298871
0.197000		0.250000		88.814889
0.198000		0.250000		90.347400
0.199000		0.250000		91.896387
0.200000		0.250000		93.461828
0.100000		0.260000		9.277889
0.101000		0.260000		9.579851
0.102000		0.260000		9.888760
0.103000		0.260000		10.204719
0.104000		0.260000		10.527838
0.105000		0.260000		10.858230
0.106000		0.260000		11.196008
0.107000		0.260000		11.541294
0.108000		0.260000		11.894209
0.109000		0.260000		12.254878
0.110000		0.260000		12.623429
0.111000		0.260000		12.999992
0.112000		0.260000		13.384701
0.113000		0.260000		13.777689
0.114000		0.260000		14.179093
0.115000		0.260000		14.589053
0.116000		0.260000		15.007707
0.117000		0.260000		15.435198
0.118000		0.260000		15.871669
0.119000		0.260000		16.317263
0.120000		0.260000		16.772125
0.121000		0.260000		17.236401
0.122000		0.260000		17.710238
0.123000		0.260000		18.193784
0.124000		0.260000		18.687185
0.125000		0.260000		19.190591
0.126000		0.260000		19.704150
0.127000		0.260000		20.228010
0.128000		0.260000		20.762321
0.129000		0.260000		21.307232
0.130000		0.260000		21.862892
0.131000		0.260000		22.429449
0.132000		0.260000		23.007052
0.133000		0.260000		23.595850
0.134000		0.260000		24.195991
0.135000		0.260000		24.807622
0.136000		0.260000		25.430890
0.137000		0.260000		26.065941
0.138000		0.260000		26.712923
0.139000		0.260000		27.371978
0.140000		0.260000		28.043253
0.141000		0.260000		28.726889
0.142000		0.260000		29.423029
0.143000		0.260000		30.131814
0.144000		0.260000		30.853384
0.145000		0.260000		31.587879
0.146000		0.260000		32.335434
0.147000		0.260000		33.096187
0.148000		0.260000		33.870272
0.149000		0.260000		34.657821
0.150000		0.260000		35.458966
0.151000		0.260000		36.273836
0.152000		0.260000		37.102559
0.153000		0.260000		37.945261
0.154000		0.260000		38.802065
0.155000		0.260000		39.673093
0.156000		0.260000		40.558464
0.157000		0.260000		41.458295
0.158000		0.260000		42.372702
0.159000		0.260000		43.301796
0.160000		0.260000		44.245688
0.161000		0.260000		45.204485
0.162000		0.260000		46.178291
0.163000		0.260000		47.167210
0.164000		0.260000		48.171339
0.165000		0.260000		49.190775
0.166000		0.260000		50.225612
0.167000		0.260000		51.275941
0.168000		0.260000		52.341848
0.169000		0.260000		53.423418
0.170000		0.260000		54.520732
0.171000		0.260000		55.633868
0.172000		0.260000		56.762901
0.173000		0.260000		57.907902
0.174000		0.260000		59.068939
0.175000		0.260000		60.246077
0.176000		0.260000		61.439376
0.177000		0.260000		62.648896
0.178000		0.260000		63.874689
0.179000		0.260000		65.116806
0.180000		0.260000		66.375295
0.181000		0.260000		67.650199
0.182000		0.260000		68.941557
0.183000		0.260000		70.249406
0.184000		0.260000		71.573779
0.185000		0.260000		72.914703
0.186000		0.260000		74.272205
0.187000		0.260000		75.646306
0.188000		0.260000		77.037023
0.189000		0.260000		78.444370
0.190000		0.260000		79.868359
0.191000		0.260000		81.308994
0.192000		0.260000		82.766279
0.193000		0.260000		84.240214
0.194000		0.260000		85.730793
0.195000		0.260000		87.238009
0.196000		0.260000		88.761849
0.197000		0.260000		90.302297
0.198000		0.260000		91.859336
0.199000		0.260000		93.432941
0.200000		0.260000		95.023086
0.100000		0.270000		9.356192
0.101000		0.270000		9.662628
0.102000		0.270000		9.976180
0.103000		0.270000		10.296955
0.104000		0.270000		10.625066
0.105000		0.270000		10.960627
0.106000		0.270000		11.303758
0.107000		0.270000		11.654582
0.108000		0.270000		12.013225
0.109000		0.270000		12.379815
0.110000		0.270000		12.754483
0.111000		0.270000		13.137363
0.112000		0.270000		13.528592
0.113000		0.270000		13.928308
0.114000		0.270000		14.336650
0.115000		0.270000		14.753762
0.116000		0.270000		15.179785
0.117000		0.270000		15.614866
0.118000		0.270000		16.059150
0.119000		0.270000		16.512785
0.120000		0.270000		16.975919
0.121000		0.270000		17.448701
0.122000		0.270000		17.931280
0.123000		0.270000		18.423808
0.124000		0.270000		18.926434
0.125000		0.270000		19.439310
0.126000		0.270000		19.962588
0.127000		0.270000		20.496418
0.128000		0.270000		21.040952
0.129000		0.270000		21.596342
0.130000		0.270000		22.162738
0.131000		0.270000		22.740292
0.132000		0.270000		23.329155
0.133000		0.270000		23.929476
0.134000		0.270000		24.541406
0.135000		0.270000		25.165093
0.136000		0.270000		25.800686
0.137000		0.270000		26.448333
0.138000		0.270000		27.108180
0.139000		0.270000		27.780374
0.140000		0.270000		28.465059
0.141000		0.270000		29.162379
0.142000		0.270000		29.872477
0.143000		0.270000		30.595494
0.144000		0.270000		31.331571
0.145000		0.270000		32.080845
0.146000		0.270000		32.843455
0.147000		0.270000		33.619535
0.148000		0.270000		34.409220
0.149000		0.270000		35.212641
0.150000		0.270000		36.029930
0.151000		0.270000		36.861214
0.152000		0.270000		37.706619
0.153000		0.270000		38.566271
0.154000		0.270000		39.440291
0.155000		0.270000		40.328799
0.156000		0.270000		41.231912
0.157000		0.270000		42.149746
0.158000		0.270000		43.082414
0.159000		0.270000		44.030026
0.160000		0.270000		44.992688
0.161000		0.270000		45.970506
0.162000		0.270000		46.963582
0.163000		0.270000		47.972016
0.164000		0.270000		48.995902
0.165000		0.270000		50.035335
0.166000		0.270000		51.090405
0.167000		0.270000		52.161199
0.168000		0.270000		53.247800
0.169000		0.270000		54.350291
0.170000		0.270000		55.468748
0.171000		0.270000		56.603245
0.172000		0.270000		57.753853
0.173000		0.270000		58.920641
0.174000		0.270000		60.103671
0.175000		0.270000		61.303004
0.176000		0.270000		62.518698
0.177000		0.270000		63.750806
0.178000		0.270000		64.999377
0.179000		0.270000		66.264457
0.180000		0.270000		67.546091
0.181000		0.270000		68.844315
0.182000		0.270000		70.159166
0.183000		0.270000		71.490676
0.184000		0.270000		72.838871
0.185000		0.270000		74.203777
0.186000		0.270000		75.585413
0.187000		0.270000		76.983796
0.188000		0.270000		78.398939
0.189000		0.270000		79.830851
0.190000		0.270000		81.279538
0.191000		0.270000		82.745000
0.192000		0.270000		84.227237
0.193000		0.270000		85.726243
0.194000		0.270000		87.242007
0.195000		0.270000		88.774517
0.196000		0.270000		90.323755
0.197000		0.270000		91.889701
0.198000		0.270000		93.472331
0.199000		0.270000		95.071617
0.200000		0.270000		96.687528
0.100000		0.280000		9.445460
0.101000		0.280000		9.756935
0.102000		0.280000		10.075708
0.103000		0.280000		10.401892
0.104000		0.280000		10.735602
0.105000		0.280000		11.076957
0.106000		0.280000		11.426080
0.107000		0.280000		11.783096
0.108000		0.280000		12.148135
0.109000		0.280000		12.521327
0.110000		0.280000		12.902809
0.111000		0.280000		13.292717
0.112000		0.280000		13.691190
0.113000		0.280000		14.098370
0.114000		0.280000		14.514401
0.115000		0.280000		14.939427
0.116000		0.280000		15.373595
0.117000		0.280000		15.817054
0.118000		0.280000		16.269951
0.119000		0.280000		16.732439
0.120000		0.280000		17.204667
0.121000		0.280000		17.686788
0.122000		0.280000		18.178954
0.123000		0.280000		18.681319
0.124000		0.280000		19.194035
0.125000		0.280000		19.717257
0.126000		0.280000		20.251138
0.127000		0.280000		20.795831
0.128000		0.280000		21.351492
0.129000		0.280000		21.918273
0.130000		0.280000		22.496327
0.131000		0.280000		23.085807
0.132000		0.280000		23.686866
0.133000		0.280000		24.299656
0.134000		0.280000		24.924327
0.135000		0.280000		25.561030
0.136000		0.280000		26.209916
0.137000		0.280000		26.871131
0.138000		0.280000		27.544825
0.139000		0.280000		28.231144
0.140000		0.280000		28.930233
0.141000		0.280000		29.642236
0.142000		0.280000		30.367298
0.143000		0.280000		31.105557
0.144000		0.280000		31.857156
0.145000		0.280000		32.622232
0.146000		0.280000		33.400923
0.147000		0.280000		34.193362
0.148000		0.280000		34.999683
0.149000		0.280000		35.820018
0.150000		0.280000		36.654495
0.151000		0.280000		37.503242
0.152000		0.280000		38.366383
0.153000		0.280000		39.244043
0.154000		0.280000		40.136340
0.155000		0.280000		41.043393
0.156000		0.280000		41.965317
0.157000		0.280000		42.902226
0.158000		0.280000		43.854230
0.159000		0.280000		44.821436
0.160000		0.280000		45.803949
0.161000		0.280000		46.801872
0.162000		0.280000		47.815304
0.163000		0.280000		48.844341
0.164000		0.280000		49.889075
0.165000		0.280000		50.949598
0.166000		0.280000		52.025995
0.167000		0.280000		53.118351
0.168000		0.280000		54.226746
0.169000		0.280000		55.351258
0.170000		0.280000		56.491959
0.171000		0.280000		57.648920
0.172000		0.280000		58.822208
0.173000		0.280000		60.011887
0.174000		0.280000		61.218016
0.175000		0.280000		62.440652
0.176000		0.280000		63.679847
0.177000		0.280000		64.935651
0.178000		0.280000		66.208108
