T [fm^-1]		muB [fm^-1]		c1_df14 [..]
0.759394		0.000000		-0.000000
0.761818		0.000000		-0.000000
0.764242		0.000000		0.000000
0.766667		0.000000		-0.000000
0.769091		0.000000		-0.000000
0.771515		0.000000		-0.000000
0.773939		0.000000		-0.000000
0.776364		0.000000		0.000000
0.778788		0.000000		-0.000000
0.781212		0.000000		-0.000000
0.783636		0.000000		0.000000
0.786061		0.000000		-0.000000
0.788485		0.000000		0.000000
0.790909		0.000000		-0.000000
0.793333		0.000000		0.000000
0.795758		0.000000		-0.000000
0.798182		0.000000		0.000000
0.800606		0.000000		0.000000
0.803030		0.000000		-0.000000
0.805455		0.000000		-0.000000
0.807879		0.000000		-0.000000
0.810303		0.000000		-0.000000
0.812727		0.000000		-0.000000
0.815152		0.000000		0.000000
0.817576		0.000000		-0.000000
0.820000		0.000000		-0.000000
0.580000		0.027475		-1.698846
0.582424		0.027475		-1.618024
0.584848		0.027475		-1.541510
0.587273		0.027475		-1.469049
0.589697		0.027475		-1.400405
0.592121		0.027475		-1.335356
0.594545		0.027475		-1.273693
0.596970		0.027475		-1.215222
0.599394		0.027475		-1.159761
0.601818		0.027475		-1.107139
0.604242		0.027475		-1.057195
0.606667		0.027475		-1.009779
0.609091		0.027475		-0.964749
0.611515		0.027475		-0.921975
0.613939		0.027475		-0.881330
0.616364		0.027475		-0.842698
0.618788		0.027475		-0.805969
0.621212		0.027475		-0.771041
0.623636		0.027475		-0.737814
0.626061		0.027475		-0.706199
0.628485		0.027475		-0.676108
0.630909		0.027475		-0.647462
0.633333		0.027475		-0.620183
0.635758		0.027475		-0.594200
0.638182		0.027475		-0.569444
0.640606		0.027475		-0.545853
0.643030		0.027475		-0.523365
0.645455		0.027475		-0.501924
0.647879		0.027475		-0.481475
0.650303		0.027475		-0.461969
0.652727		0.027475		-0.443358
0.655152		0.027475		-0.425595
0.657576		0.027475		-0.408640
0.660000		0.027475		-0.392450
0.662424		0.027475		-0.376988
0.664848		0.027475		-0.362219
0.667273		0.027475		-0.348107
0.669697		0.027475		-0.334620
0.672121		0.027475		-0.321728
0.674545		0.027475		-0.309403
0.676970		0.027475		-0.297616
0.679394		0.027475		-0.286341
0.681818		0.027475		-0.275555
0.684242		0.027475		-0.265233
0.686667		0.027475		-0.255354
0.689091		0.027475		-0.245896
0.691515		0.027475		-0.236841
0.693939		0.027475		-0.228168
0.696364		0.027475		-0.219860
0.698788		0.027475		-0.211900
0.701212		0.027475		-0.204273
0.703636		0.027475		-0.196962
0.706061		0.027475		-0.189953
0.708485		0.027475		-0.183233
0.710909		0.027475		-0.176788
0.713333		0.027475		-0.170606
0.715758		0.027475		-0.164675
0.718182		0.027475		-0.158983
0.720606		0.027475		-0.153521
0.723030		0.027475		-0.148277
0.725455		0.027475		-0.143242
0.727879		0.027475		-0.138408
0.730303		0.027475		-0.133764
0.732727		0.027475		-0.129303
0.735152		0.027475		-0.125018
0.737576		0.027475		-0.120899
0.740000		0.027475		-0.116940
0.742424		0.027475		-0.113135
0.744848		0.027475		-0.109476
0.747273		0.027475		-0.105958
0.749697		0.027475		-0.102574
0.752121		0.027475		-0.099318
0.754545		0.027475		-0.096186
0.756970		0.027475		-0.093173
0.759394		0.027475		-0.090272
0.761818		0.027475		-0.087480
0.764242		0.027475		-0.084792
0.766667		0.027475		-0.082204
0.769091		0.027475		-0.079711
0.771515		0.027475		-0.077310
0.773939		0.027475		-0.074998
0.776364		0.027475		-0.072769
0.778788		0.027475		-0.070622
0.781212		0.027475		-0.068553
0.783636		0.027475		-0.066558
0.786061		0.027475		-0.064635
0.788485		0.027475		-0.062782
0.790909		0.027475		-0.060994
0.793333		0.027475		-0.059270
0.795758		0.027475		-0.057607
0.798182		0.027475		-0.056003
0.800606		0.027475		-0.054455
0.803030		0.027475		-0.052962
0.805455		0.027475		-0.051521
0.807879		0.027475		-0.050130
0.810303		0.027475		-0.048787
0.812727		0.027475		-0.047491
0.815152		0.027475		-0.046240
0.817576		0.027475		-0.045032
0.820000		0.027475		-0.043865
0.580000		0.054949		-3.394718
0.582424		0.054949		-3.233262
0.584848		0.054949		-3.080409
0.587273		0.054949		-2.935651
0.589697		0.054949		-2.798516
0.592121		0.054949		-2.668560
0.594545		0.054949		-2.545368
0.596970		0.054949		-2.428551
0.599394		0.054949		-2.317745
0.601818		0.054949		-2.212609
0.604242		0.054949		-2.112822
0.606667		0.054949		-2.018086
0.609091		0.054949		-1.928116
0.611515		0.054949		-1.842650
0.613939		0.054949		-1.761439
0.616364		0.054949		-1.684248
0.618788		0.054949		-1.610859
0.621212		0.054949		-1.541065
0.623636		0.054949		-1.474673
0.626061		0.054949		-1.411498
0.628485		0.054949		-1.351371
0.630909		0.054949		-1.294127
0.633333		0.054949		-1.239616
0.635758		0.054949		-1.187693
0.638182		0.054949		-1.138223
0.640606		0.054949		-1.091079
0.643030		0.054949		-1.046139
0.645455		0.054949		-1.003290
0.647879		0.054949		-0.962425
0.650303		0.054949		-0.923443
0.652727		0.054949		-0.886248
0.655152		0.054949		-0.850750
0.657576		0.054949		-0.816864
0.660000		0.054949		-0.784508
0.662424		0.054949		-0.753607
0.664848		0.054949		-0.724088
0.667273		0.054949		-0.695884
0.669697		0.054949		-0.668929
0.672121		0.054949		-0.643163
0.674545		0.054949		-0.618528
0.676970		0.054949		-0.594970
0.679394		0.054949		-0.572435
0.681818		0.054949		-0.550876
0.684242		0.054949		-0.530245
0.686667		0.054949		-0.510499
0.689091		0.054949		-0.491596
0.691515		0.054949		-0.473495
0.693939		0.054949		-0.456160
0.696364		0.054949		-0.439554
0.698788		0.054949		-0.423644
0.701212		0.054949		-0.408397
0.703636		0.054949		-0.393784
0.706061		0.054949		-0.379774
0.708485		0.054949		-0.366341
0.710909		0.054949		-0.353458
0.713333		0.054949		-0.341100
0.715758		0.054949		-0.329243
0.718182		0.054949		-0.317866
0.720606		0.054949		-0.306947
0.723030		0.054949		-0.296465
0.725455		0.054949		-0.286401
0.727879		0.054949		-0.276736
0.730303		0.054949		-0.267453
0.732727		0.054949		-0.258536
0.735152		0.054949		-0.249968
0.737576		0.054949		-0.241735
0.740000		0.054949		-0.233821
0.742424		0.054949		-0.226214
0.744848		0.054949		-0.218899
0.747273		0.054949		-0.211866
0.749697		0.054949		-0.205100
0.752121		0.054949		-0.198593
0.754545		0.054949		-0.192331
0.756970		0.054949		-0.186306
0.759394		0.054949		-0.180507
0.761818		0.054949		-0.174925
0.764242		0.054949		-0.169551
0.766667		0.054949		-0.164377
0.769091		0.054949		-0.159394
0.771515		0.054949		-0.154594
0.773939		0.054949		-0.149970
0.776364		0.054949		-0.145516
0.778788		0.054949		-0.141223
0.781212		0.054949		-0.137086
0.783636		0.054949		-0.133098
0.786061		0.054949		-0.129254
0.788485		0.054949		-0.125547
0.790909		0.054949		-0.121973
0.793333		0.054949		-0.118526
0.795758		0.054949		-0.115201
0.798182		0.054949		-0.111994
0.800606		0.054949		-0.108900
0.803030		0.054949		-0.105914
0.805455		0.054949		-0.103033
0.807879		0.054949		-0.100252
0.810303		0.054949		-0.097568
0.812727		0.054949		-0.094977
0.815152		0.054949		-0.092475
0.817576		0.054949		-0.090060
0.820000		0.054949		-0.087727
0.580000		0.082424		-5.084658
0.582424		0.082424		-4.842943
0.584848		0.082424		-4.614101
0.587273		0.082424		-4.397373
0.589697		0.082424		-4.192052
0.592121		0.082424		-3.997473
0.594545		0.082424		-3.813017
0.596970		0.082424		-3.638102
0.599394		0.082424		-3.472183
0.601818		0.082424		-3.314750
0.604242		0.082424		-3.165325
0.606667		0.082424		-3.023457
0.609091		0.082424		-2.888725
0.611515		0.082424		-2.760733
0.613939		0.082424		-2.639111
0.616364		0.082424		-2.523507
0.618788		0.082424		-2.413594
0.621212		0.082424		-2.309064
0.623636		0.082424		-2.209625
0.626061		0.082424		-2.115004
0.628485		0.082424		-2.024944
0.630909		0.082424		-1.939202
0.633333		0.082424		-1.857552
0.635758		0.082424		-1.779776
0.638182		0.082424		-1.705673
0.640606		0.082424		-1.635052
0.643030		0.082424		-1.567733
0.645455		0.082424		-1.503544
0.647879		0.082424		-1.442327
0.650303		0.082424		-1.383929
0.652727		0.082424		-1.328207
0.655152		0.082424		-1.275026
0.657576		0.082424		-1.224258
0.660000		0.082424		-1.175783
0.662424		0.082424		-1.129486
0.664848		0.082424		-1.085260
0.667273		0.082424		-1.043002
0.669697		0.082424		-1.002616
0.672121		0.082424		-0.964011
0.674545		0.082424		-0.927100
0.676970		0.082424		-0.891800
0.679394		0.082424		-0.858035
0.681818		0.082424		-0.825730
0.684242		0.082424		-0.794816
0.686667		0.082424		-0.765228
0.689091		0.082424		-0.736901
0.691515		0.082424		-0.709777
0.693939		0.082424		-0.683800
0.696364		0.082424		-0.658916
0.698788		0.082424		-0.635073
0.701212		0.082424		-0.612225
0.703636		0.082424		-0.590325
0.706061		0.082424		-0.569330
0.708485		0.082424		-0.549198
0.710909		0.082424		-0.529891
0.713333		0.082424		-0.511370
0.715758		0.082424		-0.493601
0.718182		0.082424		-0.476550
0.720606		0.082424		-0.460185
0.723030		0.082424		-0.444474
0.725455		0.082424		-0.429391
0.727879		0.082424		-0.414905
0.730303		0.082424		-0.400993
0.732727		0.082424		-0.387627
0.735152		0.082424		-0.374786
0.737576		0.082424		-0.362445
0.740000		0.082424		-0.350584
0.742424		0.082424		-0.339181
0.744848		0.082424		-0.328217
0.747273		0.082424		-0.317674
0.749697		0.082424		-0.307534
0.752121		0.082424		-0.297779
0.754545		0.082424		-0.288393
0.756970		0.082424		-0.279362
0.759394		0.082424		-0.270669
0.761818		0.082424		-0.262302
0.764242		0.082424		-0.254247
0.766667		0.082424		-0.246490
0.769091		0.082424		-0.239020
0.771515		0.082424		-0.231825
0.773939		0.082424		-0.224894
0.776364		0.082424		-0.218216
0.778788		0.082424		-0.211780
0.781212		0.082424		-0.205579
0.783636		0.082424		-0.199601
0.786061		0.082424		-0.193838
0.788485		0.082424		-0.188281
0.790909		0.082424		-0.182923
0.793333		0.082424		-0.177756
0.795758		0.082424		-0.172771
0.798182		0.082424		-0.167963
0.800606		0.082424		-0.163324
0.803030		0.082424		-0.158848
0.805455		0.082424		-0.154529
0.807879		0.082424		-0.150360
0.810303		0.082424		-0.146335
0.812727		0.082424		-0.142451
0.815152		0.082424		-0.138700
0.817576		0.082424		-0.135079
0.820000		0.082424		-0.131582
0.580000		0.109899		-6.765749
0.582424		0.109899		-6.444334
0.584848		0.109899		-6.140024
0.587273		0.109899		-5.851812
0.589697		0.109899		-5.578758
0.592121		0.109899		-5.319980
0.594545		0.109899		-5.074656
0.596970		0.109899		-4.842013
0.599394		0.109899		-4.621327
0.601818		0.109899		-4.411921
0.604242		0.109899		-4.213158
0.606667		0.109899		-4.024442
0.609091		0.109899		-3.845213
0.611515		0.109899		-3.674944
0.613939		0.109899		-3.513142
0.616364		0.109899		-3.359342
0.618788		0.109899		-3.213109
0.621212		0.109899		-3.074033
0.623636		0.109899		-2.941726
0.626061		0.109899		-2.815826
0.628485		0.109899		-2.695991
0.630909		0.109899		-2.581899
0.633333		0.109899		-2.473247
0.635758		0.109899		-2.369749
0.638182		0.109899		-2.271136
0.640606		0.109899		-2.177153
0.643030		0.109899		-2.087562
0.645455		0.109899		-2.002135
0.647879		0.109899		-1.920660
0.650303		0.109899		-1.842934
0.652727		0.109899		-1.768769
0.655152		0.109899		-1.697984
0.657576		0.109899		-1.630410
0.660000		0.109899		-1.565886
0.662424		0.109899		-1.504259
0.664848		0.109899		-1.445388
0.667273		0.109899		-1.389135
0.669697		0.109899		-1.335373
0.672121		0.109899		-1.283980
0.674545		0.109899		-1.234841
0.676970		0.109899		-1.187847
0.679394		0.109899		-1.142894
0.681818		0.109899		-1.099885
0.684242		0.109899		-1.058727
0.686667		0.109899		-1.019332
0.689091		0.109899		-0.981617
0.691515		0.109899		-0.945502
0.693939		0.109899		-0.910914
0.696364		0.109899		-0.877780
0.698788		0.109899		-0.846033
0.701212		0.109899		-0.815608
0.703636		0.109899		-0.786447
0.706061		0.109899		-0.758489
0.708485		0.109899		-0.731680
0.710909		0.109899		-0.705969
0.713333		0.109899		-0.681306
0.715758		0.109899		-0.657642
0.718182		0.109899		-0.634935
0.720606		0.109899		-0.613140
0.723030		0.109899		-0.592217
0.725455		0.109899		-0.572128
0.727879		0.109899		-0.552837
0.730303		0.109899		-0.534307
0.732727		0.109899		-0.516506
0.735152		0.109899		-0.499403
0.737576		0.109899		-0.482966
0.740000		0.109899		-0.467167
0.742424		0.109899		-0.451980
0.744848		0.109899		-0.437377
0.747273		0.109899		-0.423333
0.749697		0.109899		-0.409826
0.752121		0.109899		-0.396832
0.754545		0.109899		-0.384331
0.756970		0.109899		-0.372300
0.759394		0.109899		-0.360721
0.761818		0.109899		-0.349575
0.764242		0.109899		-0.338845
0.766667		0.109899		-0.328512
0.769091		0.109899		-0.318561
0.771515		0.109899		-0.308976
0.773939		0.109899		-0.299743
0.776364		0.109899		-0.290846
0.778788		0.109899		-0.282273
0.781212		0.109899		-0.274011
0.783636		0.109899		-0.266047
0.786061		0.109899		-0.258370
0.788485		0.109899		-0.250967
0.790909		0.109899		-0.243829
0.793333		0.109899		-0.236944
0.795758		0.109899		-0.230304
0.798182		0.109899		-0.223898
0.800606		0.109899		-0.217718
0.803030		0.109899		-0.211754
0.805455		0.109899		-0.205999
0.807879		0.109899		-0.200444
0.810303		0.109899		-0.195083
0.812727		0.109899		-0.189907
0.815152		0.109899		-0.184910
0.817576		0.109899		-0.180086
0.820000		0.109899		-0.175427
0.580000		0.137374		-8.435131
0.582424		0.137374		-8.034753
0.584848		0.137374		-7.655662
0.587273		0.137374		-7.296608
0.589697		0.137374		-6.956420
0.592121		0.137374		-6.634004
0.594545		0.137374		-6.328335
0.596970		0.137374		-6.038453
0.599394		0.137374		-5.763457
0.601818		0.137374		-5.502505
0.604242		0.137374		-5.254805
0.606667		0.137374		-5.019614
0.609091		0.137374		-4.796237
0.611515		0.137374		-4.584018
0.613939		0.137374		-4.382344
0.616364		0.137374		-4.190637
0.618788		0.137374		-4.008353
0.621212		0.137374		-3.834982
0.623636		0.137374		-3.670045
0.626061		0.137374		-3.513088
0.628485		0.137374		-3.363687
0.630909		0.137374		-3.221440
0.633333		0.137374		-3.085970
0.635758		0.137374		-2.956922
0.638182		0.137374		-2.833960
0.640606		0.137374		-2.716767
0.643030		0.137374		-2.605046
0.645455		0.137374		-2.498515
0.647879		0.137374		-2.396908
0.650303		0.137374		-2.299974
0.652727		0.137374		-2.207478
0.655152		0.137374		-2.119194
0.657576		0.137374		-2.034911
0.660000		0.137374		-1.954431
0.662424		0.137374		-1.877562
0.664848		0.137374		-1.804128
0.667273		0.137374		-1.733958
0.669697		0.137374		-1.666893
0.672121		0.137374		-1.602781
0.674545		0.137374		-1.541479
0.676970		0.137374		-1.482851
0.679394		0.137374		-1.426768
0.681818		0.137374		-1.373109
0.684242		0.137374		-1.321758
0.686667		0.137374		-1.272605
0.689091		0.137374		-1.225547
0.691515		0.137374		-1.180485
0.693939		0.137374		-1.137326
0.696364		0.137374		-1.095981
0.698788		0.137374		-1.056365
0.701212		0.137374		-1.018400
0.703636		0.137374		-0.982008
0.706061		0.137374		-0.947119
0.708485		0.137374		-0.913663
0.710909		0.137374		-0.881575
0.713333		0.137374		-0.850794
0.715758		0.137374		-0.821261
0.718182		0.137374		-0.792920
0.720606		0.137374		-0.765718
0.723030		0.137374		-0.739604
0.725455		0.137374		-0.714530
0.727879		0.137374		-0.690451
0.730303		0.137374		-0.667322
0.732727		0.137374		-0.645102
0.735152		0.137374		-0.623753
0.737576		0.137374		-0.603235
0.740000		0.137374		-0.583514
0.742424		0.137374		-0.564554
0.744848		0.137374		-0.546325
0.747273		0.137374		-0.528793
0.749697		0.137374		-0.511931
0.752121		0.137374		-0.495710
0.754545		0.137374		-0.480102
0.756970		0.137374		-0.465082
0.759394		0.137374		-0.450627
0.761818		0.137374		-0.436711
0.764242		0.137374		-0.423314
0.766667		0.137374		-0.410413
0.769091		0.137374		-0.397989
0.771515		0.137374		-0.386021
0.773939		0.137374		-0.374492
0.776364		0.137374		-0.363384
0.778788		0.137374		-0.352680
0.781212		0.137374		-0.342363
0.783636		0.137374		-0.332419
0.786061		0.137374		-0.322832
0.788485		0.137374		-0.313589
0.790909		0.137374		-0.304675
0.793333		0.137374		-0.296079
0.795758		0.137374		-0.287787
0.798182		0.137374		-0.279787
0.800606		0.137374		-0.272069
0.803030		0.137374		-0.264622
0.805455		0.137374		-0.257436
0.807879		0.137374		-0.250499
0.810303		0.137374		-0.243804
0.812727		0.137374		-0.237341
0.815152		0.137374		-0.231100
0.817576		0.137374		-0.225075
0.820000		0.137374		-0.219257
0.580000		0.164848		-10.090015
0.582424		0.164848		-9.611584
0.584848		0.164848		-9.158562
0.587273		0.164848		-8.729458
0.589697		0.164848		-8.322877
0.592121		0.164848		-7.937514
0.594545		0.164848		-7.572147
0.596970		0.164848		-7.225629
0.599394		0.164848		-6.896889
0.601818		0.164848		-6.584919
0.604242		0.164848		-6.288775
0.606667		0.164848		-6.007573
0.609091		0.164848		-5.740481
0.611515		0.164848		-5.486719
0.613939		0.164848		-5.245552
0.616364		0.164848		-5.016292
0.618788		0.164848		-4.798292
0.621212		0.164848		-4.590940
0.623636		0.164848		-4.393665
0.626061		0.164848		-4.205927
0.628485		0.164848		-4.027217
0.630909		0.164848		-3.857057
0.633333		0.164848		-3.694997
0.635758		0.164848		-3.540612
0.638182		0.164848		-3.393501
0.640606		0.164848		-3.253287
0.643030		0.164848		-3.119614
0.645455		0.164848		-2.992145
0.647879		0.164848		-2.870563
0.650303		0.164848		-2.754568
0.652727		0.164848		-2.643878
0.655152		0.164848		-2.538226
0.657576		0.164848		-2.437358
0.660000		0.164848		-2.341036
0.662424		0.164848		-2.249034
0.664848		0.164848		-2.161138
0.667273		0.164848		-2.077148
0.669697		0.164848		-1.996870
0.672121		0.164848		-1.920125
0.674545		0.164848		-1.846741
0.676970		0.164848		-1.776555
0.679394		0.164848		-1.709414
0.681818		0.164848		-1.645173
0.684242		0.164848		-1.583693
0.686667		0.164848		-1.524843
0.689091		0.164848		-1.468498
0.691515		0.164848		-1.414543
0.693939		0.164848		-1.362864
0.696364		0.164848		-1.313355
0.698788		0.164848		-1.265916
0.701212		0.164848		-1.220452
0.703636		0.164848		-1.176871
0.706061		0.164848		-1.135088
0.708485		0.164848		-1.095021
0.710909		0.164848		-1.056591
0.713333		0.164848		-1.019726
0.715758		0.164848		-0.984354
0.718182		0.164848		-0.950408
0.720606		0.164848		-0.917826
0.723030		0.164848		-0.886547
0.725455		0.164848		-0.856512
0.727879		0.164848		-0.827668
0.730303		0.164848		-0.799962
0.732727		0.164848		-0.773345
0.735152		0.164848		-0.747769
0.737576		0.164848		-0.723189
0.740000		0.164848		-0.699563
0.742424		0.164848		-0.676849
0.744848		0.164848		-0.655008
0.747273		0.164848		-0.634004
0.749697		0.164848		-0.613802
0.752121		0.164848		-0.594366
0.754545		0.164848		-0.575665
0.756970		0.164848		-0.557669
0.759394		0.164848		-0.540348
0.761818		0.164848		-0.523674
0.764242		0.164848		-0.507621
0.766667		0.164848		-0.492162
0.769091		0.164848		-0.477274
0.771515		0.164848		-0.462933
0.773939		0.164848		-0.449118
0.776364		0.164848		-0.435806
0.778788		0.164848		-0.422978
0.781212		0.164848		-0.410615
0.783636		0.164848		-0.398698
0.786061		0.164848		-0.387208
0.788485		0.164848		-0.376131
0.790909		0.164848		-0.365448
0.793333		0.164848		-0.355145
0.795758		0.164848		-0.345207
0.798182		0.164848		-0.335620
0.800606		0.164848		-0.326370
0.803030		0.164848		-0.317444
0.805455		0.164848		-0.308830
0.807879		0.164848		-0.300516
0.810303		0.164848		-0.292492
0.812727		0.164848		-0.284744
0.815152		0.164848		-0.277265
0.817576		0.164848		-0.270043
0.820000		0.164848		-0.263069
0.580000		0.192323		-11.727706
0.582424		0.192323		-11.172296
0.584848		0.192323		-10.646346
0.587273		0.192323		-10.148130
0.589697		0.192323		-9.676031
0.592121		0.192323		-9.228540
0.594545		0.192323		-8.804238
0.596970		0.192323		-8.401801
0.599394		0.192323		-8.019984
0.601818		0.192323		-7.657621
0.604242		0.192323		-7.313621
0.606667		0.192323		-6.986955
0.609091		0.192323		-6.676662
0.611515		0.192323		-6.381836
0.613939		0.192323		-6.101628
0.616364		0.192323		-5.835238
0.618788		0.192323		-5.581915
0.621212		0.192323		-5.340954
0.623636		0.192323		-5.111690
0.626061		0.192323		-4.893496
0.628485		0.192323		-4.685784
0.630909		0.192323		-4.487999
0.633333		0.192323		-4.299619
0.635758		0.192323		-4.120151
0.638182		0.192323		-3.949130
0.640606		0.192323		-3.786118
0.643030		0.192323		-3.630703
0.645455		0.192323		-3.482494
0.647879		0.192323		-3.341122
0.650303		0.192323		-3.206242
0.652727		0.192323		-3.077523
0.655152		0.192323		-2.954657
0.657576		0.192323		-2.837350
0.660000		0.192323		-2.725324
0.662424		0.192323		-2.618318
0.664848		0.192323		-2.516083
0.667273		0.192323		-2.418386
0.669697		0.192323		-2.325005
0.672121		0.192323		-2.235728
0.674545		0.192323		-2.150358
0.676970		0.192323		-2.068706
0.679394		0.192323		-1.990592
0.681818		0.192323		-1.915849
0.684242		0.192323		-1.844316
0.686667		0.192323		-1.775840
0.689091		0.192323		-1.710278
0.691515		0.192323		-1.647492
0.693939		0.192323		-1.587354
0.696364		0.192323		-1.529739
0.698788		0.192323		-1.474531
0.701212		0.192323		-1.421619
0.703636		0.192323		-1.370898
0.706061		0.192323		-1.322267
0.708485		0.192323		-1.275632
0.710909		0.192323		-1.230901
0.713333		0.192323		-1.187989
0.715758		0.192323		-1.146814
0.718182		0.192323		-1.107299
0.720606		0.192323		-1.069370
0.723030		0.192323		-1.032956
0.725455		0.192323		-0.997990
0.727879		0.192323		-0.964409
0.730303		0.192323		-0.932153
0.732727		0.192323		-0.901163
0.735152		0.192323		-0.871384
0.737576		0.192323		-0.842765
0.740000		0.192323		-0.815255
0.742424		0.192323		-0.788806
0.744848		0.192323		-0.763375
0.747273		0.192323		-0.738916
0.749697		0.192323		-0.715390
0.752121		0.192323		-0.692757
0.754545		0.192323		-0.670979
0.756970		0.192323		-0.650021
0.759394		0.192323		-0.629849
0.761818		0.192323		-0.610430
0.764242		0.192323		-0.591733
0.766667		0.192323		-0.573728
0.769091		0.192323		-0.556388
0.771515		0.192323		-0.539685
0.773939		0.192323		-0.523593
0.776364		0.192323		-0.508088
0.778788		0.192323		-0.493147
0.781212		0.192323		-0.478746
0.783636		0.192323		-0.464864
0.786061		0.192323		-0.451480
0.788485		0.192323		-0.438576
0.790909		0.192323		-0.426131
0.793333		0.192323		-0.414129
0.795758		0.192323		-0.402552
0.798182		0.192323		-0.391383
0.800606		0.192323		-0.380607
0.803030		0.192323		-0.370209
0.805455		0.192323		-0.360174
0.807879		0.192323		-0.350488
0.810303		0.192323		-0.341139
0.812727		0.192323		-0.332113
0.815152		0.192323		-0.323399
0.817576		0.192323		-0.314985
0.820000		0.192323		-0.306859
0.580000		0.219798		-13.345613
0.582424		0.219798		-12.714455
0.584848		0.219798		-12.116726
0.587273		0.219798		-11.550472
0.589697		0.219798		-11.013860
0.592121		0.219798		-10.505178
0.594545		0.219798		-10.022820
0.596970		0.219798		-9.565282
0.599394		0.219798		-9.131157
0.601818		0.219798		-8.719121
0.604242		0.219798		-8.327936
0.606667		0.219798		-7.956437
0.609091		0.219798		-7.603532
0.611515		0.219798		-7.268196
0.613939		0.219798		-6.949463
0.616364		0.219798		-6.646429
0.618788		0.219798		-6.358241
0.621212		0.219798		-6.084097
0.623636		0.219798		-5.823243
0.626061		0.219798		-5.574971
0.628485		0.219798		-5.338610
0.630909		0.219798		-5.113532
0.633333		0.219798		-4.899142
0.635758		0.219798		-4.694883
0.638182		0.219798		-4.500227
0.640606		0.219798		-4.314676
0.643030		0.219798		-4.137762
0.645455		0.219798		-3.969041
0.647879		0.219798		-3.808095
0.650303		0.219798		-3.654531
0.652727		0.219798		-3.507974
0.655152		0.219798		-3.368073
0.657576		0.219798		-3.234494
0.660000		0.219798		-3.106924
0.662424		0.219798		-2.985063
0.664848		0.219798		-2.868631
0.667273		0.219798		-2.757360
0.669697		0.219798		-2.651000
0.672121		0.219798		-2.549310
0.674545		0.219798		-2.452065
0.676970		0.219798		-2.359050
0.679394		0.219798		-2.270064
0.681818		0.219798		-2.184912
0.684242		0.219798		-2.103414
0.686667		0.219798		-2.025396
0.689091		0.219798		-1.950694
0.691515		0.219798		-1.879153
0.693939		0.219798		-1.810626
0.696364		0.219798		-1.744971
0.698788		0.219798		-1.682057
0.701212		0.219798		-1.621757
0.703636		0.219798		-1.563951
0.706061		0.219798		-1.508525
0.708485		0.219798		-1.455371
0.710909		0.219798		-1.404387
0.713333		0.219798		-1.355473
0.715758		0.219798		-1.308539
0.718182		0.219798		-1.263494
0.720606		0.219798		-1.220256
0.723030		0.219798		-1.178743
0.725455		0.219798		-1.138881
0.727879		0.219798		-1.100596
0.730303		0.219798		-1.063819
0.732727		0.219798		-1.028486
0.735152		0.219798		-0.994532
0.737576		0.219798		-0.961899
0.740000		0.219798		-0.930530
0.742424		0.219798		-0.900371
0.744848		0.219798		-0.871371
0.747273		0.219798		-0.843479
0.749697		0.219798		-0.816650
0.752121		0.219798		-0.790838
0.754545		0.219798		-0.766001
0.756970		0.219798		-0.742099
