100
100
T [fm^-1]		muB [fm^-1]		G_dfce [1]
0.681818		0.439596		0.837072
0.684242		0.439596		0.839364
0.686667		0.439596		0.841656
0.689091		0.439596		0.843948
0.691515		0.439596		0.846239
0.693939		0.439596		0.848529
0.696364		0.439596		0.850817
0.698788		0.439596		0.853104
0.701212		0.439596		0.855388
0.703636		0.439596		0.857670
0.706061		0.439596		0.859949
0.708485		0.439596		0.862225
0.710909		0.439596		0.864497
0.713333		0.439596		0.866766
0.715758		0.439596		0.869031
0.718182		0.439596		0.871292
0.720606		0.439596		0.873548
0.723030		0.439596		0.875800
0.725455		0.439596		0.878047
0.727879		0.439596		0.880289
0.730303		0.439596		0.882525
0.732727		0.439596		0.884755
0.735152		0.439596		0.886980
0.737576		0.439596		0.889199
0.740000		0.439596		0.891412
0.742424		0.439596		0.893618
0.744848		0.439596		0.895818
0.747273		0.439596		0.898011
0.749697		0.439596		0.900197
0.752121		0.439596		0.902376
0.754545		0.439596		0.904548
0.756970		0.439596		0.906713
0.759394		0.439596		0.908870
0.761818		0.439596		0.911019
0.764242		0.439596		0.913161
0.766667		0.439596		0.915294
0.769091		0.439596		0.917420
0.771515		0.439596		0.919537
0.773939		0.439596		0.921647
0.776364		0.439596		0.923748
0.778788		0.439596		0.925840
0.781212		0.439596		0.927924
0.783636		0.439596		0.929999
0.786061		0.439596		0.932066
0.788485		0.439596		0.934123
0.790909		0.439596		0.936172
0.793333		0.439596		0.938212
0.795758		0.439596		0.940243
0.798182		0.439596		0.942264
0.800606		0.439596		0.944277
0.803030		0.439596		0.946280
0.805455		0.439596		0.948274
0.807879		0.439596		0.950259
0.810303		0.439596		0.952234
0.812727		0.439596		0.954200
0.815152		0.439596		0.956156
0.817576		0.439596		0.958103
0.820000		0.439596		0.960040
0.580000		0.467071		0.781818
0.582424		0.467071		0.783921
0.584848		0.467071		0.786048
0.587273		0.467071		0.788200
0.589697		0.467071		0.790374
0.592121		0.467071		0.792571
0.594545		0.467071		0.794789
0.596970		0.467071		0.797028
0.599394		0.467071		0.799287
0.601818		0.467071		0.801565
0.604242		0.467071		0.803862
0.606667		0.467071		0.806176
0.609091		0.467071		0.808508
0.611515		0.467071		0.810856
0.613939		0.467071		0.813220
0.616364		0.467071		0.815598
0.618788		0.467071		0.817991
0.621212		0.467071		0.820397
0.623636		0.467071		0.822817
0.626061		0.467071		0.825248
0.628485		0.467071		0.827691
0.630909		0.467071		0.830145
0.633333		0.467071		0.832609
0.635758		0.467071		0.835083
0.638182		0.467071		0.837566
0.640606		0.467071		0.840057
0.643030		0.467071		0.842556
0.645455		0.467071		0.845063
0.647879		0.467071		0.847576
0.650303		0.467071		0.850095
0.652727		0.467071		0.852619
0.655152		0.467071		0.855149
0.657576		0.467071		0.857683
0.660000		0.467071		0.860221
0.662424		0.467071		0.862762
0.664848		0.467071		0.865306
0.667273		0.467071		0.867853
0.669697		0.467071		0.870402
0.672121		0.467071		0.872952
0.674545		0.467071		0.875503
0.676970		0.467071		0.878055
0.679394		0.467071		0.880607
0.681818		0.467071		0.883158
0.684242		0.467071		0.885709
0.686667		0.467071		0.888259
0.689091		0.467071		0.890808
0.691515		0.467071		0.893354
0.693939		0.467071		0.895899
0.696364		0.467071		0.898440
0.698788		0.467071		0.900979
0.701212		0.467071		0.903515
0.703636		0.467071		0.906047
0.706061		0.467071		0.908575
0.708485		0.467071		0.911098
0.710909		0.467071		0.913618
0.713333		0.467071		0.916132
0.715758		0.467071		0.918641
0.718182		0.467071		0.921145
0.720606		0.467071		0.923643
0.723030		0.467071		0.926135
0.725455		0.467071		0.928621
0.727879		0.467071		0.931101
0.730303		0.467071		0.933573
0.732727		0.467071		0.936039
0.735152		0.467071		0.938498
0.737576		0.467071		0.940950
0.740000		0.467071		0.943394
0.742424		0.467071		0.945830
0.744848		0.467071		0.948258
0.747273		0.467071		0.950678
0.749697		0.467071		0.953090
0.752121		0.467071		0.955494
0.754545		0.467071		0.957889
0.756970		0.467071		0.960275
0.759394		0.467071		0.962652
0.761818		0.467071		0.965020
0.764242		0.467071		0.967379
0.766667		0.467071		0.969729
0.769091		0.467071		0.972069
0.771515		0.467071		0.974400
0.773939		0.467071		0.976721
0.776364		0.467071		0.979032
0.778788		0.467071		0.981334
0.781212		0.467071		0.983625
0.783636		0.467071		0.985906
0.786061		0.467071		0.988177
0.788485		0.467071		0.990438
0.790909		0.467071		0.992689
0.793333		0.467071		0.994929
0.795758		0.467071		0.997159
0.798182		0.467071		0.999378
0.800606		0.467071		1.001586
0.803030		0.467071		1.003784
0.805455		0.467071		1.005972
0.807879		0.467071		1.008148
0.810303		0.467071		1.010314
0.812727		0.467071		1.012468
0.815152		0.467071		1.014612
0.817576		0.467071		1.016745
0.820000		0.467071		1.018867
0.580000		0.494545		0.815016
0.582424		0.494545		0.817404
0.584848		0.494545		0.819817
0.587273		0.494545		0.822255
0.589697		0.494545		0.824716
0.592121		0.494545		0.827200
0.594545		0.494545		0.829707
0.596970		0.494545		0.832234
0.599394		0.494545		0.834782
0.601818		0.494545		0.837349
0.604242		0.494545		0.839935
0.606667		0.494545		0.842539
0.609091		0.494545		0.845161
0.611515		0.494545		0.847798
0.613939		0.494545		0.850452
0.616364		0.494545		0.853120
0.618788		0.494545		0.855803
0.621212		0.494545		0.858499
0.623636		0.494545		0.861208
0.626061		0.494545		0.863929
0.628485		0.494545		0.866661
0.630909		0.494545		0.869404
0.633333		0.494545		0.872157
0.635758		0.494545		0.874919
0.638182		0.494545		0.877690
0.640606		0.494545		0.880469
0.643030		0.494545		0.883255
0.645455		0.494545		0.886048
0.647879		0.494545		0.888847
0.650303		0.494545		0.891652
0.652727		0.494545		0.894461
0.655152		0.494545		0.897275
0.657576		0.494545		0.900093
0.660000		0.494545		0.902914
0.662424		0.494545		0.905737
0.664848		0.494545		0.908563
0.667273		0.494545		0.911390
0.669697		0.494545		0.914219
0.672121		0.494545		0.917048
0.674545		0.494545		0.919877
0.676970		0.494545		0.922706
0.679394		0.494545		0.925534
0.681818		0.494545		0.928361
0.684242		0.494545		0.931186
0.686667		0.494545		0.934009
0.689091		0.494545		0.936829
0.691515		0.494545		0.939646
0.693939		0.494545		0.942461
0.696364		0.494545		0.945271
0.698788		0.494545		0.948077
0.701212		0.494545		0.950879
0.703636		0.494545		0.953676
0.706061		0.494545		0.956467
0.708485		0.494545		0.959254
0.710909		0.494545		0.962034
0.713333		0.494545		0.964808
0.715758		0.494545		0.967576
0.718182		0.494545		0.970337
0.720606		0.494545		0.973091
0.723030		0.494545		0.975838
0.725455		0.494545		0.978577
0.727879		0.494545		0.981308
0.730303		0.494545		0.984032
0.732727		0.494545		0.986747
0.735152		0.494545		0.989453
0.737576		0.494545		0.992151
0.740000		0.494545		0.994839
0.742424		0.494545		0.997519
0.744848		0.494545		1.000189
0.747273		0.494545		1.002850
0.749697		0.494545		1.005500
0.752121		0.494545		1.008141
0.754545		0.494545		1.010772
0.756970		0.494545		1.013393
0.759394		0.494545		1.016003
0.761818		0.494545		1.018602
0.764242		0.494545		1.021191
0.766667		0.494545		1.023769
0.769091		0.494545		1.026336
0.771515		0.494545		1.028892
0.773939		0.494545		1.031437
0.776364		0.494545		1.033971
0.778788		0.494545		1.036493
0.781212		0.494545		1.039003
0.783636		0.494545		1.041502
0.786061		0.494545		1.043989
0.788485		0.494545		1.046465
0.790909		0.494545		1.048928
0.793333		0.494545		1.051380
0.795758		0.494545		1.053820
0.798182		0.494545		1.056247
0.800606		0.494545		1.058663
0.803030		0.494545		1.061066
0.805455		0.494545		1.063457
0.807879		0.494545		1.065836
0.810303		0.494545		1.068203
0.812727		0.494545		1.070557
0.815152		0.494545		1.072898
0.817576		0.494545		1.075228
0.820000		0.494545		1.077544
0.580000		0.522020		0.846691
0.582424		0.522020		0.849380
0.584848		0.522020		0.852094
0.587273		0.522020		0.854833
0.589697		0.522020		0.857597
0.592121		0.522020		0.860384
0.594545		0.522020		0.863193
0.596970		0.522020		0.866024
0.599394		0.522020		0.868876
0.601818		0.522020		0.871748
0.604242		0.522020		0.874638
0.606667		0.522020		0.877547
0.609091		0.522020		0.880474
0.611515		0.522020		0.883417
0.613939		0.522020		0.886375
0.616364		0.522020		0.889349
0.618788		0.522020		0.892337
0.621212		0.522020		0.895339
0.623636		0.522020		0.898353
0.626061		0.522020		0.901379
0.628485		0.522020		0.904416
0.630909		0.522020		0.907463
0.633333		0.522020		0.910521
0.635758		0.522020		0.913587
0.638182		0.522020		0.916661
0.640606		0.522020		0.919744
0.643030		0.522020		0.922833
0.645455		0.522020		0.925928
0.647879		0.522020		0.929029
0.650303		0.522020		0.932134
0.652727		0.522020		0.935244
0.655152		0.522020		0.938358
0.657576		0.522020		0.941475
0.660000		0.522020		0.944594
0.662424		0.522020		0.947716
0.664848		0.522020		0.950838
0.667273		0.522020		0.953961
0.669697		0.522020		0.957085
0.672121		0.522020		0.960208
0.674545		0.522020		0.963331
0.676970		0.522020		0.966452
0.679394		0.522020		0.969571
0.681818		0.522020		0.972688
0.684242		0.522020		0.975802
0.686667		0.522020		0.978913
0.689091		0.522020		0.982020
0.691515		0.522020		0.985124
0.693939		0.522020		0.988222
0.696364		0.522020		0.991316
0.698788		0.522020		0.994404
0.701212		0.522020		0.997487
0.703636		0.522020		1.000563
0.706061		0.522020		1.003633
0.708485		0.522020		1.006697
0.710909		0.522020		1.009753
0.713333		0.522020		1.012801
0.715758		0.522020		1.015842
0.718182		0.522020		1.018874
0.720606		0.522020		1.021898
0.723030		0.522020		1.024914
0.725455		0.522020		1.027920
0.727879		0.522020		1.030917
0.730303		0.522020		1.033905
0.732727		0.522020		1.036882
0.735152		0.522020		1.039850
0.737576		0.522020		1.042807
0.740000		0.522020		1.045754
0.742424		0.522020		1.048691
0.744848		0.522020		1.051616
0.747273		0.522020		1.054530
0.749697		0.522020		1.057433
0.752121		0.522020		1.060324
0.754545		0.522020		1.063203
0.756970		0.522020		1.066071
0.759394		0.522020		1.068927
0.761818		0.522020		1.071770
0.764242		0.522020		1.074602
0.766667		0.522020		1.077420
0.769091		0.522020		1.080227
0.771515		0.522020		1.083020
0.773939		0.522020		1.085801
0.776364		0.522020		1.088568
0.778788		0.522020		1.091323
0.781212		0.522020		1.094064
0.783636		0.522020		1.096793
0.786061		0.522020		1.099508
0.788485		0.522020		1.102209
0.790909		0.522020		1.104897
0.793333		0.522020		1.107572
0.795758		0.522020		1.110232
0.798182		0.522020		1.112879
0.800606		0.522020		1.115513
0.803030		0.522020		1.118132
0.805455		0.522020		1.120738
0.807879		0.522020		1.123330
0.810303		0.522020		1.125908
0.812727		0.522020		1.128471
0.815152		0.522020		1.131021
0.817576		0.522020		1.133557
0.820000		0.522020		1.136079
0.580000		0.549495		0.876897
0.582424		0.549495		0.879899
0.584848		0.549495		0.882928
0.587273		0.549495		0.885983
0.589697		0.549495		0.889062
0.592121		0.549495		0.892166
0.594545		0.549495		0.895292
0.596970		0.549495		0.898441
0.599394		0.549495		0.901611
0.601818		0.549495		0.904801
0.604242		0.549495		0.908010
0.606667		0.549495		0.911239
0.609091		0.549495		0.914484
0.611515		0.549495		0.917747
0.613939		0.549495		0.921025
0.616364		0.549495		0.924319
0.618788		0.549495		0.927627
0.621212		0.549495		0.930948
0.623636		0.549495		0.934282
0.626061		0.549495		0.937628
0.628485		0.549495		0.940985
0.630909		0.549495		0.944352
0.633333		0.549495		0.947728
0.635758		0.549495		0.951113
0.638182		0.549495		0.954506
0.640606		0.549495		0.957906
0.643030		0.549495		0.961313
0.645455		0.549495		0.964725
0.647879		0.549495		0.968143
0.650303		0.549495		0.971565
0.652727		0.549495		0.974990
0.655152		0.549495		0.978419
0.657576		0.549495		0.981849
0.660000		0.549495		0.985282
0.662424		0.549495		0.988716
0.664848		0.549495		0.992150
0.667273		0.549495		0.995584
0.669697		0.549495		0.999018
0.672121		0.549495		1.002450
0.674545		0.549495		1.005881
0.676970		0.549495		1.009309
0.679394		0.549495		1.012734
0.681818		0.549495		1.016156
0.684242		0.549495		1.019574
0.686667		0.549495		1.022988
0.689091		0.549495		1.026396
0.691515		0.549495		1.029800
0.693939		0.549495		1.033198
0.696364		0.549495		1.036589
0.698788		0.549495		1.039974
0.701212		0.549495		1.043352
0.703636		0.549495		1.046722
0.706061		0.549495		1.050085
0.708485		0.549495		1.053439
0.710909		0.549495		1.056785
0.713333		0.549495		1.060122
0.715758		0.549495		1.063450
0.718182		0.549495		1.066768
0.720606		0.549495		1.070076
0.723030		0.549495		1.073373
0.725455		0.549495		1.076661
0.727879		0.549495		1.079937
0.730303		0.549495		1.083203
0.732727		0.549495		1.086457
0.735152		0.549495		1.089699
0.737576		0.549495		1.092929
0.740000		0.549495		1.096148
0.742424		0.549495		1.099354
0.744848		0.549495		1.102547
0.747273		0.549495		1.105728
0.749697		0.549495		1.108896
0.752121		0.549495		1.112050
0.754545		0.549495		1.115191
0.756970		0.549495		1.118319
0.759394		0.549495		1.121433
0.761818		0.549495		1.124533
0.764242		0.549495		1.127619
0.766667		0.549495		1.130691
0.769091		0.549495		1.133748
0.771515		0.549495		1.136792
0.773939		0.549495		1.139820
0.776364		0.549495		1.142834
0.778788		0.549495		1.145833
0.781212		0.549495		1.148818
0.783636		0.549495		1.151787
0.786061		0.549495		1.154741
0.788485		0.549495		1.157680
0.790909		0.549495		1.160604
0.793333		0.549495		1.163512
0.795758		0.549495		1.166406
0.798182		0.549495		1.169283
0.800606		0.549495		1.172146
0.803030		0.549495		1.174992
0.805455		0.549495		1.177823
0.807879		0.549495		1.180639
0.810303		0.549495		1.183439
0.812727		0.549495		1.186223
0.815152		0.549495		1.188991
0.817576		0.549495		1.191744
0.820000		0.549495		1.194480
0.580000		0.576970		0.905692
0.582424		0.576970		0.909020
0.584848		0.576970		0.912376
0.587273		0.576970		0.915759
0.589697		0.576970		0.919167
0.592121		0.576970		0.922599
0.594545		0.576970		0.926056
0.596970		0.576970		0.929535
0.599394		0.576970		0.933036
0.601818		0.576970		0.936558
0.604242		0.576970		0.940099
0.606667		0.576970		0.943660
0.609091		0.576970		0.947238
0.611515		0.576970		0.950834
0.613939		0.576970		0.954445
0.616364		0.576970		0.958072
0.618788		0.576970		0.961714
0.621212		0.576970		0.965368
0.623636		0.576970		0.969036
0.626061		0.576970		0.972715
0.628485		0.576970		0.976405
0.630909		0.576970		0.980105
0.633333		0.576970		0.983815
0.635758		0.576970		0.987533
0.638182		0.576970		0.991258
0.640606		0.576970		0.994990
0.643030		0.576970		0.998729
0.645455		0.576970		1.002472
0.647879		0.576970		1.006220
0.650303		0.576970		1.009972
0.652727		0.576970		1.013727
0.655152		0.576970		1.017485
0.657576		0.576970		1.021244
0.660000		0.576970		1.025004
0.662424		0.576970		1.028764
0.664848		0.576970		1.032525
0.667273		0.576970		1.036284
0.669697		0.576970		1.040042
0.672121		0.576970		1.043797
0.674545		0.576970		1.047550
0.676970		0.576970		1.051299
0.679394		0.576970		1.055045
0.681818		0.576970		1.058786
0.684242		0.576970		1.062522
0.686667		0.576970		1.066252
0.689091		0.576970		1.069977
0.691515		0.576970		1.073695
0.693939		0.576970		1.077406
0.696364		0.576970		1.081109
0.698788		0.576970		1.084805
0.701212		0.576970		1.088492
0.703636		0.576970		1.092170
0.706061		0.576970		1.095839
0.708485		0.576970		1.099499
0.710909		0.576970		1.103148
0.713333		0.576970		1.106787
0.715758		0.576970		1.110415
0.718182		0.576970		1.114032
0.720606		0.576970		1.117638
0.723030		0.576970		1.121232
0.725455		0.576970		1.124814
0.727879		0.576970		1.128383
0.730303		0.576970		1.131940
0.732727		0.576970		1.135483
0.735152		0.576970		1.139014
0.737576		0.576970		1.142530
0.740000		0.576970		1.146033
0.742424		0.576970		1.149522
0.744848		0.576970		1.152997
0.747273		0.576970		1.156457
0.749697		0.576970		1.159903
0.752121		0.576970		1.163333
0.754545		0.576970		1.166749
0.756970		0.576970		1.170149
0.759394		0.576970		1.173534
0.761818		0.576970		1.176903
0.764242		0.576970		1.180256
0.766667		0.576970		1.183593
0.769091		0.576970		1.186914
0.771515		0.576970		1.190219
0.773939		0.576970		1.193508
0.776364		0.576970		1.196780
0.778788		0.576970		1.200036
0.781212		0.576970		1.203275
0.783636		0.576970		1.206497
0.786061		0.576970		1.209702
0.788485		0.576970		1.212890
0.790909		0.576970		1.216061
0.793333		0.576970		1.219215
0.795758		0.576970		1.222352
0.798182		0.576970		1.225471
0.800606		0.576970		1.228573
0.803030		0.576970		1.231658
0.805455		0.576970		1.234725
0.807879		0.576970		1.237775
0.810303		0.576970		1.240808
0.812727		0.576970		1.243823
0.815152		0.576970		1.246820
0.817576		0.576970		1.249800
0.820000		0.576970		1.252762
0.580000		0.604444		0.933143
0.582424		0.604444		0.936808
0.584848		0.604444		0.940502
0.587273		0.604444		0.944224
0.589697		0.604444		0.947972
0.592121		0.604444		0.951745
0.594545		0.604444		0.955543
0.596970		0.604444		0.959364
0.599394		0.604444		0.963208
0.601818		0.604444		0.967073
0.604242		0.604444		0.970959
0.606667		0.604444		0.974864
0.609091		0.604444		0.978787
0.611515		0.604444		0.982728
0.613939		0.604444		0.986685
0.616364		0.604444		0.990658
0.618788		0.604444		0.994645
0.621212		0.604444		0.998646
0.623636		0.604444		1.002660
0.626061		0.604444		1.006685
0.628485		0.604444		1.010721
0.630909		0.604444		1.014767
0.633333		0.604444		1.018823
0.635758		0.604444		1.022886
0.638182		0.604444		1.026957
0.640606		0.604444		1.031035
0.643030		0.604444		1.035118
0.645455		0.604444		1.039206
0.647879		0.604444		1.043298
0.650303		0.604444		1.047394
0.652727		0.604444		1.051492
0.655152		0.604444		1.055591
0.657576		0.604444		1.059692
0.660000		0.604444		1.063793
0.662424		0.604444		1.067894
0.664848		0.604444		1.071994
0.667273		0.604444		1.076091
0.669697		0.604444		1.080187
0.672121		0.604444		1.084279
0.674545		0.604444		1.088368
0.676970		0.604444		1.092452
0.679394		0.604444		1.096531
0.681818		0.604444		1.100605
0.684242		0.604444		1.104673
0.686667		0.604444		1.108734
0.689091		0.604444		1.112787
0.691515		0.604444		1.116833
0.693939		0.604444		1.120871
0.696364		0.604444		1.124900
0.698788		0.604444		1.128920
0.701212		0.604444		1.132930
0.703636		0.604444		1.136929
0.706061		0.604444		1.140918
0.708485		0.604444		1.144896
0.710909		0.604444		1.148863
0.713333		0.604444		1.152817
0.715758		0.604444		1.156760
0.718182		0.604444		1.160689
0.720606		0.604444		1.164606
0.723030		0.604444		1.168509
0.725455		0.604444		1.172398
0.727879		0.604444		1.176274
0.730303		0.604444		1.180135
0.732727		0.604444		1.183981
0.735152		0.604444		1.187812
0.737576		0.604444		1.191628
0.740000		0.604444		1.195429
0.742424		0.604444		1.199214
0.744848		0.604444		1.202982
0.747273		0.604444		1.206735
0.749697		0.604444		1.210471
0.752121		0.604444		1.214190
0.754545		0.604444		1.217892
0.756970		0.604444		1.221577
0.759394		0.604444		1.225245
0.761818		0.604444		1.228896
0.764242		0.604444		1.232528
0.766667		0.604444		1.236143
0.769091		0.604444		1.239740
0.771515		0.604444		1.243319
0.773939		0.604444		1.246880
0.776364		0.604444		1.250422
0.778788		0.604444		1.253945
0.781212		0.604444		1.257450
0.783636		0.604444		1.260937
0.786061		0.604444		1.264404
0.788485		0.604444		1.267853
0.790909		0.604444		1.271283
0.793333		0.604444		1.274694
0.795758		0.604444		1.278085
0.798182		0.604444		1.281457
0.800606		0.604444		1.284811
0.803030		0.604444		1.288145
0.805455		0.604444		1.291459
0.807879		0.604444		1.294754
0.810303		0.604444		1.298030
0.812727		0.604444		1.301286
0.815152		0.604444		1.304523
0.817576		0.604444		1.307741
0.820000		0.604444		1.310939
0.580000		0.631919		0.959322
0.582424		0.631919		0.963334
0.584848		0.631919		0.967376
0.587273		0.631919		0.971447
0.589697		0.631919		0.975545
0.592121		0.631919		0.979669
0.594545		0.631919		0.983819
0.596970		0.631919		0.987993
0.599394		0.631919		0.992190
0.601818		0.631919		0.996409
0.604242		0.631919		1.000649
0.606667		0.631919		1.004910
0.609091		0.631919		1.009189
0.611515		0.631919		1.013486
0.613939		0.631919		1.017800
0.616364		0.631919		1.022130
0.618788		0.631919		1.026475
0.621212		0.631919		1.030833
0.623636		0.631919		1.035205
0.626061		0.631919		1.039588
0.628485		0.631919		1.043983
0.630909		0.631919		1.048387
0.633333		0.631919		1.052800
0.635758		0.631919		1.057222
0.638182		0.631919		1.061650
0.640606		0.631919		1.066085
0.643030		0.631919		1.070525
0.645455		0.631919		1.074970
0.647879		0.631919		1.079419
0.650303		0.631919		1.083870
0.652727		0.631919		1.088324
0.655152		0.631919		1.092779
0.657576		0.631919		1.097234
0.660000		0.631919		1.101688
0.662424		0.631919		1.106142
0.664848		0.631919		1.110594
0.667273		0.631919		1.115043
0.669697		0.631919		1.119489
0.672121		0.631919		1.123931
0.674545		0.631919		1.128369
0.676970		0.631919		1.132801
0.679394		0.631919		1.137227
0.681818		0.631919		1.141646
0.684242		0.631919		1.146059
0.686667		0.631919		1.150463
0.689091		0.631919		1.154859
0.691515		0.631919		1.159246
0.693939		0.631919		1.163623
0.696364		0.631919		1.167991
0.698788		0.631919		1.172348
0.701212		0.631919		1.176693
0.703636		0.631919		1.181027
0.706061		0.631919		1.185349
0.708485		0.631919		1.189659
0.710909		0.631919		1.193955
0.713333		0.631919		1.198239
0.715758		0.631919		1.202508
0.718182		0.631919		1.206763
0.720606		0.631919		1.211003
0.723030		0.631919		1.215228
0.725455		0.631919		1.219438
0.727879		0.631919		1.223632
0.730303		0.631919		1.227811
0.732727		0.631919		1.231972
0.735152		0.631919		1.236117
0.737576		0.631919		1.240245
0.740000		0.631919		1.244356
0.742424		0.631919		1.248449
0.744848		0.631919		1.252524
0.747273		0.631919		1.256581
0.749697		0.631919		1.260620
0.752121		0.631919		1.264640
0.754545		0.631919		1.268642
0.756970		0.631919		1.272624
0.759394		0.631919		1.276587
0.761818		0.631919		1.280531
0.764242		0.631919		1.284455
0.766667		0.631919		1.288360
0.769091		0.631919		1.292244
0.771515		0.631919		1.296109
0.773939		0.631919		1.299953
0.776364		0.631919		1.303777
0.778788		0.631919		1.307581
0.781212		0.631919		1.311363
0.783636		0.631919		1.315126
0.786061		0.631919		1.318867
0.788485		0.631919		1.322588
0.790909		0.631919		1.326287
0.793333		0.631919		1.329966
0.795758		0.631919		1.333623
0.798182		0.631919		1.337260
0.800606		0.631919		1.340875
0.803030		0.631919		1.344469
0.805455		0.631919		1.348041
0.807879		0.631919		1.351592
0.810303		0.631919		1.355122
0.812727		0.631919		1.358630
0.815152		0.631919		1.362117
0.817576		0.631919		1.365582
0.820000		0.631919		1.369026
0.580000		0.659394		0.984307
0.582424		0.659394		0.988674
0.584848		0.659394		0.993072
0.587273		0.659394		0.997501
0.589697		0.659394		1.001958
0.592121		0.659394		1.006442
0.594545		0.659394		1.010953
0.596970		0.659394		1.015489
0.599394		0.659394		1.020049
0.601818		0.659394		1.024632
0.604242		0.659394		1.029237
0.606667		0.659394		1.033862
0.609091		0.659394		1.038508
0.611515		0.659394		1.043171
0.613939		0.659394		1.047852
0.616364		0.659394		1.052550
0.618788		0.659394		1.057262
0.621212		0.659394		1.061989
0.623636		0.659394		1.066729
0.626061		0.659394		1.071481
0.628485		0.659394		1.076245
0.630909		0.659394		1.081018
0.633333		0.659394		1.085800
0.635758		0.659394		1.090591
0.638182		0.659394		1.095388
0.640606		0.659394		1.100192
0.643030		0.659394		1.105001
0.645455		0.659394		1.109814
0.647879		0.659394		1.114631
0.650303		0.659394		1.119450
0.652727		0.659394		1.124270
0.655152		0.659394		1.129092
0.657576		0.659394		1.133913
0.660000		0.659394		1.138733
0.662424		0.659394		1.143552
0.664848		0.659394		1.148368
0.667273		0.659394		1.153181
0.669697		0.659394		1.157990
0.672121		0.659394		1.162794
0.674545		0.659394		1.167592
0.676970		0.659394		1.172384
0.679394		0.659394		1.177169
0.681818		0.659394		1.181947
0.684242		0.659394		1.186716
0.686667		0.659394		1.191476
0.689091		0.659394		1.196227
0.691515		0.659394		1.200967
0.693939		0.659394		1.205697
0.696364		0.659394		1.210415
0.698788		0.659394		1.215122
0.701212		0.659394		1.219816
0.703636		0.659394		1.224497
0.706061		0.659394		1.229164
0.708485		0.659394		1.233818
0.710909		0.659394		1.238456
0.713333		0.659394		1.243081
0.715758		0.659394		1.247689
0.718182		0.659394		1.252282
0.720606		0.659394		1.256858
0.723030		0.659394		1.261418
0.725455		0.659394		1.265961
0.727879		0.659394		1.270487
0.730303		0.659394		1.274994
0.732727		0.659394		1.279484
0.735152		0.659394		1.283954
0.737576		0.659394		1.288407
0.740000		0.659394		1.292840
0.742424		0.659394		1.297253
0.744848		0.659394		1.301647
0.747273		0.659394		1.306021
0.749697		0.659394		1.310375
0.752121		0.659394		1.314708
0.754545		0.659394		1.319021
0.756970		0.659394		1.323312
0.759394		0.659394		1.327582
0.761818		0.659394		1.331832
0.764242		0.659394		1.336059
0.766667		0.659394		1.340265
0.769091		0.659394		1.344449
0.771515		0.659394		1.348611
0.773939		0.659394		1.352750
0.776364		0.659394		1.356867
0.778788		0.659394		1.360962
0.781212		0.659394		1.365034
0.783636		0.659394		1.369084
0.786061		0.659394		1.373110
0.788485		0.659394		1.377114
0.790909		0.659394		1.381095
0.793333		0.659394		1.385052
0.795758		0.659394		1.388987
0.798182		0.659394		1.392898
0.800606		0.659394		1.396786
0.803030		0.659394		1.400650
0.805455		0.659394		1.404491
0.807879		0.659394		1.408309
0.810303		0.659394		1.412103
0.812727		0.659394		1.415874
0.815152		0.659394		1.419621
0.817576		0.659394		1.423345
0.820000		0.659394		1.427045
0.580000		0.686869		1.008176
0.582424		0.686869		1.012906
0.584848		0.686869		1.017669
0.587273		0.686869		1.022462
0.589697		0.686869		1.027286
0.592121		0.686869		1.032139
0.594545		0.686869		1.037019
0.596970		0.686869		1.041925
0.599394		0.686869		1.046856
0.601818		0.686869		1.051812
0.604242		0.686869		1.056790
0.606667		0.686869		1.061790
0.609091		0.686869		1.066810
0.611515		0.686869		1.071849
0.613939		0.686869		1.076907
0.616364		0.686869		1.081981
0.618788		0.686869		1.087071
0.621212		0.686869		1.092176
0.623636		0.686869		1.097294
0.626061		0.686869		1.102425
0.628485		0.686869		1.107567
0.630909		0.686869		1.112719
0.633333		0.686869		1.117880
0.635758		0.686869		1.123050
0.638182		0.686869		1.128227
0.640606		0.686869		1.133410
0.643030		0.686869		1.138598
0.645455		0.686869		1.143790
0.647879		0.686869		1.148985
0.650303		0.686869		1.154183
0.652727		0.686869		1.159382
0.655152		0.686869		1.164581
0.657576		0.686869		1.169779
0.660000		0.686869		1.174976
0.662424		0.686869		1.180171
0.664848		0.686869		1.185363
0.667273		0.686869		1.190550
0.669697		0.686869		1.195733
0.672121		0.686869		1.200910
0.674545		0.686869		1.206081
0.676970		0.686869		1.211245
0.679394		0.686869		1.216401
0.681818		0.686869		1.221548
0.684242		0.686869		1.226685
0.686667		0.686869		1.231813
0.689091		0.686869		1.236930
0.691515		0.686869		1.242036
0.693939		0.686869		1.247130
0.696364		0.686869		1.252211
0.698788		0.686869		1.257279
0.701212		0.686869		1.262333
0.703636		0.686869		1.267372
0.706061		0.686869		1.272397
0.708485		0.686869		1.277407
0.710909		0.686869		1.282400
0.713333		0.686869		1.287377
0.715758		0.686869		1.292337
0.718182		0.686869		1.297279
0.720606		0.686869		1.302204
0.723030		0.686869		1.307111
0.725455		0.686869		1.311998
0.727879		0.686869		1.316867
0.730303		0.686869		1.321716
0.732727		0.686869		1.326545
0.735152		0.686869		1.331353
0.737576		0.686869		1.336142
0.740000		0.686869		1.340909
0.742424		0.686869		1.345655
0.744848		0.686869		1.350379
0.747273		0.686869		1.355082
0.749697		0.686869		1.359762
0.752121		0.686869		1.364420
0.754545		0.686869		1.369055
