T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.798182		0.549495		0.006281
0.800606		0.549495		0.006475
0.803030		0.549495		0.006674
0.805455		0.549495		0.006879
0.807879		0.549495		0.007088
0.810303		0.549495		0.007303
0.812727		0.549495		0.007524
0.815152		0.549495		0.007751
0.817576		0.549495		0.007983
0.820000		0.549495		0.008221
0.580000		0.576970		0.000214
0.582424		0.576970		0.000224
0.584848		0.576970		0.000235
0.587273		0.576970		0.000246
0.589697		0.576970		0.000258
0.592121		0.576970		0.000270
0.594545		0.576970		0.000283
0.596970		0.576970		0.000296
0.599394		0.576970		0.000310
0.601818		0.576970		0.000324
0.604242		0.576970		0.000339
0.606667		0.576970		0.000354
0.609091		0.576970		0.000370
0.611515		0.576970		0.000387
0.613939		0.576970		0.000404
0.616364		0.576970		0.000422
0.618788		0.576970		0.000441
0.621212		0.576970		0.000460
0.623636		0.576970		0.000480
0.626061		0.576970		0.000501
0.628485		0.576970		0.000523
0.630909		0.576970		0.000546
0.633333		0.576970		0.000569
0.635758		0.576970		0.000593
0.638182		0.576970		0.000618
0.640606		0.576970		0.000644
0.643030		0.576970		0.000671
0.645455		0.576970		0.000699
0.647879		0.576970		0.000728
0.650303		0.576970		0.000758
0.652727		0.576970		0.000790
0.655152		0.576970		0.000822
0.657576		0.576970		0.000855
0.660000		0.576970		0.000890
0.662424		0.576970		0.000926
0.664848		0.576970		0.000963
0.667273		0.576970		0.001001
0.669697		0.576970		0.001040
0.672121		0.576970		0.001081
0.674545		0.576970		0.001124
0.676970		0.576970		0.001168
0.679394		0.576970		0.001213
0.681818		0.576970		0.001260
0.684242		0.576970		0.001308
0.686667		0.576970		0.001358
0.689091		0.576970		0.001410
0.691515		0.576970		0.001463
0.693939		0.576970		0.001518
0.696364		0.576970		0.001575
0.698788		0.576970		0.001633
0.701212		0.576970		0.001694
0.703636		0.576970		0.001756
0.706061		0.576970		0.001821
0.708485		0.576970		0.001888
0.710909		0.576970		0.001956
0.713333		0.576970		0.002027
0.715758		0.576970		0.002100
0.718182		0.576970		0.002175
0.720606		0.576970		0.002253
0.723030		0.576970		0.002333
0.725455		0.576970		0.002415
0.727879		0.576970		0.002500
0.730303		0.576970		0.002588
0.732727		0.576970		0.002678
0.735152		0.576970		0.002771
0.737576		0.576970		0.002867
0.740000		0.576970		0.002965
0.742424		0.576970		0.003067
0.744848		0.576970		0.003171
0.747273		0.576970		0.003279
0.749697		0.576970		0.003389
0.752121		0.576970		0.003503
0.754545		0.576970		0.003621
0.756970		0.576970		0.003741
0.759394		0.576970		0.003865
0.761818		0.576970		0.003993
0.764242		0.576970		0.004124
0.766667		0.576970		0.004259
0.769091		0.576970		0.004397
0.771515		0.576970		0.004540
0.773939		0.576970		0.004686
0.776364		0.576970		0.004837
0.778788		0.576970		0.004992
0.781212		0.576970		0.005151
0.783636		0.576970		0.005314
0.786061		0.576970		0.005482
0.788485		0.576970		0.005654
0.790909		0.576970		0.005831
0.793333		0.576970		0.006013
0.795758		0.576970		0.006200
0.798182		0.576970		0.006391
0.800606		0.576970		0.006588
0.803030		0.576970		0.006790
0.805455		0.576970		0.006997
0.807879		0.576970		0.007209
0.810303		0.576970		0.007427
0.812727		0.576970		0.007651
0.815152		0.576970		0.007881
0.817576		0.576970		0.008116
0.820000		0.576970		0.008357
0.580000		0.604444		0.000221
0.582424		0.604444		0.000232
0.584848		0.604444		0.000243
0.587273		0.604444		0.000254
0.589697		0.604444		0.000266
0.592121		0.604444		0.000279
0.594545		0.604444		0.000292
0.596970		0.604444		0.000305
0.599394		0.604444		0.000319
0.601818		0.604444		0.000334
0.604242		0.604444		0.000349
0.606667		0.604444		0.000365
0.609091		0.604444		0.000382
0.611515		0.604444		0.000399
0.613939		0.604444		0.000417
0.616364		0.604444		0.000435
0.618788		0.604444		0.000454
0.621212		0.604444		0.000474
0.623636		0.604444		0.000495
0.626061		0.604444		0.000516
0.628485		0.604444		0.000538
0.630909		0.604444		0.000561
0.633333		0.604444		0.000585
0.635758		0.604444		0.000610
0.638182		0.604444		0.000636
0.640606		0.604444		0.000663
0.643030		0.604444		0.000690
0.645455		0.604444		0.000719
0.647879		0.604444		0.000749
0.650303		0.604444		0.000779
0.652727		0.604444		0.000811
0.655152		0.604444		0.000844
0.657576		0.604444		0.000878
0.660000		0.604444		0.000913
0.662424		0.604444		0.000950
0.664848		0.604444		0.000988
0.667273		0.604444		0.001027
0.669697		0.604444		0.001067
0.672121		0.604444		0.001109
0.674545		0.604444		0.001152
0.676970		0.604444		0.001197
0.679394		0.604444		0.001243
0.681818		0.604444		0.001291
0.684242		0.604444		0.001340
0.686667		0.604444		0.001391
0.689091		0.604444		0.001444
0.691515		0.604444		0.001498
0.693939		0.604444		0.001554
0.696364		0.604444		0.001612
0.698788		0.604444		0.001672
0.701212		0.604444		0.001734
0.703636		0.604444		0.001798
0.706061		0.604444		0.001863
0.708485		0.604444		0.001931
0.710909		0.604444		0.002001
0.713333		0.604444		0.002073
0.715758		0.604444		0.002148
0.718182		0.604444		0.002224
0.720606		0.604444		0.002303
0.723030		0.604444		0.002385
0.725455		0.604444		0.002469
0.727879		0.604444		0.002555
0.730303		0.604444		0.002644
0.732727		0.604444		0.002736
0.735152		0.604444		0.002831
0.737576		0.604444		0.002928
0.740000		0.604444		0.003028
0.742424		0.604444		0.003131
0.744848		0.604444		0.003238
0.747273		0.604444		0.003347
0.749697		0.604444		0.003459
0.752121		0.604444		0.003575
0.754545		0.604444		0.003694
0.756970		0.604444		0.003817
0.759394		0.604444		0.003943
0.761818		0.604444		0.004072
0.764242		0.604444		0.004206
0.766667		0.604444		0.004343
0.769091		0.604444		0.004483
0.771515		0.604444		0.004628
0.773939		0.604444		0.004777
0.776364		0.604444		0.004930
0.778788		0.604444		0.005087
0.781212		0.604444		0.005248
0.783636		0.604444		0.005414
0.786061		0.604444		0.005585
0.788485		0.604444		0.005760
0.790909		0.604444		0.005939
0.793333		0.604444		0.006124
0.795758		0.604444		0.006313
0.798182		0.604444		0.006507
0.800606		0.604444		0.006707
0.803030		0.604444		0.006911
0.805455		0.604444		0.007122
0.807879		0.604444		0.007337
0.810303		0.604444		0.007558
0.812727		0.604444		0.007785
0.815152		0.604444		0.008018
0.817576		0.604444		0.008256
0.820000		0.604444		0.008501
0.580000		0.631919		0.000229
0.582424		0.631919		0.000240
0.584848		0.631919		0.000251
0.587273		0.631919		0.000263
0.589697		0.631919		0.000275
0.592121		0.631919		0.000288
0.594545		0.631919		0.000302
0.596970		0.631919		0.000316
0.599394		0.631919		0.000330
0.601818		0.631919		0.000345
0.604242		0.631919		0.000361
0.606667		0.631919		0.000377
0.609091		0.631919		0.000394
0.611515		0.631919		0.000411
0.613939		0.631919		0.000430
0.616364		0.631919		0.000449
0.618788		0.631919		0.000468
0.621212		0.631919		0.000489
0.623636		0.631919		0.000510
0.626061		0.631919		0.000532
0.628485		0.631919		0.000555
0.630909		0.631919		0.000578
0.633333		0.631919		0.000603
0.635758		0.631919		0.000628
0.638182		0.631919		0.000655
0.640606		0.631919		0.000682
0.643030		0.631919		0.000710
0.645455		0.631919		0.000739
0.647879		0.631919		0.000770
0.650303		0.631919		0.000801
0.652727		0.631919		0.000834
0.655152		0.631919		0.000867
0.657576		0.631919		0.000902
0.660000		0.631919		0.000938
0.662424		0.631919		0.000976
0.664848		0.631919		0.001014
0.667273		0.631919		0.001054
0.669697		0.631919		0.001096
0.672121		0.631919		0.001138
0.674545		0.631919		0.001183
0.676970		0.631919		0.001228
0.679394		0.631919		0.001275
0.681818		0.631919		0.001324
0.684242		0.631919		0.001375
0.686667		0.631919		0.001427
0.689091		0.631919		0.001480
0.691515		0.631919		0.001536
0.693939		0.631919		0.001593
0.696364		0.631919		0.001652
0.698788		0.631919		0.001713
0.701212		0.631919		0.001776
0.703636		0.631919		0.001841
0.706061		0.631919		0.001908
0.708485		0.631919		0.001977
0.710909		0.631919		0.002048
0.713333		0.631919		0.002122
0.715758		0.631919		0.002198
0.718182		0.631919		0.002276
0.720606		0.631919		0.002356
0.723030		0.631919		0.002439
0.725455		0.631919		0.002525
0.727879		0.631919		0.002613
0.730303		0.631919		0.002704
0.732727		0.631919		0.002797
0.735152		0.631919		0.002893
0.737576		0.631919		0.002992
0.740000		0.631919		0.003094
0.742424		0.631919		0.003199
0.744848		0.631919		0.003307
0.747273		0.631919		0.003419
0.749697		0.631919		0.003533
0.752121		0.631919		0.003651
0.754545		0.631919		0.003772
0.756970		0.631919		0.003896
0.759394		0.631919		0.004025
0.761818		0.631919		0.004156
0.764242		0.631919		0.004292
0.766667		0.631919		0.004431
0.769091		0.631919		0.004574
0.771515		0.631919		0.004721
0.773939		0.631919		0.004873
0.776364		0.631919		0.005028
0.778788		0.631919		0.005187
0.781212		0.631919		0.005351
0.783636		0.631919		0.005520
0.786061		0.631919		0.005693
0.788485		0.631919		0.005870
0.790909		0.631919		0.006053
0.793333		0.631919		0.006240
0.795758		0.631919		0.006432
0.798182		0.631919		0.006630
0.800606		0.631919		0.006832
0.803030		0.631919		0.007040
0.805455		0.631919		0.007253
0.807879		0.631919		0.007472
0.810303		0.631919		0.007696
0.812727		0.631919		0.007926
0.815152		0.631919		0.008162
0.817576		0.631919		0.008404
0.820000		0.631919		0.008653
0.580000		0.659394		0.000237
0.582424		0.659394		0.000248
0.584848		0.659394		0.000260
0.587273		0.659394		0.000272
0.589697		0.659394		0.000285
0.592121		0.659394		0.000298
0.594545		0.659394		0.000312
0.596970		0.659394		0.000326
0.599394		0.659394		0.000341
0.601818		0.659394		0.000357
0.604242		0.659394		0.000373
0.606667		0.659394		0.000389
0.609091		0.659394		0.000407
0.611515		0.659394		0.000425
0.613939		0.659394		0.000444
0.616364		0.659394		0.000463
0.618788		0.659394		0.000483
0.621212		0.659394		0.000504
0.623636		0.659394		0.000526
0.626061		0.659394		0.000548
0.628485		0.659394		0.000572
0.630909		0.659394		0.000596
0.633333		0.659394		0.000621
0.635758		0.659394		0.000647
0.638182		0.659394		0.000674
0.640606		0.659394		0.000702
0.643030		0.659394		0.000731
0.645455		0.659394		0.000761
0.647879		0.659394		0.000792
0.650303		0.659394		0.000824
0.652727		0.659394		0.000858
0.655152		0.659394		0.000892
0.657576		0.659394		0.000928
0.660000		0.659394		0.000965
0.662424		0.659394		0.001003
0.664848		0.659394		0.001043
0.667273		0.659394		0.001083
0.669697		0.659394		0.001126
0.672121		0.659394		0.001169
0.674545		0.659394		0.001214
0.676970		0.659394		0.001261
0.679394		0.659394		0.001309
0.681818		0.659394		0.001359
0.684242		0.659394		0.001411
0.686667		0.659394		0.001464
0.689091		0.659394		0.001519
0.691515		0.659394		0.001575
0.693939		0.659394		0.001634
0.696364		0.659394		0.001694
0.698788		0.659394		0.001756
0.701212		0.659394		0.001820
0.703636		0.659394		0.001887
0.706061		0.659394		0.001955
0.708485		0.659394		0.002026
0.710909		0.659394		0.002098
0.713333		0.659394		0.002173
0.715758		0.659394		0.002250
0.718182		0.659394		0.002330
0.720606		0.659394		0.002412
0.723030		0.659394		0.002497
0.725455		0.659394		0.002584
0.727879		0.659394		0.002674
0.730303		0.659394		0.002766
0.732727		0.659394		0.002861
0.735152		0.659394		0.002959
0.737576		0.659394		0.003060
0.740000		0.659394		0.003164
0.742424		0.659394		0.003271
0.744848		0.659394		0.003381
0.747273		0.659394		0.003494
0.749697		0.659394		0.003611
0.752121		0.659394		0.003730
0.754545		0.659394		0.003854
0.756970		0.659394		0.003980
0.759394		0.659394		0.004111
0.761818		0.659394		0.004245
0.764242		0.659394		0.004382
0.766667		0.659394		0.004524
0.769091		0.659394		0.004670
0.771515		0.659394		0.004819
0.773939		0.659394		0.004973
0.776364		0.659394		0.005131
0.778788		0.659394		0.005293
0.781212		0.659394		0.005460
0.783636		0.659394		0.005631
0.786061		0.659394		0.005807
0.788485		0.659394		0.005987
0.790909		0.659394		0.006172
0.793333		0.659394		0.006363
0.795758		0.659394		0.006558
0.798182		0.659394		0.006758
0.800606		0.659394		0.006964
0.803030		0.659394		0.007175
0.805455		0.659394		0.007391
0.807879		0.659394		0.007613
0.810303		0.659394		0.007841
0.812727		0.659394		0.008075
0.815152		0.659394		0.008314
0.817576		0.659394		0.008560
0.820000		0.659394		0.008812
0.580000		0.686869		0.000246
0.582424		0.686869		0.000257
0.584848		0.686869		0.000269
0.587273		0.686869		0.000282
0.589697		0.686869		0.000295
0.592121		0.686869		0.000309
0.594545		0.686869		0.000323
0.596970		0.686869		0.000338
0.599394		0.686869		0.000353
0.601818		0.686869		0.000369
0.604242		0.686869		0.000385
0.606667		0.686869		0.000402
0.609091		0.686869		0.000420
0.611515		0.686869		0.000439
0.613939		0.686869		0.000458
0.616364		0.686869		0.000478
0.618788		0.686869		0.000499
0.621212		0.686869		0.000520
0.623636		0.686869		0.000543
0.626061		0.686869		0.000566
0.628485		0.686869		0.000590
0.630909		0.686869		0.000615
0.633333		0.686869		0.000640
0.635758		0.686869		0.000667
0.638182		0.686869		0.000695
0.640606		0.686869		0.000723
0.643030		0.686869		0.000753
0.645455		0.686869		0.000784
0.647879		0.686869		0.000816
0.650303		0.686869		0.000849
0.652727		0.686869		0.000883
0.655152		0.686869		0.000918
0.657576		0.686869		0.000955
0.660000		0.686869		0.000993
0.662424		0.686869		0.001032
0.664848		0.686869		0.001072
0.667273		0.686869		0.001114
0.669697		0.686869		0.001157
0.672121		0.686869		0.001202
0.674545		0.686869		0.001248
0.676970		0.686869		0.001296
0.679394		0.686869		0.001345
0.681818		0.686869		0.001396
0.684242		0.686869		0.001448
0.686667		0.686869		0.001503
0.689091		0.686869		0.001559
0.691515		0.686869		0.001617
0.693939		0.686869		0.001676
0.696364		0.686869		0.001738
0.698788		0.686869		0.001802
0.701212		0.686869		0.001867
0.703636		0.686869		0.001935
0.706061		0.686869		0.002005
0.708485		0.686869		0.002077
0.710909		0.686869		0.002151
0.713333		0.686869		0.002227
0.715758		0.686869		0.002306
0.718182		0.686869		0.002387
0.720606		0.686869		0.002471
0.723030		0.686869		0.002557
0.725455		0.686869		0.002646
0.727879		0.686869		0.002737
0.730303		0.686869		0.002832
0.732727		0.686869		0.002929
0.735152		0.686869		0.003028
0.737576		0.686869		0.003131
0.740000		0.686869		0.003237
0.742424		0.686869		0.003346
0.744848		0.686869		0.003458
0.747273		0.686869		0.003573
0.749697		0.686869		0.003692
0.752121		0.686869		0.003814
0.754545		0.686869		0.003939
0.756970		0.686869		0.004068
0.759394		0.686869		0.004201
0.761818		0.686869		0.004338
0.764242		0.686869		0.004478
0.766667		0.686869		0.004622
0.769091		0.686869		0.004770
0.771515		0.686869		0.004922
0.773939		0.686869		0.005078
0.776364		0.686869		0.005239
0.778788		0.686869		0.005404
0.781212		0.686869		0.005573
0.783636		0.686869		0.005747
0.786061		0.686869		0.005926
0.788485		0.686869		0.006110
0.790909		0.686869		0.006298
0.793333		0.686869		0.006491
0.795758		0.686869		0.006690
0.798182		0.686869		0.006893
0.800606		0.686869		0.007102
0.803030		0.686869		0.007316
0.805455		0.686869		0.007536
0.807879		0.686869		0.007762
0.810303		0.686869		0.007993
0.812727		0.686869		0.008230
0.815152		0.686869		0.008474
0.817576		0.686869		0.008723
0.820000		0.686869		0.008979
0.580000		0.714343		0.000255
0.582424		0.714343		0.000267
0.584848		0.714343		0.000279
0.587273		0.714343		0.000292
0.589697		0.714343		0.000306
0.592121		0.714343		0.000320
0.594545		0.714343		0.000334
0.596970		0.714343		0.000349
0.599394		0.714343		0.000365
0.601818		0.714343		0.000382
0.604242		0.714343		0.000399
0.606667		0.714343		0.000416
0.609091		0.714343		0.000435
0.611515		0.714343		0.000454
0.613939		0.714343		0.000473
0.616364		0.714343		0.000494
0.618788		0.714343		0.000515
0.621212		0.714343		0.000537
0.623636		0.714343		0.000560
0.626061		0.714343		0.000584
0.628485		0.714343		0.000609
0.630909		0.714343		0.000634
0.633333		0.714343		0.000661
0.635758		0.714343		0.000688
0.638182		0.714343		0.000717
0.640606		0.714343		0.000746
0.643030		0.714343		0.000776
0.645455		0.714343		0.000808
0.647879		0.714343		0.000841
0.650303		0.714343		0.000874
0.652727		0.714343		0.000909
0.655152		0.714343		0.000946
0.657576		0.714343		0.000983
0.660000		0.714343		0.001022
0.662424		0.714343		0.001062
0.664848		0.714343		0.001103
0.667273		0.714343		0.001146
0.669697		0.714343		0.001190
0.672121		0.714343		0.001236
0.674545		0.714343		0.001283
0.676970		0.714343		0.001332
0.679394		0.714343		0.001382
0.681818		0.714343		0.001435
0.684242		0.714343		0.001488
0.686667		0.714343		0.001544
0.689091		0.714343		0.001601
0.691515		0.714343		0.001660
0.693939		0.714343		0.001721
0.696364		0.714343		0.001784
0.698788		0.714343		0.001849
0.701212		0.714343		0.001916
0.703636		0.714343		0.001985
0.706061		0.714343		0.002057
0.708485		0.714343		0.002130
0.710909		0.714343		0.002206
0.713333		0.714343		0.002284
0.715758		0.714343		0.002364
0.718182		0.714343		0.002447
0.720606		0.714343		0.002533
0.723030		0.714343		0.002620
0.725455		0.714343		0.002711
0.727879		0.714343		0.002804
0.730303		0.714343		0.002900
0.732727		0.714343		0.002999
0.735152		0.714343		0.003101
0.737576		0.714343		0.003206
0.740000		0.714343		0.003314
0.742424		0.714343		0.003425
0.744848		0.714343		0.003539
0.747273		0.714343		0.003657
0.749697		0.714343		0.003777
0.752121		0.714343		0.003902
0.754545		0.714343		0.004030
0.756970		0.714343		0.004161
0.759394		0.714343		0.004296
0.761818		0.714343		0.004435
0.764242		0.714343		0.004578
0.766667		0.714343		0.004724
0.769091		0.714343		0.004875
0.771515		0.714343		0.005030
0.773939		0.714343		0.005189
0.776364		0.714343		0.005353
0.778788		0.714343		0.005520
0.781212		0.714343		0.005693
0.783636		0.714343		0.005870
0.786061		0.714343		0.006052
0.788485		0.714343		0.006238
0.790909		0.714343		0.006430
0.793333		0.714343		0.006626
0.795758		0.714343		0.006828
0.798182		0.714343		0.007035
0.800606		0.714343		0.007247
0.803030		0.714343		0.007465
0.805455		0.714343		0.007688
0.807879		0.714343		0.007918
0.810303		0.714343		0.008153
0.812727		0.714343		0.008394
0.815152		0.714343		0.008641
0.817576		0.714343		0.008894
0.820000		0.714343		0.009154
0.580000		0.741818		0.000264
0.582424		0.741818		0.000277
0.584848		0.741818		0.000290
0.587273		0.741818		0.000303
0.589697		0.741818		0.000317
0.592121		0.741818		0.000331
0.594545		0.741818		0.000346
0.596970		0.741818		0.000362
0.599394		0.741818		0.000378
0.601818		0.741818		0.000395
0.604242		0.741818		0.000413
0.606667		0.741818		0.000431
0.609091		0.741818		0.000450
0.611515		0.741818		0.000469
0.613939		0.741818		0.000490
0.616364		0.741818		0.000511
0.618788		0.741818		0.000533
0.621212		0.741818		0.000555
0.623636		0.741818		0.000579
0.626061		0.741818		0.000603
0.628485		0.741818		0.000629
0.630909		0.741818		0.000655
0.633333		0.741818		0.000682
0.635758		0.741818		0.000710
0.638182		0.741818		0.000739
0.640606		0.741818		0.000770
0.643030		0.741818		0.000801
0.645455		0.741818		0.000833
0.647879		0.741818		0.000867
0.650303		0.741818		0.000901
0.652727		0.741818		0.000937
0.655152		0.741818		0.000974
0.657576		0.741818		0.001013
0.660000		0.741818		0.001052
0.662424		0.741818		0.001093
0.664848		0.741818		0.001136
0.667273		0.741818		0.001180
0.669697		0.741818		0.001225
0.672121		0.741818		0.001272
0.674545		0.741818		0.001320
0.676970		0.741818		0.001370
0.679394		0.741818		0.001422
0.681818		0.741818		0.001475
0.684242		0.741818		0.001530
0.686667		0.741818		0.001587
0.689091		0.741818		0.001645
0.691515		0.741818		0.001706
0.693939		0.741818		0.001768
0.696364		0.741818		0.001833
0.698788		0.741818		0.001899
0.701212		0.741818		0.001968
0.703636		0.741818		0.002038
0.706061		0.741818		0.002111
0.708485		0.741818		0.002186
0.710909		0.741818		0.002263
0.713333		0.741818		0.002343
0.715758		0.741818		0.002425
0.718182		0.741818		0.002510
0.720606		0.741818		0.002597
0.723030		0.741818		0.002687
0.725455		0.741818		0.002779
0.727879		0.741818		0.002875
0.730303		0.741818		0.002973
0.732727		0.741818		0.003074
0.735152		0.741818		0.003178
0.737576		0.741818		0.003284
0.740000		0.741818		0.003394
0.742424		0.741818		0.003508
0.744848		0.741818		0.003624
0.747273		0.741818		0.003744
0.749697		0.741818		0.003867
0.752121		0.741818		0.003994
0.754545		0.741818		0.004124
0.756970		0.741818		0.004258
0.759394		0.741818		0.004396
0.761818		0.741818		0.004537
0.764242		0.741818		0.004682
0.766667		0.741818		0.004832
0.769091		0.741818		0.004985
0.771515		0.741818		0.005143
0.773939		0.741818		0.005305
0.776364		0.741818		0.005471
0.778788		0.741818		0.005642
0.781212		0.741818		0.005818
0.783636		0.741818		0.005998
0.786061		0.741818		0.006183
0.788485		0.741818		0.006373
0.790909		0.741818		0.006567
0.793333		0.741818		0.006767
0.795758		0.741818		0.006973
0.798182		0.741818		0.007183
0.800606		0.741818		0.007399
0.803030		0.741818		0.007621
0.805455		0.741818		0.007848
0.807879		0.741818		0.008081
0.810303		0.741818		0.008320
0.812727		0.741818		0.008565
0.815152		0.741818		0.008816
0.817576		0.741818		0.009073
0.820000		0.741818		0.009337
0.580000		0.769293		0.000275
0.582424		0.769293		0.000287
0.584848		0.769293		0.000301
0.587273		0.769293		0.000314
0.589697		0.769293		0.000329
0.592121		0.769293		0.000344
0.594545		0.769293		0.000359
0.596970		0.769293		0.000375
0.599394		0.769293		0.000392
0.601818		0.769293		0.000409
0.604242		0.769293		0.000427
0.606667		0.769293		0.000446
0.609091		0.769293		0.000466
0.611515		0.769293		0.000486
0.613939		0.769293		0.000507
0.616364		0.769293		0.000528
0.618788		0.769293		0.000551
0.621212		0.769293		0.000574
0.623636		0.769293		0.000598
0.626061		0.769293		0.000624
0.628485		0.769293		0.000650
0.630909		0.769293		0.000677
0.633333		0.769293		0.000704
0.635758		0.769293		0.000733
0.638182		0.769293		0.000763
0.640606		0.769293		0.000794
0.643030		0.769293		0.000826
0.645455		0.769293		0.000860
0.647879		0.769293		0.000894
0.650303		0.769293		0.000930
0.652727		0.769293		0.000966
0.655152		0.769293		0.001005
0.657576		0.769293		0.001044
0.660000		0.769293		0.001085
0.662424		0.769293		0.001127
0.664848		0.769293		0.001170
0.667273		0.769293		0.001215
0.669697		0.769293		0.001262
0.672121		0.769293		0.001310
0.674545		0.769293		0.001359
0.676970		0.769293		0.001410
0.679394		0.769293		0.001463
0.681818		0.769293		0.001518
0.684242		0.769293		0.001574
0.686667		0.769293		0.001632
0.689091		0.769293		0.001692
0.691515		0.769293		0.001754
0.693939		0.769293		0.001818
0.696364		0.769293		0.001884
0.698788		0.769293		0.001952
0.701212		0.769293		0.002022
0.703636		0.769293		0.002094
0.706061		0.769293		0.002168
0.708485		0.769293		0.002245
0.710909		0.769293		0.002324
0.713333		0.769293		0.002405
0.715758		0.769293		0.002489
0.718182		0.769293		0.002576
0.720606		0.769293		0.002665
0.723030		0.769293		0.002757
0.725455		0.769293		0.002851
0.727879		0.769293		0.002948
0.730303		0.769293		0.003048
0.732727		0.769293		0.003151
0.735152		0.769293		0.003257
0.737576		0.769293		0.003366
0.740000		0.769293		0.003479
0.742424		0.769293		0.003594
0.744848		0.769293		0.003713
0.747273		0.769293		0.003835
0.749697		0.769293		0.003961
0.752121		0.769293		0.004090
0.754545		0.769293		0.004223
0.756970		0.769293		0.004359
0.759394		0.769293		0.004500
0.761818		0.769293		0.004644
0.764242		0.769293		0.004792
0.766667		0.769293		0.004944
0.769091		0.769293		0.005101
0.771515		0.769293		0.005261
0.773939		0.769293		0.005426
0.776364		0.769293		0.005596
0.778788		0.769293		0.005770
0.781212		0.769293		0.005949
0.783636		0.769293		0.006132
0.786061		0.769293		0.006320
0.788485		0.769293		0.006513
0.790909		0.769293		0.006712
0.793333		0.769293		0.006915
0.795758		0.769293		0.007124
0.798182		0.769293		0.007338
0.800606		0.769293		0.007558
0.803030		0.769293		0.007783
0.805455		0.769293		0.008014
0.807879		0.769293		0.008251
0.810303		0.769293		0.008494
0.812727		0.769293		0.008744
0.815152		0.769293		0.008999
0.817576		0.769293		0.009261
0.820000		0.769293		0.009529
0.580000		0.796768		0.000285
0.582424		0.796768		0.000298
0.584848		0.796768		0.000312
0.587273		0.796768		0.000326
0.589697		0.796768		0.000341
0.592121		0.796768		0.000356
0.594545		0.796768		0.000372
0.596970		0.796768		0.000389
0.599394		0.796768		0.000406
0.601818		0.796768		0.000424
0.604242		0.796768		0.000443
0.606667		0.796768		0.000462
0.609091		0.796768		0.000482
0.611515		0.796768		0.000503
0.613939		0.796768		0.000525
0.616364		0.796768		0.000547
0.618788		0.796768		0.000570
0.621212		0.796768		0.000594
0.623636		0.796768		0.000619
0.626061		0.796768		0.000645
0.628485		0.796768		0.000672
0.630909		0.796768		0.000699
0.633333		0.796768		0.000728
0.635758		0.796768		0.000758
0.638182		0.796768		0.000789
0.640606		0.796768		0.000820
0.643030		0.796768		0.000853
0.645455		0.796768		0.000887
0.647879		0.796768		0.000923
0.650303		0.796768		0.000959
0.652727		0.796768		0.000997
0.655152		0.796768		0.001036
0.657576		0.796768		0.001077
0.660000		0.796768		0.001118
0.662424		0.796768		0.001161
0.664848		0.796768		0.001206
0.667273		0.796768		0.001252
0.669697		0.796768		0.001300
0.672121		0.796768		0.001349
0.674545		0.796768		0.001400
0.676970		0.796768		0.001452
0.679394		0.796768		0.001506
0.681818		0.796768		0.001562
0.684242		0.796768		0.001620
0.686667		0.796768		0.001679
0.689091		0.796768		0.001741
0.691515		0.796768		0.001804
0.693939		0.796768		0.001869
0.696364		0.796768		0.001937
0.698788		0.796768		0.002006
0.701212		0.796768		0.002078
0.703636		0.796768		0.002152
0.706061		0.796768		0.002228
0.708485		0.796768		0.002306
0.710909		0.796768		0.002387
0.713333		0.796768		0.002471
0.715758		0.796768		0.002556
0.718182		0.796768		0.002645
0.720606		0.796768		0.002736
0.723030		0.796768		0.002829
0.725455		0.796768		0.002926
0.727879		0.796768		0.003025
0.730303		0.796768		0.003127
0.732727		0.796768		0.003233
0.735152		0.796768		0.003341
0.737576		0.796768		0.003452
0.740000		0.796768		0.003567
0.742424		0.796768		0.003685
0.744848		0.796768		0.003806
0.747273		0.796768		0.003931
0.749697		0.796768		0.004059
0.752121		0.796768		0.004191
0.754545		0.796768		0.004326
0.756970		0.796768		0.004465
0.759394		0.796768		0.004608
0.761818		0.796768		0.004756
0.764242		0.796768		0.004907
0.766667		0.796768		0.005062
0.769091		0.796768		0.005221
0.771515		0.796768		0.005385
0.773939		0.796768		0.005553
0.776364		0.796768		0.005726
0.778788		0.796768		0.005903
0.781212		0.796768		0.006085
0.783636		0.796768		0.006272
0.786061		0.796768		0.006464
0.788485		0.796768		0.006661
0.790909		0.796768		0.006863
0.793333		0.796768		0.007070
0.795758		0.796768		0.007282
0.798182		0.796768		0.007500
0.800606		0.796768		0.007724
0.803030		0.796768		0.007953
0.805455		0.796768		0.008189
0.807879		0.796768		0.008430
0.810303		0.796768		0.008677
0.812727		0.796768		0.008930
0.815152		0.796768		0.009190
0.817576		0.796768		0.009457
0.820000		0.796768		0.009729
0.580000		0.824242		0.000296
0.582424		0.824242		0.000310
0.584848		0.824242		0.000324
0.587273		0.824242		0.000339
0.589697		0.824242		0.000354
0.592121		0.824242		0.000370
0.594545		0.824242		0.000386
0.596970		0.824242		0.000404
0.599394		0.824242		0.000421
0.601818		0.824242		0.000440
0.604242		0.824242		0.000459
0.606667		0.824242		0.000479
0.609091		0.824242		0.000500
0.611515		0.824242		0.000521
0.613939		0.824242		0.000543
0.616364		0.824242		0.000566
0.618788		0.824242		0.000590
0.621212		0.824242		0.000615
0.623636		0.824242		0.000641
0.626061		0.824242		0.000667
0.628485		0.824242		0.000695
