T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.771515		2.280404		0.026942
0.773939		2.280404		0.027610
0.776364		2.280404		0.028291
0.778788		2.280404		0.028987
0.781212		2.280404		0.029697
0.783636		2.280404		0.030421
0.786061		2.280404		0.031161
0.788485		2.280404		0.031915
0.790909		2.280404		0.032685
0.793333		2.280404		0.033470
0.795758		2.280404		0.034271
0.798182		2.280404		0.035088
0.800606		2.280404		0.035921
0.803030		2.280404		0.036771
0.805455		2.280404		0.037637
0.807879		2.280404		0.038521
0.810303		2.280404		0.039422
0.812727		2.280404		0.040340
0.815152		2.280404		0.041277
0.817576		2.280404		0.042231
0.820000		2.280404		0.043204
0.580000		2.307879		0.002820
0.582424		2.307879		0.002918
0.584848		2.307879		0.003020
0.587273		2.307879		0.003125
0.589697		2.307879		0.003233
0.592121		2.307879		0.003344
0.594545		2.307879		0.003459
0.596970		2.307879		0.003576
0.599394		2.307879		0.003698
0.601818		2.307879		0.003822
0.604242		2.307879		0.003950
0.606667		2.307879		0.004082
0.609091		2.307879		0.004218
0.611515		2.307879		0.004357
0.613939		2.307879		0.004500
0.616364		2.307879		0.004648
0.618788		2.307879		0.004799
0.621212		2.307879		0.004955
0.623636		2.307879		0.005115
0.626061		2.307879		0.005279
0.628485		2.307879		0.005447
0.630909		2.307879		0.005621
0.633333		2.307879		0.005799
0.635758		2.307879		0.005981
0.638182		2.307879		0.006169
0.640606		2.307879		0.006361
0.643030		2.307879		0.006559
0.645455		2.307879		0.006762
0.647879		2.307879		0.006970
0.650303		2.307879		0.007183
0.652727		2.307879		0.007403
0.655152		2.307879		0.007627
0.657576		2.307879		0.007858
0.660000		2.307879		0.008094
0.662424		2.307879		0.008337
0.664848		2.307879		0.008585
0.667273		2.307879		0.008840
0.669697		2.307879		0.009101
0.672121		2.307879		0.009369
0.674545		2.307879		0.009643
0.676970		2.307879		0.009924
0.679394		2.307879		0.010212
0.681818		2.307879		0.010508
0.684242		2.307879		0.010810
0.686667		2.307879		0.011120
0.689091		2.307879		0.011437
0.691515		2.307879		0.011761
0.693939		2.307879		0.012094
0.696364		2.307879		0.012434
0.698788		2.307879		0.012783
0.701212		2.307879		0.013140
0.703636		2.307879		0.013505
0.706061		2.307879		0.013879
0.708485		2.307879		0.014261
0.710909		2.307879		0.014652
0.713333		2.307879		0.015053
0.715758		2.307879		0.015462
0.718182		2.307879		0.015881
0.720606		2.307879		0.016310
0.723030		2.307879		0.016748
0.725455		2.307879		0.017196
0.727879		2.307879		0.017654
0.730303		2.307879		0.018123
0.732727		2.307879		0.018602
0.735152		2.307879		0.019091
0.737576		2.307879		0.019591
0.740000		2.307879		0.020103
0.742424		2.307879		0.020625
0.744848		2.307879		0.021159
0.747273		2.307879		0.021705
0.749697		2.307879		0.022262
0.752121		2.307879		0.022832
0.754545		2.307879		0.023413
0.756970		2.307879		0.024007
0.759394		2.307879		0.024614
0.761818		2.307879		0.025233
0.764242		2.307879		0.025866
0.766667		2.307879		0.026512
0.769091		2.307879		0.027171
0.771515		2.307879		0.027844
0.773939		2.307879		0.028531
0.776364		2.307879		0.029233
0.778788		2.307879		0.029948
0.781212		2.307879		0.030679
0.783636		2.307879		0.031424
0.786061		2.307879		0.032184
0.788485		2.307879		0.032960
0.790909		2.307879		0.033751
0.793333		2.307879		0.034559
0.795758		2.307879		0.035382
0.798182		2.307879		0.036222
0.800606		2.307879		0.037078
0.803030		2.307879		0.037952
0.805455		2.307879		0.038842
0.807879		2.307879		0.039750
0.810303		2.307879		0.040676
0.812727		2.307879		0.041620
0.815152		2.307879		0.042582
0.817576		2.307879		0.043562
0.820000		2.307879		0.044561
0.580000		2.335354		0.002944
0.582424		2.335354		0.003047
0.584848		2.335354		0.003153
0.587273		2.335354		0.003262
0.589697		2.335354		0.003374
0.592121		2.335354		0.003490
0.594545		2.335354		0.003608
0.596970		2.335354		0.003731
0.599394		2.335354		0.003856
0.601818		2.335354		0.003986
0.604242		2.335354		0.004119
0.606667		2.335354		0.004256
0.609091		2.335354		0.004396
0.611515		2.335354		0.004541
0.613939		2.335354		0.004690
0.616364		2.335354		0.004842
0.618788		2.335354		0.004999
0.621212		2.335354		0.005161
0.623636		2.335354		0.005326
0.626061		2.335354		0.005497
0.628485		2.335354		0.005671
0.630909		2.335354		0.005851
0.633333		2.335354		0.006035
0.635758		2.335354		0.006224
0.638182		2.335354		0.006419
0.640606		2.335354		0.006618
0.643030		2.335354		0.006823
0.645455		2.335354		0.007033
0.647879		2.335354		0.007248
0.650303		2.335354		0.007469
0.652727		2.335354		0.007696
0.655152		2.335354		0.007929
0.657576		2.335354		0.008167
0.660000		2.335354		0.008412
0.662424		2.335354		0.008663
0.664848		2.335354		0.008920
0.667273		2.335354		0.009183
0.669697		2.335354		0.009453
0.672121		2.335354		0.009730
0.674545		2.335354		0.010014
0.676970		2.335354		0.010304
0.679394		2.335354		0.010602
0.681818		2.335354		0.010907
0.684242		2.335354		0.011219
0.686667		2.335354		0.011539
0.689091		2.335354		0.011867
0.691515		2.335354		0.012202
0.693939		2.335354		0.012546
0.696364		2.335354		0.012897
0.698788		2.335354		0.013257
0.701212		2.335354		0.013626
0.703636		2.335354		0.014003
0.706061		2.335354		0.014388
0.708485		2.335354		0.014783
0.710909		2.335354		0.015187
0.713333		2.335354		0.015600
0.715758		2.335354		0.016023
0.718182		2.335354		0.016455
0.720606		2.335354		0.016897
0.723030		2.335354		0.017349
0.725455		2.335354		0.017811
0.727879		2.335354		0.018283
0.730303		2.335354		0.018766
0.732727		2.335354		0.019260
0.735152		2.335354		0.019764
0.737576		2.335354		0.020280
0.740000		2.335354		0.020807
0.742424		2.335354		0.021345
0.744848		2.335354		0.021896
0.747273		2.335354		0.022458
0.749697		2.335354		0.023032
0.752121		2.335354		0.023618
0.754545		2.335354		0.024217
0.756970		2.335354		0.024829
0.759394		2.335354		0.025454
0.761818		2.335354		0.026091
0.764242		2.335354		0.026743
0.766667		2.335354		0.027407
0.769091		2.335354		0.028086
0.771515		2.335354		0.028779
0.773939		2.335354		0.029486
0.776364		2.335354		0.030207
0.778788		2.335354		0.030944
0.781212		2.335354		0.031695
0.783636		2.335354		0.032461
0.786061		2.335354		0.033243
0.788485		2.335354		0.034041
0.790909		2.335354		0.034855
0.793333		2.335354		0.035685
0.795758		2.335354		0.036532
0.798182		2.335354		0.037395
0.800606		2.335354		0.038275
0.803030		2.335354		0.039173
0.805455		2.335354		0.040088
0.807879		2.335354		0.041021
0.810303		2.335354		0.041972
0.812727		2.335354		0.042942
0.815152		2.335354		0.043930
0.817576		2.335354		0.044937
0.820000		2.335354		0.045964
0.580000		2.362828		0.003075
0.582424		2.362828		0.003182
0.584848		2.362828		0.003292
0.587273		2.362828		0.003405
0.589697		2.362828		0.003522
0.592121		2.362828		0.003642
0.594545		2.362828		0.003765
0.596970		2.362828		0.003892
0.599394		2.362828		0.004022
0.601818		2.362828		0.004157
0.604242		2.362828		0.004295
0.606667		2.362828		0.004437
0.609091		2.362828		0.004583
0.611515		2.362828		0.004733
0.613939		2.362828		0.004887
0.616364		2.362828		0.005045
0.618788		2.362828		0.005208
0.621212		2.362828		0.005375
0.623636		2.362828		0.005547
0.626061		2.362828		0.005724
0.628485		2.362828		0.005905
0.630909		2.362828		0.006091
0.633333		2.362828		0.006282
0.635758		2.362828		0.006478
0.638182		2.362828		0.006679
0.640606		2.362828		0.006886
0.643030		2.362828		0.007098
0.645455		2.362828		0.007315
0.647879		2.362828		0.007538
0.650303		2.362828		0.007767
0.652727		2.362828		0.008002
0.655152		2.362828		0.008243
0.657576		2.362828		0.008489
0.660000		2.362828		0.008742
0.662424		2.362828		0.009002
0.664848		2.362828		0.009268
0.667273		2.362828		0.009540
0.669697		2.362828		0.009820
0.672121		2.362828		0.010106
0.674545		2.362828		0.010399
0.676970		2.362828		0.010699
0.679394		2.362828		0.011007
0.681818		2.362828		0.011322
0.684242		2.362828		0.011645
0.686667		2.362828		0.011976
0.689091		2.362828		0.012314
0.691515		2.362828		0.012661
0.693939		2.362828		0.013015
0.696364		2.362828		0.013379
0.698788		2.362828		0.013750
0.701212		2.362828		0.014130
0.703636		2.362828		0.014520
0.706061		2.362828		0.014918
0.708485		2.362828		0.015325
0.710909		2.362828		0.015742
0.713333		2.362828		0.016168
0.715758		2.362828		0.016604
0.718182		2.362828		0.017050
0.720606		2.362828		0.017506
0.723030		2.362828		0.017972
0.725455		2.362828		0.018448
0.727879		2.362828		0.018936
0.730303		2.362828		0.019433
0.732727		2.362828		0.019942
0.735152		2.362828		0.020463
0.737576		2.362828		0.020994
0.740000		2.362828		0.021537
0.742424		2.362828		0.022092
0.744848		2.362828		0.022659
0.747273		2.362828		0.023238
0.749697		2.362828		0.023829
0.752121		2.362828		0.024433
0.754545		2.362828		0.025050
0.756970		2.362828		0.025680
0.759394		2.362828		0.026323
0.761818		2.362828		0.026980
0.764242		2.362828		0.027650
0.766667		2.362828		0.028335
0.769091		2.362828		0.029033
0.771515		2.362828		0.029746
0.773939		2.362828		0.030474
0.776364		2.362828		0.031216
0.778788		2.362828		0.031974
0.781212		2.362828		0.032747
0.783636		2.362828		0.033535
0.786061		2.362828		0.034339
0.788485		2.362828		0.035160
0.790909		2.362828		0.035997
0.793333		2.362828		0.036850
0.795758		2.362828		0.037721
0.798182		2.362828		0.038608
0.800606		2.362828		0.039513
0.803030		2.362828		0.040436
0.805455		2.362828		0.041376
0.807879		2.362828		0.042335
0.810303		2.362828		0.043313
0.812727		2.362828		0.044309
0.815152		2.362828		0.045324
0.817576		2.362828		0.046359
0.820000		2.362828		0.047413
0.580000		2.390303		0.003212
0.582424		2.390303		0.003323
0.584848		2.390303		0.003437
0.587273		2.390303		0.003555
0.589697		2.390303		0.003676
0.592121		2.390303		0.003800
0.594545		2.390303		0.003928
0.596970		2.390303		0.004060
0.599394		2.390303		0.004196
0.601818		2.390303		0.004335
0.604242		2.390303		0.004479
0.606667		2.390303		0.004626
0.609091		2.390303		0.004777
0.611515		2.390303		0.004933
0.613939		2.390303		0.005093
0.616364		2.390303		0.005257
0.618788		2.390303		0.005426
0.621212		2.390303		0.005600
0.623636		2.390303		0.005778
0.626061		2.390303		0.005961
0.628485		2.390303		0.006149
0.630909		2.390303		0.006341
0.633333		2.390303		0.006539
0.635758		2.390303		0.006742
0.638182		2.390303		0.006951
0.640606		2.390303		0.007165
0.643030		2.390303		0.007384
0.645455		2.390303		0.007610
0.647879		2.390303		0.007840
0.650303		2.390303		0.008077
0.652727		2.390303		0.008320
0.655152		2.390303		0.008569
0.657576		2.390303		0.008825
0.660000		2.390303		0.009087
0.662424		2.390303		0.009355
0.664848		2.390303		0.009630
0.667273		2.390303		0.009912
0.669697		2.390303		0.010201
0.672121		2.390303		0.010497
0.674545		2.390303		0.010800
0.676970		2.390303		0.011110
0.679394		2.390303		0.011429
0.681818		2.390303		0.011754
0.684242		2.390303		0.012088
0.686667		2.390303		0.012429
0.689091		2.390303		0.012779
0.691515		2.390303		0.013137
0.693939		2.390303		0.013503
0.696364		2.390303		0.013878
0.698788		2.390303		0.014262
0.701212		2.390303		0.014655
0.703636		2.390303		0.015057
0.706061		2.390303		0.015468
0.708485		2.390303		0.015888
0.710909		2.390303		0.016318
0.713333		2.390303		0.016758
0.715758		2.390303		0.017208
0.718182		2.390303		0.017668
0.720606		2.390303		0.018138
0.723030		2.390303		0.018619
0.725455		2.390303		0.019110
0.727879		2.390303		0.019612
0.730303		2.390303		0.020126
0.732727		2.390303		0.020650
0.735152		2.390303		0.021187
0.737576		2.390303		0.021734
0.740000		2.390303		0.022294
0.742424		2.390303		0.022866
0.744848		2.390303		0.023450
0.747273		2.390303		0.024047
0.749697		2.390303		0.024656
0.752121		2.390303		0.025278
0.754545		2.390303		0.025913
0.756970		2.390303		0.026562
0.759394		2.390303		0.027224
0.761818		2.390303		0.027901
0.764242		2.390303		0.028591
0.766667		2.390303		0.029295
0.769091		2.390303		0.030014
0.771515		2.390303		0.030748
0.773939		2.390303		0.031497
0.776364		2.390303		0.032260
0.778788		2.390303		0.033040
0.781212		2.390303		0.033835
0.783636		2.390303		0.034646
0.786061		2.390303		0.035474
0.788485		2.390303		0.036317
0.790909		2.390303		0.037178
0.793333		2.390303		0.038056
0.795758		2.390303		0.038950
0.798182		2.390303		0.039863
0.800606		2.390303		0.040793
0.803030		2.390303		0.041741
0.805455		2.390303		0.042708
0.807879		2.390303		0.043694
0.810303		2.390303		0.044698
0.812727		2.390303		0.045721
0.815152		2.390303		0.046764
0.817576		2.390303		0.047827
0.820000		2.390303		0.048910
0.580000		2.417778		0.003355
0.582424		2.417778		0.003470
0.584848		2.417778		0.003589
0.587273		2.417778		0.003711
0.589697		2.417778		0.003837
0.592121		2.417778		0.003966
0.594545		2.417778		0.004100
0.596970		2.417778		0.004236
0.599394		2.417778		0.004377
0.601818		2.417778		0.004522
0.604242		2.417778		0.004671
0.606667		2.417778		0.004824
0.609091		2.417778		0.004981
0.611515		2.417778		0.005142
0.613939		2.417778		0.005308
0.616364		2.417778		0.005479
0.618788		2.417778		0.005654
0.621212		2.417778		0.005834
0.623636		2.417778		0.006018
0.626061		2.417778		0.006208
0.628485		2.417778		0.006403
0.630909		2.417778		0.006603
0.633333		2.417778		0.006808
0.635758		2.417778		0.007018
0.638182		2.417778		0.007234
0.640606		2.417778		0.007456
0.643030		2.417778		0.007683
0.645455		2.417778		0.007916
0.647879		2.417778		0.008155
0.650303		2.417778		0.008401
0.652727		2.417778		0.008652
0.655152		2.417778		0.008910
0.657576		2.417778		0.009174
0.660000		2.417778		0.009445
0.662424		2.417778		0.009723
0.664848		2.417778		0.010007
0.667273		2.417778		0.010299
0.669697		2.417778		0.010598
0.672121		2.417778		0.010904
0.674545		2.417778		0.011217
0.676970		2.417778		0.011538
0.679394		2.417778		0.011867
0.681818		2.417778		0.012203
0.684242		2.417778		0.012548
0.686667		2.417778		0.012901
0.689091		2.417778		0.013262
0.691515		2.417778		0.013632
0.693939		2.417778		0.014010
0.696364		2.417778		0.014398
0.698788		2.417778		0.014794
0.701212		2.417778		0.015199
0.703636		2.417778		0.015614
0.706061		2.417778		0.016038
0.708485		2.417778		0.016472
0.710909		2.417778		0.016916
0.713333		2.417778		0.017370
0.715758		2.417778		0.017834
0.718182		2.417778		0.018309
0.720606		2.417778		0.018794
0.723030		2.417778		0.019290
0.725455		2.417778		0.019796
0.727879		2.417778		0.020314
0.730303		2.417778		0.020844
0.732727		2.417778		0.021385
0.735152		2.417778		0.021937
0.737576		2.417778		0.022502
0.740000		2.417778		0.023079
0.742424		2.417778		0.023668
0.744848		2.417778		0.024270
0.747273		2.417778		0.024885
0.749697		2.417778		0.025512
0.752121		2.417778		0.026153
0.754545		2.417778		0.026808
0.756970		2.417778		0.027476
0.759394		2.417778		0.028158
0.761818		2.417778		0.028854
0.764242		2.417778		0.029565
0.766667		2.417778		0.030290
0.769091		2.417778		0.031030
0.771515		2.417778		0.031785
0.773939		2.417778		0.032555
0.776364		2.417778		0.033342
0.778788		2.417778		0.034143
0.781212		2.417778		0.034962
0.783636		2.417778		0.035796
0.786061		2.417778		0.036647
0.788485		2.417778		0.037515
0.790909		2.417778		0.038400
0.793333		2.417778		0.039302
0.795758		2.417778		0.040222
0.798182		2.417778		0.041161
0.800606		2.417778		0.042117
0.803030		2.417778		0.043092
0.805455		2.417778		0.044085
0.807879		2.417778		0.045098
0.810303		2.417778		0.046130
0.812727		2.417778		0.047182
0.815152		2.417778		0.048253
0.817576		2.417778		0.049345
0.820000		2.417778		0.050458
0.580000		2.445253		0.003504
0.582424		2.445253		0.003624
0.584848		2.445253		0.003748
0.587273		2.445253		0.003875
0.589697		2.445253		0.004006
0.592121		2.445253		0.004140
0.594545		2.445253		0.004278
0.596970		2.445253		0.004421
0.599394		2.445253		0.004567
0.601818		2.445253		0.004717
0.604242		2.445253		0.004871
0.606667		2.445253		0.005030
0.609091		2.445253		0.005193
0.611515		2.445253		0.005361
0.613939		2.445253		0.005533
0.616364		2.445253		0.005710
0.618788		2.445253		0.005891
0.621212		2.445253		0.006078
0.623636		2.445253		0.006269
0.626061		2.445253		0.006466
0.628485		2.445253		0.006668
0.630909		2.445253		0.006875
0.633333		2.445253		0.007087
0.635758		2.445253		0.007306
0.638182		2.445253		0.007529
0.640606		2.445253		0.007759
0.643030		2.445253		0.007994
0.645455		2.445253		0.008236
0.647879		2.445253		0.008483
0.650303		2.445253		0.008737
0.652727		2.445253		0.008998
0.655152		2.445253		0.009264
0.657576		2.445253		0.009538
0.660000		2.445253		0.009818
0.662424		2.445253		0.010106
0.664848		2.445253		0.010400
0.667273		2.445253		0.010701
0.669697		2.445253		0.011010
0.672121		2.445253		0.011327
0.674545		2.445253		0.011651
0.676970		2.445253		0.011983
0.679394		2.445253		0.012323
0.681818		2.445253		0.012671
0.684242		2.445253		0.013027
0.686667		2.445253		0.013391
0.689091		2.445253		0.013765
0.691515		2.445253		0.014147
0.693939		2.445253		0.014537
0.696364		2.445253		0.014937
0.698788		2.445253		0.015347
0.701212		2.445253		0.015765
0.703636		2.445253		0.016193
0.706061		2.445253		0.016631
0.708485		2.445253		0.017079
0.710909		2.445253		0.017537
0.713333		2.445253		0.018006
0.715758		2.445253		0.018485
0.718182		2.445253		0.018974
0.720606		2.445253		0.019475
0.723030		2.445253		0.019986
0.725455		2.445253		0.020509
0.727879		2.445253		0.021043
0.730303		2.445253		0.021589
0.732727		2.445253		0.022146
0.735152		2.445253		0.022716
0.737576		2.445253		0.023298
0.740000		2.445253		0.023893
0.742424		2.445253		0.024500
0.744848		2.445253		0.025120
0.747273		2.445253		0.025753
0.749697		2.445253		0.026400
0.752121		2.445253		0.027060
0.754545		2.445253		0.027734
0.756970		2.445253		0.028422
0.759394		2.445253		0.029125
0.761818		2.445253		0.029842
0.764242		2.445253		0.030573
0.766667		2.445253		0.031320
0.769091		2.445253		0.032081
0.771515		2.445253		0.032859
0.773939		2.445253		0.033652
0.776364		2.445253		0.034461
0.778788		2.445253		0.035286
0.781212		2.445253		0.036127
0.783636		2.445253		0.036986
0.786061		2.445253		0.037861
0.788485		2.445253		0.038754
0.790909		2.445253		0.039664
0.793333		2.445253		0.040592
0.795758		2.445253		0.041538
0.798182		2.445253		0.042503
0.800606		2.445253		0.043486
0.803030		2.445253		0.044488
0.805455		2.445253		0.045509
0.807879		2.445253		0.046550
0.810303		2.445253		0.047610
0.812727		2.445253		0.048691
0.815152		2.445253		0.049792
0.817576		2.445253		0.050914
0.820000		2.445253		0.052057
0.580000		2.472727		0.003661
0.582424		2.472727		0.003786
0.584848		2.472727		0.003914
0.587273		2.472727		0.004046
0.589697		2.472727		0.004182
0.592121		2.472727		0.004322
0.594545		2.472727		0.004465
0.596970		2.472727		0.004613
0.599394		2.472727		0.004765
0.601818		2.472727		0.004921
0.604242		2.472727		0.005081
0.606667		2.472727		0.005246
0.609091		2.472727		0.005415
0.611515		2.472727		0.005589
0.613939		2.472727		0.005768
0.616364		2.472727		0.005951
0.618788		2.472727		0.006140
0.621212		2.472727		0.006333
0.623636		2.472727		0.006531
0.626061		2.472727		0.006735
0.628485		2.472727		0.006944
0.630909		2.472727		0.007159
0.633333		2.472727		0.007379
0.635758		2.472727		0.007605
0.638182		2.472727		0.007837
0.640606		2.472727		0.008075
0.643030		2.472727		0.008319
0.645455		2.472727		0.008569
0.647879		2.472727		0.008825
0.650303		2.472727		0.009088
0.652727		2.472727		0.009358
0.655152		2.472727		0.009634
0.657576		2.472727		0.009917
0.660000		2.472727		0.010207
0.662424		2.472727		0.010504
0.664848		2.472727		0.010809
0.667273		2.472727		0.011120
0.669697		2.472727		0.011440
0.672121		2.472727		0.011767
0.674545		2.472727		0.012102
0.676970		2.472727		0.012445
0.679394		2.472727		0.012797
0.681818		2.472727		0.013156
0.684242		2.472727		0.013524
0.686667		2.472727		0.013901
0.689091		2.472727		0.014287
0.691515		2.472727		0.014681
0.693939		2.472727		0.015085
0.696364		2.472727		0.015498
0.698788		2.472727		0.015921
0.701212		2.472727		0.016353
0.703636		2.472727		0.016795
0.706061		2.472727		0.017247
0.708485		2.472727		0.017710
0.710909		2.472727		0.018182
0.713333		2.472727		0.018666
0.715758		2.472727		0.019160
0.718182		2.472727		0.019665
0.720606		2.472727		0.020181
0.723030		2.472727		0.020709
0.725455		2.472727		0.021248
0.727879		2.472727		0.021799
0.730303		2.472727		0.022361
0.732727		2.472727		0.022936
0.735152		2.472727		0.023524
0.737576		2.472727		0.024124
0.740000		2.472727		0.024737
0.742424		2.472727		0.025362
0.744848		2.472727		0.026001
0.747273		2.472727		0.026654
0.749697		2.472727		0.027320
0.752121		2.472727		0.028000
0.754545		2.472727		0.028694
0.756970		2.472727		0.029403
0.759394		2.472727		0.030126
0.761818		2.472727		0.030865
0.764242		2.472727		0.031618
0.766667		2.472727		0.032386
0.769091		2.472727		0.033170
0.771515		2.472727		0.033970
0.773939		2.472727		0.034787
0.776364		2.472727		0.035619
0.778788		2.472727		0.036468
0.781212		2.472727		0.037334
0.783636		2.472727		0.038217
0.786061		2.472727		0.039118
0.788485		2.472727		0.040036
0.790909		2.472727		0.040972
0.793333		2.472727		0.041926
0.795758		2.472727		0.042899
0.798182		2.472727		0.043891
0.800606		2.472727		0.044901
0.803030		2.472727		0.045931
0.805455		2.472727		0.046981
0.807879		2.472727		0.048051
0.810303		2.472727		0.049141
0.812727		2.472727		0.050251
0.815152		2.472727		0.051383
0.817576		2.472727		0.052535
0.820000		2.472727		0.053709
0.580000		2.500202		0.003825
0.582424		2.500202		0.003955
0.584848		2.500202		0.004088
0.587273		2.500202		0.004225
0.589697		2.500202		0.004366
0.592121		2.500202		0.004512
0.594545		2.500202		0.004661
0.596970		2.500202		0.004814
0.599394		2.500202		0.004972
0.601818		2.500202		0.005134
0.604242		2.500202		0.005300
0.606667		2.500202		0.005471
0.609091		2.500202		0.005647
0.611515		2.500202		0.005827
0.613939		2.500202		0.006013
0.616364		2.500202		0.006203
0.618788		2.500202		0.006398
0.621212		2.500202		0.006599
0.623636		2.500202		0.006805
0.626061		2.500202		0.007016
0.628485		2.500202		0.007233
0.630909		2.500202		0.007456
0.633333		2.500202		0.007684
0.635758		2.500202		0.007918
0.638182		2.500202		0.008158
0.640606		2.500202		0.008404
0.643030		2.500202		0.008657
0.645455		2.500202		0.008916
0.647879		2.500202		0.009181
0.650303		2.500202		0.009454
0.652727		2.500202		0.009732
0.655152		2.500202		0.010018
0.657576		2.500202		0.010311
0.660000		2.500202		0.010611
0.662424		2.500202		0.010919
0.664848		2.500202		0.011234
0.667273		2.500202		0.011557
0.669697		2.500202		0.011887
0.672121		2.500202		0.012225
0.674545		2.500202		0.012572
0.676970		2.500202		0.012927
0.679394		2.500202		0.013290
0.681818		2.500202		0.013661
0.684242		2.500202		0.014042
0.686667		2.500202		0.014431
0.689091		2.500202		0.014830
0.691515		2.500202		0.015237
0.693939		2.500202		0.015654
0.696364		2.500202		0.016081
0.698788		2.500202		0.016517
0.701212		2.500202		0.016964
0.703636		2.500202		0.017420
0.706061		2.500202		0.017887
0.708485		2.500202		0.018364
0.710909		2.500202		0.018852
0.713333		2.500202		0.019351
0.715758		2.500202		0.019861
0.718182		2.500202		0.020382
0.720606		2.500202		0.020914
0.723030		2.500202		0.021458
0.725455		2.500202		0.022015
0.727879		2.500202		0.022583
0.730303		2.500202		0.023163
0.732727		2.500202		0.023756
0.735152		2.500202		0.024361
0.737576		2.500202		0.024980
0.740000		2.500202		0.025611
0.742424		2.500202		0.026256
0.744848		2.500202		0.026915
0.747273		2.500202		0.027587
0.749697		2.500202		0.028274
0.752121		2.500202		0.028974
0.754545		2.500202		0.029689
0.756970		2.500202		0.030419
0.759394		2.500202		0.031164
0.761818		2.500202		0.031924
0.764242		2.500202		0.032700
0.766667		2.500202		0.033491
0.769091		2.500202		0.034298
0.771515		2.500202		0.035122
0.773939		2.500202		0.035961
0.776364		2.500202		0.036818
0.778788		2.500202		0.037692
0.781212		2.500202		0.038583
0.783636		2.500202		0.039491
0.786061		2.500202		0.040418
0.788485		2.500202		0.041362
0.790909		2.500202		0.042325
0.793333		2.500202		0.043306
0.795758		2.500202		0.044307
0.798182		2.500202		0.045326
0.800606		2.500202		0.046365
0.803030		2.500202		0.047424
0.805455		2.500202		0.048503
0.807879		2.500202		0.049603
0.810303		2.500202		0.050723
0.812727		2.500202		0.051864
0.815152		2.500202		0.053026
0.817576		2.500202		0.054210
0.820000		2.500202		0.055416
0.580000		2.527677		0.003997
0.582424		2.527677		0.004132
0.584848		2.527677		0.004270
0.587273		2.527677		0.004413
0.589697		2.527677		0.004560
0.592121		2.527677		0.004710
0.594545		2.527677		0.004865
0.596970		2.527677		0.005025
0.599394		2.527677		0.005188
0.601818		2.527677		0.005357
0.604242		2.527677		0.005529
0.606667		2.527677		0.005707
0.609091		2.527677		0.005889
0.611515		2.527677		0.006076
0.613939		2.527677		0.006269
0.616364		2.527677		0.006466
0.618788		2.527677		0.006669
0.621212		2.527677		0.006877
0.623636		2.527677		0.007090
0.626061		2.527677		0.007309
0.628485		2.527677		0.007534
0.630909		2.527677		0.007765
0.633333		2.527677		0.008001
0.635758		2.527677		0.008244
0.638182		2.527677		0.008493
0.640606		2.527677		0.008748
0.643030		2.527677		0.009010
0.645455		2.527677		0.009278
0.647879		2.527677		0.009553
0.650303		2.527677		0.009834
0.652727		2.527677		0.010123
0.655152		2.527677		0.010419
0.657576		2.527677		0.010722
0.660000		2.527677		0.011033
0.662424		2.527677		0.011351
0.664848		2.527677		0.011677
0.667273		2.527677		0.012011
0.669697		2.527677		0.012352
0.672121		2.527677		0.012702
0.674545		2.527677		0.013061
0.676970		2.527677		0.013427
0.679394		2.527677		0.013803
0.681818		2.527677		0.014187
0.684242		2.527677		0.014580
0.686667		2.527677		0.014982
0.689091		2.527677		0.015394
0.691515		2.527677		0.015815
0.693939		2.527677		0.016246
0.696364		2.527677		0.016687
0.698788		2.527677		0.017137
0.701212		2.527677		0.017598
0.703636		2.527677		0.018069
0.706061		2.527677		0.018551
0.708485		2.527677		0.019044
0.710909		2.527677		0.019548
0.713333		2.527677		0.020062
0.715758		2.527677		0.020588
0.718182		2.527677		0.021126
0.720606		2.527677		0.021675
0.723030		2.527677		0.022237
0.725455		2.527677		0.022810
0.727879		2.527677		0.023396
0.730303		2.527677		0.023995
0.732727		2.527677		0.024606
0.735152		2.527677		0.025230
0.737576		2.527677		0.025868
0.740000		2.527677		0.026519
0.742424		2.527677		0.027183
0.744848		2.527677		0.027862
0.747273		2.527677		0.028555
0.749697		2.527677		0.029262
0.752121		2.527677		0.029984
0.754545		2.527677		0.030720
0.756970		2.527677		0.031472
0.759394		2.527677		0.032239
0.761818		2.527677		0.033022
0.764242		2.527677		0.033820
0.766667		2.527677		0.034635
0.769091		2.527677		0.035466
0.771515		2.527677		0.036313
0.773939		2.527677		0.037178
0.776364		2.527677		0.038059
0.778788		2.527677		0.038959
0.781212		2.527677		0.039875
0.783636		2.527677		0.040810
0.786061		2.527677		0.041763
0.788485		2.527677		0.042734
0.790909		2.527677		0.043724
0.793333		2.527677		0.044734
0.795758		2.527677		0.045762
0.798182		2.527677		0.046811
0.800606		2.527677		0.047879
0.803030		2.527677		0.048968
0.805455		2.527677		0.050077
0.807879		2.527677		0.051207
0.810303		2.527677		0.052358
0.812727		2.527677		0.053531
0.815152		2.527677		0.054725
0.817576		2.527677		0.055942
0.820000		2.527677		0.057181
0.580000		2.555152		0.004176
0.582424		2.555152		0.004317
0.584848		2.555152		0.004461
0.587273		2.555152		0.004609
0.589697		2.555152		0.004761
0.592121		2.555152		0.004918
0.594545		2.555152		0.005079
0.596970		2.555152		0.005245
0.599394		2.555152		0.005415
0.601818		2.555152		0.005589
