T [fm^-1]		muB [fm^-1]		c2_df14 [..]
0.783636		0.054949		-0.640930
0.786061		0.054949		-0.628381
0.788485		0.054949		-0.616216
0.790909		0.054949		-0.604423
0.793333		0.054949		-0.592989
0.795758		0.054949		-0.581903
0.798182		0.054949		-0.571155
0.800606		0.054949		-0.560732
0.803030		0.054949		-0.550625
0.805455		0.054949		-0.540824
0.807879		0.054949		-0.531320
0.810303		0.054949		-0.522103
0.812727		0.054949		-0.513165
0.815152		0.054949		-0.504497
0.817576		0.054949		-0.496091
0.820000		0.054949		-0.487940
0.580000		0.082424		-7.956311
0.582424		0.082424		-7.633480
0.584848		0.082424		-7.326204
0.587273		0.082424		-7.033630
0.589697		0.082424		-6.754957
0.592121		0.082424		-6.489436
0.594545		0.082424		-6.236360
0.596970		0.082424		-5.995066
0.599394		0.082424		-5.764929
0.601818		0.082424		-5.545362
0.604242		0.082424		-5.335814
0.606667		0.082424		-5.135764
0.609091		0.082424		-4.944722
0.611515		0.082424		-4.762226
0.613939		0.082424		-4.587841
0.616364		0.082424		-4.421156
0.618788		0.082424		-4.261784
0.621212		0.082424		-4.109360
0.623636		0.082424		-3.963539
0.626061		0.082424		-3.823994
0.628485		0.082424		-3.690417
0.630909		0.082424		-3.562518
0.633333		0.082424		-3.440021
0.635758		0.082424		-3.322666
0.638182		0.082424		-3.210206
0.640606		0.082424		-3.102409
0.643030		0.082424		-2.999053
0.645455		0.082424		-2.899931
0.647879		0.082424		-2.804843
0.650303		0.082424		-2.713602
0.652727		0.082424		-2.626030
0.655152		0.082424		-2.541958
0.657576		0.082424		-2.461227
0.660000		0.082424		-2.383685
0.662424		0.082424		-2.309187
0.664848		0.082424		-2.237598
0.667273		0.082424		-2.168785
0.669697		0.082424		-2.102628
0.672121		0.082424		-2.039007
0.674545		0.082424		-1.977813
0.676970		0.082424		-1.918938
0.679394		0.082424		-1.862282
0.681818		0.082424		-1.807750
0.684242		0.082424		-1.755249
0.686667		0.082424		-1.704694
0.689091		0.082424		-1.656001
0.691515		0.082424		-1.609092
0.693939		0.082424		-1.563893
0.696364		0.082424		-1.520331
0.698788		0.082424		-1.478339
0.701212		0.082424		-1.437851
0.703636		0.082424		-1.398807
0.706061		0.082424		-1.361146
0.708485		0.082424		-1.324814
0.710909		0.082424		-1.289755
0.713333		0.082424		-1.255920
0.715758		0.082424		-1.223259
0.718182		0.082424		-1.191726
0.720606		0.082424		-1.161275
0.723030		0.082424		-1.131865
0.725455		0.082424		-1.103455
0.727879		0.082424		-1.076006
0.730303		0.082424		-1.049481
0.732727		0.082424		-1.023844
0.735152		0.082424		-0.999062
0.737576		0.082424		-0.975102
0.740000		0.082424		-0.951933
0.742424		0.082424		-0.929526
0.744848		0.082424		-0.907851
0.747273		0.082424		-0.886883
0.749697		0.082424		-0.866594
0.752121		0.082424		-0.846960
0.754545		0.082424		-0.827958
0.756970		0.082424		-0.809563
0.759394		0.082424		-0.791755
0.761818		0.082424		-0.774513
0.764242		0.082424		-0.757815
0.766667		0.082424		-0.741644
0.769091		0.082424		-0.725981
0.771515		0.082424		-0.710808
0.773939		0.082424		-0.696107
0.776364		0.082424		-0.681864
0.778788		0.082424		-0.668061
0.781212		0.082424		-0.654685
0.783636		0.082424		-0.641721
0.786061		0.082424		-0.629155
0.788485		0.082424		-0.616974
0.790909		0.082424		-0.605166
0.793333		0.082424		-0.593717
0.795758		0.082424		-0.582618
0.798182		0.082424		-0.571855
0.800606		0.082424		-0.561420
0.803030		0.082424		-0.551300
0.805455		0.082424		-0.541487
0.807879		0.082424		-0.531971
0.810303		0.082424		-0.522743
0.812727		0.082424		-0.513794
0.815152		0.082424		-0.505116
0.817576		0.082424		-0.496701
0.820000		0.082424		-0.488541
0.580000		0.109899		-7.977569
0.582424		0.109899		-7.653754
0.584848		0.109899		-7.345545
0.587273		0.109899		-7.052087
0.589697		0.109899		-6.772577
0.592121		0.109899		-6.506260
0.594545		0.109899		-6.252430
0.596970		0.109899		-6.010419
0.599394		0.109899		-5.779602
0.601818		0.109899		-5.559390
0.604242		0.109899		-5.349228
0.606667		0.109899		-5.148595
0.609091		0.109899		-4.956999
0.611515		0.109899		-4.773976
0.613939		0.109899		-4.599090
0.616364		0.109899		-4.431928
0.618788		0.109899		-4.272103
0.621212		0.109899		-4.119247
0.623636		0.109899		-3.973015
0.626061		0.109899		-3.833078
0.628485		0.109899		-3.699129
0.630909		0.109899		-3.570875
0.633333		0.109899		-3.448039
0.635758		0.109899		-3.330361
0.638182		0.109899		-3.217594
0.640606		0.109899		-3.109504
0.643030		0.109899		-3.005868
0.645455		0.109899		-2.906479
0.647879		0.109899		-2.811136
0.650303		0.109899		-2.719652
0.652727		0.109899		-2.631848
0.655152		0.109899		-2.547555
0.657576		0.109899		-2.466612
0.660000		0.109899		-2.388868
0.662424		0.109899		-2.314177
0.664848		0.109899		-2.242402
0.667273		0.109899		-2.173414
0.669697		0.109899		-2.107087
0.672121		0.109899		-2.043305
0.674545		0.109899		-1.981956
0.676970		0.109899		-1.922934
0.679394		0.109899		-1.866137
0.681818		0.109899		-1.811469
0.684242		0.109899		-1.758839
0.686667		0.109899		-1.708160
0.689091		0.109899		-1.659349
0.691515		0.109899		-1.612326
0.693939		0.109899		-1.567018
0.696364		0.109899		-1.523352
0.698788		0.109899		-1.481260
0.701212		0.109899		-1.440676
0.703636		0.109899		-1.401540
0.706061		0.109899		-1.363792
0.708485		0.109899		-1.327375
0.710909		0.109899		-1.292236
0.713333		0.109899		-1.258323
0.715758		0.109899		-1.225587
0.718182		0.109899		-1.193982
0.720606		0.109899		-1.163463
0.723030		0.109899		-1.133987
0.725455		0.109899		-1.105514
0.727879		0.109899		-1.078005
0.730303		0.109899		-1.051421
0.732727		0.109899		-1.025729
0.735152		0.109899		-1.000893
0.737576		0.109899		-0.976881
0.740000		0.109899		-0.953663
0.742424		0.109899		-0.931208
0.744848		0.109899		-0.909488
0.747273		0.109899		-0.888475
0.749697		0.109899		-0.868144
0.752121		0.109899		-0.848470
0.754545		0.109899		-0.829429
0.756970		0.109899		-0.810997
0.759394		0.109899		-0.793153
0.761818		0.109899		-0.775876
0.764242		0.109899		-0.759145
0.766667		0.109899		-0.742942
0.769091		0.109899		-0.727248
0.771515		0.109899		-0.712045
0.773939		0.109899		-0.697316
0.776364		0.109899		-0.683046
0.778788		0.109899		-0.669217
0.781212		0.109899		-0.655816
0.783636		0.109899		-0.642828
0.786061		0.109899		-0.630238
0.788485		0.109899		-0.618035
0.790909		0.109899		-0.606205
0.793333		0.109899		-0.594736
0.795758		0.109899		-0.583617
0.798182		0.109899		-0.572835
0.800606		0.109899		-0.562381
0.803030		0.109899		-0.552244
0.805455		0.109899		-0.542415
0.807879		0.109899		-0.532883
0.810303		0.109899		-0.523639
0.812727		0.109899		-0.514676
0.815152		0.109899		-0.505984
0.817576		0.109899		-0.497555
0.820000		0.109899		-0.489382
0.580000		0.137374		-8.004680
0.582424		0.137374		-7.679613
0.584848		0.137374		-7.370217
0.587273		0.137374		-7.075634
0.589697		0.137374		-6.795057
0.592121		0.137374		-6.527728
0.594545		0.137374		-6.272937
0.596970		0.137374		-6.030014
0.599394		0.137374		-5.798332
0.601818		0.137374		-5.577297
0.604242		0.137374		-5.366354
0.606667		0.137374		-5.164978
0.609091		0.137374		-4.972675
0.611515		0.137374		-4.788981
0.613939		0.137374		-4.613456
0.616364		0.137374		-4.445687
0.618788		0.137374		-4.285284
0.621212		0.137374		-4.131878
0.623636		0.137374		-3.985121
0.626061		0.137374		-3.844686
0.628485		0.137374		-3.710261
0.630909		0.137374		-3.581554
0.633333		0.137374		-3.458287
0.635758		0.137374		-3.340197
0.638182		0.137374		-3.227038
0.640606		0.137374		-3.118573
0.643030		0.137374		-3.014581
0.645455		0.137374		-2.914851
0.647879		0.137374		-2.819183
0.650303		0.137374		-2.727389
0.652727		0.137374		-2.639288
0.655152		0.137374		-2.554712
0.657576		0.137374		-2.473500
0.660000		0.137374		-2.395497
0.662424		0.137374		-2.320559
0.664848		0.137374		-2.248549
0.667273		0.137374		-2.179335
0.669697		0.137374		-2.112793
0.672121		0.137374		-2.048805
0.674545		0.137374		-1.987259
0.676970		0.137374		-1.928048
0.679394		0.137374		-1.871071
0.681818		0.137374		-1.816230
0.684242		0.137374		-1.763435
0.686667		0.137374		-1.712597
0.689091		0.137374		-1.663635
0.691515		0.137374		-1.616467
0.693939		0.137374		-1.571020
0.696364		0.137374		-1.527220
0.698788		0.137374		-1.485000
0.701212		0.137374		-1.444295
0.703636		0.137374		-1.405041
0.706061		0.137374		-1.367180
0.708485		0.137374		-1.330655
0.710909		0.137374		-1.295413
0.713333		0.137374		-1.261401
0.715758		0.137374		-1.228570
0.718182		0.137374		-1.196874
0.720606		0.137374		-1.166267
0.723030		0.137374		-1.136707
0.725455		0.137374		-1.108153
0.727879		0.137374		-1.080566
0.730303		0.137374		-1.053908
0.732727		0.137374		-1.028144
0.735152		0.137374		-1.003240
0.737576		0.137374		-0.979162
0.740000		0.137374		-0.955881
0.742424		0.137374		-0.933365
0.744848		0.137374		-0.911586
0.747273		0.137374		-0.890518
0.749697		0.137374		-0.870133
0.752121		0.137374		-0.850407
0.754545		0.137374		-0.831315
0.756970		0.137374		-0.812836
0.759394		0.137374		-0.794946
0.761818		0.137374		-0.777624
0.764242		0.137374		-0.760851
0.766667		0.137374		-0.744607
0.769091		0.137374		-0.728874
0.771515		0.137374		-0.713633
0.773939		0.137374		-0.698868
0.776364		0.137374		-0.684563
0.778788		0.137374		-0.670701
0.781212		0.137374		-0.657267
0.783636		0.137374		-0.644248
0.786061		0.137374		-0.631629
0.788485		0.137374		-0.619397
0.790909		0.137374		-0.607540
0.793333		0.137374		-0.596044
0.795758		0.137374		-0.584900
0.798182		0.137374		-0.574094
0.800606		0.137374		-0.563617
0.803030		0.137374		-0.553457
0.805455		0.137374		-0.543606
0.807879		0.137374		-0.534054
0.810303		0.137374		-0.524791
0.812727		0.137374		-0.515808
0.815152		0.137374		-0.507098
0.817576		0.137374		-0.498652
0.820000		0.137374		-0.490462
0.580000		0.164848		-8.037483
0.582424		0.164848		-7.710906
0.584848		0.164848		-7.400078
0.587273		0.164848		-7.104137
0.589697		0.164848		-6.822272
0.592121		0.164848		-6.553721
0.594545		0.164848		-6.297769
0.596970		0.164848		-6.053745
0.599394		0.164848		-5.821016
0.601818		0.164848		-5.598988
0.604242		0.164848		-5.387101
0.606667		0.164848		-5.184827
0.609091		0.164848		-4.991672
0.611515		0.164848		-4.807166
0.613939		0.164848		-4.630869
0.616364		0.164848		-4.462366
0.618788		0.164848		-4.301263
0.621212		0.164848		-4.147192
0.623636		0.164848		-3.999802
0.626061		0.164848		-3.858763
0.628485		0.164848		-3.723763
0.630909		0.164848		-3.594507
0.633333		0.164848		-3.470718
0.635758		0.164848		-3.352131
0.638182		0.164848		-3.238496
0.640606		0.164848		-3.129579
0.643030		0.164848		-3.025155
0.645455		0.164848		-2.925012
0.647879		0.164848		-2.828951
0.650303		0.164848		-2.736781
0.652727		0.164848		-2.648322
0.655152		0.164848		-2.563403
0.657576		0.164848		-2.481863
0.660000		0.164848		-2.403548
0.662424		0.164848		-2.328311
0.664848		0.164848		-2.256015
0.667273		0.164848		-2.186528
0.669697		0.164848		-2.119725
0.672121		0.164848		-2.055488
0.674545		0.164848		-1.993703
0.676970		0.164848		-1.934263
0.679394		0.164848		-1.877067
0.681818		0.164848		-1.822017
0.684242		0.164848		-1.769021
0.686667		0.164848		-1.717992
0.689091		0.164848		-1.668845
0.691515		0.164848		-1.621502
0.693939		0.164848		-1.575885
0.696364		0.164848		-1.531924
0.698788		0.164848		-1.489549
0.701212		0.164848		-1.448695
0.703636		0.164848		-1.409300
0.706061		0.164848		-1.371302
0.708485		0.164848		-1.334647
0.710909		0.164848		-1.299278
0.713333		0.164848		-1.265146
0.715758		0.164848		-1.232200
0.718182		0.164848		-1.200393
0.720606		0.164848		-1.169680
0.723030		0.164848		-1.140018
0.725455		0.164848		-1.111366
0.727879		0.164848		-1.083685
0.730303		0.164848		-1.056936
0.732727		0.164848		-1.031086
0.735152		0.164848		-1.006098
0.737576		0.164848		-0.981941
0.740000		0.164848		-0.958582
0.742424		0.164848		-0.935992
0.744848		0.164848		-0.914143
0.747273		0.164848		-0.893006
0.749697		0.164848		-0.872556
0.752121		0.164848		-0.852766
0.754545		0.164848		-0.833615
0.756970		0.164848		-0.815077
0.759394		0.164848		-0.797131
0.761818		0.164848		-0.779756
0.764242		0.164848		-0.762931
0.766667		0.164848		-0.746637
0.769091		0.164848		-0.730856
0.771515		0.164848		-0.715570
0.773939		0.164848		-0.700761
0.776364		0.164848		-0.686413
0.778788		0.164848		-0.672510
0.781212		0.164848		-0.659037
0.783636		0.164848		-0.645981
0.786061		0.164848		-0.633325
0.788485		0.164848		-0.621059
0.790909		0.164848		-0.609168
0.793333		0.164848		-0.597641
0.795758		0.164848		-0.586465
0.798182		0.164848		-0.575630
0.800606		0.164848		-0.565124
0.803030		0.164848		-0.554938
0.805455		0.164848		-0.545061
0.807879		0.164848		-0.535483
0.810303		0.164848		-0.526196
0.812727		0.164848		-0.517191
0.815152		0.164848		-0.508459
0.817576		0.164848		-0.499992
0.820000		0.164848		-0.491782
0.580000		0.192323		-8.075786
0.582424		0.192323		-7.747450
0.584848		0.192323		-7.434956
0.587273		0.192323		-7.137433
0.589697		0.192323		-6.854068
0.592121		0.192323		-6.584094
0.594545		0.192323		-6.326791
0.596970		0.192323		-6.081484
0.599394		0.192323		-5.847536
0.601818		0.192323		-5.624350
0.604242		0.192323		-5.411362
0.606667		0.192323		-5.208042
0.609091		0.192323		-5.013892
0.611515		0.192323		-4.828440
0.613939		0.192323		-4.651243
0.616364		0.192323		-4.481882
0.618788		0.192323		-4.319965
0.621212		0.192323		-4.165117
0.623636		0.192323		-4.016987
0.626061		0.192323		-3.875243
0.628485		0.192323		-3.739572
0.630909		0.192323		-3.609677
0.633333		0.192323		-3.485278
0.635758		0.192323		-3.366109
0.638182		0.192323		-3.251920
0.640606		0.192323		-3.142474
0.643030		0.192323		-3.037545
0.645455		0.192323		-2.936920
0.647879		0.192323		-2.840399
0.650303		0.192323		-2.747790
0.652727		0.192323		-2.658912
0.655152		0.192323		-2.573593
0.657576		0.192323		-2.491671
0.660000		0.192323		-2.412990
0.662424		0.192323		-2.337404
0.664848		0.192323		-2.264774
0.667273		0.192323		-2.194967
0.669697		0.192323		-2.127859
0.672121		0.192323		-2.063329
0.674545		0.192323		-2.001265
0.676970		0.192323		-1.941557
0.679394		0.192323		-1.884105
0.681818		0.192323		-1.828810
0.684242		0.192323		-1.775580
0.686667		0.192323		-1.724326
0.689091		0.192323		-1.674964
0.691515		0.192323		-1.627414
0.693939		0.192323		-1.581601
0.696364		0.192323		-1.537450
0.698788		0.192323		-1.494894
0.701212		0.192323		-1.453866
0.703636		0.192323		-1.414304
0.706061		0.192323		-1.376146
0.708485		0.192323		-1.339338
0.710909		0.192323		-1.303822
0.713333		0.192323		-1.269549
0.715758		0.192323		-1.236467
0.718182		0.192323		-1.204530
0.720606		0.192323		-1.173693
0.723030		0.192323		-1.143911
0.725455		0.192323		-1.115144
0.727879		0.192323		-1.087353
0.730303		0.192323		-1.060499
0.732727		0.192323		-1.034546
0.735152		0.192323		-1.009461
0.737576		0.192323		-0.985210
0.740000		0.192323		-0.961761
0.742424		0.192323		-0.939085
0.744848		0.192323		-0.917152
0.747273		0.192323		-0.895935
0.749697		0.192323		-0.875408
0.752121		0.192323		-0.855545
0.754545		0.192323		-0.836322
0.756970		0.192323		-0.817716
0.759394		0.192323		-0.799705
0.761818		0.192323		-0.782266
0.764242		0.192323		-0.765381
0.766667		0.192323		-0.749029
0.769091		0.192323		-0.733192
0.771515		0.192323		-0.717852
0.773939		0.192323		-0.702991
0.776364		0.192323		-0.688593
0.778788		0.192323		-0.674643
0.781212		0.192323		-0.661124
0.783636		0.192323		-0.648023
0.786061		0.192323		-0.635326
0.788485		0.192323		-0.623019
0.790909		0.192323		-0.611089
0.793333		0.192323		-0.599524
0.795758		0.192323		-0.588312
0.798182		0.192323		-0.577443
0.800606		0.192323		-0.566904
0.803030		0.192323		-0.556685
0.805455		0.192323		-0.546778
0.807879		0.192323		-0.537171
0.810303		0.192323		-0.527856
0.812727		0.192323		-0.518824
0.815152		0.192323		-0.510066
0.817576		0.192323		-0.501574
0.820000		0.192323		-0.493341
0.580000		0.219798		-8.119365
0.582424		0.219798		-7.789036
0.584848		0.219798		-7.474652
0.587273		0.219798		-7.175337
0.589697		0.219798		-6.890270
0.592121		0.219798		-6.618681
0.594545		0.219798		-6.359845
0.596970		0.219798		-6.113082
0.599394		0.219798		-5.877751
0.601818		0.219798		-5.653250
0.604242		0.219798		-5.439012
0.606667		0.219798		-5.234505
0.609091		0.219798		-5.039224
0.611515		0.219798		-4.852697
0.613939		0.219798		-4.674477
0.616364		0.219798		-4.504144
0.618788		0.219798		-4.341299
0.621212		0.219798		-4.185568
0.623636		0.219798		-4.036597
0.626061		0.219798		-3.894053
0.628485		0.219798		-3.757618
0.630909		0.219798		-3.626996
0.633333		0.219798		-3.501903
0.635758		0.219798		-3.382072
0.638182		0.219798		-3.267252
0.640606		0.219798		-3.157204
0.643030		0.219798		-3.051700
0.645455		0.219798		-2.950527
0.647879		0.219798		-2.853483
0.650303		0.219798		-2.760374
0.652727		0.219798		-2.671018
0.655152		0.219798		-2.585243
0.657576		0.219798		-2.502884
0.660000		0.219798		-2.423787
0.662424		0.219798		-2.347803
0.664848		0.219798		-2.274792
0.667273		0.219798		-2.204622
0.669697		0.219798		-2.137165
0.672121		0.219798		-2.072302
0.674545		0.219798		-2.009919
0.676970		0.219798		-1.949906
0.679394		0.219798		-1.892162
0.681818		0.219798		-1.836588
0.684242		0.219798		-1.783090
0.686667		0.219798		-1.731579
0.689091		0.219798		-1.681972
0.691515		0.219798		-1.634187
0.693939		0.219798		-1.588148
0.696364		0.219798		-1.543782
0.698788		0.219798		-1.501019
0.701212		0.219798		-1.459792
0.703636		0.219798		-1.420039
0.706061		0.219798		-1.381700
0.708485		0.219798		-1.344716
0.710909		0.219798		-1.309033
0.713333		0.219798		-1.274598
0.715758		0.219798		-1.241362
0.718182		0.219798		-1.209276
0.720606		0.219798		-1.178296
0.723030		0.219798		-1.148378
0.725455		0.219798		-1.119480
0.727879		0.219798		-1.091562
0.730303		0.219798		-1.064587
0.732727		0.219798		-1.038519
0.735152		0.219798		-1.013322
0.737576		0.219798		-0.988963
0.740000		0.219798		-0.965411
0.742424		0.219798		-0.942636
0.744848		0.219798		-0.920608
0.747273		0.219798		-0.899300
0.749697		0.219798		-0.878685
