-10.080	-10.080	0.000	0.00015752
-9.920	-10.080	0.000	0.00015752
-9.760	-10.080	0.000	0.00015752
-9.600	-10.080	0.000	0.00015752
-9.440	-10.080	0.000	0.00015753
-9.280	-10.080	0.000	0.00015753
-9.120	-10.080	0.000	0.00015753
-8.960	-10.080	0.000	0.00015754
-8.800	-10.080	0.000	0.00015755
-8.640	-10.080	0.000	0.00015756
-8.480	-10.080	0.000	0.00015757
-8.320	-10.080	0.000	0.00015760
-8.160	-10.080	0.000	0.00015763
-8.000	-10.080	0.000	0.00015768
-7.840	-10.080	0.000	0.00015774
-7.680	-10.080	0.000	0.00015783
-7.520	-10.080	0.000	0.00015796
-7.360	-10.080	0.000	0.00015814
-7.200	-10.080	0.000	0.00015839
-7.040	-10.080	0.000	0.00015874
-6.880	-10.080	0.000	0.00015922
-6.720	-10.080	0.000	0.00015989
-6.560	-10.080	0.000	0.00016080
-6.400	-10.080	0.000	0.00016206
-6.240	-10.080	0.000	0.00016377
-6.080	-10.080	0.000	0.00016607
-5.920	-10.080	0.000	0.00016911
-5.760	-10.080	0.000	0.00017303
-5.600	-10.080	0.000	0.00017796
-5.440	-10.080	0.000	0.00018396
-5.280	-10.080	0.000	0.00019102
-5.120	-10.080	0.000	0.00019906
-4.960	-10.080	0.000	0.00020793
-4.800	-10.080	0.000	0.00021763
-4.640	-10.080	0.000	0.00022837
-4.480	-10.080	0.000	0.00024046
-4.320	-10.080	0.000	0.00025407
-4.160	-10.080	0.000	0.00026932
-4.000	-10.080	0.000	0.00028640
-3.840	-10.080	0.000	0.00030519
-3.680	-10.080	0.000	0.00032574
-3.520	-10.080	0.000	0.00034894
-3.360	-10.080	0.000	0.00037660
-3.200	-10.080	0.000	0.00041009
-3.040	-10.080	0.000	0.00044986
-2.880	-10.080	0.000	0.00049638
-2.720	-10.080	0.000	0.00054761
-2.560	-10.080	0.000	0.00060223
-2.400	-10.080	0.000	0.00065926
-2.240	-10.080	0.000	0.00071888
-2.080	-10.080	0.000	0.00077974
-1.920	-10.080	0.000	0.00084253
-1.760	-10.080	0.000	0.00090823
-1.600	-10.080	0.000	0.00097797
-1.440	-10.080	0.000	0.00103802
-1.280	-10.080	0.000	0.00110495
-1.120	-10.080	0.000	0.00116045
-0.960	-10.080	0.000	0.00121711
-0.800	-10.080	0.000	0.00126432
-0.640	-10.080	0.000	0.00130626
-0.480	-10.080	0.000	0.00133892
-0.320	-10.080	0.000	0.00136312
-0.160	-10.080	0.000	0.00137751
0.000	-10.080	0.000	0.00138258
0.160	-10.080	0.000	0.00137751
0.320	-10.080	0.000	0.00136312
0.480	-10.080	0.000	0.00133893
0.640	-10.080	0.000	0.00130621
0.800	-10.080	0.000	0.00126406
0.960	-10.080	0.000	0.00121621
1.120	-10.080	0.000	0.00115838
1.280	-10.080	0.000	0.00110002
1.440	-10.080	0.000	0.00102985
1.600	-10.080	0.000	0.00096571
1.760	-10.080	0.000	0.00089272
1.920	-10.080	0.000	0.00082720
2.080	-10.080	0.000	0.00076873
2.240	-10.080	0.000	0.00071316
2.400	-10.080	0.000	0.00065861
2.560	-10.080	0.000	0.00060719
2.720	-10.080	0.000	0.00055855
2.880	-10.080	0.000	0.00050983
3.040	-10.080	0.000	0.00046286
3.200	-10.080	0.000	0.00041962
3.360	-10.080	0.000	0.00038081
3.520	-10.080	0.000	0.00034881
3.680	-10.080	0.000	0.00032359
3.840	-10.080	0.000	0.00030381
4.000	-10.080	0.000	0.00028598
4.160	-10.080	0.000	0.00026949
4.320	-10.080	0.000	0.00025432
4.480	-10.080	0.000	0.00024058
4.640	-10.080	0.000	0.00022838
4.800	-10.080	0.000	0.00021760
4.960	-10.080	0.000	0.00020791
5.120	-10.080	0.000	0.00019906
5.280	-10.080	0.000	0.00019102
5.440	-10.080	0.000	0.00018396
5.600	-10.080	0.000	0.00017796
5.760	-10.080	0.000	0.00017303
5.920	-10.080	0.000	0.00016911
6.080	-10.080	0.000	0.00016607
6.240	-10.080	0.000	0.00016377
6.400	-10.080	0.000	0.00016206
6.560	-10.080	0.000	0.00016080
6.720	-10.080	0.000	0.00015989
6.880	-10.080	0.000	0.00015922
7.040	-10.080	0.000	0.00015874
7.200	-10.080	0.000	0.00015839
7.360	-10.080	0.000	0.00015814
7.520	-10.080	0.000	0.00015796
7.680	-10.080	0.000	0.00015783
7.840	-10.080	0.000	0.00015774
8.000	-10.080	0.000	0.00015768
8.160	-10.080	0.000	0.00015763
8.320	-10.080	0.000	0.00015760
8.480	-10.080	0.000	0.00015757
8.640	-10.080	0.000	0.00015756
8.800	-10.080	0.000	0.00015755
8.960	-10.080	0.000	0.00015754
9.120	-10.080	0.000	0.00015753
9.280	-10.080	0.000	0.00015753
9.440	-10.080	0.000	0.00015753
9.600	-10.080	0.000	0.00015752
9.760	-10.080	0.000	0.00015752
9.920	-10.080	0.000	0.00015752
10.080	-10.080	0.000	0.00015752
-10.080	-9.920	0.000	0.00015752
-9.920	-9.920	0.000	0.00015753
-9.760	-9.920	0.000	0.00015753
-9.600	-9.920	0.000	0.00015753
-9.440	-9.920	0.000	0.00015754
-9.280	-9.920	0.000	0.00015754
-9.120	-9.920	0.000	0.00015756
-8.960	-9.920	0.000	0.00015757
-8.800	-9.920	0.000	0.00015760
-8.640	-9.920	0.000	0.00015763
-8.480	-9.920	0.000	0.00015769
-8.320	-9.920	0.000	0.00015776
-8.160	-9.920	0.000	0.00015787
-8.000	-9.920	0.000	0.00015803
-7.840	-9.920	0.000	0.00015825
-7.680	-9.920	0.000	0.00015856
-7.520	-9.920	0.000	0.00015901
-7.360	-9.920	0.000	0.00015963
-7.200	-9.920	0.000	0.00016050
-7.040	-9.920	0.000	0.00016172
-6.880	-9.920	0.000	0.00016339
-6.720	-9.920	0.000	0.00016569
-6.560	-9.920	0.000	0.00016879
-6.400	-9.920	0.000	0.00017292
-6.240	-9.920	0.000	0.00017829
-6.080	-9.920	0.000	0.00018512
-5.920	-9.920	0.000	0.00019355
-5.760	-9.920	0.000	0.00020363
-5.600	-9.920	0.000	0.00021532
-5.440	-9.920	0.000	0.00022849
-5.280	-9.920	0.000	0.00024301
-5.120	-9.920	0.000	0.00025890
-4.960	-9.920	0.000	0.00027635
-4.800	-9.920	0.000	0.00029557
-4.640	-9.920	0.000	0.00031695
-4.480	-9.920	0.000	0.00034085
-4.320	-9.920	0.000	0.00036778
-4.160	-9.920	0.000	0.00039838
-4.000	-9.920	0.000	0.00043304
-3.840	-9.920	0.000	0.00047338
-3.680	-9.920	0.000	0.00052193
-3.520	-9.920	0.000	0.00057959
-3.360	-9.920	0.000	0.00064701
-3.200	-9.920	0.000	0.00072428
-3.040	-9.920	0.000	0.00081164
-2.880	-9.920	0.000	0.00090797
-2.720	-9.920	0.000	0.00101074
-2.560	-9.920	0.000	0.00111989
-2.400	-9.920	0.000	0.00123584
-2.240	-9.920	0.000	0.00135762
-2.080	-9.920	0.000	0.00148272
-1.920	-9.920	0.000	0.00161321
-1.760	-9.920	0.000	0.00174971
-1.600	-9.920	0.000	0.00188458
-1.440	-9.920	0.000	0.00200825
-1.280	-9.920	0.000	0.00213870
-1.120	-9.920	0.000	0.00224746
-0.960	-9.920	0.000	0.00235741
-0.800	-9.920	0.000	0.00244797
-0.640	-9.920	0.000	0.00252862
-0.480	-9.920	0.000	0.00258997
-0.320	-9.920	0.000	0.00263658
-0.160	-9.920	0.000	0.00266410
0.000	-9.920	0.000	0.00267325
0.160	-9.920	0.000	0.00266410
0.320	-9.920	0.000	0.00263658
0.480	-9.920	0.000	0.00258997
0.640	-9.920	0.000	0.00252861
0.800	-9.920	0.000	0.00244794
0.960	-9.920	0.000	0.00235707
1.120	-9.920	0.000	0.00224640
1.280	-9.920	0.000	0.00213582
1.440	-9.920	0.000	0.00200312
1.600	-9.920	0.000	0.00187495
1.760	-9.920	0.000	0.00173590
1.920	-9.920	0.000	0.00159467
2.080	-9.920	0.000	0.00146236
2.240	-9.920	0.000	0.00133542
2.400	-9.920	0.000	0.00121227
2.560	-9.920	0.000	0.00109893
2.720	-9.920	0.000	0.00100162
2.880	-9.920	0.000	0.00091272
3.040	-9.920	0.000	0.00082317
3.200	-9.920	0.000	0.00073795
3.360	-9.920	0.000	0.00065763
3.520	-9.920	0.000	0.00058490
3.680	-9.920	0.000	0.00052197
3.840	-9.920	0.000	0.00047088
4.000	-9.920	0.000	0.00042998
4.160	-9.920	0.000	0.00039631
4.320	-9.920	0.000	0.00036710
4.480	-9.920	0.000	0.00034094
4.640	-9.920	0.000	0.00031718
4.800	-9.920	0.000	0.00029569
4.960	-9.920	0.000	0.00027637
5.120	-9.920	0.000	0.00025890
5.280	-9.920	0.000	0.00024301
5.440	-9.920	0.000	0.00022849
5.600	-9.920	0.000	0.00021532
5.760	-9.920	0.000	0.00020363
5.920	-9.920	0.000	0.00019355
6.080	-9.920	0.000	0.00018512
6.240	-9.920	0.000	0.00017829
6.400	-9.920	0.000	0.00017292
6.560	-9.920	0.000	0.00016879
6.720	-9.920	0.000	0.00016569
6.880	-9.920	0.000	0.00016339
