-3.975985	0.12301297
-3.8745468	0.28146419
-3.6964132	0.42863688
-3.4488355	0.55828271
-3.1419444	0.66507682
-2.7883027	0.744644
-2.4023882	0.79372594
-2.0000000	0.81031297
-1.5976118	0.79372594
-1.2116973	0.744644
-0.85805566	0.66507682
-0.55116454	0.55828271
-0.30358683	0.42863688
-0.12545322	0.28146419
-0.024014964	0.12301297
0.024014964	0.12301297
0.12545322	0.28146419
0.30358683	0.42863688
0.55116454	0.55828271
0.85805566	0.66507682
1.2116973	0.744644
1.5976118	0.79372594
2.0000000	0.81031297
2.4023882	0.79372594
2.7883027	0.744644
3.1419444	0.66507682
3.4488355	0.55828271
3.6964132	0.42863688
3.8745468	0.28146419
3.975985	0.12301297
