21	20
0	0.070539889691988753367	0.16874680185111386215
0	0.37212681800161144379	0.29125436200606828172
0	0.91658210248327356467	0.26668610286700128855
0	1.7073065310283438807	0.16600245326950684003
0	2.7491992553094321296	0.07482606466879237054
0	4.0489253138508869224	0.024964417309283221073
0	5.6151749708616165141	0.0062025508445722368474
0	7.4590174536710633098	0.001144962386476908242
0	9.5943928695810967725	0.00015574177302781197478
0	12.03880254696431631	0.000015401440865224915689
0	14.814293442630739979	1.0864863665179823515e-6
0	17.948895520519376017	5.3301209095567147509e-8
0	21.478788240285010976	1.7579811790505820036e-9
0	25.451702793186905504	3.7255024025123208726e-11
0	29.932554631700612007	4.7675292515781905245e-13
0	35.013434240479000006	3.3728442433624384124e-15
0	40.833057056728571062	1.155014339500398831e-17
0	47.61999404734650214	1.5395221405823435535e-20
0	55.810795750063898891	5.2864427255691578288e-24
0	66.524416525615753819	1.6564566124990232959e-28
1	0.17490675238661462808	0.043165637127123016042
1	0.58730308063826856398	0.1733935400036829505
1	1.2382251018342362541	0.27686390197240978825
1	2.1313962600769333664	0.25696514879346962331
1	3.2721331335169871751	0.15719580515586286163
1	4.6674944658883556031	0.066900863619531832013
1	6.3265361976738361974	0.020301206684419844966
1	8.2606709520137285008	0.0044331674291972079917
1	10.484167381208228499	0.00069623862451405933641
1	13.014848772152628434	0.000078005012015230761706
1	15.875087012784754848	6.1411804007204543466e-6
1	19.093251907606250614	3.3216014376454322967e-7
1	22.7058938881731319	1.1959014584009078198e-8
1	26.761170229379413656	2.7440889322439501662e-10
1	31.324516137007526279	3.7769340269412110656e-12
1	36.48870334614904729	2.8584518010325666186e-14
1	42.39342274577448785	1.0427713161644352048e-16
1	49.268813849868485434	1.4763788135258949583e-19
1	57.554420971314804092	5.3790385783635671802e-23
1	68.377037814552280817	1.7931605230594031993e-27
2	0.30713030449433458782	0.028045547579310043326
2	0.82671116019541575664	0.19009986758945737902
2	1.5801236748240223804	0.4482827043797567495
2	2.5719669210344059791	0.56231744128449456462
2	3.8080377553304242113	0.43782023215688387406
2	5.2957813385708740928	0.22725641118202038892
2	7.0445977004594117415	0.081497353883286753088
2	9.0662191178153444839	0.020531585378405573759
2	11.375220078771874714	0.0036506945731492668201
2	13.989724926712798672	0.0004561659865731272363
2	16.932411393991265963	0.000039568251820362288557
2	20.231971584801627102	2.3345448848813134463e-6
2	23.925310505380243591	9.0934663707078512713e-8
2	28.060995738545914332	2.2420541414230366339e-9
2	32.704966371571631847	3.2972741791668394063e-11
2	37.950658303403634889	2.6541799641843548566e-13
2	43.938717535583635735	1.0262078187515314366e-15
2	50.900824090462422347	1.536212035356379976e-18
2	59.2794680217571272	5.91331156548931674e-22
2	70.209163476293590375	2.0884244786089446187e-26
3	0.46370782790373323452	0.032175523548689894035
3	1.0879365342528900453	0.31985447258210776965
3	1.9405712784389576973	1.0169815413585005822
3	3.027812109866941466	1.6217463112774385879
3	4.3560914219617323694	1.5389159723159192168
3	5.9332762369167235683	0.94350672791587640516
3	7.769111374415115925	0.39018312307854083567
3	9.8756380549276704953	0.11124448373660780825
3	12.267722251442431294	0.02205130231454353615
3	14.963774224283484363	0.0030344693323113967509
3	17.986762666457521848	0.00028697866656075817137
3	21.365687646522072614	0.000018307672263664985235
3	25.137794886052646892	7.6572769094505365666e-7
3	29.352048579944572913	2.0155325814139498085e-8
3	34.074877594457856037	3.1492890430670171295e-10
3	39.400366486161910754	2.6829183017865242835e-12
3	45.470097552177351329	1.0945241426193170192e-14
3	52.517264953775725021	1.7254042031267574984e-17
3	60.987258759214974563	6.9904129151010991476e-21
3	72.022199560825687571	2.6057993361062917579e-25
4	0.64213248527444626441	0.05554010868754105662
4	1.3689504083008093635	0.74697508369010272266
4	2.3180247754073767073	3.0227571425527306478
4	3.4977897206592333066	5.8775731625484642643
4	4.9154830087829395577	6.5890531745956574519
4	6.5794461369656446972	4.6587004360184342114
4	8.4997818998698949489	2.1801690135562691812
4	10.688838501466587627	0.6928494399606351988
4	13.161765315346900918	0.15121686166297836625
4	15.937248013481380917	0.022681106648827211387
4	19.038534902999370999	0.0023184437960984893258
4	22.4949224614902706	0.00015874112968710378816
4	26.343985512700829205	7.0838945896726234689e-6
4	30.635073035223966157	1.9795819425709795791e-7
4	35.435091177975865285	3.270306675237720387e-9
4	40.838759097159017562	2.9357402642851579078e-11
4	46.988577976531215075	1.258785646550254489e-13
4	54.11923130669616117	2.0821628874261226485e-16
4	62.678965623745964391	8.8491378845511300862e-20
4	73.817398639922125248	3.4700598479868877273e-24
5	0.84044684611733514222	0.13165487806398689498
5	1.6680528342458559112	2.2719158569726297684
5	2.7111296437669123574	11.243698084930803025
5	3.9808625829750617472	25.865125721744913044
5	5.4854526151645568265	33.463950362266087723
5	7.2337721153603971595	26.785129577034408724
5	9.2363008058225244449	13.974546654164486804
5	11.505697089975280387	4.8899878958558450639
5	14.057389894873936131	1.1631893497143125556
5	16.910333206710867173	0.18853926569755572512
5	20.0880463533727992	0.020678659219372710557
5	23.620112918915924669	0.0015100413807410953887
5	27.54442709142618972	0.000071504663395423426304
5	31.910712400612328661	2.111224718090946959e-6
5	36.786341180965686683	3.6719166342805714128e-8
5	42.266654414193903049	3.4602031017503583928e-10
5	48.495056031701113974	1.5540087561133614796e-12
5	55.707695476113253398	2.6886516563689630478e-15
5	64.355634241138243107	1.1950661041447442993e-18
5	75.595882256547830259	4.9149624236807471814e-23
6	1.0570476542516988263	0.40393128754332037617
6	1.9838016036276232665	8.6129469023952825961
6	3.1187016644442831083	50.629252272319860189
6	4.4761012766521310956	134.67969013111400795
6	6.0653031690064124602	197.4770838398325498
6	7.8957647427515692188	176.3306197920118081
6	9.9783635310191580275	101.33217189817963328
6	12.326074145884542543	38.651903502464592283
6	14.954603943062204241	9.9359969709320586538
6	17.883170536830822497	1.7278662333288128931
6	21.135557756058050822	0.20207628228183348868
6	24.741628761883821973	0.015653312470262726882
6	28.739588894746055981	0.00078280874906322504334
6	33.179527336096461266	0.000024318361074105219561
6	38.129272704660300771	4.4362168793862370807e-7
6	43.684776153876575571	4.3736048109768334376e-9
6	49.990329355469967324	2.0510566564849328434e-11
6	57.283525630927061505	3.7012179345501821844e-14
6	66.018201814133547643	1.7159424192935975068e-17
6	77.358659324617711859	7.3814931580613008841e-22
7	1.2905819591442493784	1.5389191416338884949
7	2.3149569026575744452	39.416629970209059383
7	3.5397020798578423681	269.1351459106658588
7	4.9826755667264500741	813.24142750062214672
7	6.6544007215795487802	1331.9861859253628181
7	8.5649694339734486284	1311.0816759686846738
7	10.725677812136613509	821.69006975291909076
7	13.149823997296543497	338.79875732112535867
7	15.853394327297728779	93.448673425006335357
7	18.855867028782193687	17.327811480055384252
7	22.181285450172590841	2.1493626640226419628
7	25.85978617846842929	0.17578820488474512254
7	29.929878722187939205	0.0092458376436295262027
7	34.442010118096860623	0.00030109575237777237783
7	39.464456381119219582	5.7420737968886895496e-6
7	45.093768153755589095	5.9049283188696703133e-8
7	51.475110844160229242	2.8836963408346593219e-10
7	58.847500763051027756	5.4137237044181747972e-13
7	67.667512222420091362	2.6115522974763428538e-16
7	79.106641337115829857	1.1721530540454903896e-20
8	1.5398845517931017846	7.0611237844551633459
8	2.6604403895351163964	212.52221974849105626
8	3.97321473591164033	1656.1375789767783709
8	5.4998430989116634387	5603.8247786819586727
8	7.2521704209398610491	10132.388661326380068
8	9.2409671240232113333	10886.480742661861038
8	11.477967505063032461	7379.3115368653551486
8	13.976800975437670708	3265.7366605177078155
8	16.753734390301550104	960.621251639679617
8	19.828504711925252075	188.92625535733245376
8	23.22541095992263003	24.740225953651935679
8	26.974858062113786503	2.1276259833123289803
8	31.115653695061371463	0.11726804271773811373
8	35.698595864096219563	0.003990288131744073771
8	40.792399948945569713	0.000079319312150070883901
8	46.494206238831103843	8.4856156517067351421e-7
8	52.95004076336027208	4.3047421207639390974e-9
8	60.400323006485300782	8.3883276069058971325e-12
8	69.304328523554693681	4.2011265634136964408e-15
8	80.840655033786952661	1.96300872837505709e-19
9	1.8039369312534090453	38.114441293317642754
9	3.0193047653957135109	1324.4477039208142491
9	4.4184268219984682955	11613.298188895143651
9	6.026938284491128081	43491.255083933084566
9	7.8580910692730952831	85967.720885697936005
9	9.9233728009150553809	99994.329014211841848
9	12.234973960364161784	72794.438142123719299
9	14.806862870575883772	34368.774672569131428
9	17.655588964008166673	10724.827638194650702
9	20.801146825665440751	2226.9020485187909313
9	24.268088129476323504	306.61691558551314919
9	28.087081883544035751	27.62713535177627658
9	32.297228721894894586	1.5905636670442496854
9	36.949671482592275299	0.056387751310002851505
9	42.113557603746523606	0.0011652802332049180668
9	47.88660790708560223	0.000012937528486036254003
9	54.415696717318335567	6.8026932897082677657e-8
9	61.942627850845372395	1.3730521133669903124e-10
9	70.929343381300505021	7.1251639923039244697e-14
9	82.561453028255609465	3.4588615818818461198e-18
10	2.0818386901363497912	237.58166553535688989
10	3.3907107472037303902	9395.1842335739267968
10	4.8746130545874925341	91615.445870316541026
10	6.5633623023635809122	376049.43113349337572
10	8.4716894943434277605	805970.75423173941015
10	10.611833128973310423	1.0078221506894604153e6
10	12.996456088248640171	783222.46319781480384
10	15.639872857077738049	392446.95737288777241
10	18.558917734209513938	129323.28057193473318
10	21.773842315545447355	28236.387918816754889
10	25.30944852121811356	4073.2112977415654879
10	29.196665817929812344	383.30173556545989944
10	33.474883221707030634	22.984957706526068012
10	38.195582889355102382	0.84676448637487653868
10	43.42833762645940652	0.018149122924186816907
10	49.271440305922556421	0.0002086667406552783496
10	55.872601922883751131	1.1349490769187261839e-6
10	63.474992673262964825	2.3683105448647391458e-9
10	72.543187826322261485	1.2710703483449909864e-12
10	84.269722782249769374	6.3984531980998352476e-17
11	2.3727866261277330359	1684.7529190188194811
11	3.7739093050498846502	74911.6599093683074
11	5.3411227575229408383	804444.66335674339213
11	7.1085744156268628435	3.5894933202557172634e6
11	9.0925352411024495222	8.2834955812619374596e6
11	11.306023773009276023	1.106865352173023575e7
11	13.76218973659938985	9.1350911731476640312e6
11	16.475700486334805168	4.8357325475106430997e6
11	19.463677516578542057	1.6760538194809900772e6
11	22.746629140126590963	383443.0637267721988
11	26.349605559923879013	57768.033806189235823
11	30.30379357624925623	5661.3924750229126535
11	34.648866524933096278	352.69713672666045175
11	39.436640884888727403	13.470889596248507929
11	44.737108663207304809	0.29882250751393118523
11	50.649126855066860901	0.0035508824566729290274
11	57.321232128022602486	0.000019941602609543629578
11	64.997943915229872953	4.2946587809173845815e-8
11	74.146438663900689356	2.3798809226161969573e-11
11	85.966094230499235621	1.2401629374509204491e-15
12	2.6760589486898456353	13424.505190173576024
12	4.1682277121805284322	664369.5533705561764
12	5.8173692816171008638	7.791557745209217459e6
12	7.6620845378296917286	3.7529503475471477449e7
12	9.7202357670082123677	9.2693362998179520069e7
12	12.005646723530620109	1.3167007828692642777e8
12	14.531966730344357008	1.1488155723136802155e8
