mcid,tau,x,y,eta,E,px,py,pz
  211,7.74945000e-01,-7.26706000e+00,-2.29634000e+00,-3.75000000e+00,1.52379618e+01,-1.05885089e-01,-1.35045609e-01,-1.52363557e+01
  211,9.74729000e-01,-6.69473000e+00,-3.48453000e+00,2.50000000e+00,5.22934914e+00,-2.78588762e-01,-6.46171258e-02,5.21965769e+00
  211,9.75021000e-01,6.50703000e+00,3.90019000e+00,-2.50000000e-01,1.41719294e+00,6.25355923e-01,5.51085466e-01,-1.13762501e+00
  211,1.22500000e+00,-9.99960000e-02,-7.58012000e+00,-5.00000000e+00,1.62793396e+02,2.80585609e-01,-1.14956587e+00,-1.62789034e+02
  211,1.32500000e+00,-2.99980000e-01,7.58802000e+00,1.75000000e+00,1.48369145e+00,1.03612276e-01,2.62978318e-01,1.44981641e+00
  211,1.47544000e+00,-6.66650000e+00,-3.69466000e+00,-2.00000000e+00,3.60214651e-01,-1.26187328e-01,-8.09357548e-02,-2.96312286e-01
  211,1.77423000e+00,-5.93445000e+00,-4.91665000e+00,-4.25000000e+00,1.69452076e+01,-4.63699443e-01,-7.01379407e-01,-1.69237591e+01
  211,1.76616000e+00,-2.17661000e+00,7.39643000e+00,-2.75000000e+00,1.57014236e+01,9.02449820e-03,9.93792745e-01,-1.56693178e+01
  211,1.82500000e+00,9.00105000e-01,-7.68668000e+00,1.25000000e+00,2.96366036e-01,1.41543868e-01,-1.63209539e-01,1.47244791e-01
  211,1.97500000e+00,7.00092000e-01,7.75111000e+00,3.50000000e+00,4.78157949e+00,1.08250253e-01,6.90383716e-02,4.77781720e+00
  211,2.02500000e+00,-9.00015000e-01,-7.75481000e+00,-7.50000000e-01,8.75307620e-01,-3.37839423e-01,-3.55738258e-01,-7.11335653e-01
  211,2.37494000e+00,6.52883000e+00,-4.50083000e+00,1.25000000e+00,2.99860358e+00,1.26777530e+00,-4.56685499e-02,2.71344852e+00
  211,2.57500000e+00,-7.92814000e+00,1.30016000e+00,-4.00000000e+00,3.19050064e+01,-5.32570330e-01,-9.30985047e-02,-3.19001190e+01
  211,2.57671000e+00,-2.47398000e+00,-7.62972000e+00,-2.75000000e+00,4.52378941e+00,-2.21515463e-01,-6.87568005e-01,-4.46356071e+00
  211,2.57392000e+00,6.14547000e+00,5.13420000e+00,-1.75000000e+00,3.29401875e+00,8.12036853e-01,1.14815579e+00,-2.97546879e+00
  211,2.62662000e+00,-7.43172000e+00,3.06975000e+00,-4.50000000e+00,6.33651781e+00,-2.69665184e-01,1.22327765e-01,-6.32805632e+00
  211,2.62633000e+00,-5.05168000e+00,-6.24410000e+00,-2.00000000e+00,1.54850912e+00,-9.37205271e-02,-4.76848350e-01,-1.46363683e+00
  211,2.72496000e+00,-7.07828000e+00,-3.90058000e+00,-1.75000000e+00,1.22267604e+00,-2.61882526e-01,-2.59049415e-03,-1.18611452e+00
  211,2.77413000e+00,-5.72036000e+00,5.72036000e+00,-3.25000000e+00,8.53911209e+00,-2.56259103e-01,2.47638502e-01,-8.53053180e+00
  211,2.97500000e+00,5.00006000e-01,-8.16650000e+00,5.00000000e-01,1.15110707e+00,6.89070336e-02,-1.08762856e+00,3.43341928e-01
  211,2.97347000e+00,3.11690000e+00,-7.56997000e+00,-2.50000000e-01,8.71596932e-01,-2.94944686e-01,-5.48225182e-01,-5.93850307e-01
  211,3.02567000e+00,-5.49358000e+00,-6.08572000e+00,-3.75000000e+00,6.77007866e+00,-3.10589778e-01,-2.68486598e-01,-6.75617736e+00
  211,3.07499000e+00,-7.95881000e+00,-2.10020000e+00,1.50000000e+00,8.43650579e-01,-4.34116711e-01,1.06918225e-01,7.01696333e-01
  211,3.12500000e+00,-3.00082000e-01,-8.24370000e+00,1.00000000e+00,1.37848902e+00,1.96182382e-01,-7.80624521e-01,1.11035582e+00
  211,3.17547000e+00,-4.29780000e+00,7.06734000e+00,-1.00000000e+00,5.90992630e-01,-1.86769291e-01,3.50588207e-01,-4.14726005e-01
  211,3.22613000e+00,4.67145000e+00,-6.85042000e+00,1.50000000e+00,1.58498466e+00,6.15295238e-01,-4.69569796e-01,1.37608599e+00
