0.00000000e+00	3.86098030e-03	{7.17752430e-03,	2.21898470e+02},
0.00000000e+00	3.86098030e-03	{3.78993630e-02,	2.21708332e+02},
0.00000000e+00	3.86098030e-03	{9.35073360e-02,	2.16049312e+02},
0.00000000e+00	3.86098030e-03	{1.74611500e-01,	1.87488550e+02},
0.00000000e+00	3.86098030e-03	{2.82124830e-01,	1.36474777e+02},
0.00000000e+00	3.86098030e-03	{4.17333600e-01,	8.55134357e+01},
0.00000000e+00	3.86098030e-03	{5.81993540e-01,	4.77632919e+01},
0.00000000e+00	3.86098030e-03	{7.78479140e-01,	2.41523214e+01},
0.00000000e+00	3.86098030e-03	{1.01002170e+00,	1.10516118e+01},
0.00000000e+00	3.86098030e-03	{1.28110830e+00,	4.52634307e+00},
0.00000000e+00	3.86098030e-03	{1.59819070e+00,	1.62751131e+00},
0.00000000e+00	3.86098030e-03	{1.97106870e+00,	4.98619600e-01},
0.00000000e+00	3.86098030e-03	{2.41596300e+00,	1.23951931e-01},
0.00000000e+00	3.86098030e-03	{2.96389860e+00,	2.27878464e-02},
0.00000000e+00	3.86098030e-03	{3.69431420e+00,	2.44454494e-03},

0.00000000e+00	2.03256210e-02	{7.17752430e-03,	2.21898470e+02},
0.00000000e+00	2.03256210e-02	{3.78993630e-02,	2.21708331e+02},
0.00000000e+00	2.03256210e-02	{9.35073360e-02,	2.16049303e+02},
0.00000000e+00	2.03256210e-02	{1.74611500e-01,	1.87488513e+02},
0.00000000e+00	2.03256210e-02	{2.82124830e-01,	1.36474717e+02},
0.00000000e+00	2.03256210e-02	{4.17333600e-01,	8.55133712e+01},
0.00000000e+00	2.03256210e-02	{5.81993540e-01,	4.77632365e+01},
0.00000000e+00	2.03256210e-02	{7.78479140e-01,	2.41522815e+01},
0.00000000e+00	2.03256210e-02	{1.01002170e+00,	1.10515874e+01},
0.00000000e+00	2.03256210e-02	{1.28110830e+00,	4.52633043e+00},
0.00000000e+00	2.03256210e-02	{1.59819070e+00,	1.62750584e+00},
0.00000000e+00	2.03256210e-02	{1.97106870e+00,	4.98617659e-01},
0.00000000e+00	2.03256210e-02	{2.41596300e+00,	1.23951383e-01},
0.00000000e+00	2.03256210e-02	{2.96389860e+00,	2.27877323e-02},
0.00000000e+00	2.03256210e-02	{3.69431420e+00,	2.44453067e-03},

0.00000000e+00	4.98740390e-02	{7.17752430e-03,	2.21898470e+02},
0.00000000e+00	4.98740390e-02	{3.78993630e-02,	2.21708329e+02},
0.00000000e+00	4.98740390e-02	{9.35073360e-02,	2.16049256e+02},
0.00000000e+00	4.98740390e-02	{1.74611500e-01,	1.87488321e+02},
0.00000000e+00	4.98740390e-02	{2.82124830e-01,	1.36474405e+02},
0.00000000e+00	4.98740390e-02	{4.17333600e-01,	8.55130360e+01},
0.00000000e+00	4.98740390e-02	{5.81993540e-01,	4.77629490e+01},
0.00000000e+00	4.98740390e-02	{7.78479140e-01,	2.41520742e+01},
0.00000000e+00	4.98740390e-02	{1.01002170e+00,	1.10514605e+01},
0.00000000e+00	4.98740390e-02	{1.28110830e+00,	4.52626474e+00},
0.00000000e+00	4.98740390e-02	{1.59819070e+00,	1.62747742e+00},
0.00000000e+00	4.98740390e-02	{1.97106870e+00,	4.98607557e-01},
0.00000000e+00	4.98740390e-02	{2.41596300e+00,	1.23948531e-01},
0.00000000e+00	4.98740390e-02	{2.96389860e+00,	2.27871376e-02},
0.00000000e+00	4.98740390e-02	{3.69431420e+00,	2.44445637e-03},

0.00000000e+00	9.23892010e-02	{7.17752430e-03,	2.21898470e+02},
0.00000000e+00	9.23892010e-02	{3.78993630e-02,	2.21708323e+02},
0.00000000e+00	9.23892010e-02	{9.35073360e-02,	2.16049119e+02},
0.00000000e+00	9.23892010e-02	{1.74611500e-01,	1.87487768e+02},
0.00000000e+00	9.23892010e-02	{2.82124830e-01,	1.36473508e+02},
0.00000000e+00	9.23892010e-02	{4.17333600e-01,	8.55120691e+01},
0.00000000e+00	9.23892010e-02	{5.81993540e-01,	4.77621190e+01},
0.00000000e+00	9.23892010e-02	{7.78479140e-01,	2.41514756e+01},
0.00000000e+00	9.23892010e-02	{1.01002170e+00,	1.10510936e+01},
0.00000000e+00	9.23892010e-02	{1.28110830e+00,	4.52607456e+00},
0.00000000e+00	9.23892010e-02	{1.59819070e+00,	1.62739495e+00},
0.00000000e+00	9.23892010e-02	{1.97106870e+00,	4.98578174e-01},
0.00000000e+00	9.23892010e-02	{2.41596300e+00,	1.23940214e-01},
0.00000000e+00	9.23892010e-02	{2.96389860e+00,	2.27854012e-02},
0.00000000e+00	9.23892010e-02	{3.69431420e+00,	2.44423956e-03},

0.00000000e+00	1.47693400e-01	{7.17752430e-03,	2.21898470e+02},
0.00000000e+00	1.47693400e-01	{3.78993630e-02,	2.21708310e+02},
0.00000000e+00	1.47693400e-01	{9.35073360e-02,	2.16048826e+02},
0.00000000e+00	1.47693400e-01	{1.74611500e-01,	1.87486585e+02},
0.00000000e+00	1.47693400e-01	{2.82124830e-01,	1.36471587e+02},
0.00000000e+00	1.47693400e-01	{4.17333600e-01,	8.55099990e+01},
0.00000000e+00	1.47693400e-01	{5.81993540e-01,	4.77603409e+01},
0.00000000e+00	1.47693400e-01	{7.78479140e-01,	2.41501917e+01},
0.00000000e+00	1.47693400e-01	{1.01002170e+00,	1.10503049e+01},
0.00000000e+00	1.47693400e-01	{1.28110830e+00,	4.52566424e+00},
0.00000000e+00	1.47693400e-01	{1.59819070e+00,	1.62721612e+00},
0.00000000e+00	1.47693400e-01	{1.97106870e+00,	4.98514077e-01},
0.00000000e+00	1.47693400e-01	{2.41596300e+00,	1.23921965e-01},
0.00000000e+00	1.47693400e-01	{2.96389860e+00,	2.27815756e-02},
0.00000000e+00	1.47693400e-01	{3.69431420e+00,	2.44376215e-03},

0.00000000e+00	2.15555020e-01	{7.17752430e-03,	2.21898470e+02},
0.00000000e+00	2.15555020e-01	{3.78993630e-02,	2.21708287e+02},
0.00000000e+00	2.15555020e-01	{9.35073360e-02,	2.16048311e+02},
0.00000000e+00	2.15555020e-01	{1.74611500e-01,	1.87484503e+02},
0.00000000e+00	2.15555020e-01	{2.82124830e-01,	1.36468201e+02},
0.00000000e+00	2.15555020e-01	{4.17333600e-01,	8.55063435e+01},
0.00000000e+00	2.15555020e-01	{5.81993540e-01,	4.77571968e+01},
0.00000000e+00	2.15555020e-01	{7.78479140e-01,	2.41479162e+01},
0.00000000e+00	2.15555020e-01	{1.01002170e+00,	1.10489012e+01},
0.00000000e+00	2.15555020e-01	{1.28110830e+00,	4.52492886e+00},
0.00000000e+00	2.15555020e-01	{1.59819070e+00,	1.62689255e+00},
0.00000000e+00	2.15555020e-01	{1.97106870e+00,	4.98396762e-01},
0.00000000e+00	2.15555020e-01	{2.41596300e+00,	1.23888168e-01},
0.00000000e+00	2.15555020e-01	{2.96389860e+00,	2.27744226e-02},
0.00000000e+00	2.15555020e-01	{3.69431420e+00,	2.44286670e-03},

