 2.19844686e+02	 2.18988254e+02	 2.11364133e+02	 1.83881587e+02	 1.37511597e+02	 8.98067723e+01	 5.27134467e+01	 2.82586515e+01	 1.38599735e+01	 6.16266063e+00	 2.43990100e+00	 8.36373872e-01	 2.37236927e-01	 5.11537675e-02	 6.76104034e-03	
 2.19840501e+02	 2.18979166e+02	 2.11387109e+02	 1.83971463e+02	 1.37650429e+02	 8.99502583e+01	 5.28315775e+01	 2.83426819e+01	 1.39132945e+01	 6.19282609e+00	 2.45481514e+00	 8.42621772e-01	 2.39357515e-01	 5.16917072e-02	 6.84402338e-03	
 2.19834928e+02	 2.18964075e+02	 2.11396857e+02	 1.84029410e+02	 1.37734949e+02	 9.00313993e+01	 5.28933623e+01	 2.83830511e+01	 1.39369301e+01	 6.20539066e+00	 2.46077884e+00	 8.45057539e-01	 2.40169555e-01	 5.18942757e-02	 6.87462928e-03	
 2.19828073e+02	 2.18941320e+02	 2.11381427e+02	 1.84024396e+02	 1.37719211e+02	 9.00025068e+01	 5.28589406e+01	 2.83509008e+01	 1.39122989e+01	 6.18974519e+00	 2.45252128e+00	 8.41466371e-01	 2.38918634e-01	 5.15689377e-02	 6.82282790e-03	
 2.19820128e+02	 2.18909895e+02	 2.11333459e+02	 1.83943722e+02	 1.37592140e+02	 8.98574918e+01	 5.27269088e+01	 2.82477694e+01	 1.38419755e+01	 6.14821503e+00	 2.43161794e+00	 8.32700711e-01	 2.35970854e-01	 5.08331316e-02	 6.71198093e-03	
 2.19811375e+02	 2.18869895e+02	 2.11252735e+02	 1.83798843e+02	 1.37384787e+02	 8.96379888e+01	 5.25379843e+01	 2.81067621e+01	 1.37492024e+01	 6.09492646e+00	 2.40541563e+00	 8.21959544e-01	 2.32448112e-01	 4.99799889e-02	 6.58850963e-03	
 2.19802175e+02	 2.18822724e+02	 2.11146261e+02	 1.83621219e+02	 1.37159090e+02	 8.94179252e+01	 5.23594547e+01	 2.79793498e+01	 1.36680545e+01	 6.04939271e+00	 2.38344836e+00	 8.13123853e-01	 2.29613839e-01	 4.93126018e-02	 6.49555652e-03	
 2.19792947e+02	 2.18770993e+02	 2.11025922e+02	 1.83449912e+02	 1.36983403e+02	 8.92748088e+01	 5.22598817e+01	 2.79170072e+01	 1.36321371e+01	 6.03060991e+00	 2.37486129e+00	 8.09850090e-01	 2.28633476e-01	 4.91041972e-02	 6.47120218e-03	
 2.19784137e+02	 2.18718152e+02	 2.10904885e+02	 1.83316591e+02	 1.36904879e+02	 8.92580363e+01	 5.22810904e+01	 2.79504394e+01	 1.36613675e+01	 6.04988243e+00	 2.38514949e+00	 8.14365055e-01	 2.30230535e-01	 4.95298942e-02	 6.54142913e-03	
 2.19776176e+02	 2.18667958e+02	 2.10794386e+02	 1.83235244e+02	 1.36932021e+02	 8.93691179e+01	 5.24201079e+01	 2.80751416e+01	 1.37516944e+01	 6.10438601e+00	 2.41268345e+00	 8.25885279e-01	 2.34100846e-01	 5.05016000e-02	 6.69079168e-03	
 2.19769440e+02	 2.18623939e+02	 2.10702075e+02	 1.83201276e+02	 1.37036683e+02	 8.95660004e+01	 5.26341888e+01	 2.82559076e+01	 1.38784883e+01	 6.17933965e+00	 2.44987348e+00	 8.41117144e-01	 2.39071376e-01	 5.16989353e-02	 6.86378600e-03	
 2.19764216e+02	 2.18588940e+02	 2.10631995e+02	 1.83198535e+02	 1.37171323e+02	 8.97853164e+01	 5.28623051e+01	 2.84443544e+01	 1.40090231e+01	 6.25581459e+00	 2.48745392e+00	 8.56295860e-01	 2.43916351e-01	 5.28247276e-02	 7.01647574e-03	
 2.19760676e+02	 2.18564839e+02	 2.10585464e+02	 1.83208572e+02	 1.37289082e+02	 8.99669090e+01	 5.30477008e+01	 2.85962193e+01	 1.41138589e+01	 6.31716653e+00	 2.51757406e+00	 8.68428557e-01	 2.47764231e-01	 5.37071233e-02	 7.13293867e-03	
 2.19758870e+02	 2.18552429e+02	 2.10562049e+02	 1.83217375e+02	 1.37357353e+02	 9.00697984e+01	 5.31519732e+01	 2.86814632e+01	 1.41727873e+01	 6.35177569e+00	 2.53464440e+00	 8.75338589e-01	 2.49965694e-01	 5.42137058e-02	 7.19987023e-03	
 2.19758729e+02	 2.18551461e+02	 2.10560236e+02	 1.83218164e+02	 1.37362898e+02	 9.00780980e+01	 5.31603678e+01	 2.86883259e+01	 1.41775383e+01	 6.35457287e+00	 2.53602838e+00	 8.75900766e-01	 2.50145436e-01	 5.42552078e-02	 7.20536871e-03	
 2.19760087e+02	 2.18560800e+02	 2.10577804e+02	 1.83211171e+02	 1.37310741e+02	 8.99997013e+01	 5.30809794e+01	 2.86234283e+01	 1.41326541e+01	 6.32818995e+00	 2.52300165e+00	 8.70621378e-01	 2.48461458e-01	 5.38672613e-02	 7.15406437e-03	
 2.19762703e+02	 2.18578679e+02	 2.10612013e+02	 1.83201651e+02	 1.37219031e+02	 8.98596581e+01	 5.29384682e+01	 2.85068237e+01	 1.40521500e+01	 6.28103752e+00	 2.49982612e+00	 8.61275709e-01	 2.45495156e-01	 5.31869395e-02	 7.06437977e-03	
 2.19766296e+02	 2.18602960e+02	 2.10659712e+02	 1.83197120e+02	 1.37112101e+02	 8.96910173e+01	 5.27649783e+01	 2.83642587e+01	 1.39536543e+01	 6.22341936e+00	 2.47155839e+00	 8.49891316e-01	 2.41880788e-01	 5.23553107e-02	 6.95372570e-03	
 2.19770569e+02	 2.18631408e+02	 2.10717416e+02	 1.83204610e+02	 1.37013746e+02	 8.95262613e+01	 5.25920205e+01	 2.82207255e+01	 1.38539818e+01	 6.16492542e+00	 2.44275887e+00	 8.38224125e-01	 2.38137583e-01	 5.14778315e-02	 6.83275289e-03	
 2.19775238e+02	 2.18661907e+02	 2.10781429e+02	 1.83228514e+02	 1.36941998e+02	 8.93907811e+01	 5.24445472e+01	 2.80961365e+01	 1.37665649e+01	 6.11323645e+00	 2.41710434e+00	 8.27711883e-01	 2.34704573e-01	 5.06498462e-02	 6.71287248e-03	
