101
81
T [GeV]		muB [GeV]		c3_T4 [fm^3/GeV * GeV^4]
0.158000		0.190000		-0.054309
0.159000		0.190000		-0.052323
0.160000		0.190000		-0.050424
0.161000		0.190000		-0.048608
0.162000		0.190000		-0.046869
0.163000		0.190000		-0.045205
0.164000		0.190000		-0.043612
0.165000		0.190000		-0.042087
0.166000		0.190000		-0.040625
0.167000		0.190000		-0.039224
0.168000		0.190000		-0.037882
0.169000		0.190000		-0.036594
0.170000		0.190000		-0.035360
0.171000		0.190000		-0.034175
0.172000		0.190000		-0.033039
0.173000		0.190000		-0.031948
0.174000		0.190000		-0.030901
0.175000		0.190000		-0.029895
0.176000		0.190000		-0.028929
0.177000		0.190000		-0.028001
0.178000		0.190000		-0.027109
0.179000		0.190000		-0.026252
0.180000		0.190000		-0.025427
0.181000		0.190000		-0.024634
0.182000		0.190000		-0.023872
0.183000		0.190000		-0.023138
0.184000		0.190000		-0.022432
0.185000		0.190000		-0.021752
0.186000		0.190000		-0.021098
0.187000		0.190000		-0.020468
0.188000		0.190000		-0.019860
0.189000		0.190000		-0.019276
0.190000		0.190000		-0.018712
0.191000		0.190000		-0.018169
0.192000		0.190000		-0.017645
0.193000		0.190000		-0.017140
0.194000		0.190000		-0.016653
0.195000		0.190000		-0.016183
0.196000		0.190000		-0.015729
0.197000		0.190000		-0.015291
0.198000		0.190000		-0.014869
0.199000		0.190000		-0.014461
0.200000		0.190000		-0.014067
0.100000		0.200000		-0.908116
0.101000		0.200000		-0.847519
0.102000		0.200000		-0.791923
0.103000		0.200000		-0.740837
0.104000		0.200000		-0.693827
0.105000		0.200000		-0.650505
0.106000		0.200000		-0.610525
0.107000		0.200000		-0.573581
0.108000		0.200000		-0.539396
0.109000		0.200000		-0.507724
0.110000		0.200000		-0.478345
0.111000		0.200000		-0.451059
0.112000		0.200000		-0.425688
0.113000		0.200000		-0.402071
0.114000		0.200000		-0.380062
0.115000		0.200000		-0.359530
0.116000		0.200000		-0.340357
0.117000		0.200000		-0.322434
0.118000		0.200000		-0.305663
0.119000		0.200000		-0.289957
0.120000		0.200000		-0.275234
0.121000		0.200000		-0.261420
0.122000		0.200000		-0.248448
0.123000		0.200000		-0.236256
0.124000		0.200000		-0.224790
0.125000		0.200000		-0.213996
0.126000		0.200000		-0.203829
0.127000		0.200000		-0.194244
0.128000		0.200000		-0.185203
0.129000		0.200000		-0.176667
0.130000		0.200000		-0.168605
0.131000		0.200000		-0.160984
0.132000		0.200000		-0.153776
0.133000		0.200000		-0.146955
0.134000		0.200000		-0.140496
0.135000		0.200000		-0.134376
0.136000		0.200000		-0.128575
0.137000		0.200000		-0.123072
0.138000		0.200000		-0.117851
0.139000		0.200000		-0.112893
0.140000		0.200000		-0.108184
0.141000		0.200000		-0.103708
0.142000		0.200000		-0.099453
0.143000		0.200000		-0.095406
0.144000		0.200000		-0.091554
0.145000		0.200000		-0.087887
0.146000		0.200000		-0.084395
0.147000		0.200000		-0.081068
0.148000		0.200000		-0.077896
0.149000		0.200000		-0.074872
0.150000		0.200000		-0.071987
0.151000		0.200000		-0.069235
0.152000		0.200000		-0.066607
0.153000		0.200000		-0.064098
0.154000		0.200000		-0.061702
0.155000		0.200000		-0.059412
0.156000		0.200000		-0.057223
0.157000		0.200000		-0.055130
0.158000		0.200000		-0.053128
0.159000		0.200000		-0.051213
0.160000		0.200000		-0.049380
0.161000		0.200000		-0.047626
0.162000		0.200000		-0.045946
0.163000		0.200000		-0.044336
0.164000		0.200000		-0.042795
0.165000		0.200000		-0.041317
0.166000		0.200000		-0.039900
0.167000		0.200000		-0.038542
0.168000		0.200000		-0.037239
0.169000		0.200000		-0.035989
0.170000		0.200000		-0.034790
0.171000		0.200000		-0.033638
0.172000		0.200000		-0.032533
0.173000		0.200000		-0.031471
0.174000		0.200000		-0.030451
0.175000		0.200000		-0.029471
0.176000		0.200000		-0.028529
0.177000		0.200000		-0.027624
0.178000		0.200000		-0.026754
0.179000		0.200000		-0.025916
0.180000		0.200000		-0.025111
0.181000		0.200000		-0.024336
0.182000		0.200000		-0.023590
0.183000		0.200000		-0.022873
0.184000		0.200000		-0.022181
0.185000		0.200000		-0.021516
0.186000		0.200000		-0.020875
0.187000		0.200000		-0.020257
0.188000		0.200000		-0.019661
0.189000		0.200000		-0.019088
0.190000		0.200000		-0.018535
0.191000		0.200000		-0.018001
0.192000		0.200000		-0.017487
0.193000		0.200000		-0.016990
0.194000		0.200000		-0.016511
0.195000		0.200000		-0.016049
0.196000		0.200000		-0.015603
0.197000		0.200000		-0.015173
0.198000		0.200000		-0.014757
0.199000		0.200000		-0.014355
0.200000		0.200000		-0.013967
0.100000		0.210000		-0.838540
0.101000		0.210000		-0.783813
0.102000		0.210000		-0.733528
0.103000		0.210000		-0.687253
0.104000		0.210000		-0.644606
0.105000		0.210000		-0.605247
0.106000		0.210000		-0.568873
0.107000		0.210000		-0.535211
0.108000		0.210000		-0.504019
0.109000		0.210000		-0.475079
0.110000		0.210000		-0.448195
0.111000		0.210000		-0.423193
0.112000		0.210000		-0.399913
0.113000		0.210000		-0.378212
0.114000		0.210000		-0.357962
0.115000		0.210000		-0.339045
0.116000		0.210000		-0.321357
0.117000		0.210000		-0.304800
0.118000		0.210000		-0.289287
0.119000		0.210000		-0.274740
0.120000		0.210000		-0.261086
0.121000		0.210000		-0.248259
0.122000		0.210000		-0.236199
0.123000		0.210000		-0.224851
0.124000		0.210000		-0.214164
0.125000		0.210000		-0.204093
0.126000		0.210000		-0.194594
0.127000		0.210000		-0.185629
0.128000		0.210000		-0.177162
0.129000		0.210000		-0.169160
0.130000		0.210000		-0.161593
0.131000		0.210000		-0.154432
0.132000		0.210000		-0.147652
0.133000		0.210000		-0.141228
0.134000		0.210000		-0.135139
0.135000		0.210000		-0.129364
0.136000		0.210000		-0.123883
0.137000		0.210000		-0.118679
0.138000		0.210000		-0.113736
0.139000		0.210000		-0.109038
0.140000		0.210000		-0.104571
0.141000		0.210000		-0.100322
0.142000		0.210000		-0.096278
0.143000		0.210000		-0.092428
0.144000		0.210000		-0.088760
0.145000		0.210000		-0.085265
0.146000		0.210000		-0.081934
0.147000		0.210000		-0.078757
0.148000		0.210000		-0.075726
0.149000		0.210000		-0.072834
0.150000		0.210000		-0.070072
0.151000		0.210000		-0.067435
0.152000		0.210000		-0.064915
0.153000		0.210000		-0.062508
0.154000		0.210000		-0.060206
0.155000		0.210000		-0.058005
0.156000		0.210000		-0.055899
0.157000		0.210000		-0.053885
0.158000		0.210000		-0.051956
0.159000		0.210000		-0.050110
0.160000		0.210000		-0.048342
0.161000		0.210000		-0.046648
0.162000		0.210000		-0.045025
0.163000		0.210000		-0.043469
0.164000		0.210000		-0.041978
0.165000		0.210000		-0.040547
0.166000		0.210000		-0.039175
0.167000		0.210000		-0.037858
0.168000		0.210000		-0.036595
0.169000		0.210000		-0.035381
0.170000		0.210000		-0.034217
0.171000		0.210000		-0.033098
0.172000		0.210000		-0.032023
0.173000		0.210000		-0.030990
0.174000		0.210000		-0.029997
0.175000		0.210000		-0.029043
0.176000		0.210000		-0.028125
0.177000		0.210000		-0.027243
0.178000		0.210000		-0.026394
0.179000		0.210000		-0.025576
0.180000		0.210000		-0.024790
0.181000		0.210000		-0.024033
0.182000		0.210000		-0.023304
0.183000		0.210000		-0.022602
0.184000		0.210000		-0.021926
0.185000		0.210000		-0.021275
0.186000		0.210000		-0.020647
0.187000		0.210000		-0.020041
0.188000		0.210000		-0.019458
0.189000		0.210000		-0.018895
0.190000		0.210000		-0.018353
0.191000		0.210000		-0.017829
0.192000		0.210000		-0.017324
0.193000		0.210000		-0.016837
0.194000		0.210000		-0.016366
0.195000		0.210000		-0.015912
0.196000		0.210000		-0.015474
0.197000		0.210000		-0.015050
0.198000		0.210000		-0.014641
0.199000		0.210000		-0.014246
0.200000		0.210000		-0.013864
0.100000		0.220000		-0.774844
0.101000		0.220000		-0.725405
0.102000		0.220000		-0.679909
0.103000		0.220000		-0.637979
0.104000		0.220000		-0.599278
0.105000		0.220000		-0.563509
0.106000		0.220000		-0.530403
0.107000		0.220000		-0.499721
0.108000		0.220000		-0.471250
0.109000		0.220000		-0.444797
0.110000		0.220000		-0.420189
0.111000		0.220000		-0.397270
0.112000		0.220000		-0.375901
0.113000		0.220000		-0.355954
0.114000		0.220000		-0.337315
0.115000		0.220000		-0.319880
0.116000		0.220000		-0.303556
0.117000		0.220000		-0.288255
0.118000		0.220000		-0.273902
0.119000		0.220000		-0.260424
0.120000		0.220000		-0.247757
0.121000		0.220000		-0.235843
0.122000		0.220000		-0.224628
0.123000		0.220000		-0.214061
0.124000		0.220000		-0.204098
0.125000		0.220000		-0.194697
0.126000		0.220000		-0.185821
0.127000		0.220000		-0.177433
0.128000		0.220000		-0.169503
0.129000		0.220000		-0.161999
0.130000		0.220000		-0.154895
0.131000		0.220000		-0.148165
0.132000		0.220000		-0.141786
0.133000		0.220000		-0.135736
0.134000		0.220000		-0.129995
0.135000		0.220000		-0.124544
0.136000		0.220000		-0.119366
0.137000		0.220000		-0.114444
0.138000		0.220000		-0.109764
0.139000		0.220000		-0.105312
0.140000		0.220000		-0.101075
0.141000		0.220000		-0.097040
0.142000		0.220000		-0.093197
0.143000		0.220000		-0.089534
0.144000		0.220000		-0.086042
0.145000		0.220000		-0.082711
0.146000		0.220000		-0.079534
0.147000		0.220000		-0.076501
0.148000		0.220000		-0.073605
0.149000		0.220000		-0.070838
0.150000		0.220000		-0.068195
0.151000		0.220000		-0.065669
0.152000		0.220000		-0.063254
0.153000		0.220000		-0.060944
0.154000		0.220000		-0.058734
0.155000		0.220000		-0.056618
0.156000		0.220000		-0.054594
0.157000		0.220000		-0.052655
0.158000		0.220000		-0.050798
0.159000		0.220000		-0.049018
0.160000		0.220000		-0.047313
0.161000		0.220000		-0.045678
0.162000		0.220000		-0.044110
0.163000		0.220000		-0.042607
0.164000		0.220000		-0.041164
0.165000		0.220000		-0.039780
0.166000		0.220000		-0.038451
0.167000		0.220000		-0.037175
0.168000		0.220000		-0.035950
0.169000		0.220000		-0.034773
0.170000		0.220000		-0.033642
0.171000		0.220000		-0.032556
0.172000		0.220000		-0.031511
0.173000		0.220000		-0.030507
0.174000		0.220000		-0.029541
0.175000		0.220000		-0.028612
0.176000		0.220000		-0.027718
0.177000		0.220000		-0.026858
0.178000		0.220000		-0.026030
0.179000		0.220000		-0.025233
0.180000		0.220000		-0.024465
0.181000		0.220000		-0.023726
0.182000		0.220000		-0.023014
0.183000		0.220000		-0.022328
0.184000		0.220000		-0.021667
0.185000		0.220000		-0.021029
0.186000		0.220000		-0.020415
0.187000		0.220000		-0.019822
0.188000		0.220000		-0.019251
0.189000		0.220000		-0.018699
0.190000		0.220000		-0.018167
0.191000		0.220000		-0.017654
0.192000		0.220000		-0.017158
0.193000		0.220000		-0.016680
0.194000		0.220000		-0.016218
0.195000		0.220000		-0.015772
0.196000		0.220000		-0.015341
0.197000		0.220000		-0.014924
0.198000		0.220000		-0.014522
0.199000		0.220000		-0.014133
0.200000		0.220000		-0.013757
0.100000		0.230000		-0.716633
0.101000		0.230000		-0.671949
0.102000		0.230000		-0.630766
0.103000		0.230000		-0.592753
0.104000		0.230000		-0.557616
0.105000		0.230000		-0.525091
0.106000		0.230000		-0.494943
0.107000		0.230000		-0.466963
0.108000		0.230000		-0.440960
0.109000		0.230000		-0.416766
0.110000		0.230000		-0.394228
0.111000		0.230000		-0.373207
0.112000		0.230000		-0.353581
0.113000		0.230000		-0.335236
0.114000		0.230000		-0.318070
0.115000		0.230000		-0.301992
0.116000		0.230000		-0.286917
0.117000		0.230000		-0.272770
0.118000		0.230000		-0.259481
0.119000		0.230000		-0.246987
0.120000		0.230000		-0.235231
0.121000		0.230000		-0.224158
0.122000		0.230000		-0.213722
0.123000		0.230000		-0.203878
0.124000		0.230000		-0.194585
0.125000		0.230000		-0.185807
0.126000		0.230000		-0.177508
0.127000		0.230000		-0.169657
0.128000		0.230000		-0.162226
0.129000		0.230000		-0.155187
0.130000		0.230000		-0.148515
0.131000		0.230000		-0.142188
0.132000		0.230000		-0.136184
0.133000		0.230000		-0.130484
0.134000		0.230000		-0.125069
0.135000		0.230000		-0.119922
0.136000		0.230000		-0.115028
0.137000		0.230000		-0.110373
0.138000		0.230000		-0.105941
0.139000		0.230000		-0.101721
0.140000		0.230000		-0.097701
0.141000		0.230000		-0.093869
0.142000		0.230000		-0.090216
0.143000		0.230000		-0.086731
0.144000		0.230000		-0.083406
0.145000		0.230000		-0.080231
0.146000		0.230000		-0.077200
0.147000		0.230000		-0.074304
0.148000		0.230000		-0.071537
0.149000		0.230000		-0.068891
0.150000		0.230000		-0.066362
0.151000		0.230000		-0.063942
0.152000		0.230000		-0.061626
0.153000		0.230000		-0.059410
0.154000		0.230000		-0.057288
0.155000		0.230000		-0.055256
0.156000		0.230000		-0.053309
0.157000		0.230000		-0.051443
0.158000		0.230000		-0.049654
0.159000		0.230000		-0.047940
0.160000		0.230000		-0.046295
0.161000		0.230000		-0.044718
0.162000		0.230000		-0.043204
0.163000		0.230000		-0.041751
0.164000		0.230000		-0.040356
0.165000		0.230000		-0.039017
0.166000		0.230000		-0.037731
0.167000		0.230000		-0.036495
0.168000		0.230000		-0.035307
0.169000		0.230000		-0.034166
0.170000		0.230000		-0.033068
0.171000		0.230000		-0.032013
0.172000		0.230000		-0.030998
0.173000		0.230000		-0.030022
0.174000		0.230000		-0.029083
0.175000		0.230000		-0.028179
0.176000		0.230000		-0.027308
0.177000		0.230000		-0.026470
0.178000		0.230000		-0.025663
0.179000		0.230000		-0.024886
0.180000		0.230000		-0.024137
0.181000		0.230000		-0.023416
0.182000		0.230000		-0.022720
0.183000		0.230000		-0.022050
0.184000		0.230000		-0.021404
0.185000		0.230000		-0.020780
0.186000		0.230000		-0.020179
0.187000		0.230000		-0.019599
0.188000		0.230000		-0.019039
0.189000		0.230000		-0.018499
0.190000		0.230000		-0.017978
0.191000		0.230000		-0.017475
0.192000		0.230000		-0.016988
0.193000		0.230000		-0.016519
0.194000		0.230000		-0.016066
0.195000		0.230000		-0.015627
0.196000		0.230000		-0.015204
0.197000		0.230000		-0.014795
0.198000		0.230000		-0.014399
0.199000		0.230000		-0.014017
0.200000		0.230000		-0.013647
0.100000		0.240000		-0.663510
0.101000		0.240000		-0.623097
0.102000		0.240000		-0.585793
0.103000		0.240000		-0.551307
0.104000		0.240000		-0.519382
0.105000		0.240000		-0.489785
0.106000		0.240000		-0.462312
0.107000		0.240000		-0.436775
0.108000		0.240000		-0.413010
0.109000		0.240000		-0.390865
0.110000		0.240000		-0.370206
0.111000		0.240000		-0.350912
0.112000		0.240000		-0.332872
0.113000		0.240000		-0.315987
0.114000		0.240000		-0.300166
0.115000		0.240000		-0.285327
0.116000		0.240000		-0.271396
0.117000		0.240000		-0.258305
0.118000		0.240000		-0.245993
0.119000		0.240000		-0.234402
0.120000		0.240000		-0.223482
0.121000		0.240000		-0.213184
0.122000		0.240000		-0.203467
0.123000		0.240000		-0.194290
0.124000		0.240000		-0.185616
0.125000		0.240000		-0.177413
0.126000		0.240000		-0.169649
0.127000		0.240000		-0.162296
0.128000		0.240000		-0.155328
0.129000		0.240000		-0.148720
0.130000		0.240000		-0.142451
0.131000		0.240000		-0.136499
0.132000		0.240000		-0.130845
0.133000		0.240000		-0.125472
0.134000		0.240000		-0.120362
0.135000		0.240000		-0.115501
0.136000		0.240000		-0.110874
0.137000		0.240000		-0.106467
0.138000		0.240000		-0.102269
0.139000		0.240000		-0.098268
0.140000		0.240000		-0.094452
0.141000		0.240000		-0.090812
0.142000		0.240000		-0.087338
0.143000		0.240000		-0.084022
0.144000		0.240000		-0.080854
0.145000		0.240000		-0.077828
0.146000		0.240000		-0.074936
0.147000		0.240000		-0.072171
0.148000		0.240000		-0.069526
0.149000		0.240000		-0.066996
0.150000		0.240000		-0.064574
0.151000		0.240000		-0.062256
0.152000		0.240000		-0.060036
0.153000		0.240000		-0.057909
0.154000		0.240000		-0.055872
0.155000		0.240000		-0.053919
0.156000		0.240000		-0.052047
0.157000		0.240000		-0.050252
0.158000		0.240000		-0.048530
0.159000		0.240000		-0.046877
0.160000		0.240000		-0.045292
0.161000		0.240000		-0.043770
0.162000		0.240000		-0.042308
0.163000		0.240000		-0.040904
0.164000		0.240000		-0.039556
0.165000		0.240000		-0.038261
0.166000		0.240000		-0.037015
0.167000		0.240000		-0.035818
0.168000		0.240000		-0.034668
0.169000		0.240000		-0.033561
0.170000		0.240000		-0.032496
0.171000		0.240000		-0.031472
0.172000		0.240000		-0.030486
0.173000		0.240000		-0.029537
0.174000		0.240000		-0.028624
0.175000		0.240000		-0.027744
0.176000		0.240000		-0.026897
0.177000		0.240000		-0.026081
0.178000		0.240000		-0.025295
0.179000		0.240000		-0.024537
0.180000		0.240000		-0.023807
0.181000		0.240000		-0.023103
0.182000		0.240000		-0.022424
0.183000		0.240000		-0.021769
0.184000		0.240000		-0.021138
0.185000		0.240000		-0.020528
0.186000		0.240000		-0.019940
0.187000		0.240000		-0.019373
0.188000		0.240000		-0.018825
0.189000		0.240000		-0.018296
0.190000		0.240000		-0.017785
0.191000		0.240000		-0.017292
0.192000		0.240000		-0.016815
0.193000		0.240000		-0.016355
0.194000		0.240000		-0.015910
0.195000		0.240000		-0.015480
0.196000		0.240000		-0.015064
0.197000		0.240000		-0.014662
0.198000		0.240000		-0.014274
0.199000		0.240000		-0.013898
0.200000		0.240000		-0.013534
0.100000		0.250000		-0.615087
0.101000		0.250000		-0.578506
0.102000		0.250000		-0.544686
0.103000		0.250000		-0.513372
0.104000		0.250000		-0.484339
0.105000		0.250000		-0.457383
0.106000		0.250000		-0.432323
0.107000		0.250000		-0.408995
0.108000		0.250000		-0.387253
0.109000		0.250000		-0.366965
0.110000		0.250000		-0.348011
0.111000		0.250000		-0.330284
0.112000		0.250000		-0.313687
0.113000		0.250000		-0.298130
0.114000		0.250000		-0.283534
0.115000		0.250000		-0.269826
0.116000		0.250000		-0.256940
0.117000		0.250000		-0.244816
0.118000		0.250000		-0.233397
0.119000		0.250000		-0.222634
0.120000		0.250000		-0.212481
0.121000		0.250000		-0.202896
0.122000		0.250000		-0.193840
0.123000		0.250000		-0.185276
0.124000		0.250000		-0.177174
0.125000		0.250000		-0.169502
0.126000		0.250000		-0.162232
0.127000		0.250000		-0.155340
0.128000		0.250000		-0.148801
0.129000		0.250000		-0.142594
0.130000		0.250000		-0.136699
0.131000		0.250000		-0.131096
0.132000		0.250000		-0.125768
0.133000		0.250000		-0.120699
0.134000		0.250000		-0.115875
0.135000		0.250000		-0.111280
0.136000		0.250000		-0.106902
0.137000		0.250000		-0.102729
0.138000		0.250000		-0.098750
0.139000		0.250000		-0.094954
0.140000		0.250000		-0.091331
0.141000		0.250000		-0.087871
0.142000		0.250000		-0.084567
0.143000		0.250000		-0.081409
0.144000		0.250000		-0.078391
0.145000		0.250000		-0.075505
0.146000		0.250000		-0.072744
0.147000		0.250000		-0.070103
0.148000		0.250000		-0.067575
0.149000		0.250000		-0.065154
0.150000		0.250000		-0.062835
0.151000		0.250000		-0.060614
0.152000		0.250000		-0.058485
0.153000		0.250000		-0.056445
0.154000		0.250000		-0.054488
0.155000		0.250000		-0.052611
0.156000		0.250000		-0.050811
0.157000		0.250000		-0.049083
0.158000		0.250000		-0.047425
0.159000		0.250000		-0.045833
0.160000		0.250000		-0.044304
0.161000		0.250000		-0.042835
0.162000		0.250000		-0.041424
0.163000		0.250000		-0.040068
0.164000		0.250000		-0.038765
0.165000		0.250000		-0.037512
0.166000		0.250000		-0.036307
0.167000		0.250000		-0.035148
0.168000		0.250000		-0.034032
0.169000		0.250000		-0.032959
0.170000		0.250000		-0.031927
0.171000		0.250000		-0.030932
0.172000		0.250000		-0.029975
0.173000		0.250000		-0.029053
0.174000		0.250000		-0.028165
0.175000		0.250000		-0.027310
0.176000		0.250000		-0.026485
0.177000		0.250000		-0.025691
0.178000		0.250000		-0.024925
0.179000		0.250000		-0.024187
0.180000		0.250000		-0.023474
0.181000		0.250000		-0.022788
0.182000		0.250000		-0.022125
0.183000		0.250000		-0.021486
0.184000		0.250000		-0.020869
0.185000		0.250000		-0.020273
0.186000		0.250000		-0.019699
0.187000		0.250000		-0.019144
0.188000		0.250000		-0.018607
0.189000		0.250000		-0.018090
0.190000		0.250000		-0.017590
0.191000		0.250000		-0.017106
0.192000		0.250000		-0.016639
0.193000		0.250000		-0.016188
0.194000		0.250000		-0.015751
0.195000		0.250000		-0.015329
0.196000		0.250000		-0.014921
0.197000		0.250000		-0.014527
0.198000		0.250000		-0.014145
0.199000		0.250000		-0.013776
0.200000		0.250000		-0.013418
0.100000		0.260000		-0.570988
0.101000		0.260000		-0.537842
0.102000		0.260000		-0.507148
0.103000		0.260000		-0.478685
0.104000		0.260000		-0.452254
0.105000		0.260000		-0.427676
0.106000		0.260000		-0.404792
0.107000		0.260000		-0.383458
0.108000		0.260000		-0.363546
0.109000		0.260000		-0.344937
0.110000		0.260000		-0.327528
0.111000		0.260000		-0.311223
0.112000		0.260000		-0.295935
0.113000		0.260000		-0.281586
0.114000		0.260000		-0.268105
0.115000		0.260000		-0.255427
0.116000		0.260000		-0.243494
0.117000		0.260000		-0.232252
0.118000		0.260000		-0.221650
0.119000		0.260000		-0.211646
0.120000		0.260000		-0.202196
0.121000		0.260000		-0.193264
0.122000		0.260000		-0.184815
0.123000		0.260000		-0.176816
0.124000		0.260000		-0.169239
0.125000		0.260000		-0.162057
0.126000		0.260000		-0.155244
0.127000		0.260000		-0.148777
0.128000		0.260000		-0.142636
0.129000		0.260000		-0.136799
0.130000		0.260000		-0.131250
0.131000		0.260000		-0.125971
0.132000		0.260000		-0.120947
0.133000		0.260000		-0.116161
0.134000		0.260000		-0.111602
0.135000		0.260000		-0.107256
0.136000		0.260000		-0.103112
0.137000		0.260000		-0.099157
0.138000		0.260000		-0.095383
0.139000		0.260000		-0.091779
0.140000		0.260000		-0.088336
0.141000		0.260000		-0.085046
0.142000		0.260000		-0.081901
0.143000		0.260000		-0.078893
0.144000		0.260000		-0.076016
0.145000		0.260000		-0.073262
0.146000		0.260000		-0.070626
0.147000		0.260000		-0.068102
0.148000		0.260000		-0.065684
0.149000		0.260000		-0.063367
0.150000		0.260000		-0.061147
0.151000		0.260000		-0.059017
0.152000		0.260000		-0.056976
0.153000		0.260000		-0.055017
0.154000		0.260000		-0.053138
0.155000		0.260000		-0.051334
0.156000		0.260000		-0.049602
0.157000		0.260000		-0.047939
0.158000		0.260000		-0.046342
0.159000		0.260000		-0.044808
0.160000		0.260000		-0.043334
0.161000		0.260000		-0.041916
0.162000		0.260000		-0.040554
0.163000		0.260000		-0.039244
0.164000		0.260000		-0.037984
0.165000		0.260000		-0.036772
0.166000		0.260000		-0.035606
0.167000		0.260000		-0.034483
0.168000		0.260000		-0.033403
0.169000		0.260000		-0.032362
0.170000		0.260000		-0.031361
0.171000		0.260000		-0.030396
0.172000		0.260000		-0.029466
0.173000		0.260000		-0.028571
0.174000		0.260000		-0.027708
0.175000		0.260000		-0.026876
0.176000		0.260000		-0.026074
0.177000		0.260000		-0.025300
0.178000		0.260000		-0.024554
0.179000		0.260000		-0.023835
0.180000		0.260000		-0.023141
0.181000		0.260000		-0.022471
0.182000		0.260000		-0.021824
0.183000		0.260000		-0.021200
0.184000		0.260000		-0.020598
0.185000		0.260000		-0.020016
0.186000		0.260000		-0.019454
0.187000		0.260000		-0.018912
0.188000		0.260000		-0.018387
0.189000		0.260000		-0.017881
0.190000		0.260000		-0.017391
0.191000		0.260000		-0.016918
0.192000		0.260000		-0.016460
0.193000		0.260000		-0.016018
0.194000		0.260000		-0.015590
0.195000		0.260000		-0.015176
0.196000		0.260000		-0.014776
0.197000		0.260000		-0.014388
0.198000		0.260000		-0.014013
0.199000		0.260000		-0.013651
0.200000		0.260000		-0.013299
0.100000		0.270000		-0.530855
0.101000		0.270000		-0.500786
0.102000		0.270000		-0.472896
0.103000		0.270000		-0.446992
0.104000		0.270000		-0.422899
0.105000		0.270000		-0.400462
0.106000		0.270000		-0.379538
0.107000		0.270000		-0.360003
0.108000		0.270000		-0.341743
0.109000		0.270000		-0.324653
0.110000		0.270000		-0.308641
0.111000		0.270000		-0.293624
0.112000		0.270000		-0.279524
0.113000		0.270000		-0.266272
0.114000		0.270000		-0.253805
0.115000		0.270000		-0.242065
0.116000		0.270000		-0.231000
0.117000		0.270000		-0.220562
0.118000		0.270000		-0.210707
0.119000		0.270000		-0.201395
0.120000		0.270000		-0.192590
0.121000		0.270000		-0.184256
0.122000		0.270000		-0.176364
0.123000		0.270000		-0.168884
0.124000		0.270000		-0.161790
0.125000		0.270000		-0.155059
0.126000		0.270000		-0.148666
0.127000		0.270000		-0.142592
0.128000		0.270000		-0.136818
0.129000		0.270000		-0.131324
0.130000		0.270000		-0.126096
0.131000		0.270000		-0.121117
0.132000		0.270000		-0.116374
0.133000		0.270000		-0.111852
0.134000		0.270000		-0.107540
0.135000		0.270000		-0.103426
0.136000		0.270000		-0.099498
0.137000		0.270000		-0.095748
0.138000		0.270000		-0.092165
0.139000		0.270000		-0.088741
0.140000		0.270000		-0.085468
0.141000		0.270000		-0.082337
0.142000		0.270000		-0.079342
0.143000		0.270000		-0.076475
0.144000		0.270000		-0.073730
0.145000		0.270000		-0.071101
0.146000		0.270000		-0.068582
0.147000		0.270000		-0.066169
0.148000		0.270000		-0.063855
0.149000		0.270000		-0.061637
0.150000		0.270000		-0.059509
0.151000		0.270000		-0.057467
0.152000		0.270000		-0.055508
0.153000		0.270000		-0.053628
0.154000		0.270000		-0.051822
0.155000		0.270000		-0.050088
0.156000		0.270000		-0.048422
0.157000		0.270000		-0.046821
0.158000		0.270000		-0.045282
0.159000		0.270000		-0.043803
0.160000		0.270000		-0.042381
0.161000		0.270000		-0.041014
0.162000		0.270000		-0.039698
0.163000		0.270000		-0.038432
0.164000		0.270000		-0.037214
0.165000		0.270000		-0.036042
0.166000		0.270000		-0.034913
0.167000		0.270000		-0.033826
0.168000		0.270000		-0.032779
0.169000		0.270000		-0.031771
0.170000		0.270000		-0.030799
0.171000		0.270000		-0.029863
0.172000		0.270000		-0.028960
0.173000		0.270000		-0.028090
0.174000		0.270000		-0.027252
0.175000		0.270000		-0.026443
0.176000		0.270000		-0.025662
0.177000		0.270000		-0.024910
0.178000		0.270000		-0.024183
0.179000		0.270000		-0.023483
0.180000		0.270000		-0.022806
0.181000		0.270000		-0.022153
0.182000		0.270000		-0.021522
0.183000		0.270000		-0.020913
0.184000		0.270000		-0.020325
0.185000		0.270000		-0.019757
0.186000		0.270000		-0.019208
0.187000		0.270000		-0.018677
0.188000		0.270000		-0.018165
0.189000		0.270000		-0.017669
0.190000		0.270000		-0.017190
0.191000		0.270000		-0.016726
0.192000		0.270000		-0.016278
0.193000		0.270000		-0.015845
0.194000		0.270000		-0.015425
0.195000		0.270000		-0.015020
0.196000		0.270000		-0.014627
0.197000		0.270000		-0.014247
0.198000		0.270000		-0.013879
0.199000		0.270000		-0.013523
0.200000		0.270000		-0.013178
0.100000		0.280000		-0.494352
0.101000		0.280000		-0.467036
0.102000		0.280000		-0.441659
0.103000		0.280000		-0.418051
0.104000		0.280000		-0.396059
0.105000		0.280000		-0.375546
0.106000		0.280000		-0.356388
0.107000		0.280000		-0.338474
0.108000		0.280000		-0.321704
0.109000		0.280000		-0.305986
0.110000		0.280000		-0.291238
0.111000		0.280000		-0.277387
0.112000		0.280000		-0.264363
0.113000		0.280000		-0.252106
0.114000		0.280000		-0.240560
0.115000		0.280000		-0.229673
0.116000		0.280000		-0.219399
0.117000		0.280000		-0.209694
0.118000		0.280000		-0.200520
0.119000		0.280000		-0.191841
0.120000		0.280000		-0.183624
