101
81
T [GeV]		muB [GeV]		c3_T4 [fm^3/GeV * GeV^4]
0.105000		0.390000		-0.207708
0.106000		0.390000		-0.199382
0.107000		0.390000		-0.191470
0.108000		0.390000		-0.183947
0.109000		0.390000		-0.176787
0.110000		0.390000		-0.169970
0.111000		0.390000		-0.163474
0.112000		0.390000		-0.157281
0.113000		0.390000		-0.151373
0.114000		0.390000		-0.145733
0.115000		0.390000		-0.140347
0.116000		0.390000		-0.135200
0.117000		0.390000		-0.130280
0.118000		0.390000		-0.125574
0.119000		0.390000		-0.121071
0.120000		0.390000		-0.116761
0.121000		0.390000		-0.112633
0.122000		0.390000		-0.108678
0.123000		0.390000		-0.104887
0.124000		0.390000		-0.101253
0.125000		0.390000		-0.097767
0.126000		0.390000		-0.094423
0.127000		0.390000		-0.091213
0.128000		0.390000		-0.088132
0.129000		0.390000		-0.085173
0.130000		0.390000		-0.082330
0.131000		0.390000		-0.079599
0.132000		0.390000		-0.076973
0.133000		0.390000		-0.074450
0.134000		0.390000		-0.072022
0.135000		0.390000		-0.069688
0.136000		0.390000		-0.067442
0.137000		0.390000		-0.065280
0.138000		0.390000		-0.063199
0.139000		0.390000		-0.061196
0.140000		0.390000		-0.059267
0.141000		0.390000		-0.057409
0.142000		0.390000		-0.055618
0.143000		0.390000		-0.053894
0.144000		0.390000		-0.052231
0.145000		0.390000		-0.050628
0.146000		0.390000		-0.049083
0.147000		0.390000		-0.047593
0.148000		0.390000		-0.046156
0.149000		0.390000		-0.044770
0.150000		0.390000		-0.043432
0.151000		0.390000		-0.042141
0.152000		0.390000		-0.040895
0.153000		0.390000		-0.039692
0.154000		0.390000		-0.038531
0.155000		0.390000		-0.037409
0.156000		0.390000		-0.036326
0.157000		0.390000		-0.035280
0.158000		0.390000		-0.034269
0.159000		0.390000		-0.033292
0.160000		0.390000		-0.032348
0.161000		0.390000		-0.031435
0.162000		0.390000		-0.030553
0.163000		0.390000		-0.029700
0.164000		0.390000		-0.028875
0.165000		0.390000		-0.028077
0.166000		0.390000		-0.027305
0.167000		0.390000		-0.026558
0.168000		0.390000		-0.025836
0.169000		0.390000		-0.025137
0.170000		0.390000		-0.024460
0.171000		0.390000		-0.023805
0.172000		0.390000		-0.023171
0.173000		0.390000		-0.022557
0.174000		0.390000		-0.021962
0.175000		0.390000		-0.021386
0.176000		0.390000		-0.020828
0.177000		0.390000		-0.020287
0.178000		0.390000		-0.019764
0.179000		0.390000		-0.019256
0.180000		0.390000		-0.018764
0.181000		0.390000		-0.018287
0.182000		0.390000		-0.017825
0.183000		0.390000		-0.017376
0.184000		0.390000		-0.016942
0.185000		0.390000		-0.016520
0.186000		0.390000		-0.016111
0.187000		0.390000		-0.015715
0.188000		0.390000		-0.015330
0.189000		0.390000		-0.014956
0.190000		0.390000		-0.014594
0.191000		0.390000		-0.014242
0.192000		0.390000		-0.013901
0.193000		0.390000		-0.013569
0.194000		0.390000		-0.013247
0.195000		0.390000		-0.012935
0.196000		0.390000		-0.012631
0.197000		0.390000		-0.012336
0.198000		0.390000		-0.012050
0.199000		0.390000		-0.011771
0.200000		0.390000		-0.011501
0.100000		0.400000		-0.244744
0.101000		0.400000		-0.234571
0.102000		0.400000		-0.224932
0.103000		0.400000		-0.215789
0.104000		0.400000		-0.207112
0.105000		0.400000		-0.198868
0.106000		0.400000		-0.191031
0.107000		0.400000		-0.183575
0.108000		0.400000		-0.176476
0.109000		0.400000		-0.169714
0.110000		0.400000		-0.163267
0.111000		0.400000		-0.157118
0.112000		0.400000		-0.151249
0.113000		0.400000		-0.145645
0.114000		0.400000		-0.140291
0.115000		0.400000		-0.135173
0.116000		0.400000		-0.130279
0.117000		0.400000		-0.125596
0.118000		0.400000		-0.121114
0.119000		0.400000		-0.116822
0.120000		0.400000		-0.112710
0.121000		0.400000		-0.108770
0.122000		0.400000		-0.104992
0.123000		0.400000		-0.101370
0.124000		0.400000		-0.097894
0.125000		0.400000		-0.094559
0.126000		0.400000		-0.091357
0.127000		0.400000		-0.088283
0.128000		0.400000		-0.085330
0.129000		0.400000		-0.082493
0.130000		0.400000		-0.079766
0.131000		0.400000		-0.077145
0.132000		0.400000		-0.074624
0.133000		0.400000		-0.072200
0.134000		0.400000		-0.069868
0.135000		0.400000		-0.067623
0.136000		0.400000		-0.065463
0.137000		0.400000		-0.063384
0.138000		0.400000		-0.061382
0.139000		0.400000		-0.059453
0.140000		0.400000		-0.057596
0.141000		0.400000		-0.055806
0.142000		0.400000		-0.054081
0.143000		0.400000		-0.052418
0.144000		0.400000		-0.050815
0.145000		0.400000		-0.049270
0.146000		0.400000		-0.047779
0.147000		0.400000		-0.046341
0.148000		0.400000		-0.044954
0.149000		0.400000		-0.043615
0.150000		0.400000		-0.042323
0.151000		0.400000		-0.041076
0.152000		0.400000		-0.039872
0.153000		0.400000		-0.038710
0.154000		0.400000		-0.037587
0.155000		0.400000		-0.036502
0.156000		0.400000		-0.035455
0.157000		0.400000		-0.034442
0.158000		0.400000		-0.033464
0.159000		0.400000		-0.032518
0.160000		0.400000		-0.031604
0.161000		0.400000		-0.030720
0.162000		0.400000		-0.029866
0.163000		0.400000		-0.029039
0.164000		0.400000		-0.028240
0.165000		0.400000		-0.027466
0.166000		0.400000		-0.026718
0.167000		0.400000		-0.025994
0.168000		0.400000		-0.025293
0.169000		0.400000		-0.024615
0.170000		0.400000		-0.023958
0.171000		0.400000		-0.023322
0.172000		0.400000		-0.022706
0.173000		0.400000		-0.022110
0.174000		0.400000		-0.021532
0.175000		0.400000		-0.020972
0.176000		0.400000		-0.020430
0.177000		0.400000		-0.019904
0.178000		0.400000		-0.019395
0.179000		0.400000		-0.018902
0.180000		0.400000		-0.018423
0.181000		0.400000		-0.017959
0.182000		0.400000		-0.017509
0.183000		0.400000		-0.017073
0.184000		0.400000		-0.016649
0.185000		0.400000		-0.016239
0.186000		0.400000		-0.015840
0.187000		0.400000		-0.015454
0.188000		0.400000		-0.015079
0.189000		0.400000		-0.014715
0.190000		0.400000		-0.014361
0.191000		0.400000		-0.014018
0.192000		0.400000		-0.013685
0.193000		0.400000		-0.013362
0.194000		0.400000		-0.013047
0.195000		0.400000		-0.012742
0.196000		0.400000		-0.012446
0.197000		0.400000		-0.012158
0.198000		0.400000		-0.011878
0.199000		0.400000		-0.011606
0.200000		0.400000		-0.011342
0.100000		0.410000		-0.233812
0.101000		0.410000		-0.224275
0.102000		0.410000		-0.215224
0.103000		0.410000		-0.206628
0.104000		0.410000		-0.198458
0.105000		0.410000		-0.190687
0.106000		0.410000		-0.183290
0.107000		0.410000		-0.176245
0.108000		0.410000		-0.169530
0.109000		0.410000		-0.163125
0.110000		0.410000		-0.157014
0.111000		0.410000		-0.151179
0.112000		0.410000		-0.145606
0.113000		0.410000		-0.140278
0.114000		0.410000		-0.135184
0.115000		0.410000		-0.130311
0.116000		0.410000		-0.125647
0.117000		0.410000		-0.121181
0.118000		0.410000		-0.116904
0.119000		0.410000		-0.112805
0.120000		0.410000		-0.108876
0.121000		0.410000		-0.105108
0.122000		0.410000		-0.101494
0.123000		0.410000		-0.098027
0.124000		0.410000		-0.094698
0.125000		0.410000		-0.091502
0.126000		0.410000		-0.088433
0.127000		0.410000		-0.085484
0.128000		0.410000		-0.082650
0.129000		0.410000		-0.079926
0.130000		0.410000		-0.077307
0.131000		0.410000		-0.074789
0.132000		0.410000		-0.072366
0.133000		0.410000		-0.070035
0.134000		0.410000		-0.067792
0.135000		0.410000		-0.065633
0.136000		0.410000		-0.063554
0.137000		0.410000		-0.061552
0.138000		0.410000		-0.059623
0.139000		0.410000		-0.057766
0.140000		0.410000		-0.055975
0.141000		0.410000		-0.054250
0.142000		0.410000		-0.052587
0.143000		0.410000		-0.050983
0.144000		0.410000		-0.049437
0.145000		0.410000		-0.047946
0.146000		0.410000		-0.046507
0.147000		0.410000		-0.045119
0.148000		0.410000		-0.043779
0.149000		0.410000		-0.042486
0.150000		0.410000		-0.041238
0.151000		0.410000		-0.040033
0.152000		0.410000		-0.038869
0.153000		0.410000		-0.037745
0.154000		0.410000		-0.036659
0.155000		0.410000		-0.035610
0.156000		0.410000		-0.034596
0.157000		0.410000		-0.033617
0.158000		0.410000		-0.032670
0.159000		0.410000		-0.031754
0.160000		0.410000		-0.030869
0.161000		0.410000		-0.030013
0.162000		0.410000		-0.029186
0.163000		0.410000		-0.028385
0.164000		0.410000		-0.027610
0.165000		0.410000		-0.026860
0.166000		0.410000		-0.026135
0.167000		0.410000		-0.025433
0.168000		0.410000		-0.024753
0.169000		0.410000		-0.024095
0.170000		0.410000		-0.023457
0.171000		0.410000		-0.022840
0.172000		0.410000		-0.022242
0.173000		0.410000		-0.021663
0.174000		0.410000		-0.021102
0.175000		0.410000		-0.020558
0.176000		0.410000		-0.020031
0.177000		0.410000		-0.019521
0.178000		0.410000		-0.019026
0.179000		0.410000		-0.018546
0.180000		0.410000		-0.018080
0.181000		0.410000		-0.017629
0.182000		0.410000		-0.017191
0.183000		0.410000		-0.016767
0.184000		0.410000		-0.016355
0.185000		0.410000		-0.015955
0.186000		0.410000		-0.015567
0.187000		0.410000		-0.015190
0.188000		0.410000		-0.014825
0.189000		0.410000		-0.014470
0.190000		0.410000		-0.014126
0.191000		0.410000		-0.013791
0.192000		0.410000		-0.013467
0.193000		0.410000		-0.013151
0.194000		0.410000		-0.012845
0.195000		0.410000		-0.012547
0.196000		0.410000		-0.012258
0.197000		0.410000		-0.011977
0.198000		0.410000		-0.011703
0.199000		0.410000		-0.011438
0.200000		0.410000		-0.011180
0.100000		0.420000		-0.223755
0.101000		0.420000		-0.214785
0.102000		0.420000		-0.206261
0.103000		0.420000		-0.198155
0.104000		0.420000		-0.190441
0.105000		0.420000		-0.183095
0.106000		0.420000		-0.176095
0.107000		0.420000		-0.169420
0.108000		0.420000		-0.163051
0.109000		0.420000		-0.156971
0.110000		0.420000		-0.151164
0.111000		0.420000		-0.145614
0.112000		0.420000		-0.140308
0.113000		0.420000		-0.135233
0.114000		0.420000		-0.130376
0.115000		0.420000		-0.125726
0.116000		0.420000		-0.121273
0.117000		0.420000		-0.117006
0.118000		0.420000		-0.112917
0.119000		0.420000		-0.108996
0.120000		0.420000		-0.105235
0.121000		0.420000		-0.101627
0.122000		0.420000		-0.098164
0.123000		0.420000		-0.094839
0.124000		0.420000		-0.091647
0.125000		0.420000		-0.088580
0.126000		0.420000		-0.085633
0.127000		0.420000		-0.082801
0.128000		0.420000		-0.080079
0.129000		0.420000		-0.077461
0.130000		0.420000		-0.074943
0.131000		0.420000		-0.072521
0.132000		0.420000		-0.070190
0.133000		0.420000		-0.067947
0.134000		0.420000		-0.065787
0.135000		0.420000		-0.063708
0.136000		0.420000		-0.061705
0.137000		0.420000		-0.059776
0.138000		0.420000		-0.057918
0.139000		0.420000		-0.056127
0.140000		0.420000		-0.054400
0.141000		0.420000		-0.052736
0.142000		0.420000		-0.051132
0.143000		0.420000		-0.049584
0.144000		0.420000		-0.048092
0.145000		0.420000		-0.046652
0.146000		0.420000		-0.045263
0.147000		0.420000		-0.043922
0.148000		0.420000		-0.042628
0.149000		0.420000		-0.041379
0.150000		0.420000		-0.040172
0.151000		0.420000		-0.039008
0.152000		0.420000		-0.037882
0.153000		0.420000		-0.036796
0.154000		0.420000		-0.035745
0.155000		0.420000		-0.034731
0.156000		0.420000		-0.033750
0.157000		0.420000		-0.032802
0.158000		0.420000		-0.031885
0.159000		0.420000		-0.030999
0.160000		0.420000		-0.030142
0.161000		0.420000		-0.029313
0.162000		0.420000		-0.028511
0.163000		0.420000		-0.027735
0.164000		0.420000		-0.026985
0.165000		0.420000		-0.026258
0.166000		0.420000		-0.025555
0.167000		0.420000		-0.024874
0.168000		0.420000		-0.024214
0.169000		0.420000		-0.023576
0.170000		0.420000		-0.022958
0.171000		0.420000		-0.022359
0.172000		0.420000		-0.021779
0.173000		0.420000		-0.021216
0.174000		0.420000		-0.020672
0.175000		0.420000		-0.020144
0.176000		0.420000		-0.019632
0.177000		0.420000		-0.019136
0.178000		0.420000		-0.018655
0.179000		0.420000		-0.018188
0.180000		0.420000		-0.017736
0.181000		0.420000		-0.017297
0.182000		0.420000		-0.016871
0.183000		0.420000		-0.016458
0.184000		0.420000		-0.016057
0.185000		0.420000		-0.015668
0.186000		0.420000		-0.015291
0.187000		0.420000		-0.014924
0.188000		0.420000		-0.014568
0.189000		0.420000		-0.014223
0.190000		0.420000		-0.013887
0.191000		0.420000		-0.013561
0.192000		0.420000		-0.013245
0.193000		0.420000		-0.012937
0.194000		0.420000		-0.012639
0.195000		0.420000		-0.012348
0.196000		0.420000		-0.012066
0.197000		0.420000		-0.011792
0.198000		0.420000		-0.011525
0.199000		0.420000		-0.011266
0.200000		0.420000		-0.011014
0.100000		0.430000		-0.214474
0.101000		0.430000		-0.206012
0.102000		0.430000		-0.197960
0.103000		0.430000		-0.190294
0.104000		0.430000		-0.182990
0.105000		0.430000		-0.176026
0.106000		0.430000		-0.169384
0.107000		0.430000		-0.163043
0.108000		0.430000		-0.156988
0.109000		0.430000		-0.151202
0.110000		0.430000		-0.145671
0.111000		0.430000		-0.140380
0.112000		0.430000		-0.135319
0.113000		0.430000		-0.130474
0.114000		0.430000		-0.125834
0.115000		0.430000		-0.121389
0.116000		0.430000		-0.117129
0.117000		0.430000		-0.113045
0.118000		0.430000		-0.109128
0.119000		0.430000		-0.105371
0.120000		0.430000		-0.101766
0.121000		0.430000		-0.098305
0.122000		0.430000		-0.094982
0.123000		0.430000		-0.091790
0.124000		0.430000		-0.088724
0.125000		0.430000		-0.085778
0.126000		0.430000		-0.082946
0.127000		0.430000		-0.080223
0.128000		0.430000		-0.077605
0.129000		0.430000		-0.075086
0.130000		0.430000		-0.072663
0.131000		0.430000		-0.070331
0.132000		0.430000		-0.068086
0.133000		0.430000		-0.065926
0.134000		0.430000		-0.063845
0.135000		0.430000		-0.061841
0.136000		0.430000		-0.059911
0.137000		0.430000		-0.058051
0.138000		0.430000		-0.056258
0.139000		0.430000		-0.054531
0.140000		0.430000		-0.052865
0.141000		0.430000		-0.051259
0.142000		0.430000		-0.049711
0.143000		0.430000		-0.048217
0.144000		0.430000		-0.046776
0.145000		0.430000		-0.045386
0.146000		0.430000		-0.044044
0.147000		0.430000		-0.042748
0.148000		0.430000		-0.041498
0.149000		0.430000		-0.040291
0.150000		0.430000		-0.039125
0.151000		0.430000		-0.037999
0.152000		0.430000		-0.036911
0.153000		0.430000		-0.035860
0.154000		0.430000		-0.034844
0.155000		0.430000		-0.033862
0.156000		0.430000		-0.032913
0.157000		0.430000		-0.031996
0.158000		0.430000		-0.031109
0.159000		0.430000		-0.030251
0.160000		0.430000		-0.029421
0.161000		0.430000		-0.028618
0.162000		0.430000		-0.027842
0.163000		0.430000		-0.027090
0.164000		0.430000		-0.026362
0.165000		0.430000		-0.025658
0.166000		0.430000		-0.024977
0.167000		0.430000		-0.024317
0.168000		0.430000		-0.023677
0.169000		0.430000		-0.023058
0.170000		0.430000		-0.022459
0.171000		0.430000		-0.021878
0.172000		0.430000		-0.021315
0.173000		0.430000		-0.020769
0.174000		0.430000		-0.020240
0.175000		0.430000		-0.019728
0.176000		0.430000		-0.019231
0.177000		0.430000		-0.018749
0.178000		0.430000		-0.018282
0.179000		0.430000		-0.017829
0.180000		0.430000		-0.017389
0.181000		0.430000		-0.016962
0.182000		0.430000		-0.016549
0.183000		0.430000		-0.016147
0.184000		0.430000		-0.015757
0.185000		0.430000		-0.015379
0.186000		0.430000		-0.015011
0.187000		0.430000		-0.014655
0.188000		0.430000		-0.014309
0.189000		0.430000		-0.013972
0.190000		0.430000		-0.013646
0.191000		0.430000		-0.013328
0.192000		0.430000		-0.013020
0.193000		0.430000		-0.012720
0.194000		0.430000		-0.012429
0.195000		0.430000		-0.012146
0.196000		0.430000		-0.011871
0.197000		0.430000		-0.011604
0.198000		0.430000		-0.011344
0.199000		0.430000		-0.011091
0.200000		0.430000		-0.010845
0.100000		0.440000		-0.205881
0.101000		0.440000		-0.197873
0.102000		0.440000		-0.190245
0.103000		0.440000		-0.182974
0.104000		0.440000		-0.176039
0.105000		0.440000		-0.169421
0.106000		0.440000		-0.163101
0.107000		0.440000		-0.157063
0.108000		0.440000		-0.151292
0.109000		0.440000		-0.145773
0.110000		0.440000		-0.140494
0.111000		0.440000		-0.135440
0.112000		0.440000		-0.130602
0.113000		0.440000		-0.125967
0.114000		0.440000		-0.121526
0.115000		0.440000		-0.117269
0.116000		0.440000		-0.113187
0.117000		0.440000		-0.109271
0.118000		0.440000		-0.105515
0.119000		0.440000		-0.101909
0.120000		0.440000		-0.098448
0.121000		0.440000		-0.095124
0.122000		0.440000		-0.091931
0.123000		0.440000		-0.088863
0.124000		0.440000		-0.085915
0.125000		0.440000		-0.083081
0.126000		0.440000		-0.080356
0.127000		0.440000		-0.077736
0.128000		0.440000		-0.075215
0.129000		0.440000		-0.072789
0.130000		0.440000		-0.070455
0.131000		0.440000		-0.068209
0.132000		0.440000		-0.066046
0.133000		0.440000		-0.063963
0.134000		0.440000		-0.061957
0.135000		0.440000		-0.060025
0.136000		0.440000		-0.058163
0.137000		0.440000		-0.056369
0.138000		0.440000		-0.054639
0.139000		0.440000		-0.052972
0.140000		0.440000		-0.051365
0.141000		0.440000		-0.049815
0.142000		0.440000		-0.048319
0.143000		0.440000		-0.046877
0.144000		0.440000		-0.045485
0.145000		0.440000		-0.044142
0.146000		0.440000		-0.042846
0.147000		0.440000		-0.041594
0.148000		0.440000		-0.040386
0.149000		0.440000		-0.039219
0.150000		0.440000		-0.038092
0.151000		0.440000		-0.037003
0.152000		0.440000		-0.035951
0.153000		0.440000		-0.034935
0.154000		0.440000		-0.033952
0.155000		0.440000		-0.033003
0.156000		0.440000		-0.032085
0.157000		0.440000		-0.031197
0.158000		0.440000		-0.030338
0.159000		0.440000		-0.029508
0.160000		0.440000		-0.028705
0.161000		0.440000		-0.027928
0.162000		0.440000		-0.027175
0.163000		0.440000		-0.026448
0.164000		0.440000		-0.025743
0.165000		0.440000		-0.025061
0.166000		0.440000		-0.024400
0.167000		0.440000		-0.023761
0.168000		0.440000		-0.023141
0.169000		0.440000		-0.022541
0.170000		0.440000		-0.021960
0.171000		0.440000		-0.021396
0.172000		0.440000		-0.020850
0.173000		0.440000		-0.020321
0.174000		0.440000		-0.019808
0.175000		0.440000		-0.019310
0.176000		0.440000		-0.018828
0.177000		0.440000		-0.018360
0.178000		0.440000		-0.017907
0.179000		0.440000		-0.017467
0.180000		0.440000		-0.017040
0.181000		0.440000		-0.016625
0.182000		0.440000		-0.016223
0.183000		0.440000		-0.015833
0.184000		0.440000		-0.015454
0.185000		0.440000		-0.015086
0.186000		0.440000		-0.014729
0.187000		0.440000		-0.014382
0.188000		0.440000		-0.014045
0.189000		0.440000		-0.013718
0.190000		0.440000		-0.013400
0.191000		0.440000		-0.013091
0.192000		0.440000		-0.012791
0.193000		0.440000		-0.012500
0.194000		0.440000		-0.012216
0.195000		0.440000		-0.011941
0.196000		0.440000		-0.011673
0.197000		0.440000		-0.011412
0.198000		0.440000		-0.011159
0.199000		0.440000		-0.010912
0.200000		0.440000		-0.010672
0.100000		0.450000		-0.197893
0.101000		0.450000		-0.190294
0.102000		0.450000		-0.183046
0.103000		0.450000		-0.176131
0.104000		0.450000		-0.169529
0.105000		0.450000		-0.163222
0.106000		0.450000		-0.157195
0.107000		0.450000		-0.151432
0.108000		0.450000		-0.145920
0.109000		0.450000		-0.140644
0.110000		0.450000		-0.135594
0.111000		0.450000		-0.130757
0.112000		0.450000		-0.126123
0.113000		0.450000		-0.121681
0.114000		0.450000		-0.117423
0.115000		0.450000		-0.113339
0.116000		0.450000		-0.109422
0.117000		0.450000		-0.105662
0.118000		0.450000		-0.102054
0.119000		0.450000		-0.098589
0.120000		0.450000		-0.095262
0.121000		0.450000		-0.092065
0.122000		0.450000		-0.088994
0.123000		0.450000		-0.086042
0.124000		0.450000		-0.083204
0.125000		0.450000		-0.080476
0.126000		0.450000		-0.077852
0.127000		0.450000		-0.075327
0.128000		0.450000		-0.072899
0.129000		0.450000		-0.070561
0.130000		0.450000		-0.068312
0.131000		0.450000		-0.066146
0.132000		0.450000		-0.064060
0.133000		0.450000		-0.062051
0.134000		0.450000		-0.060116
0.135000		0.450000		-0.058252
0.136000		0.450000		-0.056456
0.137000		0.450000		-0.054724
0.138000		0.450000		-0.053055
0.139000		0.450000		-0.051446
0.140000		0.450000		-0.049894
0.141000		0.450000		-0.048397
0.142000		0.450000		-0.046953
0.143000		0.450000		-0.045560
0.144000		0.450000		-0.044216
0.145000		0.450000		-0.042919
0.146000		0.450000		-0.041666
0.147000		0.450000		-0.040457
0.148000		0.450000		-0.039289
0.149000		0.450000		-0.038161
0.150000		0.450000		-0.037072
0.151000		0.450000		-0.036019
0.152000		0.450000		-0.035002
0.153000		0.450000		-0.034019
0.154000		0.450000		-0.033069
0.155000		0.450000		-0.032151
0.156000		0.450000		-0.031263
0.157000		0.450000		-0.030404
0.158000		0.450000		-0.029573
0.159000		0.450000		-0.028770
0.160000		0.450000		-0.027992
0.161000		0.450000		-0.027240
0.162000		0.450000		-0.026512
0.163000		0.450000		-0.025807
0.164000		0.450000		-0.025125
0.165000		0.450000		-0.024464
0.166000		0.450000		-0.023824
0.167000		0.450000		-0.023205
0.168000		0.450000		-0.022605
0.169000		0.450000		-0.022023
0.170000		0.450000		-0.021460
0.171000		0.450000		-0.020914
0.172000		0.450000		-0.020384
0.173000		0.450000		-0.019871
0.174000		0.450000		-0.019374
0.175000		0.450000		-0.018891
0.176000		0.450000		-0.018423
0.177000		0.450000		-0.017970
0.178000		0.450000		-0.017529
0.179000		0.450000		-0.017102
0.180000		0.450000		-0.016688
0.181000		0.450000		-0.016285
0.182000		0.450000		-0.015895
0.183000		0.450000		-0.015516
0.184000		0.450000		-0.015148
0.185000		0.450000		-0.014791
0.186000		0.450000		-0.014444
0.187000		0.450000		-0.014106
0.188000		0.450000		-0.013779
0.189000		0.450000		-0.013461
0.190000		0.450000		-0.013152
0.191000		0.450000		-0.012851
0.192000		0.450000		-0.012559
0.193000		0.450000		-0.012276
0.194000		0.450000		-0.012000
0.195000		0.450000		-0.011731
0.196000		0.450000		-0.011470
0.197000		0.450000		-0.011217
0.198000		0.450000		-0.010970
0.199000		0.450000		-0.010730
0.200000		0.450000		-0.010496
0.100000		0.460000		-0.190435
0.101000		0.460000		-0.183202
0.102000		0.460000		-0.176298
0.103000		0.460000		-0.169704
0.104000		0.460000		-0.163403
0.105000		0.460000		-0.157379
0.106000		0.460000		-0.151618
0.107000		0.460000		-0.146106
0.108000		0.460000		-0.140829
0.109000		0.460000		-0.135776
0.110000		0.460000		-0.130936
0.111000		0.460000		-0.126298
0.112000		0.460000		-0.121852
0.113000		0.460000		-0.117588
0.114000		0.460000		-0.113499
0.115000		0.460000		-0.109576
0.116000		0.460000		-0.105811
0.117000		0.460000		-0.102196
0.118000		0.460000		-0.098726
0.119000		0.460000		-0.095392
0.120000		0.460000		-0.092190
0.121000		0.460000		-0.089113
0.122000		0.460000		-0.086155
0.123000		0.460000		-0.083312
0.124000		0.460000		-0.080579
0.125000		0.460000		-0.077949
0.126000		0.460000		-0.075420
0.127000		0.460000		-0.072987
0.128000		0.460000		-0.070646
0.129000		0.460000		-0.068392
0.130000		0.460000		-0.066222
0.131000		0.460000		-0.064133
0.132000		0.460000		-0.062121
0.133000		0.460000		-0.060183
0.134000		0.460000		-0.058316
0.135000		0.460000		-0.056517
0.136000		0.460000		-0.054783
0.137000		0.460000		-0.053112
0.138000		0.460000		-0.051501
0.139000		0.460000		-0.049947
0.140000		0.460000		-0.048449
0.141000		0.460000		-0.047003
0.142000		0.460000		-0.045609
0.143000		0.460000		-0.044263
0.144000		0.460000		-0.042965
0.145000		0.460000		-0.041711
0.146000		0.460000		-0.040501
0.147000		0.460000		-0.039333
0.148000		0.460000		-0.038205
0.149000		0.460000		-0.037115
0.150000		0.460000		-0.036062
0.151000		0.460000		-0.035044
0.152000		0.460000		-0.034061
0.153000		0.460000		-0.033111
0.154000		0.460000		-0.032193
0.155000		0.460000		-0.031305
0.156000		0.460000		-0.030446
0.157000		0.460000		-0.029615
0.158000		0.460000		-0.028812
0.159000		0.460000		-0.028034
0.160000		0.460000		-0.027282
0.161000		0.460000		-0.026554
0.162000		0.460000		-0.025850
0.163000		0.460000		-0.025168
0.164000		0.460000		-0.024508
0.165000		0.460000		-0.023868
0.166000		0.460000		-0.023249
0.167000		0.460000		-0.022649
0.168000		0.460000		-0.022067
0.169000		0.460000		-0.021504
0.170000		0.460000		-0.020958
0.171000		0.460000		-0.020429
0.172000		0.460000		-0.019917
0.173000		0.460000		-0.019419
0.174000		0.460000		-0.018937
0.175000		0.460000		-0.018470
0.176000		0.460000		-0.018016
0.177000		0.460000		-0.017576
0.178000		0.460000		-0.017149
0.179000		0.460000		-0.016735
0.180000		0.460000		-0.016333
0.181000		0.460000		-0.015942
0.182000		0.460000		-0.015564
0.183000		0.460000		-0.015196
0.184000		0.460000		-0.014838
0.185000		0.460000		-0.014491
0.186000		0.460000		-0.014154
0.187000		0.460000		-0.013827
0.188000		0.460000		-0.013509
0.189000		0.460000		-0.013200
0.190000		0.460000		-0.012899
0.191000		0.460000		-0.012608
0.192000		0.460000		-0.012324
0.193000		0.460000		-0.012048
0.194000		0.460000		-0.011779
0.195000		0.460000		-0.011518
0.196000		0.460000		-0.011265
0.197000		0.460000		-0.011018
0.198000		0.460000		-0.010778
0.199000		0.460000		-0.010544
0.200000		0.460000		-0.010317
0.100000		0.470000		-0.183438
0.101000		0.470000		-0.176536
0.102000		0.470000		-0.169941
0.103000		0.470000		-0.163638
0.104000		0.470000		-0.157611
0.105000		0.470000		-0.151844
0.106000		0.470000		-0.146326
0.107000		0.470000		-0.141042
0.108000		0.470000		-0.135981
0.109000		0.470000		-0.131133
0.110000		0.470000		-0.126486
0.111000		0.470000		-0.122031
0.112000		0.470000		-0.117759
0.113000		0.470000		-0.113660
0.114000		0.470000		-0.109728
0.115000		0.470000		-0.105954
0.116000		0.470000		-0.102331
0.117000		0.470000		-0.098852
0.118000		0.470000		-0.095510
0.119000		0.470000		-0.092300
0.120000		0.470000		-0.089215
0.121000		0.470000		-0.086251
0.122000		0.470000		-0.083401
0.123000		0.470000		-0.080660
0.124000		0.470000		-0.078025
0.125000		0.470000		-0.075490
0.126000		0.470000		-0.073051
0.127000		0.470000		-0.070705
0.128000		0.470000		-0.068446
0.129000		0.470000		-0.066272
0.130000		0.470000		-0.064179
0.131000		0.470000		-0.062163
0.132000		0.470000		-0.060222
0.133000		0.470000		-0.058351
0.134000		0.470000		-0.056549
0.135000		0.470000		-0.054813
0.136000		0.470000		-0.053139
0.137000		0.470000		-0.051526
0.138000		0.470000		-0.049970
0.139000		0.470000		-0.048470
0.140000		0.470000		-0.047024
0.141000		0.470000		-0.045628
0.142000		0.470000		-0.044282
0.143000		0.470000		-0.042982
0.144000		0.470000		-0.041728
0.145000		0.470000		-0.040517
0.146000		0.470000		-0.039349
0.147000		0.470000		-0.038220
0.148000		0.470000		-0.037130
0.149000		0.470000		-0.036077
0.150000		0.470000		-0.035060
0.151000		0.470000		-0.034077
0.152000		0.470000		-0.033127
0.153000		0.470000		-0.032209
0.154000		0.470000		-0.031321
0.155000		0.470000		-0.030463
0.156000		0.470000		-0.029632
0.157000		0.470000		-0.028829
0.158000		0.470000		-0.028053
0.159000		0.470000		-0.027301
0.160000		0.470000		-0.026574
0.161000		0.470000		-0.025870
0.162000		0.470000		-0.025189
0.163000		0.470000		-0.024529
0.164000		0.470000		-0.023890
0.165000		0.470000		-0.023271
0.166000		0.470000		-0.022672
0.167000		0.470000		-0.022092
0.168000		0.470000		-0.021529
