100
100
T [fm^-1]		muB [fm^-1]		F_dfce [fm^-1]
0.793333		1.208889		-0.425198
0.795758		1.208889		-0.427863
0.798182		1.208889		-0.430529
0.800606		1.208889		-0.433196
0.803030		1.208889		-0.435863
0.805455		1.208889		-0.438530
0.807879		1.208889		-0.441198
0.810303		1.208889		-0.443865
0.812727		1.208889		-0.446533
0.815152		1.208889		-0.449202
0.817576		1.208889		-0.451870
0.820000		1.208889		-0.454538
0.580000		1.236364		-0.210906
0.582424		1.236364		-0.212995
0.584848		1.236364		-0.215100
0.587273		1.236364		-0.217219
0.589697		1.236364		-0.219354
0.592121		1.236364		-0.221504
0.594545		1.236364		-0.223669
0.596970		1.236364		-0.225848
0.599394		1.236364		-0.228042
0.601818		1.236364		-0.230249
0.604242		1.236364		-0.232471
0.606667		1.236364		-0.234707
0.609091		1.236364		-0.236956
0.611515		1.236364		-0.239219
0.613939		1.236364		-0.241494
0.616364		1.236364		-0.243783
0.618788		1.236364		-0.246085
0.621212		1.236364		-0.248399
0.623636		1.236364		-0.250725
0.626061		1.236364		-0.253064
0.628485		1.236364		-0.255415
0.630909		1.236364		-0.257777
0.633333		1.236364		-0.260151
0.635758		1.236364		-0.262536
0.638182		1.236364		-0.264932
0.640606		1.236364		-0.267339
0.643030		1.236364		-0.269757
0.645455		1.236364		-0.272185
0.647879		1.236364		-0.274623
0.650303		1.236364		-0.277071
0.652727		1.236364		-0.279529
0.655152		1.236364		-0.281997
0.657576		1.236364		-0.284474
0.660000		1.236364		-0.286960
0.662424		1.236364		-0.289455
0.664848		1.236364		-0.291959
0.667273		1.236364		-0.294471
0.669697		1.236364		-0.296992
0.672121		1.236364		-0.299520
0.674545		1.236364		-0.302057
0.676970		1.236364		-0.304601
0.679394		1.236364		-0.307152
0.681818		1.236364		-0.309711
0.684242		1.236364		-0.312277
0.686667		1.236364		-0.314850
0.689091		1.236364		-0.317430
0.691515		1.236364		-0.320016
0.693939		1.236364		-0.322608
0.696364		1.236364		-0.325206
0.698788		1.236364		-0.327811
0.701212		1.236364		-0.330421
0.703636		1.236364		-0.333036
0.706061		1.236364		-0.335657
0.708485		1.236364		-0.338284
0.710909		1.236364		-0.340915
0.713333		1.236364		-0.343551
0.715758		1.236364		-0.346191
0.718182		1.236364		-0.348837
0.720606		1.236364		-0.351486
0.723030		1.236364		-0.354140
0.725455		1.236364		-0.356797
0.727879		1.236364		-0.359459
0.730303		1.236364		-0.362124
0.732727		1.236364		-0.364793
0.735152		1.236364		-0.367465
0.737576		1.236364		-0.370141
0.740000		1.236364		-0.372819
0.742424		1.236364		-0.375501
0.744848		1.236364		-0.378185
0.747273		1.236364		-0.380872
0.749697		1.236364		-0.383561
0.752121		1.236364		-0.386253
0.754545		1.236364		-0.388947
0.756970		1.236364		-0.391644
0.759394		1.236364		-0.394342
0.761818		1.236364		-0.397043
0.764242		1.236364		-0.399745
0.766667		1.236364		-0.402449
0.769091		1.236364		-0.405154
0.771515		1.236364		-0.407861
0.773939		1.236364		-0.410569
0.776364		1.236364		-0.413279
0.778788		1.236364		-0.415989
0.781212		1.236364		-0.418701
0.783636		1.236364		-0.421413
0.786061		1.236364		-0.424127
0.788485		1.236364		-0.426841
0.790909		1.236364		-0.429556
0.793333		1.236364		-0.432272
0.795758		1.236364		-0.434988
0.798182		1.236364		-0.437704
0.800606		1.236364		-0.440421
0.803030		1.236364		-0.443138
0.805455		1.236364		-0.445855
0.807879		1.236364		-0.448572
0.810303		1.236364		-0.451290
0.812727		1.236364		-0.454007
0.815152		1.236364		-0.456725
0.817576		1.236364		-0.459442
0.820000		1.236364		-0.462159
0.580000		1.263838		-0.213518
0.582424		1.263838		-0.215654
0.584848		1.263838		-0.217806
0.587273		1.263838		-0.219973
0.589697		1.263838		-0.222155
0.592121		1.263838		-0.224353
0.594545		1.263838		-0.226566
0.596970		1.263838		-0.228794
0.599394		1.263838		-0.231037
0.601818		1.263838		-0.233294
0.604242		1.263838		-0.235565
0.606667		1.263838		-0.237851
0.609091		1.263838		-0.240150
0.611515		1.263838		-0.242463
0.613939		1.263838		-0.244789
0.616364		1.263838		-0.247129
0.618788		1.263838		-0.249482
0.621212		1.263838		-0.251847
0.623636		1.263838		-0.254225
0.626061		1.263838		-0.256615
0.628485		1.263838		-0.259018
0.630909		1.263838		-0.261432
0.633333		1.263838		-0.263859
0.635758		1.263838		-0.266296
0.638182		1.263838		-0.268745
0.640606		1.263838		-0.271205
0.643030		1.263838		-0.273676
0.645455		1.263838		-0.276157
0.647879		1.263838		-0.278649
0.650303		1.263838		-0.281151
0.652727		1.263838		-0.283662
0.655152		1.263838		-0.286184
0.657576		1.263838		-0.288715
0.660000		1.263838		-0.291255
0.662424		1.263838		-0.293804
0.664848		1.263838		-0.296362
0.667273		1.263838		-0.298929
0.669697		1.263838		-0.301504
0.672121		1.263838		-0.304087
0.674545		1.263838		-0.306678
0.676970		1.263838		-0.309277
0.679394		1.263838		-0.311884
0.681818		1.263838		-0.314498
0.684242		1.263838		-0.317119
0.686667		1.263838		-0.319747
0.689091		1.263838		-0.322381
0.691515		1.263838		-0.325022
0.693939		1.263838		-0.327670
0.696364		1.263838		-0.330323
0.698788		1.263838		-0.332983
0.701212		1.263838		-0.335648
0.703636		1.263838		-0.338319
0.706061		1.263838		-0.340995
0.708485		1.263838		-0.343677
0.710909		1.263838		-0.346363
0.713333		1.263838		-0.349055
0.715758		1.263838		-0.351750
0.718182		1.263838		-0.354451
0.720606		1.263838		-0.357156
0.723030		1.263838		-0.359864
0.725455		1.263838		-0.362577
0.727879		1.263838		-0.365294
0.730303		1.263838		-0.368014
0.732727		1.263838		-0.370738
0.735152		1.263838		-0.373465
0.737576		1.263838		-0.376195
0.740000		1.263838		-0.378928
0.742424		1.263838		-0.381664
0.744848		1.263838		-0.384403
0.747273		1.263838		-0.387145
0.749697		1.263838		-0.389889
0.752121		1.263838		-0.392635
0.754545		1.263838		-0.395383
0.756970		1.263838		-0.398134
0.759394		1.263838		-0.400886
0.761818		1.263838		-0.403641
0.764242		1.263838		-0.406396
0.766667		1.263838		-0.409154
0.769091		1.263838		-0.411913
0.771515		1.263838		-0.414673
0.773939		1.263838		-0.417434
0.776364		1.263838		-0.420197
0.778788		1.263838		-0.422961
0.781212		1.263838		-0.425725
0.783636		1.263838		-0.428490
0.786061		1.263838		-0.431256
0.788485		1.263838		-0.434023
0.790909		1.263838		-0.436790
0.793333		1.263838		-0.439557
0.795758		1.263838		-0.442325
0.798182		1.263838		-0.445093
0.800606		1.263838		-0.447861
0.803030		1.263838		-0.450630
0.805455		1.263838		-0.453398
0.807879		1.263838		-0.456166
0.810303		1.263838		-0.458934
0.812727		1.263838		-0.461702
0.815152		1.263838		-0.464470
0.817576		1.263838		-0.467237
0.820000		1.263838		-0.470004
0.580000		1.291313		-0.216241
0.582424		1.291313		-0.218425
0.584848		1.291313		-0.220625
0.587273		1.291313		-0.222841
0.589697		1.291313		-0.225073
0.592121		1.291313		-0.227320
0.594545		1.291313		-0.229583
0.596970		1.291313		-0.231861
0.599394		1.291313		-0.234153
0.601818		1.291313		-0.236461
0.604242		1.291313		-0.238783
0.606667		1.291313		-0.241120
0.609091		1.291313		-0.243470
0.611515		1.291313		-0.245835
0.613939		1.291313		-0.248213
0.616364		1.291313		-0.250605
0.618788		1.291313		-0.253010
0.621212		1.291313		-0.255428
0.623636		1.291313		-0.257859
0.626061		1.291313		-0.260302
0.628485		1.291313		-0.262758
0.630909		1.291313		-0.265226
0.633333		1.291313		-0.267706
0.635758		1.291313		-0.270197
0.638182		1.291313		-0.272700
0.640606		1.291313		-0.275214
0.643030		1.291313		-0.277739
0.645455		1.291313		-0.280275
0.647879		1.291313		-0.282821
0.650303		1.291313		-0.285378
0.652727		1.291313		-0.287944
0.655152		1.291313		-0.290521
0.657576		1.291313		-0.293107
0.660000		1.291313		-0.295703
0.662424		1.291313		-0.298307
0.664848		1.291313		-0.300921
0.667273		1.291313		-0.303543
0.669697		1.291313		-0.306174
0.672121		1.291313		-0.308813
0.674545		1.291313		-0.311460
0.676970		1.291313		-0.314115
0.679394		1.291313		-0.316778
0.681818		1.291313		-0.319448
0.684242		1.291313		-0.322125
0.686667		1.291313		-0.324809
0.689091		1.291313		-0.327500
0.691515		1.291313		-0.330198
0.693939		1.291313		-0.332901
0.696364		1.291313		-0.335611
0.698788		1.291313		-0.338327
0.701212		1.291313		-0.341049
0.703636		1.291313		-0.343776
0.706061		1.291313		-0.346509
0.708485		1.291313		-0.349247
0.710909		1.291313		-0.351990
0.713333		1.291313		-0.354738
0.715758		1.291313		-0.357490
0.718182		1.291313		-0.360247
0.720606		1.291313		-0.363008
0.723030		1.291313		-0.365773
0.725455		1.291313		-0.368542
0.727879		1.291313		-0.371315
0.730303		1.291313		-0.374091
0.732727		1.291313		-0.376871
0.735152		1.291313		-0.379654
0.737576		1.291313		-0.382440
0.740000		1.291313		-0.385230
0.742424		1.291313		-0.388022
0.744848		1.291313		-0.390816
0.747273		1.291313		-0.393613
0.749697		1.291313		-0.396413
0.752121		1.291313		-0.399214
0.754545		1.291313		-0.402018
0.756970		1.291313		-0.404824
0.759394		1.291313		-0.407632
0.761818		1.291313		-0.410441
0.764242		1.291313		-0.413252
0.766667		1.291313		-0.416064
0.769091		1.291313		-0.418877
0.771515		1.291313		-0.421692
0.773939		1.291313		-0.424508
0.776364		1.291313		-0.427325
0.778788		1.291313		-0.430142
0.781212		1.291313		-0.432961
0.783636		1.291313		-0.435780
0.786061		1.291313		-0.438599
0.788485		1.291313		-0.441419
0.790909		1.291313		-0.444239
0.793333		1.291313		-0.447060
0.795758		1.291313		-0.449881
0.798182		1.291313		-0.452701
0.800606		1.291313		-0.455522
0.803030		1.291313		-0.458343
0.805455		1.291313		-0.461163
0.807879		1.291313		-0.463983
0.810303		1.291313		-0.466803
0.812727		1.291313		-0.469623
0.815152		1.291313		-0.472442
0.817576		1.291313		-0.475260
0.820000		1.291313		-0.478078
0.580000		1.318788		-0.219079
0.582424		1.318788		-0.221313
0.584848		1.318788		-0.223563
0.587273		1.318788		-0.225829
0.589697		1.318788		-0.228111
0.592121		1.318788		-0.230409
0.594545		1.318788		-0.232723
0.596970		1.318788		-0.235052
0.599394		1.318788		-0.237397
0.601818		1.318788		-0.239756
0.604242		1.318788		-0.242131
0.606667		1.318788		-0.244519
0.609091		1.318788		-0.246923
0.611515		1.318788		-0.249340
0.613939		1.318788		-0.251772
0.616364		1.318788		-0.254217
0.618788		1.318788		-0.256676
0.621212		1.318788		-0.259147
0.623636		1.318788		-0.261632
0.626061		1.318788		-0.264130
0.628485		1.318788		-0.266640
0.630909		1.318788		-0.269163
0.633333		1.318788		-0.271697
0.635758		1.318788		-0.274244
0.638182		1.318788		-0.276802
0.640606		1.318788		-0.279372
0.643030		1.318788		-0.281952
0.645455		1.318788		-0.284544
0.647879		1.318788		-0.287146
0.650303		1.318788		-0.289759
0.652727		1.318788		-0.292381
0.655152		1.318788		-0.295014
0.657576		1.318788		-0.297657
0.660000		1.318788		-0.300309
0.662424		1.318788		-0.302970
0.664848		1.318788		-0.305641
0.667273		1.318788		-0.308320
0.669697		1.318788		-0.311008
0.672121		1.318788		-0.313704
0.674545		1.318788		-0.316408
0.676970		1.318788		-0.319120
0.679394		1.318788		-0.321840
0.681818		1.318788		-0.324567
0.684242		1.318788		-0.327302
0.686667		1.318788		-0.330044
0.689091		1.318788		-0.332792
0.691515		1.318788		-0.335547
0.693939		1.318788		-0.338308
0.696364		1.318788		-0.341076
0.698788		1.318788		-0.343850
0.701212		1.318788		-0.346629
0.703636		1.318788		-0.349414
0.706061		1.318788		-0.352204
0.708485		1.318788		-0.355000
0.710909		1.318788		-0.357800
0.713333		1.318788		-0.360606
0.715758		1.318788		-0.363415
0.718182		1.318788		-0.366230
0.720606		1.318788		-0.369048
0.723030		1.318788		-0.371871
0.725455		1.318788		-0.374697
0.727879		1.318788		-0.377528
0.730303		1.318788		-0.380361
0.732727		1.318788		-0.383198
0.735152		1.318788		-0.386039
0.737576		1.318788		-0.388882
0.740000		1.318788		-0.391728
0.742424		1.318788		-0.394577
0.744848		1.318788		-0.397429
0.747273		1.318788		-0.400283
0.749697		1.318788		-0.403139
0.752121		1.318788		-0.405997
0.754545		1.318788		-0.408857
0.756970		1.318788		-0.411719
0.759394		1.318788		-0.414583
0.761818		1.318788		-0.417449
0.764242		1.318788		-0.420315
0.766667		1.318788		-0.423184
0.769091		1.318788		-0.426053
0.771515		1.318788		-0.428923
0.773939		1.318788		-0.431794
0.776364		1.318788		-0.434666
0.778788		1.318788		-0.437539
0.781212		1.318788		-0.440413
0.783636		1.318788		-0.443286
0.786061		1.318788		-0.446161
0.788485		1.318788		-0.449035
0.790909		1.318788		-0.451910
0.793333		1.318788		-0.454785
0.795758		1.318788		-0.457659
0.798182		1.318788		-0.460534
0.800606		1.318788		-0.463408
0.803030		1.318788		-0.466282
0.805455		1.318788		-0.469156
0.807879		1.318788		-0.472029
0.810303		1.318788		-0.474902
0.812727		1.318788		-0.477774
0.815152		1.318788		-0.480646
0.817576		1.318788		-0.483516
0.820000		1.318788		-0.486386
0.580000		1.346263		-0.222039
0.582424		1.346263		-0.224323
0.584848		1.346263		-0.226624
0.587273		1.346263		-0.228942
0.589697		1.346263		-0.231276
0.592121		1.346263		-0.233626
0.594545		1.346263		-0.235992
0.596970		1.346263		-0.238374
0.599394		1.346263		-0.240772
0.601818		1.346263		-0.243185
0.604242		1.346263		-0.245613
0.606667		1.346263		-0.248055
0.609091		1.346263		-0.250513
0.611515		1.346263		-0.252984
0.613939		1.346263		-0.255470
0.616364		1.346263		-0.257970
0.618788		1.346263		-0.260484
0.621212		1.346263		-0.263011
0.623636		1.346263		-0.265551
0.626061		1.346263		-0.268104
0.628485		1.346263		-0.270671
0.630909		1.346263		-0.273249
0.633333		1.346263		-0.275840
0.635758		1.346263		-0.278443
0.638182		1.346263		-0.281057
0.640606		1.346263		-0.283684
0.643030		1.346263		-0.286321
0.645455		1.346263		-0.288970
0.647879		1.346263		-0.291629
0.650303		1.346263		-0.294299
0.652727		1.346263		-0.296979
0.655152		1.346263		-0.299670
0.657576		1.346263		-0.302370
0.660000		1.346263		-0.305080
0.662424		1.346263		-0.307799
0.664848		1.346263		-0.310527
0.667273		1.346263		-0.313265
0.669697		1.346263		-0.316011
0.672121		1.346263		-0.318765
0.674545		1.346263		-0.321528
0.676970		1.346263		-0.324298
0.679394		1.346263		-0.327077
0.681818		1.346263		-0.329862
0.684242		1.346263		-0.332656
0.686667		1.346263		-0.335456
0.689091		1.346263		-0.338263
0.691515		1.346263		-0.341077
0.693939		1.346263		-0.343897
0.696364		1.346263		-0.346723
0.698788		1.346263		-0.349555
0.701212		1.346263		-0.352394
0.703636		1.346263		-0.355237
0.706061		1.346263		-0.358086
0.708485		1.346263		-0.360941
0.710909		1.346263		-0.363800
0.713333		1.346263		-0.366664
0.715758		1.346263		-0.369533
0.718182		1.346263		-0.372406
0.720606		1.346263		-0.375283
0.723030		1.346263		-0.378164
0.725455		1.346263		-0.381049
0.727879		1.346263		-0.383938
0.730303		1.346263		-0.386830
0.732727		1.346263		-0.389725
0.735152		1.346263		-0.392624
0.737576		1.346263		-0.395526
0.740000		1.346263		-0.398430
0.742424		1.346263		-0.401337
0.744848		1.346263		-0.404247
0.747273		1.346263		-0.407158
0.749697		1.346263		-0.410072
0.752121		1.346263		-0.412988
0.754545		1.346263		-0.415906
0.756970		1.346263		-0.418826
0.759394		1.346263		-0.421747
0.761818		1.346263		-0.424670
0.764242		1.346263		-0.427594
0.766667		1.346263		-0.430519
0.769091		1.346263		-0.433445
0.771515		1.346263		-0.436372
0.773939		1.346263		-0.439300
0.776364		1.346263		-0.442228
0.778788		1.346263		-0.445157
0.781212		1.346263		-0.448087
0.783636		1.346263		-0.451016
0.786061		1.346263		-0.453946
0.788485		1.346263		-0.456877
0.790909		1.346263		-0.459807
0.793333		1.346263		-0.462737
0.795758		1.346263		-0.465667
0.798182		1.346263		-0.468596
0.800606		1.346263		-0.471525
0.803030		1.346263		-0.474454
0.805455		1.346263		-0.477382
0.807879		1.346263		-0.480309
0.810303		1.346263		-0.483236
0.812727		1.346263		-0.486162
0.815152		1.346263		-0.489087
0.817576		1.346263		-0.492011
0.820000		1.346263		-0.494933
0.580000		1.373737		-0.225125
0.582424		1.373737		-0.227462
0.584848		1.373737		-0.229815
0.587273		1.373737		-0.232186
0.589697		1.373737		-0.234573
0.592121		1.373737		-0.236977
0.594545		1.373737		-0.239397
0.596970		1.373737		-0.241833
0.599394		1.373737		-0.244285
0.601818		1.373737		-0.246752
0.604242		1.373737		-0.249235
0.606667		1.373737		-0.251733
0.609091		1.373737		-0.254246
0.611515		1.373737		-0.256773
0.613939		1.373737		-0.259315
0.616364		1.373737		-0.261871
0.618788		1.373737		-0.264441
0.621212		1.373737		-0.267024
0.623636		1.373737		-0.269621
0.626061		1.373737		-0.272232
0.628485		1.373737		-0.274855
0.630909		1.373737		-0.277491
0.633333		1.373737		-0.280139
0.635758		1.373737		-0.282799
0.638182		1.373737		-0.285472
0.640606		1.373737		-0.288156
0.643030		1.373737		-0.290852
0.645455		1.373737		-0.293558
0.647879		1.373737		-0.296276
0.650303		1.373737		-0.299005
0.652727		1.373737		-0.301744
0.655152		1.373737		-0.304493
0.657576		1.373737		-0.307252
0.660000		1.373737		-0.310021
0.662424		1.373737		-0.312799
0.664848		1.373737		-0.315587
0.667273		1.373737		-0.318383
0.669697		1.373737		-0.321189
0.672121		1.373737		-0.324003
0.674545		1.373737		-0.326825
0.676970		1.373737		-0.329655
0.679394		1.373737		-0.332493
0.681818		1.373737		-0.335339
0.684242		1.373737		-0.338192
0.686667		1.373737		-0.341052
0.689091		1.373737		-0.343919
0.691515		1.373737		-0.346792
0.693939		1.373737		-0.349672
0.696364		1.373737		-0.352559
0.698788		1.373737		-0.355451
0.701212		1.373737		-0.358349
0.703636		1.373737		-0.361253
0.706061		1.373737		-0.364162
0.708485		1.373737		-0.367076
0.710909		1.373737		-0.369995
0.713333		1.373737		-0.372919
0.715758		1.373737		-0.375847
0.718182		1.373737		-0.378780
0.720606		1.373737		-0.381717
0.723030		1.373737		-0.384658
0.725455		1.373737		-0.387603
0.727879		1.373737		-0.390551
0.730303		1.373737		-0.393503
0.732727		1.373737		-0.396458
0.735152		1.373737		-0.399416
0.737576		1.373737		-0.402377
0.740000		1.373737		-0.405341
0.742424		1.373737		-0.408307
0.744848		1.373737		-0.411276
0.747273		1.373737		-0.414246
0.749697		1.373737		-0.417219
0.752121		1.373737		-0.420194
0.754545		1.373737		-0.423171
0.756970		1.373737		-0.426149
0.759394		1.373737		-0.429129
0.761818		1.373737		-0.432109
0.764242		1.373737		-0.435092
0.766667		1.373737		-0.438075
0.769091		1.373737		-0.441059
0.771515		1.373737		-0.444044
0.773939		1.373737		-0.447029
0.776364		1.373737		-0.450015
0.778788		1.373737		-0.453002
0.781212		1.373737		-0.455988
0.783636		1.373737		-0.458975
0.786061		1.373737		-0.461962
0.788485		1.373737		-0.464949
0.790909		1.373737		-0.467935
0.793333		1.373737		-0.470922
0.795758		1.373737		-0.473908
0.798182		1.373737		-0.476893
0.800606		1.373737		-0.479878
0.803030		1.373737		-0.482862
0.805455		1.373737		-0.485846
0.807879		1.373737		-0.488828
0.810303		1.373737		-0.491810
0.812727		1.373737		-0.494790
0.815152		1.373737		-0.497770
0.817576		1.373737		-0.500748
0.820000		1.373737		-0.503725
0.580000		1.401212		-0.228343
0.582424		1.401212		-0.230734
0.584848		1.401212		-0.233142
0.587273		1.401212		-0.235567
0.589697		1.401212		-0.238009
0.592121		1.401212		-0.240467
0.594545		1.401212		-0.242943
0.596970		1.401212		-0.245434
0.599394		1.401212		-0.247942
0.601818		1.401212		-0.250465
0.604242		1.401212		-0.253004
0.606667		1.401212		-0.255559
0.609091		1.401212		-0.258128
0.611515		1.401212		-0.260713
0.613939		1.401212		-0.263312
0.616364		1.401212		-0.265925
0.618788		1.401212		-0.268552
0.621212		1.401212		-0.271194
0.623636		1.401212		-0.273849
0.626061		1.401212		-0.276517
0.628485		1.401212		-0.279199
0.630909		1.401212		-0.281893
0.633333		1.401212		-0.284600
0.635758		1.401212		-0.287320
0.638182		1.401212		-0.290051
0.640606		1.401212		-0.292795
0.643030		1.401212		-0.295550
0.645455		1.401212		-0.298316
0.647879		1.401212		-0.301094
0.650303		1.401212		-0.303882
0.652727		1.401212		-0.306681
0.655152		1.401212		-0.309490
0.657576		1.401212		-0.312310
0.660000		1.401212		-0.315139
0.662424		1.401212		-0.317977
0.664848		1.401212		-0.320825
0.667273		1.401212		-0.323683
0.669697		1.401212		-0.326549
0.672121		1.401212		-0.329423
0.674545		1.401212		-0.332306
0.676970		1.401212		-0.335197
0.679394		1.401212		-0.338096
0.681818		1.401212		-0.341002
0.684242		1.401212		-0.343916
0.686667		1.401212		-0.346837
0.689091		1.401212		-0.349765
0.691515		1.401212		-0.352700
0.693939		1.401212		-0.355641
0.696364		1.401212		-0.358589
0.698788		1.401212		-0.361542
0.701212		1.401212		-0.364501
0.703636		1.401212		-0.367466
0.706061		1.401212		-0.370436
0.708485		1.401212		-0.373411
0.710909		1.401212		-0.376392
0.713333		1.401212		-0.379376
0.715758		1.401212		-0.382366
0.718182		1.401212		-0.385360
0.720606		1.401212		-0.388358
0.723030		1.401212		-0.391359
0.725455		1.401212		-0.394365
0.727879		1.401212		-0.397374
0.730303		1.401212		-0.400387
0.732727		1.401212		-0.403402
0.735152		1.401212		-0.406421
0.737576		1.401212		-0.409442
0.740000		1.401212		-0.412466
0.742424		1.401212		-0.415493
0.744848		1.401212		-0.418522
0.747273		1.401212		-0.421553
0.749697		1.401212		-0.424585
0.752121		1.401212		-0.427620
0.754545		1.401212		-0.430657
0.756970		1.401212		-0.433694
0.759394		1.401212		-0.436734
0.761818		1.401212		-0.439774
0.764242		1.401212		-0.442815
0.766667		1.401212		-0.445858
0.769091		1.401212		-0.448901
0.771515		1.401212		-0.451944
0.773939		1.401212		-0.454989
0.776364		1.401212		-0.458033
0.778788		1.401212		-0.461078
0.781212		1.401212		-0.464123
0.783636		1.401212		-0.467168
0.786061		1.401212		-0.470212
0.788485		1.401212		-0.473257
0.790909		1.401212		-0.476301
0.793333		1.401212		-0.479345
0.795758		1.401212		-0.482388
0.798182		1.401212		-0.485431
0.800606		1.401212		-0.488472
0.803030		1.401212		-0.491513
0.805455		1.401212		-0.494553
0.807879		1.401212		-0.497592
0.810303		1.401212		-0.500629
0.812727		1.401212		-0.503666
0.815152		1.401212		-0.506701
0.817576		1.401212		-0.509735
0.820000		1.401212		-0.512767
0.580000		1.428687		-0.231700
0.582424		1.428687		-0.234146
0.584848		1.428687		-0.236609
0.587273		1.428687		-0.239090
0.589697		1.428687		-0.241588
0.592121		1.428687		-0.244103
0.594545		1.428687		-0.246635
0.596970		1.428687		-0.249184
0.599394		1.428687		-0.251748
0.601818		1.428687		-0.254329
0.604242		1.428687		-0.256926
0.606667		1.428687		-0.259538
0.609091		1.428687		-0.262166
0.611515		1.428687		-0.264809
0.613939		1.428687		-0.267466
0.616364		1.428687		-0.270138
0.618788		1.428687		-0.272825
0.621212		1.428687		-0.275526
0.623636		1.428687		-0.278240
0.626061		1.428687		-0.280968
0.628485		1.428687		-0.283709
0.630909		1.428687		-0.286464
0.633333		1.428687		-0.289231
0.635758		1.428687		-0.292011
0.638182		1.428687		-0.294803
0.640606		1.428687		-0.297607
0.643030		1.428687		-0.300422
0.645455		1.428687		-0.303250
0.647879		1.428687		-0.306088
0.650303		1.428687		-0.308937
0.652727		1.428687		-0.311797
0.655152		1.428687		-0.314668
0.657576		1.428687		-0.317549
0.660000		1.428687		-0.320439
0.662424		1.428687		-0.323340
0.664848		1.428687		-0.326249
0.667273		1.428687		-0.329168
0.669697		1.428687		-0.332096
0.672121		1.428687		-0.335033
0.674545		1.428687		-0.337978
0.676970		1.428687		-0.340931
0.679394		1.428687		-0.343892
0.681818		1.428687		-0.346860
0.684242		1.428687		-0.349836
0.686667		1.428687		-0.352819
0.689091		1.428687		-0.355810
0.691515		1.428687		-0.358806
0.693939		1.428687		-0.361810
0.696364		1.428687		-0.364819
0.698788		1.428687		-0.367835
0.701212		1.428687		-0.370857
0.703636		1.428687		-0.373884
0.706061		1.428687		-0.376916
0.708485		1.428687		-0.379953
0.710909		1.428687		-0.382996
0.713333		1.428687		-0.386043
0.715758		1.428687		-0.389094
0.718182		1.428687		-0.392150
0.720606		1.428687		-0.395210
0.723030		1.428687		-0.398274
0.725455		1.428687		-0.401341
0.727879		1.428687		-0.404412
0.730303		1.428687		-0.407487
0.732727		1.428687		-0.410564
0.735152		1.428687		-0.413644
0.737576		1.428687		-0.416727
0.740000		1.428687		-0.419813
0.742424		1.428687		-0.422901
0.744848		1.428687		-0.425991
0.747273		1.428687		-0.429083
0.749697		1.428687		-0.432177
0.752121		1.428687		-0.435272
0.754545		1.428687		-0.438370
0.756970		1.428687		-0.441468
0.759394		1.428687		-0.444568
0.761818		1.428687		-0.447669
0.764242		1.428687		-0.450771
0.766667		1.428687		-0.453873
0.769091		1.428687		-0.456976
0.771515		1.428687		-0.460080
0.773939		1.428687		-0.463184
0.776364		1.428687		-0.466288
0.778788		1.428687		-0.469392
0.781212		1.428687		-0.472496
0.783636		1.428687		-0.475600
0.786061		1.428687		-0.478704
0.788485		1.428687		-0.481807
0.790909		1.428687		-0.484910
0.793333		1.428687		-0.488012
0.795758		1.428687		-0.491114
0.798182		1.428687		-0.494214
0.800606		1.428687		-0.497314
0.803030		1.428687		-0.500412
0.805455		1.428687		-0.503509
0.807879		1.428687		-0.506606
0.810303		1.428687		-0.509700
0.812727		1.428687		-0.512793
0.815152		1.428687		-0.515885
0.817576		1.428687		-0.518975
0.820000		1.428687		-0.522064
0.580000		1.456162		-0.235201
0.582424		1.456162		-0.237704
0.584848		1.456162		-0.240224
0.587273		1.456162		-0.242762
0.589697		1.456162		-0.245318
0.592121		1.456162		-0.247891
0.594545		1.456162		-0.250481
0.596970		1.456162		-0.253088
0.599394		1.456162		-0.255711
0.601818		1.456162		-0.258351
0.604242		1.456162		-0.261007
0.606667		1.456162		-0.263678
0.609091		1.456162		-0.266366
0.611515		1.456162		-0.269068
0.613939		1.456162		-0.271786
0.616364		1.456162		-0.274518
0.618788		1.456162		-0.277265
0.621212		1.456162		-0.280026
0.623636		1.456162		-0.282801
0.626061		1.456162		-0.285590
0.628485		1.456162		-0.288393
0.630909		1.456162		-0.291208
0.633333		1.456162		-0.294037
0.635758		1.456162		-0.296878
0.638182		1.456162		-0.299732
0.640606		1.456162		-0.302598
0.643030		1.456162		-0.305475
0.645455		1.456162		-0.308365
0.647879		1.456162		-0.311265
0.650303		1.456162		-0.314177
0.652727		1.456162		-0.317100
0.655152		1.456162		-0.320033
0.657576		1.456162		-0.322976
0.660000		1.456162		-0.325930
0.662424		1.456162		-0.328893
0.664848		1.456162		-0.331865
0.667273		1.456162		-0.334847
0.669697		1.456162		-0.337838
0.672121		1.456162		-0.340838
0.674545		1.456162		-0.343846
0.676970		1.456162		-0.346862
0.679394		1.456162		-0.349886
0.681818		1.456162		-0.352918
0.684242		1.456162		-0.355958
0.686667		1.456162		-0.359004
0.689091		1.456162		-0.362058
0.691515		1.456162		-0.365118
0.693939		1.456162		-0.368185
0.696364		1.456162		-0.371258
0.698788		1.456162		-0.374337
0.701212		1.456162		-0.377422
0.703636		1.456162		-0.380512
0.706061		1.456162		-0.383608
0.708485		1.456162		-0.386708
0.710909		1.456162		-0.389814
0.713333		1.456162		-0.392924
0.715758		1.456162		-0.396039
0.718182		1.456162		-0.399158
0.720606		1.456162		-0.402281
0.723030		1.456162		-0.405408
