100
100
T [fm^-1]		muB [fm^-1]		F_dfce [fm^-1]
0.788485		0.494545		-0.300125
0.790909		0.494545		-0.301890
0.793333		0.494545		-0.303659
0.795758		0.494545		-0.305433
0.798182		0.494545		-0.307211
0.800606		0.494545		-0.308994
0.803030		0.494545		-0.310780
0.805455		0.494545		-0.312571
0.807879		0.494545		-0.314367
0.810303		0.494545		-0.316166
0.812727		0.494545		-0.317970
0.815152		0.494545		-0.319777
0.817576		0.494545		-0.321589
0.820000		0.494545		-0.323405
0.580000		0.522020		-0.169454
0.582424		0.522020		-0.170714
0.584848		0.522020		-0.171982
0.587273		0.522020		-0.173259
0.589697		0.522020		-0.174544
0.592121		0.522020		-0.175838
0.594545		0.522020		-0.177139
0.596970		0.522020		-0.178449
0.599394		0.522020		-0.179767
0.601818		0.522020		-0.181093
0.604242		0.522020		-0.182427
0.606667		0.522020		-0.183769
0.609091		0.522020		-0.185119
0.611515		0.522020		-0.186477
0.613939		0.522020		-0.187842
0.616364		0.522020		-0.189216
0.618788		0.522020		-0.190597
0.621212		0.522020		-0.191985
0.623636		0.522020		-0.193381
0.626061		0.522020		-0.194784
0.628485		0.522020		-0.196195
0.630909		0.522020		-0.197613
0.633333		0.522020		-0.199039
0.635758		0.522020		-0.200471
0.638182		0.522020		-0.201911
0.640606		0.522020		-0.203358
0.643030		0.522020		-0.204812
0.645455		0.522020		-0.206273
0.647879		0.522020		-0.207741
0.650303		0.522020		-0.209215
0.652727		0.522020		-0.210697
0.655152		0.522020		-0.212185
0.657576		0.522020		-0.213679
0.660000		0.522020		-0.215181
0.662424		0.522020		-0.216689
0.664848		0.522020		-0.218203
0.667273		0.522020		-0.219724
0.669697		0.522020		-0.221251
0.672121		0.522020		-0.222784
0.674545		0.522020		-0.224324
0.676970		0.522020		-0.225869
0.679394		0.522020		-0.227421
0.681818		0.522020		-0.228979
0.684242		0.522020		-0.230543
0.686667		0.522020		-0.232113
0.689091		0.522020		-0.233689
0.691515		0.522020		-0.235270
0.693939		0.522020		-0.236857
0.696364		0.522020		-0.238451
0.698788		0.522020		-0.240049
0.701212		0.522020		-0.241654
0.703636		0.522020		-0.243264
0.706061		0.522020		-0.244879
0.708485		0.522020		-0.246500
0.710909		0.522020		-0.248127
0.713333		0.522020		-0.249759
0.715758		0.522020		-0.251396
0.718182		0.522020		-0.253038
0.720606		0.522020		-0.254686
0.723030		0.522020		-0.256339
0.725455		0.522020		-0.257997
0.727879		0.522020		-0.259661
0.730303		0.522020		-0.261329
0.732727		0.522020		-0.263002
0.735152		0.522020		-0.264681
0.737576		0.522020		-0.266364
0.740000		0.522020		-0.268053
0.742424		0.522020		-0.269746
0.744848		0.522020		-0.271444
0.747273		0.522020		-0.273147
0.749697		0.522020		-0.274854
0.752121		0.522020		-0.276567
0.754545		0.522020		-0.278284
0.756970		0.522020		-0.280006
0.759394		0.522020		-0.281732
0.761818		0.522020		-0.283463
0.764242		0.522020		-0.285199
0.766667		0.522020		-0.286939
0.769091		0.522020		-0.288684
0.771515		0.522020		-0.290433
0.773939		0.522020		-0.292187
0.776364		0.522020		-0.293945
0.778788		0.522020		-0.295708
0.781212		0.522020		-0.297475
0.783636		0.522020		-0.299246
0.786061		0.522020		-0.301022
0.788485		0.522020		-0.302802
0.790909		0.522020		-0.304586
0.793333		0.522020		-0.306375
0.795758		0.522020		-0.308168
0.798182		0.522020		-0.309965
0.800606		0.522020		-0.311766
0.803030		0.522020		-0.313571
0.805455		0.522020		-0.315381
0.807879		0.522020		-0.317195
0.810303		0.522020		-0.319012
0.812727		0.522020		-0.320834
0.815152		0.522020		-0.322660
0.817576		0.522020		-0.324490
0.820000		0.522020		-0.326324
0.580000		0.549495		-0.170386
0.582424		0.549495		-0.171665
0.584848		0.549495		-0.172953
0.587273		0.549495		-0.174250
0.589697		0.549495		-0.175555
0.592121		0.549495		-0.176869
0.594545		0.549495		-0.178191
0.596970		0.549495		-0.179521
0.599394		0.549495		-0.180860
0.601818		0.549495		-0.182207
0.604242		0.549495		-0.183562
0.606667		0.549495		-0.184925
0.609091		0.549495		-0.186296
0.611515		0.549495		-0.187675
0.613939		0.549495		-0.189062
0.616364		0.549495		-0.190457
0.618788		0.549495		-0.191859
0.621212		0.549495		-0.193269
0.623636		0.549495		-0.194687
0.626061		0.549495		-0.196112
0.628485		0.549495		-0.197545
0.630909		0.549495		-0.198986
0.633333		0.549495		-0.200433
0.635758		0.549495		-0.201888
0.638182		0.549495		-0.203350
0.640606		0.549495		-0.204820
0.643030		0.549495		-0.206296
0.645455		0.549495		-0.207780
0.647879		0.549495		-0.209270
0.650303		0.549495		-0.210767
0.652727		0.549495		-0.212271
0.655152		0.549495		-0.213782
0.657576		0.549495		-0.215300
0.660000		0.549495		-0.216824
0.662424		0.549495		-0.218355
0.664848		0.549495		-0.219892
0.667273		0.549495		-0.221435
0.669697		0.549495		-0.222985
0.672121		0.549495		-0.224542
0.674545		0.549495		-0.226104
0.676970		0.549495		-0.227673
0.679394		0.549495		-0.229248
0.681818		0.549495		-0.230829
0.684242		0.549495		-0.232416
0.686667		0.549495		-0.234009
0.689091		0.549495		-0.235607
0.691515		0.549495		-0.237212
0.693939		0.549495		-0.238822
0.696364		0.549495		-0.240438
0.698788		0.549495		-0.242060
0.701212		0.549495		-0.243687
0.703636		0.549495		-0.245320
0.706061		0.549495		-0.246959
0.708485		0.549495		-0.248603
0.710909		0.549495		-0.250252
0.713333		0.549495		-0.251906
0.715758		0.549495		-0.253566
0.718182		0.549495		-0.255232
0.720606		0.549495		-0.256902
0.723030		0.549495		-0.258577
0.725455		0.549495		-0.260258
0.727879		0.549495		-0.261944
0.730303		0.549495		-0.263635
0.732727		0.549495		-0.265330
0.735152		0.549495		-0.267031
0.737576		0.549495		-0.268737
0.740000		0.549495		-0.270447
0.742424		0.549495		-0.272163
0.744848		0.549495		-0.273883
0.747273		0.549495		-0.275607
0.749697		0.549495		-0.277337
0.752121		0.549495		-0.279071
0.754545		0.549495		-0.280810
0.756970		0.549495		-0.282554
0.759394		0.549495		-0.284302
0.761818		0.549495		-0.286054
0.764242		0.549495		-0.287811
0.766667		0.549495		-0.289573
0.769091		0.549495		-0.291339
0.771515		0.549495		-0.293109
0.773939		0.549495		-0.294884
0.776364		0.549495		-0.296663
0.778788		0.549495		-0.298447
0.781212		0.549495		-0.300234
0.783636		0.549495		-0.302026
0.786061		0.549495		-0.303823
0.788485		0.549495		-0.305623
0.790909		0.549495		-0.307428
0.793333		0.549495		-0.309237
0.795758		0.549495		-0.311050
0.798182		0.549495		-0.312867
0.800606		0.549495		-0.314688
0.803030		0.549495		-0.316513
0.805455		0.549495		-0.318342
0.807879		0.549495		-0.320176
0.810303		0.549495		-0.322013
0.812727		0.549495		-0.323855
0.815152		0.549495		-0.325700
0.817576		0.549495		-0.327549
0.820000		0.549495		-0.329402
0.580000		0.576970		-0.171359
0.582424		0.576970		-0.172659
0.584848		0.576970		-0.173967
0.587273		0.576970		-0.175285
0.589697		0.576970		-0.176611
0.592121		0.576970		-0.177946
0.594545		0.576970		-0.179290
0.596970		0.576970		-0.180642
0.599394		0.576970		-0.182002
0.601818		0.576970		-0.183371
0.604242		0.576970		-0.184748
0.606667		0.576970		-0.186133
0.609091		0.576970		-0.187526
0.611515		0.576970		-0.188928
0.613939		0.576970		-0.190337
0.616364		0.576970		-0.191754
0.618788		0.576970		-0.193180
0.621212		0.576970		-0.194613
0.623636		0.576970		-0.196053
0.626061		0.576970		-0.197502
0.628485		0.576970		-0.198958
0.630909		0.576970		-0.200422
0.633333		0.576970		-0.201893
0.635758		0.576970		-0.203371
0.638182		0.576970		-0.204857
0.640606		0.576970		-0.206350
0.643030		0.576970		-0.207850
0.645455		0.576970		-0.209357
0.647879		0.576970		-0.210871
0.650303		0.576970		-0.212392
0.652727		0.576970		-0.213920
0.655152		0.576970		-0.215455
0.657576		0.576970		-0.216997
0.660000		0.576970		-0.218545
0.662424		0.576970		-0.220100
0.664848		0.576970		-0.221661
0.667273		0.576970		-0.223229
0.669697		0.576970		-0.224803
0.672121		0.576970		-0.226384
0.674545		0.576970		-0.227970
0.676970		0.576970		-0.229563
0.679394		0.576970		-0.231162
0.681818		0.576970		-0.232768
0.684242		0.576970		-0.234379
0.686667		0.576970		-0.235996
0.689091		0.576970		-0.237619
0.691515		0.576970		-0.239248
0.693939		0.576970		-0.240882
0.696364		0.576970		-0.242523
0.698788		0.576970		-0.244169
0.701212		0.576970		-0.245820
0.703636		0.576970		-0.247477
0.706061		0.576970		-0.249140
0.708485		0.576970		-0.250808
0.710909		0.576970		-0.252481
0.713333		0.576970		-0.254160
0.715758		0.576970		-0.255844
0.718182		0.576970		-0.257533
0.720606		0.576970		-0.259227
0.723030		0.576970		-0.260926
0.725455		0.576970		-0.262631
0.727879		0.576970		-0.264340
0.730303		0.576970		-0.266055
0.732727		0.576970		-0.267774
0.735152		0.576970		-0.269498
0.737576		0.576970		-0.271227
0.740000		0.576970		-0.272961
0.742424		0.576970		-0.274700
0.744848		0.576970		-0.276443
0.747273		0.576970		-0.278191
0.749697		0.576970		-0.279944
0.752121		0.576970		-0.281701
0.754545		0.576970		-0.283463
0.756970		0.576970		-0.285230
0.759394		0.576970		-0.287000
0.761818		0.576970		-0.288776
0.764242		0.576970		-0.290555
0.766667		0.576970		-0.292340
0.769091		0.576970		-0.294128
0.771515		0.576970		-0.295921
0.773939		0.576970		-0.297718
0.776364		0.576970		-0.299519
0.778788		0.576970		-0.301325
0.781212		0.576970		-0.303134
0.783636		0.576970		-0.304948
0.786061		0.576970		-0.306766
0.788485		0.576970		-0.308588
0.790909		0.576970		-0.310415
0.793333		0.576970		-0.312245
0.795758		0.576970		-0.314079
0.798182		0.576970		-0.315918
0.800606		0.576970		-0.317760
0.803030		0.576970		-0.319606
0.805455		0.576970		-0.321457
0.807879		0.576970		-0.323311
0.810303		0.576970		-0.325169
0.812727		0.576970		-0.327031
0.815152		0.576970		-0.328897
0.817576		0.576970		-0.330766
0.820000		0.576970		-0.332640
0.580000		0.604444		-0.172373
0.582424		0.604444		-0.173695
0.584848		0.604444		-0.175026
0.587273		0.604444		-0.176365
0.589697		0.604444		-0.177713
0.592121		0.604444		-0.179070
0.594545		0.604444		-0.180436
0.596970		0.604444		-0.181811
0.599394		0.604444		-0.183194
0.601818		0.604444		-0.184585
0.604242		0.604444		-0.185985
0.606667		0.604444		-0.187394
0.609091		0.604444		-0.188810
0.611515		0.604444		-0.190235
0.613939		0.604444		-0.191668
0.616364		0.604444		-0.193109
0.618788		0.604444		-0.194559
0.621212		0.604444		-0.196016
0.623636		0.604444		-0.197480
0.626061		0.604444		-0.198953
0.628485		0.604444		-0.200434
0.630909		0.604444		-0.201921
0.633333		0.604444		-0.203417
0.635758		0.604444		-0.204920
0.638182		0.604444		-0.206430
0.640606		0.604444		-0.207948
0.643030		0.604444		-0.209473
0.645455		0.604444		-0.211005
0.647879		0.604444		-0.212544
0.650303		0.604444		-0.214091
0.652727		0.604444		-0.215644
0.655152		0.604444		-0.217204
0.657576		0.604444		-0.218770
0.660000		0.604444		-0.220344
0.662424		0.604444		-0.221924
0.664848		0.604444		-0.223511
0.667273		0.604444		-0.225104
0.669697		0.604444		-0.226704
0.672121		0.604444		-0.228310
0.674545		0.604444		-0.229922
0.676970		0.604444		-0.231540
0.679394		0.604444		-0.233165
0.681818		0.604444		-0.234796
0.684242		0.604444		-0.236432
0.686667		0.604444		-0.238075
0.689091		0.604444		-0.239724
0.691515		0.604444		-0.241378
0.693939		0.604444		-0.243038
0.696364		0.604444		-0.244704
0.698788		0.604444		-0.246375
0.701212		0.604444		-0.248052
0.703636		0.604444		-0.249735
0.706061		0.604444		-0.251423
0.708485		0.604444		-0.253116
0.710909		0.604444		-0.254815
0.713333		0.604444		-0.256519
0.715758		0.604444		-0.258228
0.718182		0.604444		-0.259942
0.720606		0.604444		-0.261662
0.723030		0.604444		-0.263386
0.725455		0.604444		-0.265116
0.727879		0.604444		-0.266850
0.730303		0.604444		-0.268590
0.732727		0.604444		-0.270334
0.735152		0.604444		-0.272083
0.737576		0.604444		-0.273837
0.740000		0.604444		-0.275595
0.742424		0.604444		-0.277359
0.744848		0.604444		-0.279127
0.747273		0.604444		-0.280899
0.749697		0.604444		-0.282676
0.752121		0.604444		-0.284458
0.754545		0.604444		-0.286244
0.756970		0.604444		-0.288034
0.759394		0.604444		-0.289829
0.761818		0.604444		-0.291628
0.764242		0.604444		-0.293432
0.766667		0.604444		-0.295240
0.769091		0.604444		-0.297052
0.771515		0.604444		-0.298868
0.773939		0.604444		-0.300689
0.776364		0.604444		-0.302514
0.778788		0.604444		-0.304342
0.781212		0.604444		-0.306175
0.783636		0.604444		-0.308012
0.786061		0.604444		-0.309853
0.788485		0.604444		-0.311698
0.790909		0.604444		-0.313547
0.793333		0.604444		-0.315400
0.795758		0.604444		-0.317257
0.798182		0.604444		-0.319118
0.800606		0.604444		-0.320983
0.803030		0.604444		-0.322851
0.805455		0.604444		-0.324724
0.807879		0.604444		-0.326600
0.810303		0.604444		-0.328480
0.812727		0.604444		-0.330363
0.815152		0.604444		-0.332251
0.817576		0.604444		-0.334142
0.820000		0.604444		-0.336037
0.580000		0.631919		-0.173431
0.582424		0.631919		-0.174775
0.584848		0.631919		-0.176128
0.587273		0.631919		-0.177490
0.589697		0.631919		-0.178862
0.592121		0.631919		-0.180242
0.594545		0.631919		-0.181631
0.596970		0.631919		-0.183029
0.599394		0.631919		-0.184436
0.601818		0.631919		-0.185851
0.604242		0.631919		-0.187275
0.606667		0.631919		-0.188708
0.609091		0.631919		-0.190149
0.611515		0.631919		-0.191599
0.613939		0.631919		-0.193056
0.616364		0.631919		-0.194522
0.618788		0.631919		-0.195996
0.621212		0.631919		-0.197478
0.623636		0.631919		-0.198968
0.626061		0.631919		-0.200466
0.628485		0.631919		-0.201972
0.630909		0.631919		-0.203486
0.633333		0.631919		-0.205007
0.635758		0.631919		-0.206536
0.638182		0.631919		-0.208072
0.640606		0.631919		-0.209616
0.643030		0.631919		-0.211167
0.645455		0.631919		-0.212725
0.647879		0.631919		-0.214290
0.650303		0.631919		-0.215863
0.652727		0.631919		-0.217442
0.655152		0.631919		-0.219028
0.657576		0.631919		-0.220622
0.660000		0.631919		-0.222222
0.662424		0.631919		-0.223828
0.664848		0.631919		-0.225442
0.667273		0.631919		-0.227061
0.669697		0.631919		-0.228688
0.672121		0.631919		-0.230320
0.674545		0.631919		-0.231959
0.676970		0.631919		-0.233605
0.679394		0.631919		-0.235256
0.681818		0.631919		-0.236914
0.684242		0.631919		-0.238577
0.686667		0.631919		-0.240246
0.689091		0.631919		-0.241922
0.691515		0.631919		-0.243603
0.693939		0.631919		-0.245290
0.696364		0.631919		-0.246982
0.698788		0.631919		-0.248681
0.701212		0.631919		-0.250384
0.703636		0.631919		-0.252093
0.706061		0.631919		-0.253808
0.708485		0.631919		-0.255528
0.710909		0.631919		-0.257253
0.713333		0.631919		-0.258984
0.715758		0.631919		-0.260720
0.718182		0.631919		-0.262460
0.720606		0.631919		-0.264206
0.723030		0.631919		-0.265957
0.725455		0.631919		-0.267713
0.727879		0.631919		-0.269474
0.730303		0.631919		-0.271240
0.732727		0.631919		-0.273010
0.735152		0.631919		-0.274785
0.737576		0.631919		-0.276565
0.740000		0.631919		-0.278350
0.742424		0.631919		-0.280139
0.744848		0.631919		-0.281933
0.747273		0.631919		-0.283731
0.749697		0.631919		-0.285534
0.752121		0.631919		-0.287341
0.754545		0.631919		-0.289152
0.756970		0.631919		-0.290968
0.759394		0.631919		-0.292789
0.761818		0.631919		-0.294613
0.764242		0.631919		-0.296442
0.766667		0.631919		-0.298275
0.769091		0.631919		-0.300112
0.771515		0.631919		-0.301953
0.773939		0.631919		-0.303798
0.776364		0.631919		-0.305648
0.778788		0.631919		-0.307501
0.781212		0.631919		-0.309358
0.783636		0.631919		-0.311220
0.786061		0.631919		-0.313085
0.788485		0.631919		-0.314954
0.790909		0.631919		-0.316827
0.793333		0.631919		-0.318704
0.795758		0.631919		-0.320584
0.798182		0.631919		-0.322469
0.800606		0.631919		-0.324357
0.803030		0.631919		-0.326249
0.805455		0.631919		-0.328145
0.807879		0.631919		-0.330044
0.810303		0.631919		-0.331947
0.812727		0.631919		-0.333854
0.815152		0.631919		-0.335764
0.817576		0.631919		-0.337678
0.820000		0.631919		-0.339595
0.580000		0.659394		-0.174531
0.582424		0.659394		-0.175899
0.584848		0.659394		-0.177276
0.587273		0.659394		-0.178662
0.589697		0.659394		-0.180057
0.592121		0.659394		-0.181461
0.594545		0.659394		-0.182875
0.596970		0.659394		-0.184298
0.599394		0.659394		-0.185729
0.601818		0.659394		-0.187170
0.604242		0.659394		-0.188619
0.606667		0.659394		-0.190077
0.609091		0.659394		-0.191543
0.611515		0.659394		-0.193018
0.613939		0.659394		-0.194501
0.616364		0.659394		-0.195993
0.618788		0.659394		-0.197493
0.621212		0.659394		-0.199002
0.623636		0.659394		-0.200518
0.626061		0.659394		-0.202042
0.628485		0.659394		-0.203575
0.630909		0.659394		-0.205115
0.633333		0.659394		-0.206663
0.635758		0.659394		-0.208219
0.638182		0.659394		-0.209782
0.640606		0.659394		-0.211353
0.643030		0.659394		-0.212931
0.645455		0.659394		-0.214516
0.647879		0.659394		-0.216109
0.650303		0.659394		-0.217709
0.652727		0.659394		-0.219316
0.655152		0.659394		-0.220930
0.657576		0.659394		-0.222551
0.660000		0.659394		-0.224178
0.662424		0.659394		-0.225813
0.664848		0.659394		-0.227454
0.667273		0.659394		-0.229102
0.669697		0.659394		-0.230756
0.672121		0.659394		-0.232417
0.674545		0.659394		-0.234083
0.676970		0.659394		-0.235757
0.679394		0.659394		-0.237436
0.681818		0.659394		-0.239122
0.684242		0.659394		-0.240813
0.686667		0.659394		-0.242511
0.689091		0.659394		-0.244214
0.691515		0.659394		-0.245923
0.693939		0.659394		-0.247638
0.696364		0.659394		-0.249359
0.698788		0.659394		-0.251085
0.701212		0.659394		-0.252817
0.703636		0.659394		-0.254554
0.706061		0.659394		-0.256296
0.708485		0.659394		-0.258044
0.710909		0.659394		-0.259798
0.713333		0.659394		-0.261556
0.715758		0.659394		-0.263320
0.718182		0.659394		-0.265088
0.720606		0.659394		-0.266862
0.723030		0.659394		-0.268640
0.725455		0.659394		-0.270424
0.727879		0.659394		-0.272212
0.730303		0.659394		-0.274006
0.732727		0.659394		-0.275803
0.735152		0.659394		-0.277606
0.737576		0.659394		-0.279413
0.740000		0.659394		-0.281225
0.742424		0.659394		-0.283041
0.744848		0.659394		-0.284862
0.747273		0.659394		-0.286688
0.749697		0.659394		-0.288517
0.752121		0.659394		-0.290351
0.754545		0.659394		-0.292190
0.756970		0.659394		-0.294032
0.759394		0.659394		-0.295879
0.761818		0.659394		-0.297730
0.764242		0.659394		-0.299585
0.766667		0.659394		-0.301444
0.769091		0.659394		-0.303308
0.771515		0.659394		-0.305175
0.773939		0.659394		-0.307046
0.776364		0.659394		-0.308921
0.778788		0.659394		-0.310801
0.781212		0.659394		-0.312684
0.783636		0.659394		-0.314570
0.786061		0.659394		-0.316461
0.788485		0.659394		-0.318356
0.790909		0.659394		-0.320254
0.793333		0.659394		-0.322156
0.795758		0.659394		-0.324061
0.798182		0.659394		-0.325971
0.800606		0.659394		-0.327884
0.803030		0.659394		-0.329800
0.805455		0.659394		-0.331720
0.807879		0.659394		-0.333644
0.810303		0.659394		-0.335571
0.812727		0.659394		-0.337502
0.815152		0.659394		-0.339436
0.817576		0.659394		-0.341374
0.820000		0.659394		-0.343315
0.580000		0.686869		-0.175676
0.582424		0.686869		-0.177068
0.584848		0.686869		-0.178469
0.587273		0.686869		-0.179880
0.589697		0.686869		-0.181300
0.592121		0.686869		-0.182730
0.594545		0.686869		-0.184169
0.596970		0.686869		-0.185617
0.599394		0.686869		-0.187074
0.601818		0.686869		-0.188541
0.604242		0.686869		-0.190016
0.606667		0.686869		-0.191500
0.609091		0.686869		-0.192993
0.611515		0.686869		-0.194495
0.613939		0.686869		-0.196005
0.616364		0.686869		-0.197524
0.618788		0.686869		-0.199051
0.621212		0.686869		-0.200586
0.623636		0.686869		-0.202130
0.626061		0.686869		-0.203682
0.628485		0.686869		-0.205242
0.630909		0.686869		-0.206810
0.633333		0.686869		-0.208386
0.635758		0.686869		-0.209970
0.638182		0.686869		-0.211561
0.640606		0.686869		-0.213160
0.643030		0.686869		-0.214767
0.645455		0.686869		-0.216381
0.647879		0.686869		-0.218002
0.650303		0.686869		-0.219630
0.652727		0.686869		-0.221266
0.655152		0.686869		-0.222909
0.657576		0.686869		-0.224559
0.660000		0.686869		-0.226215
0.662424		0.686869		-0.227879
0.664848		0.686869		-0.229549
0.667273		0.686869		-0.231226
0.669697		0.686869		-0.232909
0.672121		0.686869		-0.234599
0.674545		0.686869		-0.236295
0.676970		0.686869		-0.237997
0.679394		0.686869		-0.239706
0.681818		0.686869		-0.241421
0.684242		0.686869		-0.243142
0.686667		0.686869		-0.244868
0.689091		0.686869		-0.246601
0.691515		0.686869		-0.248340
0.693939		0.686869		-0.250084
0.696364		0.686869		-0.251834
0.698788		0.686869		-0.253589
0.701212		0.686869		-0.255350
0.703636		0.686869		-0.257117
0.706061		0.686869		-0.258889
0.708485		0.686869		-0.260666
0.710909		0.686869		-0.262448
0.713333		0.686869		-0.264236
0.715758		0.686869		-0.266028
0.718182		0.686869		-0.267826
0.720606		0.686869		-0.269629
0.723030		0.686869		-0.271436
0.725455		0.686869		-0.273249
0.727879		0.686869		-0.275066
0.730303		0.686869		-0.276888
0.732727		0.686869		-0.278715
0.735152		0.686869		-0.280546
0.737576		0.686869		-0.282382
0.740000		0.686869		-0.284222
0.742424		0.686869		-0.286067
0.744848		0.686869		-0.287916
0.747273		0.686869		-0.289770
0.749697		0.686869		-0.291628
0.752121		0.686869		-0.293490
0.754545		0.686869		-0.295356
0.756970		0.686869		-0.297227
0.759394		0.686869		-0.299102
0.761818		0.686869		-0.300980
0.764242		0.686869		-0.302863
0.766667		0.686869		-0.304750
0.769091		0.686869		-0.306641
0.771515		0.686869		-0.308535
0.773939		0.686869		-0.310434
0.776364		0.686869		-0.312336
0.778788		0.686869		-0.314242
0.781212		0.686869		-0.316152
0.783636		0.686869		-0.318066
0.786061		0.686869		-0.319983
0.788485		0.686869		-0.321904
0.790909		0.686869		-0.323829
0.793333		0.686869		-0.325757
0.795758		0.686869		-0.327689
0.798182		0.686869		-0.329625
0.800606		0.686869		-0.331563
0.803030		0.686869		-0.333506
0.805455		0.686869		-0.335452
0.807879		0.686869		-0.337401
0.810303		0.686869		-0.339354
0.812727		0.686869		-0.341310
0.815152		0.686869		-0.343269
0.817576		0.686869		-0.345232
0.820000		0.686869		-0.347198
0.580000		0.714343		-0.176866
0.582424		0.714343		-0.178283
0.584848		0.714343		-0.179710
0.587273		0.714343		-0.181146
0.589697		0.714343		-0.182592
0.592121		0.714343		-0.184048
0.594545		0.714343		-0.185514
0.596970		0.714343		-0.186988
0.599394		0.714343		-0.188472
0.601818		0.714343		-0.189966
0.604242		0.714343		-0.191468
0.606667		0.714343		-0.192980
0.609091		0.714343		-0.194500
0.611515		0.714343		-0.196029
0.613939		0.714343		-0.197567
0.616364		0.714343		-0.199114
0.618788		0.714343		-0.200670
0.621212		0.714343		-0.202234
0.623636		0.714343		-0.203806
0.626061		0.714343		-0.205386
0.628485		0.714343		-0.206975
0.630909		0.714343		-0.208572
0.633333		0.714343		-0.210177
0.635758		0.714343		-0.211790
0.638182		0.714343		-0.213411
0.640606		0.714343		-0.215039
0.643030		0.714343		-0.216675
0.645455		0.714343		-0.218319
0.647879		0.714343		-0.219970
0.650303		0.714343		-0.221628
0.652727		0.714343		-0.223294
0.655152		0.714343		-0.224966
0.657576		0.714343		-0.226646
0.660000		0.714343		-0.228333
0.662424		0.714343		-0.230027
0.664848		0.714343		-0.231727
0.667273		0.714343		-0.233434
0.669697		0.714343		-0.235148
0.672121		0.714343		-0.236868
0.674545		0.714343		-0.238595
0.676970		0.714343		-0.240327
0.679394		0.714343		-0.242067
0.681818		0.714343		-0.243812
0.684242		0.714343		-0.245563
0.686667		0.714343		-0.247321
0.689091		0.714343		-0.249084
0.691515		0.714343		-0.250853
0.693939		0.714343		-0.252628
0.696364		0.714343		-0.254408
0.698788		0.714343		-0.256194
0.701212		0.714343		-0.257986
0.703636		0.714343		-0.259783
0.706061		0.714343		-0.261585
0.708485		0.714343		-0.263393
0.710909		0.714343		-0.265206
0.713333		0.714343		-0.267024
0.715758		0.714343		-0.268847
0.718182		0.714343		-0.270675
0.720606		0.714343		-0.272508
0.723030		0.714343		-0.274346
0.725455		0.714343		-0.276189
0.727879		0.714343		-0.278036
0.730303		0.714343		-0.279888
0.732727		0.714343		-0.281745
0.735152		0.714343		-0.283606
0.737576		0.714343		-0.285472
0.740000		0.714343		-0.287342
0.742424		0.714343		-0.289217
0.744848		0.714343		-0.291096
0.747273		0.714343		-0.292979
0.749697		0.714343		-0.294866
0.752121		0.714343		-0.296758
0.754545		0.714343		-0.298654
0.756970		0.714343		-0.300553
0.759394		0.714343		-0.302457
0.761818		0.714343		-0.304365
0.764242		0.714343		-0.306277
0.766667		0.714343		-0.308192
0.769091		0.714343		-0.310112
0.771515		0.714343		-0.312035
0.773939		0.714343		-0.313962
0.776364		0.714343		-0.315893
0.778788		0.714343		-0.317827
0.781212		0.714343		-0.319766
0.783636		0.714343		-0.321707
0.786061		0.714343		-0.323653
0.788485		0.714343		-0.325602
0.790909		0.714343		-0.327554
0.793333		0.714343		-0.329510
0.795758		0.714343		-0.331469
0.798182		0.714343		-0.333432
0.800606		0.714343		-0.335398
0.803030		0.714343		-0.337367
0.805455		0.714343		-0.339340
0.807879		0.714343		-0.341316
0.810303		0.714343		-0.343295
0.812727		0.714343		-0.345278
0.815152		0.714343		-0.347264
0.817576		0.714343		-0.349253
0.820000		0.714343		-0.351245
0.580000		0.741818		-0.178102
0.582424		0.741818		-0.179546
0.584848		0.741818		-0.180999
0.587273		0.741818		-0.182462
0.589697		0.741818		-0.183935
0.592121		0.741818		-0.185418
0.594545		0.741818		-0.186911
0.596970		0.741818		-0.188413
0.599394		0.741818		-0.189925
0.601818		0.741818		-0.191446
0.604242		0.741818		-0.192977
0.606667		0.741818		-0.194516
0.609091		0.741818		-0.196065
0.611515		0.741818		-0.197624
0.613939		0.741818		-0.199191
0.616364		0.741818		-0.200767
0.618788		0.741818		-0.202351
0.621212		0.741818		-0.203945
0.623636		0.741818		-0.205546
0.626061		0.741818		-0.207157
0.628485		0.741818		-0.208776
0.630909		0.741818		-0.210403
0.633333		0.741818		-0.212038
0.635758		0.741818		-0.213681
0.638182		0.741818		-0.215332
0.640606		0.741818		-0.216991
0.643030		0.741818		-0.218658
0.645455		0.741818		-0.220332
0.647879		0.741818		-0.222014
0.650303		0.741818		-0.223703
0.652727		0.741818		-0.225400
0.655152		0.741818		-0.227104
0.657576		0.741818		-0.228815
0.660000		0.741818		-0.230533
0.662424		0.741818		-0.232258
0.664848		0.741818		-0.233990
0.667273		0.741818		-0.235728
0.669697		0.741818		-0.237474
0.672121		0.741818		-0.239225
0.674545		0.741818		-0.240984
0.676970		0.741818		-0.242748
0.679394		0.741818		-0.244519
0.681818		0.741818		-0.246296
0.684242		0.741818		-0.248080
0.686667		0.741818		-0.249869
0.689091		0.741818		-0.251664
0.691515		0.741818		-0.253465
0.693939		0.741818		-0.255272
0.696364		0.741818		-0.257084
0.698788		0.741818		-0.258902
0.701212		0.741818		-0.260725
0.703636		0.741818		-0.262554
0.706061		0.741818		-0.264388
0.708485		0.741818		-0.266228
0.710909		0.741818		-0.268072
0.713333		0.741818		-0.269922
0.715758		0.741818		-0.271777
0.718182		0.741818		-0.273637
