101
81
T [GeV]		muB [GeV]		c1_T3 [fm^3/GeV^2 * GeV^3]
0.128000		0.010000		0.022606
0.129000		0.010000		0.021130
0.130000		0.010000		0.019761
0.131000		0.010000		0.018489
0.132000		0.010000		0.017308
0.133000		0.010000		0.016210
0.134000		0.010000		0.015188
0.135000		0.010000		0.014238
0.136000		0.010000		0.013354
0.137000		0.010000		0.012531
0.138000		0.010000		0.011764
0.139000		0.010000		0.011049
0.140000		0.010000		0.010382
0.141000		0.010000		0.009760
0.142000		0.010000		0.009180
0.143000		0.010000		0.008638
0.144000		0.010000		0.008132
0.145000		0.010000		0.007659
0.146000		0.010000		0.007217
0.147000		0.010000		0.006803
0.148000		0.010000		0.006416
0.149000		0.010000		0.006054
0.150000		0.010000		0.005715
0.151000		0.010000		0.005397
0.152000		0.010000		0.005099
0.153000		0.010000		0.004819
0.154000		0.010000		0.004557
0.155000		0.010000		0.004311
0.156000		0.010000		0.004080
0.157000		0.010000		0.003863
0.158000		0.010000		0.003660
0.159000		0.010000		0.003468
0.160000		0.010000		0.003288
0.161000		0.010000		0.003118
0.162000		0.010000		0.002959
0.163000		0.010000		0.002809
0.164000		0.010000		0.002667
0.165000		0.010000		0.002534
0.166000		0.010000		0.002408
0.167000		0.010000		0.002290
0.168000		0.010000		0.002178
0.169000		0.010000		0.002072
0.170000		0.010000		0.001973
0.171000		0.010000		0.001879
0.172000		0.010000		0.001790
0.173000		0.010000		0.001706
0.174000		0.010000		0.001626
0.175000		0.010000		0.001551
0.176000		0.010000		0.001480
0.177000		0.010000		0.001413
0.178000		0.010000		0.001349
0.179000		0.010000		0.001289
0.180000		0.010000		0.001231
0.181000		0.010000		0.001177
0.182000		0.010000		0.001126
0.183000		0.010000		0.001077
0.184000		0.010000		0.001030
0.185000		0.010000		0.000986
0.186000		0.010000		0.000945
0.187000		0.010000		0.000905
0.188000		0.010000		0.000867
0.189000		0.010000		0.000831
0.190000		0.010000		0.000797
0.191000		0.010000		0.000765
0.192000		0.010000		0.000734
0.193000		0.010000		0.000704
0.194000		0.010000		0.000676
0.195000		0.010000		0.000650
0.196000		0.010000		0.000624
0.197000		0.010000		0.000600
0.198000		0.010000		0.000577
0.199000		0.010000		0.000555
0.200000		0.010000		0.000534
0.100000		0.020000		0.368843
0.101000		0.020000		0.339379
0.102000		0.020000		0.312474
0.103000		0.020000		0.287888
0.104000		0.020000		0.265404
0.105000		0.020000		0.244829
0.106000		0.020000		0.225987
0.107000		0.020000		0.208721
0.108000		0.020000		0.192889
0.109000		0.020000		0.178362
0.110000		0.020000		0.165025
0.111000		0.020000		0.152771
0.112000		0.020000		0.141508
0.113000		0.020000		0.131147
0.114000		0.020000		0.121612
0.115000		0.020000		0.112831
0.116000		0.020000		0.104740
0.117000		0.020000		0.097281
0.118000		0.020000		0.090400
0.119000		0.020000		0.084050
0.120000		0.020000		0.078187
0.121000		0.020000		0.072769
0.122000		0.020000		0.067761
0.123000		0.020000		0.063130
0.124000		0.020000		0.058844
0.125000		0.020000		0.054877
0.126000		0.020000		0.051202
0.127000		0.020000		0.047796
0.128000		0.020000		0.044639
0.129000		0.020000		0.041710
0.130000		0.020000		0.038993
0.131000		0.020000		0.036469
0.132000		0.020000		0.034126
0.133000		0.020000		0.031947
0.134000		0.020000		0.029922
0.135000		0.020000		0.028039
0.136000		0.020000		0.026286
0.137000		0.020000		0.024654
0.138000		0.020000		0.023134
0.139000		0.020000		0.021718
0.140000		0.020000		0.020398
0.141000		0.020000		0.019167
0.142000		0.020000		0.018018
0.143000		0.020000		0.016946
0.144000		0.020000		0.015945
0.145000		0.020000		0.015009
0.146000		0.020000		0.014135
0.147000		0.020000		0.013318
0.148000		0.020000		0.012553
0.149000		0.020000		0.011838
0.150000		0.020000		0.011168
0.151000		0.020000		0.010541
0.152000		0.020000		0.009953
0.153000		0.020000		0.009402
0.154000		0.020000		0.008885
0.155000		0.020000		0.008401
0.156000		0.020000		0.007946
0.157000		0.020000		0.007519
0.158000		0.020000		0.007118
0.159000		0.020000		0.006741
0.160000		0.020000		0.006387
0.161000		0.020000		0.006054
0.162000		0.020000		0.005741
0.163000		0.020000		0.005446
0.164000		0.020000		0.005168
0.165000		0.020000		0.004907
0.166000		0.020000		0.004661
0.167000		0.020000		0.004429
0.168000		0.020000		0.004210
0.169000		0.020000		0.004003
0.170000		0.020000		0.003808
0.171000		0.020000		0.003624
0.172000		0.020000		0.003451
0.173000		0.020000		0.003287
0.174000		0.020000		0.003131
0.175000		0.020000		0.002985
0.176000		0.020000		0.002846
0.177000		0.020000		0.002715
0.178000		0.020000		0.002591
0.179000		0.020000		0.002473
0.180000		0.020000		0.002362
0.181000		0.020000		0.002256
0.182000		0.020000		0.002156
0.183000		0.020000		0.002061
0.184000		0.020000		0.001971
0.185000		0.020000		0.001886
0.186000		0.020000		0.001805
0.187000		0.020000		0.001728
0.188000		0.020000		0.001655
0.189000		0.020000		0.001585
0.190000		0.020000		0.001519
0.191000		0.020000		0.001457
0.192000		0.020000		0.001397
0.193000		0.020000		0.001340
0.194000		0.020000		0.001286
0.195000		0.020000		0.001235
0.196000		0.020000		0.001185
0.197000		0.020000		0.001139
0.198000		0.020000		0.001094
0.199000		0.020000		0.001052
0.200000		0.020000		0.001011
0.100000		0.030000		0.546493
0.101000		0.030000		0.502983
0.102000		0.030000		0.463233
0.103000		0.030000		0.426893
0.104000		0.030000		0.393648
0.105000		0.030000		0.363213
0.106000		0.030000		0.335331
0.107000		0.030000		0.309773
0.108000		0.030000		0.286328
0.109000		0.030000		0.264810
0.110000		0.030000		0.245047
0.111000		0.030000		0.226886
0.112000		0.030000		0.210186
0.113000		0.030000		0.194821
0.114000		0.030000		0.180676
0.115000		0.030000		0.167647
0.116000		0.030000		0.155639
0.117000		0.030000		0.144566
0.118000		0.030000		0.134351
0.119000		0.030000		0.124920
0.120000		0.030000		0.116211
0.121000		0.030000		0.108163
0.122000		0.030000		0.100722
0.123000		0.030000		0.093839
0.124000		0.030000		0.087470
0.125000		0.030000		0.081572
0.126000		0.030000		0.076109
0.127000		0.030000		0.071046
0.128000		0.030000		0.066351
0.129000		0.030000		0.061996
0.130000		0.030000		0.057954
0.131000		0.030000		0.054202
0.132000		0.030000		0.050715
0.133000		0.030000		0.047476
0.134000		0.030000		0.044463
0.135000		0.030000		0.041661
0.136000		0.030000		0.039054
0.137000		0.030000		0.036626
0.138000		0.030000		0.034365
0.139000		0.030000		0.032258
0.140000		0.030000		0.030294
0.141000		0.030000		0.028463
0.142000		0.030000		0.026754
0.143000		0.030000		0.025159
0.144000		0.030000		0.023669
0.145000		0.030000		0.022278
0.146000		0.030000		0.020978
0.147000		0.030000		0.019762
0.148000		0.030000		0.018625
0.149000		0.030000		0.017561
0.150000		0.030000		0.016565
0.151000		0.030000		0.015632
0.152000		0.030000		0.014758
0.153000		0.030000		0.013939
0.154000		0.030000		0.013171
0.155000		0.030000		0.012451
0.156000		0.030000		0.011775
0.157000		0.030000		0.011140
0.158000		0.030000		0.010544
0.159000		0.030000		0.009984
0.160000		0.030000		0.009458
0.161000		0.030000		0.008963
0.162000		0.030000		0.008498
0.163000		0.030000		0.008060
0.164000		0.030000		0.007648
0.165000		0.030000		0.007260
0.166000		0.030000		0.006894
0.167000		0.030000		0.006549
0.168000		0.030000		0.006225
0.169000		0.030000		0.005918
0.170000		0.030000		0.005629
0.171000		0.030000		0.005356
0.172000		0.030000		0.005098
0.173000		0.030000		0.004855
0.174000		0.030000		0.004625
0.175000		0.030000		0.004407
0.176000		0.030000		0.004202
0.177000		0.030000		0.004007
0.178000		0.030000		0.003823
0.179000		0.030000		0.003649
0.180000		0.030000		0.003484
0.181000		0.030000		0.003328
0.182000		0.030000		0.003180
0.183000		0.030000		0.003039
0.184000		0.030000		0.002906
0.185000		0.030000		0.002779
0.186000		0.030000		0.002660
0.187000		0.030000		0.002546
0.188000		0.030000		0.002437
0.189000		0.030000		0.002335
0.190000		0.030000		0.002237
0.191000		0.030000		0.002144
0.192000		0.030000		0.002056
0.193000		0.030000		0.001972
0.194000		0.030000		0.001892
0.195000		0.030000		0.001816
0.196000		0.030000		0.001743
0.197000		0.030000		0.001674
0.198000		0.030000		0.001609
0.199000		0.030000		0.001546
0.200000		0.030000		0.001486
0.100000		0.040000		0.716751
0.101000		0.040000		0.659964
0.102000		0.040000		0.608054
0.103000		0.040000		0.560570
0.104000		0.040000		0.517106
0.105000		0.040000		0.477294
0.106000		0.040000		0.440804
0.107000		0.040000		0.407338
0.108000		0.040000		0.376625
0.109000		0.040000		0.348423
0.110000		0.040000		0.322509
0.111000		0.040000		0.298686
0.112000		0.040000		0.276770
0.113000		0.040000		0.256599
0.114000		0.040000		0.238022
0.115000		0.040000		0.220905
0.116000		0.040000		0.205124
0.117000		0.040000		0.190567
0.118000		0.040000		0.177133
0.119000		0.040000		0.164727
0.120000		0.040000		0.153267
0.121000		0.040000		0.142674
0.122000		0.040000		0.132877
0.123000		0.040000		0.123813
0.124000		0.040000		0.115423
0.125000		0.040000		0.107653
0.126000		0.040000		0.100454
0.127000		0.040000		0.093780
0.128000		0.040000		0.087591
0.129000		0.040000		0.081849
0.130000		0.040000		0.076518
0.131000		0.040000		0.071568
0.132000		0.040000		0.066969
0.133000		0.040000		0.062694
0.134000		0.040000		0.058719
0.135000		0.040000		0.055021
0.136000		0.040000		0.051579
0.137000		0.040000		0.048375
0.138000		0.040000		0.045389
0.139000		0.040000		0.042608
0.140000		0.040000		0.040014
0.141000		0.040000		0.037595
0.142000		0.040000		0.035338
0.143000		0.040000		0.033232
0.144000		0.040000		0.031264
0.145000		0.040000		0.029426
0.146000		0.040000		0.027708
0.147000		0.040000		0.026102
0.148000		0.040000		0.024600
0.149000		0.040000		0.023194
0.150000		0.040000		0.021878
0.151000		0.040000		0.020645
0.152000		0.040000		0.019491
0.153000		0.040000		0.018408
0.154000		0.040000		0.017394
0.155000		0.040000		0.016442
0.156000		0.040000		0.015548
0.157000		0.040000		0.014710
0.158000		0.040000		0.013922
0.159000		0.040000		0.013183
0.160000		0.040000		0.012487
0.161000		0.040000		0.011834
0.162000		0.040000		0.011219
0.163000		0.040000		0.010640
0.164000		0.040000		0.010095
0.165000		0.040000		0.009582
0.166000		0.040000		0.009099
0.167000		0.040000		0.008644
0.168000		0.040000		0.008214
0.169000		0.040000		0.007810
0.170000		0.040000		0.007428
0.171000		0.040000		0.007067
0.172000		0.040000		0.006727
0.173000		0.040000		0.006405
0.174000		0.040000		0.006101
0.175000		0.040000		0.005814
0.176000		0.040000		0.005542
0.177000		0.040000		0.005285
0.178000		0.040000		0.005042
0.179000		0.040000		0.004812
0.180000		0.040000		0.004594
0.181000		0.040000		0.004388
0.182000		0.040000		0.004192
0.183000		0.040000		0.004007
0.184000		0.040000		0.003831
0.185000		0.040000		0.003664
0.186000		0.040000		0.003505
0.187000		0.040000		0.003355
0.188000		0.040000		0.003212
0.189000		0.040000		0.003077
0.190000		0.040000		0.002948
0.191000		0.040000		0.002825
0.192000		0.040000		0.002709
0.193000		0.040000		0.002598
0.194000		0.040000		0.002492
0.195000		0.040000		0.002392
0.196000		0.040000		0.002296
0.197000		0.040000		0.002205
0.198000		0.040000		0.002118
0.199000		0.040000		0.002036
0.200000		0.040000		0.001957
0.100000		0.050000		0.877743
0.101000		0.050000		0.808627
0.102000		0.050000		0.745402
0.103000		0.050000		0.687528
0.104000		0.050000		0.634517
0.105000		0.050000		0.585930
0.106000		0.050000		0.541369
0.107000		0.050000		0.500475
0.108000		0.050000		0.462924
0.109000		0.050000		0.428423
0.110000		0.050000		0.396705
0.111000		0.050000		0.367529
0.112000		0.050000		0.340676
0.113000		0.050000		0.315949
0.114000		0.050000		0.293165
0.115000		0.050000		0.272162
0.116000		0.050000		0.252790
0.117000		0.050000		0.234914
0.118000		0.050000		0.218409
0.119000		0.050000		0.203162
0.120000		0.050000		0.189072
0.121000		0.050000		0.176043
0.122000		0.050000		0.163990
0.123000		0.050000		0.152834
0.124000		0.050000		0.142505
0.125000		0.050000		0.132936
0.126000		0.050000		0.124068
0.127000		0.050000		0.115844
0.128000		0.050000		0.108216
0.129000		0.050000		0.101136
0.130000		0.050000		0.094563
0.131000		0.050000		0.088457
0.132000		0.050000		0.082783
0.133000		0.050000		0.077508
0.134000		0.050000		0.072602
0.135000		0.050000		0.068037
0.136000		0.050000		0.063788
0.137000		0.050000		0.059830
0.138000		0.050000		0.056143
0.139000		0.050000		0.052707
0.140000		0.050000		0.049503
0.141000		0.050000		0.046514
0.142000		0.050000		0.043724
0.143000		0.050000		0.041120
0.144000		0.050000		0.038688
0.145000		0.050000		0.036416
0.146000		0.050000		0.034292
0.147000		0.050000		0.032306
0.148000		0.050000		0.030448
0.149000		0.050000		0.028709
0.150000		0.050000		0.027081
0.151000		0.050000		0.025556
0.152000		0.050000		0.024128
0.153000		0.050000		0.022789
0.154000		0.050000		0.021533
0.155000		0.050000		0.020355
0.156000		0.050000		0.019250
0.157000		0.050000		0.018212
0.158000		0.050000		0.017238
0.159000		0.050000		0.016322
0.160000		0.050000		0.015461
0.161000		0.050000		0.014652
0.162000		0.050000		0.013891
0.163000		0.050000		0.013174
0.164000		0.050000		0.012500
0.165000		0.050000		0.011865
0.166000		0.050000		0.011267
0.167000		0.050000		0.010703
0.168000		0.050000		0.010171
0.169000		0.050000		0.009670
0.170000		0.050000		0.009197
0.171000		0.050000		0.008751
0.172000		0.050000		0.008329
0.173000		0.050000		0.007931
0.174000		0.050000		0.007555
0.175000		0.050000		0.007199
0.176000		0.050000		0.006863
0.177000		0.050000		0.006544
0.178000		0.050000		0.006243
0.179000		0.050000		0.005958
0.180000		0.050000		0.005688
0.181000		0.050000		0.005433
0.182000		0.050000		0.005190
0.183000		0.050000		0.004961
0.184000		0.050000		0.004743
0.185000		0.050000		0.004536
0.186000		0.050000		0.004340
0.187000		0.050000		0.004154
0.188000		0.050000		0.003977
0.189000		0.050000		0.003809
0.190000		0.050000		0.003649
0.191000		0.050000		0.003498
0.192000		0.050000		0.003353
0.193000		0.050000		0.003216
0.194000		0.050000		0.003085
0.195000		0.050000		0.002961
0.196000		0.050000		0.002843
0.197000		0.050000		0.002730
0.198000		0.050000		0.002622
0.199000		0.050000		0.002520
0.200000		0.050000		0.002422
0.100000		0.060000		1.028017
0.101000		0.060000		0.947645
0.102000		0.060000		0.874064
0.103000		0.060000		0.806657
0.104000		0.060000		0.744867
0.105000		0.060000		0.688191
0.106000		0.060000		0.636175
0.107000		0.060000		0.588406
0.108000		0.060000		0.544513
0.109000		0.060000		0.504158
0.110000		0.060000		0.467036
0.111000		0.060000		0.432868
0.112000		0.060000		0.401402
0.113000		0.060000		0.372410
0.114000		0.060000		0.345683
0.115000		0.060000		0.321032
0.116000		0.060000		0.298283
0.117000		0.060000		0.277280
0.118000		0.060000		0.257879
0.119000		0.060000		0.239950
0.120000		0.060000		0.223372
0.121000		0.060000		0.208037
0.122000		0.060000		0.193846
0.123000		0.060000		0.180705
0.124000		0.060000		0.168534
0.125000		0.060000		0.157254
0.126000		0.060000		0.146796
0.127000		0.060000		0.137096
0.128000		0.060000		0.128094
0.129000		0.060000		0.119738
0.130000		0.060000		0.111977
0.131000		0.060000		0.104766
0.132000		0.060000		0.098063
0.133000		0.060000		0.091830
0.134000		0.060000		0.086031
0.135000		0.060000		0.080634
0.136000		0.060000		0.075608
0.137000		0.060000		0.070928
0.138000		0.060000		0.066566
0.139000		0.060000		0.062500
0.140000		0.060000		0.058707
0.141000		0.060000		0.055169
0.142000		0.060000		0.051867
0.143000		0.060000		0.048783
0.144000		0.060000		0.045903
0.145000		0.060000		0.043211
0.146000		0.060000		0.040695
0.147000		0.060000		0.038341
0.148000		0.060000		0.036139
0.149000		0.060000		0.034079
0.150000		0.060000		0.032149
0.151000		0.060000		0.030341
0.152000		0.060000		0.028647
0.153000		0.060000		0.027060
0.154000		0.060000		0.025570
0.155000		0.060000		0.024173
0.156000		0.060000		0.022862
0.157000		0.060000		0.021631
0.158000		0.060000		0.020475
0.159000		0.060000		0.019388
0.160000		0.060000		0.018367
0.161000		0.060000		0.017406
0.162000		0.060000		0.016503
0.163000		0.060000		0.015653
0.164000		0.060000		0.014852
0.165000		0.060000		0.014098
0.166000		0.060000		0.013388
0.167000		0.060000		0.012719
0.168000		0.060000		0.012088
0.169000		0.060000		0.011492
0.170000		0.060000		0.010931
0.171000		0.060000		0.010400
0.172000		0.060000		0.009900
0.173000		0.060000		0.009427
0.174000		0.060000		0.008980
0.175000		0.060000		0.008557
0.176000		0.060000		0.008158
0.177000		0.060000		0.007780
0.178000		0.060000		0.007422
0.179000		0.060000		0.007084
0.180000		0.060000		0.006763
0.181000		0.060000		0.006459
0.182000		0.060000		0.006171
0.183000		0.060000		0.005898
0.184000		0.060000		0.005639
0.185000		0.060000		0.005394
0.186000		0.060000		0.005161
0.187000		0.060000		0.004939
0.188000		0.060000		0.004729
0.189000		0.060000		0.004530
0.190000		0.060000		0.004340
0.191000		0.060000		0.004159
0.192000		0.060000		0.003988
0.193000		0.060000		0.003825
0.194000		0.060000		0.003669
0.195000		0.060000		0.003522
0.196000		0.060000		0.003381
0.197000		0.060000		0.003247
0.198000		0.060000		0.003119
0.199000		0.060000		0.002997
0.200000		0.060000		0.002881
0.100000		0.070000		1.166562
0.101000		0.070000		1.076076
0.102000		0.070000		0.993163
0.103000		0.070000		0.917143
0.104000		0.070000		0.847400
0.105000		0.070000		0.783378
0.106000		0.070000		0.724574
0.107000		0.070000		0.670531
0.108000		0.070000		0.620836
0.109000		0.070000		0.575114
0.110000		0.070000		0.533026
0.111000		0.070000		0.494262
0.112000		0.070000		0.458540
0.113000		0.070000		0.425606
0.114000		0.070000		0.395227
0.115000		0.070000		0.367191
0.116000		0.070000		0.341304
0.117000		0.070000		0.317391
0.118000		0.070000		0.295290
0.119000		0.070000		0.274854
0.120000		0.070000		0.255951
0.121000		0.070000		0.238456
0.122000		0.070000		0.222258
0.123000		0.070000		0.207253
0.124000		0.070000		0.193349
0.125000		0.070000		0.180458
0.126000		0.070000		0.168501
0.127000		0.070000		0.157407
0.128000		0.070000		0.147108
0.129000		0.070000		0.137544
0.130000		0.070000		0.128659
0.131000		0.070000		0.120400
0.132000		0.070000		0.112720
0.133000		0.070000		0.105577
0.134000		0.070000		0.098930
0.135000		0.070000		0.092741
0.136000		0.070000		0.086977
0.137000		0.070000		0.081607
0.138000		0.070000		0.076601
0.139000		0.070000		0.071934
0.140000		0.070000		0.067580
0.141000		0.070000		0.063517
0.142000		0.070000		0.059724
0.143000		0.070000		0.056181
0.144000		0.070000		0.052871
0.145000		0.070000		0.049778
0.146000		0.070000		0.046885
0.147000		0.070000		0.044179
0.148000		0.070000		0.041647
0.149000		0.070000		0.039277
0.150000		0.070000		0.037057
0.151000		0.070000		0.034977
0.152000		0.070000		0.033028
0.153000		0.070000		0.031201
0.154000		0.070000		0.029487
0.155000		0.070000		0.027879
0.156000		0.070000		0.026369
0.157000		0.070000		0.024951
0.158000		0.070000		0.023620
0.159000		0.070000		0.022368
0.160000		0.070000		0.021192
0.161000		0.070000		0.020085
0.162000		0.070000		0.019044
0.163000		0.070000		0.018065
0.164000		0.070000		0.017142
0.165000		0.070000		0.016273
0.166000		0.070000		0.015455
0.167000		0.070000		0.014683
0.168000		0.070000		0.013955
0.169000		0.070000		0.013269
0.170000		0.070000		0.012621
0.171000		0.070000		0.012010
0.172000		0.070000		0.011433
0.173000		0.070000		0.010887
0.174000		0.070000		0.010372
0.175000		0.070000		0.009884
0.176000		0.070000		0.009423
0.177000		0.070000		0.008987
0.178000		0.070000		0.008575
0.179000		0.070000		0.008184
0.180000		0.070000		0.007814
0.181000		0.070000		0.007463
0.182000		0.070000		0.007131
0.183000		0.070000		0.006816
0.184000		0.070000		0.006517
0.185000		0.070000		0.006234
0.186000		0.070000		0.005964
0.187000		0.070000		0.005709
0.188000		0.070000		0.005466
0.189000		0.070000		0.005236
0.190000		0.070000		0.005017
0.191000		0.070000		0.004808
0.192000		0.070000		0.004610
0.193000		0.070000		0.004422
0.194000		0.070000		0.004242
0.195000		0.070000		0.004072
0.196000		0.070000		0.003909
0.197000		0.070000		0.003754
0.198000		0.070000		0.003607
0.199000		0.070000		0.003466
0.200000		0.070000		0.003332
0.100000		0.080000		1.292786
0.101000		0.080000		1.193349
0.102000		0.080000		1.102152
0.103000		0.080000		1.018462
0.104000		0.080000		0.941617
0.105000		0.080000		0.871016
0.106000		0.080000		0.806116
0.107000		0.080000		0.746424
0.108000		0.080000		0.691492
0.109000		0.080000		0.640914
0.110000		0.080000		0.594321
0.111000		0.080000		0.551378
0.112000		0.080000		0.511779
0.113000		0.080000		0.475245
0.114000		0.080000		0.441524
0.115000		0.080000		0.410384
0.116000		0.080000		0.381614
0.117000		0.080000		0.355022
0.118000		0.080000		0.330431
0.119000		0.080000		0.307682
0.120000		0.080000		0.286626
0.121000		0.080000		0.267129
0.122000		0.080000		0.249069
0.123000		0.080000		0.232331
0.124000		0.080000		0.216814
0.125000		0.080000		0.202421
0.126000		0.080000		0.189066
0.127000		0.080000		0.176668
0.128000		0.080000		0.165155
0.129000		0.080000		0.154459
0.130000		0.080000		0.144519
0.131000		0.080000		0.135276
0.132000		0.080000		0.126678
0.133000		0.080000		0.118678
0.134000		0.080000		0.111231
0.135000		0.080000		0.104296
0.136000		0.080000		0.097835
0.137000		0.080000		0.091813
0.138000		0.080000		0.086199
0.139000		0.080000		0.080962
0.140000		0.080000		0.076076
0.141000		0.080000		0.071515
0.142000		0.080000		0.067256
0.143000		0.080000		0.063278
0.144000		0.080000		0.059560
0.145000		0.080000		0.056084
0.146000		0.080000		0.052833
0.147000		0.080000		0.049792
0.148000		0.080000		0.046945
0.149000		0.080000		0.044280
0.150000		0.080000		0.041783
0.151000		0.080000		0.039444
0.152000		0.080000		0.037251
0.153000		0.080000		0.035194
0.154000		0.080000		0.033265
0.155000		0.080000		0.031455
0.156000		0.080000		0.029755
0.157000		0.080000		0.028159
0.158000		0.080000		0.026659
0.159000		0.080000		0.025250
0.160000		0.080000		0.023924
0.161000		0.080000		0.022678
0.162000		0.080000		0.021505
0.163000		0.080000		0.020401
0.164000		0.080000		0.019361
0.165000		0.080000		0.018381
0.166000		0.080000		0.017458
0.167000		0.080000		0.016588
0.168000		0.080000		0.015768
0.169000		0.080000		0.014994
0.170000		0.080000		0.014263
0.171000		0.080000		0.013573
0.172000		0.080000		0.012922
0.173000		0.080000		0.012307
0.174000		0.080000		0.011725
0.175000		0.080000		0.011175
0.176000		0.080000		0.010655
0.177000		0.080000		0.010162
0.178000		0.080000		0.009697
0.179000		0.080000		0.009255
0.180000		0.080000		0.008838
0.181000		0.080000		0.008442
0.182000		0.080000		0.008067
0.183000		0.080000		0.007711
0.184000		0.080000		0.007373
0.185000		0.080000		0.007053
0.186000		0.080000		0.006749
0.187000		0.080000		0.006460
0.188000		0.080000		0.006186
0.189000		0.080000		0.005926
0.190000		0.080000		0.005678
0.191000		0.080000		0.005443
0.192000		0.080000		0.005219
0.193000		0.080000		0.005006
0.194000		0.080000		0.004803
0.195000		0.080000		0.004610
0.196000		0.080000		0.004426
0.197000		0.080000		0.004251
0.198000		0.080000		0.004084
0.199000		0.080000		0.003925
0.200000		0.080000		0.003773
0.100000		0.090000		1.406482
0.101000		0.090000		1.299234
0.102000		0.090000		1.200785
0.103000		0.090000		1.110360
0.104000		0.090000		1.027258
0.105000		0.090000		0.950844
0.106000		0.090000		0.880542
0.107000		0.090000		0.815829
0.108000		0.090000		0.756230
0.109000		0.090000		0.701313
0.110000		0.090000		0.650686
0.111000		0.090000		0.603990
0.112000		0.090000		0.560900
0.113000		0.090000		0.521119
0.114000		0.090000		0.484375
0.115000		0.090000		0.450422
0.116000		0.090000		0.419034
0.117000		0.090000		0.390004
