100
100
T [fm^-1]		muB [fm^-1]		betabulk_dfce [fm^-4]
0.676970		1.236364		-0.515557
0.679394		1.236364		-0.536375
0.681818		1.236364		-0.557924
0.684242		1.236364		-0.580226
0.686667		1.236364		-0.603303
0.689091		1.236364		-0.627177
0.691515		1.236364		-0.651871
0.693939		1.236364		-0.677410
0.696364		1.236364		-0.703818
0.698788		1.236364		-0.731118
0.701212		1.236364		-0.759337
0.703636		1.236364		-0.788501
0.706061		1.236364		-0.818635
0.708485		1.236364		-0.849767
0.710909		1.236364		-0.881925
0.713333		1.236364		-0.915137
0.715758		1.236364		-0.949431
0.718182		1.236364		-0.984837
0.720606		1.236364		-1.021385
0.723030		1.236364		-1.059106
0.725455		1.236364		-1.098031
0.727879		1.236364		-1.138192
0.730303		1.236364		-1.179621
0.732727		1.236364		-1.222353
0.735152		1.236364		-1.266421
0.737576		1.236364		-1.311859
0.740000		1.236364		-1.358704
0.742424		1.236364		-1.406990
0.744848		1.236364		-1.456756
0.747273		1.236364		-1.508038
0.749697		1.236364		-1.560874
0.752121		1.236364		-1.615305
0.754545		1.236364		-1.671368
0.756970		1.236364		-1.729106
0.759394		1.236364		-1.788559
0.761818		1.236364		-1.849769
0.764242		1.236364		-1.912780
0.766667		1.236364		-1.977634
0.769091		1.236364		-2.044376
0.771515		1.236364		-2.113051
0.773939		1.236364		-2.183707
0.776364		1.236364		-2.256388
0.778788		1.236364		-2.331144
0.781212		1.236364		-2.408023
0.783636		1.236364		-2.487075
0.786061		1.236364		-2.568349
0.788485		1.236364		-2.651897
0.790909		1.236364		-2.737772
0.793333		1.236364		-2.826026
0.795758		1.236364		-2.916713
0.798182		1.236364		-3.009888
0.800606		1.236364		-3.105608
0.803030		1.236364		-3.203928
0.805455		1.236364		-3.304908
0.807879		1.236364		-3.408604
0.810303		1.236364		-3.515078
0.812727		1.236364		-3.624390
0.815152		1.236364		-3.736601
0.817576		1.236364		-3.851774
0.820000		1.236364		-3.969974
0.580000		1.263838		-0.091620
0.582424		1.263838		-0.096221
0.584848		1.263838		-0.101024
0.587273		1.263838		-0.106036
0.589697		1.263838		-0.111266
0.592121		1.263838		-0.116722
0.594545		1.263838		-0.122412
0.596970		1.263838		-0.128344
0.599394		1.263838		-0.134528
0.601818		1.263838		-0.140972
0.604242		1.263838		-0.147687
0.606667		1.263838		-0.154682
0.609091		1.263838		-0.161966
0.611515		1.263838		-0.169550
0.613939		1.263838		-0.177446
0.616364		1.263838		-0.185662
0.618788		1.263838		-0.194212
0.621212		1.263838		-0.203106
0.623636		1.263838		-0.212356
0.626061		1.263838		-0.221974
0.628485		1.263838		-0.231974
0.630909		1.263838		-0.242367
0.633333		1.263838		-0.253167
0.635758		1.263838		-0.264387
0.638182		1.263838		-0.276042
0.640606		1.263838		-0.288146
0.643030		1.263838		-0.300713
0.645455		1.263838		-0.313759
0.647879		1.263838		-0.327298
0.650303		1.263838		-0.341348
0.652727		1.263838		-0.355924
0.655152		1.263838		-0.371042
0.657576		1.263838		-0.386721
0.660000		1.263838		-0.402977
0.662424		1.263838		-0.419829
0.664848		1.263838		-0.437295
0.667273		1.263838		-0.455393
0.669697		1.263838		-0.474144
0.672121		1.263838		-0.493567
0.674545		1.263838		-0.513682
0.676970		1.263838		-0.534511
0.679394		1.263838		-0.556074
0.681818		1.263838		-0.578393
0.684242		1.263838		-0.601491
0.686667		1.263838		-0.625390
0.689091		1.263838		-0.650114
0.691515		1.263838		-0.675687
0.693939		1.263838		-0.702133
0.696364		1.263838		-0.729476
0.698788		1.263838		-0.757744
0.701212		1.263838		-0.786961
0.703636		1.263838		-0.817154
0.706061		1.263838		-0.848351
0.708485		1.263838		-0.880579
0.710909		1.263838		-0.913868
0.713333		1.263838		-0.948245
0.715758		1.263838		-0.983742
0.718182		1.263838		-1.020387
0.720606		1.263838		-1.058213
0.723030		1.263838		-1.097250
0.725455		1.263838		-1.137532
0.727879		1.263838		-1.179090
0.730303		1.263838		-1.221959
0.732727		1.263838		-1.266173
0.735152		1.263838		-1.311767
0.737576		1.263838		-1.358776
0.740000		1.263838		-1.407238
0.742424		1.263838		-1.457188
0.744848		1.263838		-1.508666
0.747273		1.263838		-1.561709
0.749697		1.263838		-1.616358
0.752121		1.263838		-1.672651
0.754545		1.263838		-1.730631
0.756970		1.263838		-1.790338
0.759394		1.263838		-1.851815
0.761818		1.263838		-1.915106
0.764242		1.263838		-1.980254
0.766667		1.263838		-2.047305
0.769091		1.263838		-2.116304
0.771515		1.263838		-2.187297
0.773939		1.263838		-2.260332
0.776364		1.263838		-2.335457
0.778788		1.263838		-2.412722
0.781212		1.263838		-2.492176
0.783636		1.263838		-2.573870
0.786061		1.263838		-2.657856
0.788485		1.263838		-2.744186
0.790909		1.263838		-2.832915
0.793333		1.263838		-2.924096
0.795758		1.263838		-3.017786
0.798182		1.263838		-3.114040
0.800606		1.263838		-3.212915
0.803030		1.263838		-3.314471
0.805455		1.263838		-3.418767
0.807879		1.263838		-3.525862
0.810303		1.263838		-3.635818
0.812727		1.263838		-3.748697
0.815152		1.263838		-3.864562
0.817576		1.263838		-3.983479
0.820000		1.263838		-4.105511
0.580000		1.291313		-0.095231
0.582424		1.291313		-0.100007
0.584848		1.291313		-0.104992
0.587273		1.291313		-0.110194
0.589697		1.291313		-0.115622
0.592121		1.291313		-0.121284
0.594545		1.291313		-0.127189
0.596970		1.291313		-0.133345
0.599394		1.291313		-0.139762
0.601818		1.291313		-0.146449
0.604242		1.291313		-0.153416
0.606667		1.291313		-0.160674
0.609091		1.291313		-0.168232
0.611515		1.291313		-0.176101
0.613939		1.291313		-0.184292
0.616364		1.291313		-0.192816
0.618788		1.291313		-0.201686
0.621212		1.291313		-0.210912
0.623636		1.291313		-0.220507
0.626061		1.291313		-0.230484
0.628485		1.291313		-0.240856
0.630909		1.291313		-0.251636
0.633333		1.291313		-0.262838
0.635758		1.291313		-0.274475
0.638182		1.291313		-0.286562
0.640606		1.291313		-0.299114
0.643030		1.291313		-0.312147
0.645455		1.291313		-0.325675
0.647879		1.291313		-0.339715
0.650303		1.291313		-0.354283
0.652727		1.291313		-0.369396
0.655152		1.291313		-0.385071
0.657576		1.291313		-0.401326
0.660000		1.291313		-0.418179
0.662424		1.291313		-0.435649
0.664848		1.291313		-0.453755
0.667273		1.291313		-0.472516
0.669697		1.291313		-0.491952
0.672121		1.291313		-0.512084
0.674545		1.291313		-0.532933
0.676970		1.291313		-0.554520
0.679394		1.291313		-0.576867
0.681818		1.291313		-0.599997
0.684242		1.291313		-0.623933
0.686667		1.291313		-0.648697
0.689091		1.291313		-0.674316
0.691515		1.291313		-0.700812
0.693939		1.291313		-0.728212
0.696364		1.291313		-0.756541
0.698788		1.291313		-0.785825
0.701212		1.291313		-0.816091
0.703636		1.291313		-0.847368
0.706061		1.291313		-0.879682
0.708485		1.291313		-0.913063
0.710909		1.291313		-0.947541
0.713333		1.291313		-0.983144
0.715758		1.291313		-1.019904
0.718182		1.291313		-1.057853
0.720606		1.291313		-1.097021
0.723030		1.291313		-1.137442
0.725455		1.291313		-1.179149
0.727879		1.291313		-1.222175
0.730303		1.291313		-1.266556
0.732727		1.291313		-1.312327
0.735152		1.291313		-1.359524
0.737576		1.291313		-1.408183
0.740000		1.291313		-1.458343
0.742424		1.291313		-1.510041
0.744848		1.291313		-1.563316
0.747273		1.291313		-1.618209
0.749697		1.291313		-1.674759
0.752121		1.291313		-1.733008
0.754545		1.291313		-1.792999
0.756970		1.291313		-1.854773
0.759394		1.291313		-1.918375
0.761818		1.291313		-1.983849
0.764242		1.291313		-2.051241
0.766667		1.291313		-2.120596
0.769091		1.291313		-2.191962
0.771515		1.291313		-2.265386
0.773939		1.291313		-2.340917
0.776364		1.291313		-2.418605
0.778788		1.291313		-2.498501
0.781212		1.291313		-2.580655
0.783636		1.291313		-2.665120
0.786061		1.291313		-2.751949
0.788485		1.291313		-2.841197
0.790909		1.291313		-2.932918
0.793333		1.291313		-3.027168
0.795758		1.291313		-3.124004
0.798182		1.291313		-3.223484
0.800606		1.291313		-3.325667
0.803030		1.291313		-3.430614
0.805455		1.291313		-3.538384
0.807879		1.291313		-3.649039
0.810303		1.291313		-3.762643
0.812727		1.291313		-3.879259
0.815152		1.291313		-3.998953
0.817576		1.291313		-4.121790
0.820000		1.291313		-4.247838
0.580000		1.318788		-0.099062
0.582424		1.318788		-0.104022
0.584848		1.318788		-0.109200
0.587273		1.318788		-0.114603
0.589697		1.318788		-0.120240
0.592121		1.318788		-0.126120
0.594545		1.318788		-0.132252
0.596970		1.318788		-0.138645
0.599394		1.318788		-0.145308
0.601818		1.318788		-0.152252
0.604242		1.318788		-0.159487
0.606667		1.318788		-0.167022
0.609091		1.318788		-0.174869
0.611515		1.318788		-0.183038
0.613939		1.318788		-0.191542
0.616364		1.318788		-0.200391
0.618788		1.318788		-0.209599
0.621212		1.318788		-0.219176
0.623636		1.318788		-0.229136
0.626061		1.318788		-0.239491
0.628485		1.318788		-0.250257
0.630909		1.318788		-0.261445
0.633333		1.318788		-0.273070
0.635758		1.318788		-0.285147
0.638182		1.318788		-0.297690
0.640606		1.318788		-0.310716
0.643030		1.318788		-0.324239
0.645455		1.318788		-0.338276
0.647879		1.318788		-0.352843
0.650303		1.318788		-0.367958
0.652727		1.318788		-0.383637
0.655152		1.318788		-0.399899
0.657576		1.318788		-0.416762
0.660000		1.318788		-0.434244
0.662424		1.318788		-0.452365
0.664848		1.318788		-0.471145
0.667273		1.318788		-0.490604
0.669697		1.318788		-0.510762
0.672121		1.318788		-0.531641
0.674545		1.318788		-0.553262
0.676970		1.318788		-0.575648
0.679394		1.318788		-0.598820
0.681818		1.318788		-0.622804
0.684242		1.318788		-0.647621
0.686667		1.318788		-0.673297
0.689091		1.318788		-0.699857
0.691515		1.318788		-0.727325
0.693939		1.318788		-0.755729
0.696364		1.318788		-0.785094
0.698788		1.318788		-0.815448
0.701212		1.318788		-0.846818
0.703636		1.318788		-0.879234
0.706061		1.318788		-0.912724
0.708485		1.318788		-0.947317
0.710909		1.318788		-0.983044
0.713333		1.318788		-1.019937
0.715758		1.318788		-1.058026
0.718182		1.318788		-1.097343
0.720606		1.318788		-1.137923
0.723030		1.318788		-1.179798
0.725455		1.318788		-1.223002
0.727879		1.318788		-1.267572
0.730303		1.318788		-1.313541
0.732727		1.318788		-1.360948
0.735152		1.318788		-1.409829
0.737576		1.318788		-1.460221
0.740000		1.318788		-1.512164
0.742424		1.318788		-1.565697
0.744848		1.318788		-1.620860
0.747273		1.318788		-1.677694
0.749697		1.318788		-1.736242
0.752121		1.318788		-1.796544
0.754545		1.318788		-1.858645
0.756970		1.318788		-1.922589
0.759394		1.318788		-1.988420
0.761818		1.318788		-2.056185
0.764242		1.318788		-2.125931
0.766667		1.318788		-2.197704
0.769091		1.318788		-2.271553
0.771515		1.318788		-2.347528
0.773939		1.318788		-2.425677
0.776364		1.318788		-2.506054
0.778788		1.318788		-2.588708
0.781212		1.318788		-2.673694
0.783636		1.318788		-2.761065
0.786061		1.318788		-2.850875
0.788485		1.318788		-2.943181
0.790909		1.318788		-3.038038
0.793333		1.318788		-3.135504
0.795758		1.318788		-3.235639
0.798182		1.318788		-3.338500
0.800606		1.318788		-3.444150
0.803030		1.318788		-3.552649
0.805455		1.318788		-3.664059
0.807879		1.318788		-3.778445
0.810303		1.318788		-3.895871
0.812727		1.318788		-4.016402
0.815152		1.318788		-4.140106
0.817576		1.318788		-4.267049
0.820000		1.318788		-4.397301
0.580000		1.346263		-0.103127
0.582424		1.346263		-0.108283
0.584848		1.346263		-0.113664
0.587273		1.346263		-0.119280
0.589697		1.346263		-0.125139
0.592121		1.346263		-0.131249
0.594545		1.346263		-0.137621
0.596970		1.346263		-0.144265
0.599394		1.346263		-0.151189
0.601818		1.346263		-0.158404
0.604242		1.346263		-0.165920
0.606667		1.346263		-0.173749
0.609091		1.346263		-0.181902
0.611515		1.346263		-0.190389
0.613939		1.346263		-0.199223
0.616364		1.346263		-0.208415
0.618788		1.346263		-0.217979
0.621212		1.346263		-0.227927
0.623636		1.346263		-0.238272
0.626061		1.346263		-0.249028
0.628485		1.346263		-0.260208
0.630909		1.346263		-0.271827
0.633333		1.346263		-0.283899
0.635758		1.346263		-0.296440
0.638182		1.346263		-0.309465
0.640606		1.346263		-0.322990
0.643030		1.346263		-0.337031
0.645455		1.346263		-0.351604
0.647879		1.346263		-0.366728
0.650303		1.346263		-0.382419
0.652727		1.346263		-0.398695
0.655152		1.346263		-0.415576
0.657576		1.346263		-0.433079
0.660000		1.346263		-0.451225
0.662424		1.346263		-0.470033
0.664848		1.346263		-0.489523
0.667273		1.346263		-0.509717
0.669697		1.346263		-0.530636
0.672121		1.346263		-0.552301
0.674545		1.346263		-0.574736
0.676970		1.346263		-0.597963
0.679394		1.346263		-0.622005
0.681818		1.346263		-0.646887
0.684242		1.346263		-0.672633
0.686667		1.346263		-0.699268
0.689091		1.346263		-0.726819
0.691515		1.346263		-0.755310
0.693939		1.346263		-0.784770
0.696364		1.346263		-0.815226
0.698788		1.346263		-0.846705
0.701212		1.346263		-0.879237
0.703636		1.346263		-0.912851
0.706061		1.346263		-0.947577
0.708485		1.346263		-0.983445
0.710909		1.346263		-1.020487
0.713333		1.346263		-1.058735
0.715758		1.346263		-1.098221
0.718182		1.346263		-1.138978
0.720606		1.346263		-1.181041
0.723030		1.346263		-1.224444
0.725455		1.346263		-1.269223
0.727879		1.346263		-1.315413
0.730303		1.346263		-1.363052
0.732727		1.346263		-1.412177
0.735152		1.346263		-1.462827
0.737576		1.346263		-1.515039
0.740000		1.346263		-1.568856
0.742424		1.346263		-1.624316
0.744848		1.346263		-1.681461
0.747273		1.346263		-1.740334
0.749697		1.346263		-1.800978
0.752121		1.346263		-1.863435
0.754545		1.346263		-1.927752
0.756970		1.346263		-1.993973
0.759394		1.346263		-2.062144
0.761818		1.346263		-2.132314
0.764242		1.346263		-2.204529
0.766667		1.346263		-2.278839
0.769091		1.346263		-2.355294
0.771515		1.346263		-2.433943
0.773939		1.346263		-2.514840
0.776364		1.346263		-2.598035
0.778788		1.346263		-2.683584
0.781212		1.346263		-2.771539
0.783636		1.346263		-2.861956
0.786061		1.346263		-2.954892
0.788485		1.346263		-3.050404
0.790909		1.346263		-3.148549
0.793333		1.346263		-3.249387
0.795758		1.346263		-3.352978
0.798182		1.346263		-3.459384
0.800606		1.346263		-3.568665
0.803030		1.346263		-3.680887
0.805455		1.346263		-3.796112
0.807879		1.346263		-3.914406
0.810303		1.346263		-4.035835
0.812727		1.346263		-4.160467
0.815152		1.346263		-4.288371
0.817576		1.346263		-4.419614
0.820000		1.346263		-4.554270
0.580000		1.373737		-0.107443
0.582424		1.373737		-0.112805
0.584848		1.373737		-0.118402
0.587273		1.373737		-0.124243
0.589697		1.373737		-0.130336
0.592121		1.373737		-0.136691
0.594545		1.373737		-0.143317
0.596970		1.373737		-0.150225
0.599394		1.373737		-0.157425
0.601818		1.373737		-0.164927
0.604242		1.373737		-0.172742
0.606667		1.373737		-0.180881
0.609091		1.373737		-0.189357
0.611515		1.373737		-0.198180
0.613939		1.373737		-0.207363
0.616364		1.373737		-0.216918
0.618788		1.373737		-0.226859
0.621212		1.373737		-0.237198
0.623636		1.373737		-0.247950
0.626061		1.373737		-0.259128
0.628485		1.373737		-0.270746
0.630909		1.373737		-0.282820
0.633333		1.373737		-0.295365
0.635758		1.373737		-0.308396
0.638182		1.373737		-0.321929
0.640606		1.373737		-0.335980
0.643030		1.373737		-0.350567
0.645455		1.373737		-0.365707
0.647879		1.373737		-0.381417
0.650303		1.373737		-0.397716
0.652727		1.373737		-0.414623
0.655152		1.373737		-0.432156
0.657576		1.373737		-0.450334
0.660000		1.373737		-0.469179
0.662424		1.373737		-0.488711
0.664848		1.373737		-0.508950
0.667273		1.373737		-0.529919
0.669697		1.373737		-0.551639
0.672121		1.373737		-0.574134
0.674545		1.373737		-0.597426
0.676970		1.373737		-0.621538
0.679394		1.373737		-0.646497
0.681818		1.373737		-0.672325
0.684242		1.373737		-0.699049
0.686667		1.373737		-0.726694
0.689091		1.373737		-0.755287
0.691515		1.373737		-0.784856
0.693939		1.373737		-0.815428
0.696364		1.373737		-0.847031
0.698788		1.373737		-0.879695
0.701212		1.373737		-0.913449
0.703636		1.373737		-0.948324
0.706061		1.373737		-0.984350
0.708485		1.373737		-1.021559
0.710909		1.373737		-1.059983
0.713333		1.373737		-1.099656
0.715758		1.373737		-1.140611
0.718182		1.373737		-1.182882
0.720606		1.373737		-1.226504
0.723030		1.373737		-1.271514
0.725455		1.373737		-1.317947
0.727879		1.373737		-1.365841
0.730303		1.373737		-1.415234
0.732727		1.373737		-1.466165
0.735152		1.373737		-1.518672
0.737576		1.373737		-1.572798
0.740000		1.373737		-1.628581
0.742424		1.373737		-1.686066
0.744848		1.373737		-1.745293
0.747273		1.373737		-1.806306
0.749697		1.373737		-1.869151
0.752121		1.373737		-1.933871
0.754545		1.373737		-2.000514
0.756970		1.373737		-2.069125
0.759394		1.373737		-2.139753
0.761818		1.373737		-2.212445
0.764242		1.373737		-2.287252
0.766667		1.373737		-2.364224
0.769091		1.373737		-2.443412
0.771515		1.373737		-2.524868
0.773939		1.373737		-2.608646
0.776364		1.373737		-2.694798
0.778788		1.373737		-2.783381
0.781212		1.373737		-2.874450
0.783636		1.373737		-2.968062
0.786061		1.373737		-3.064275
0.788485		1.373737		-3.163148
0.790909		1.373737		-3.264740
0.793333		1.373737		-3.369112
0.795758		1.373737		-3.476327
0.798182		1.373737		-3.586446
0.800606		1.373737		-3.699534
0.803030		1.373737		-3.815656
0.805455		1.373737		-3.934878
0.807879		1.373737		-4.057266
0.810303		1.373737		-4.182890
0.812727		1.373737		-4.311817
0.815152		1.373737		-4.444119
0.817576		1.373737		-4.579867
0.820000		1.373737		-4.719133
0.580000		1.401212		-0.112026
0.582424		1.401212		-0.117608
0.584848		1.401212		-0.123433
0.587273		1.401212		-0.129512
0.589697		1.401212		-0.135853
0.592121		1.401212		-0.142467
0.594545		1.401212		-0.149362
0.596970		1.401212		-0.156550
0.599394		1.401212		-0.164041
0.601818		1.401212		-0.171847
0.604242		1.401212		-0.179978
0.606667		1.401212		-0.188445
0.609091		1.401212		-0.197262
0.611515		1.401212		-0.206440
0.613939		1.401212		-0.215992
0.616364		1.401212		-0.225931
0.618788		1.401212		-0.236270
0.621212		1.401212		-0.247023
0.623636		1.401212		-0.258205
0.626061		1.401212		-0.269829
0.628485		1.401212		-0.281910
0.630909		1.401212		-0.294465
0.633333		1.401212		-0.307508
0.635758		1.401212		-0.321056
0.638182		1.401212		-0.335126
0.640606		1.401212		-0.349733
0.643030		1.401212		-0.364897
0.645455		1.401212		-0.380634
0.647879		1.401212		-0.396964
0.650303		1.401212		-0.413904
0.652727		1.401212		-0.431475
0.655152		1.401212		-0.449696
0.657576		1.401212		-0.468587
0.660000		1.401212		-0.488169
0.662424		1.401212		-0.508464
0.664848		1.401212		-0.529493
0.667273		1.401212		-0.551279
0.669697		1.401212		-0.573844
0.672121		1.401212		-0.597212
0.674545		1.401212		-0.621407
0.676970		1.401212		-0.646453
0.679394		1.401212		-0.672376
0.681818		1.401212		-0.699201
0.684242		1.401212		-0.726954
0.686667		1.401212		-0.755663
0.689091		1.401212		-0.785355
0.691515		1.401212		-0.816058
0.693939		1.401212		-0.847800
0.696364		1.401212		-0.880612
0.698788		1.401212		-0.914522
0.701212		1.401212		-0.949562
0.703636		1.401212		-0.985763
0.706061		1.401212		-1.023157
0.708485		1.401212		-1.061777
0.710909		1.401212		-1.101655
0.713333		1.401212		-1.142827
0.715758		1.401212		-1.185326
0.718182		1.401212		-1.229189
0.720606		1.401212		-1.274451
0.723030		1.401212		-1.321149
0.725455		1.401212		-1.369321
0.727879		1.401212		-1.419006
0.730303		1.401212		-1.470242
0.732727		1.401212		-1.523070
0.735152		1.401212		-1.577530
0.737576		1.401212		-1.633665
0.740000		1.401212		-1.691515
0.742424		1.401212		-1.751125
0.744848		1.401212		-1.812539
0.747273		1.401212		-1.875801
0.749697		1.401212		-1.940956
0.752121		1.401212		-2.008053
0.754545		1.401212		-2.077137
0.756970		1.401212		-2.148257
0.759394		1.401212		-2.221462
0.761818		1.401212		-2.296803
0.764242		1.401212		-2.374330
0.766667		1.401212		-2.454095
0.769091		1.401212		-2.536151
0.771515		1.401212		-2.620551
0.773939		1.401212		-2.707351
0.776364		1.401212		-2.796605
0.778788		1.401212		-2.888371
0.781212		1.401212		-2.982705
0.783636		1.401212		-3.079667
0.786061		1.401212		-3.179316
0.788485		1.401212		-3.281712
0.790909		1.401212		-3.386917
0.793333		1.401212		-3.494994
0.795758		1.401212		-3.606006
0.798182		1.401212		-3.720018
0.800606		1.401212		-3.837095
0.803030		1.401212		-3.957304
0.805455		1.401212		-4.080713
0.807879		1.401212		-4.207391
0.810303		1.401212		-4.337408
0.812727		1.401212		-4.470835
0.815152		1.401212		-4.607744
0.817576		1.401212		-4.748209
0.820000		1.401212		-4.892304
0.580000		1.428687		-0.116896
0.582424		1.428687		-0.122710
0.584848		1.428687		-0.128778
0.587273		1.428687		-0.135108
0.589697		1.428687		-0.141712
0.592121		1.428687		-0.148599
0.594545		1.428687		-0.155780
0.596970		1.428687		-0.163264
0.599394		1.428687		-0.171064
0.601818		1.428687		-0.179191
0.604242		1.428687		-0.187655
0.606667		1.428687		-0.196471
0.609091		1.428687		-0.205648
0.611515		1.428687		-0.215202
0.613939		1.428687		-0.225144
0.616364		1.428687		-0.235488
0.618788		1.428687		-0.246249
0.621212		1.428687		-0.257439
0.623636		1.428687		-0.269075
0.626061		1.428687		-0.281170
0.628485		1.428687		-0.293741
0.630909		1.428687		-0.306803
0.633333		1.428687		-0.320373
0.635758		1.428687		-0.334468
0.638182		1.428687		-0.349104
0.640606		1.428687		-0.364299
0.643030		1.428687		-0.380071
0.645455		1.428687		-0.396439
0.647879		1.428687		-0.413422
0.650303		1.428687		-0.431040
0.652727		1.428687		-0.449311
0.655152		1.428687		-0.468258
0.657576		1.428687		-0.487901
0.660000		1.428687		-0.508261
0.662424		1.428687		-0.529360
0.664848		1.428687		-0.551222
0.667273		1.428687		-0.573868
0.669697		1.428687		-0.597324
0.672121		1.428687		-0.621613
0.674545		1.428687		-0.646760
0.676970		1.428687		-0.672790
0.679394		1.428687		-0.699729
0.681818		1.428687		-0.727604
0.684242		1.428687		-0.756442
0.686667		1.428687		-0.786272
0.689091		1.428687		-0.817120
0.691515		1.428687		-0.849017
0.693939		1.428687		-0.881991
0.696364		1.428687		-0.916075
0.698788		1.428687		-0.951297
0.701212		1.428687		-0.987691
0.703636		1.428687		-1.025288
0.706061		1.428687		-1.064121
0.708485		1.428687		-1.104225
0.710909		1.428687		-1.145633
0.713333		1.428687		-1.188381
0.715758		1.428687		-1.232505
0.718182		1.428687		-1.278041
0.720606		1.428687		-1.325027
0.723030		1.428687		-1.373500
0.725455		1.428687		-1.423501
0.727879		1.428687		-1.475068
0.730303		1.428687		-1.528241
0.732727		1.428687		-1.583063
0.735152		1.428687		-1.639575
0.737576		1.428687		-1.697820
0.740000		1.428687		-1.757842
0.742424		1.428687		-1.819686
0.744848		1.428687		-1.883395
0.747273		1.428687		-1.949018
0.749697		1.428687		-2.016601
0.752121		1.428687		-2.086191
0.754545		1.428687		-2.157839
0.756970		1.428687		-2.231593
0.759394		1.428687		-2.307504
0.761818		1.428687		-2.385624
0.764242		1.428687		-2.466005
0.766667		1.428687		-2.548701
0.769091		1.428687		-2.633766
0.771515		1.428687		-2.721255
0.773939		1.428687		-2.811225
0.776364		1.428687		-2.903733
0.778788		1.428687		-2.998837
0.781212		1.428687		-3.096596
0.783636		1.428687		-3.197070
0.786061		1.428687		-3.300322
0.788485		1.428687		-3.406413
0.790909		1.428687		-3.515406
0.793333		1.428687		-3.627366
0.795758		1.428687		-3.742358
0.798182		1.428687		-3.860448
0.800606		1.428687		-3.981705
0.803030		1.428687		-4.106197
0.805455		1.428687		-4.233994
0.807879		1.428687		-4.365166
0.810303		1.428687		-4.499785
0.812727		1.428687		-4.637925
0.815152		1.428687		-4.779659
0.817576		1.428687		-4.925064
0.820000		1.428687		-5.074215
0.580000		1.456162		-0.122072
0.582424		1.456162		-0.128132
0.584848		1.456162		-0.134456
0.587273		1.456162		-0.141055
0.589697		1.456162		-0.147937
0.592121		1.456162		-0.155113
0.594545		1.456162		-0.162596
0.596970		1.456162		-0.170394
0.599394		1.456162		-0.178521
0.601818		1.456162		-0.186987
0.604242		1.456162		-0.195806
0.606667		1.456162		-0.204988
0.609091		1.456162		-0.214548
0.611515		1.456162		-0.224499
0.613939		1.456162		-0.234854
0.616364		1.456162		-0.245627
0.618788		1.456162		-0.256833
0.621212		1.456162		-0.268486
0.623636		1.456162		-0.280601
0.626061		1.456162		-0.293195
0.628485		1.456162		-0.306283
0.630909		1.456162		-0.319882
0.633333		1.456162		-0.334009
0.635758		1.456162		-0.348680
0.638182		1.456162		-0.363914
0.640606		1.456162		-0.379729
0.643030		1.456162		-0.396144
0.645455		1.456162		-0.413179
0.647879		1.456162		-0.430852
0.650303		1.456162		-0.449183
0.652727		1.456162		-0.468195
0.655152		1.456162		-0.487908
0.657576		1.456162		-0.508343
0.660000		1.456162		-0.529524
0.662424		1.456162		-0.551472
0.664848		1.456162		-0.574212
0.667273		1.456162		-0.597766
0.669697		1.456162		-0.622161
0.672121		1.456162		-0.647420
0.674545		1.456162		-0.673570
0.676970		1.456162		-0.700637
0.679394		1.456162		-0.728648
0.681818		1.456162		-0.757630
0.684242		1.456162		-0.787611
0.686667		1.456162		-0.818620
0.689091		1.456162		-0.850687
0.691515		1.456162		-0.883841
0.693939		1.456162		-0.918113
0.696364		1.456162		-0.953535
0.698788		1.456162		-0.990139
0.701212		1.456162		-1.027957
0.703636		1.456162		-1.067024
0.706061		1.456162		-1.107372
0.708485		1.456162		-1.149037
0.710909		1.456162		-1.192055
0.713333		1.456162		-1.236461
0.715758		1.456162		-1.282294
0.718182		1.456162		-1.329590
0.720606		1.456162		-1.378389
0.723030		1.456162		-1.428729
0.725455		1.456162		-1.480652
0.727879		1.456162		-1.534197
0.730303		1.456162		-1.589407
0.732727		1.456162		-1.646324
0.735152		1.456162		-1.704992
0.737576		1.456162		-1.765456
0.740000		1.456162		-1.827759
0.742424		1.456162		-1.891948
0.744848		1.456162		-1.958070
0.747273		1.456162		-2.026172
0.749697		1.456162		-2.096304
0.752121		1.456162		-2.168514
0.754545		1.456162		-2.242852
0.756970		1.456162		-2.319372
0.759394		1.456162		-2.398123
0.761818		1.456162		-2.479160
0.764242		1.456162		-2.562537
0.766667		1.456162		-2.648309
0.769091		1.456162		-2.736531
0.771515		1.456162		-2.827261
0.773939		1.456162		-2.920556
0.776364		1.456162		-3.016477
0.778788		1.456162		-3.115082
0.781212		1.456162		-3.216432
0.783636		1.456162		-3.320591
0.786061		1.456162		-3.427620
0.788485		1.456162		-3.537584
0.790909		1.456162		-3.650548
0.793333		1.456162		-3.766578
0.795758		1.456162		-3.885742
0.798182		1.456162		-4.008108
0.800606		1.456162		-4.133745
0.803030		1.456162		-4.262725
0.805455		1.456162		-4.395118
0.807879		1.456162		-4.530998
0.810303		1.456162		-4.670438
0.812727		1.456162		-4.813515
0.815152		1.456162		-4.960303
0.817576		1.456162		-5.110881
0.820000		1.456162		-5.265328
0.580000		1.483636		-0.127576
0.582424		1.483636		-0.133897
0.584848		1.483636		-0.140494
0.587273		1.483636		-0.147375
0.589697		1.483636		-0.154552
0.592121		1.483636		-0.162036
0.594545		1.483636		-0.169838
0.596970		1.483636		-0.177969
0.599394		1.483636		-0.186442
0.601818		1.483636		-0.195268
0.604242		1.483636		-0.204461
0.606667		1.483636		-0.214032
