100
100
T [fm^-1]		muB [fm^-1]		betabulk_dfce [fm^-4]
0.817576		0.467071		-1.916166
0.820000		0.467071		-1.976929
0.580000		0.494545		-0.042185
0.582424		0.494545		-0.044344
0.584848		0.494545		-0.046598
0.587273		0.494545		-0.048950
0.589697		0.494545		-0.051404
0.592121		0.494545		-0.053965
0.594545		0.494545		-0.056635
0.596970		0.494545		-0.059419
0.599394		0.494545		-0.062322
0.601818		0.494545		-0.065347
0.604242		0.494545		-0.068500
0.606667		0.494545		-0.071784
0.609091		0.494545		-0.075204
0.611515		0.494545		-0.078766
0.613939		0.494545		-0.082475
0.616364		0.494545		-0.086334
0.618788		0.494545		-0.090351
0.621212		0.494545		-0.094531
0.623636		0.494545		-0.098878
0.626061		0.494545		-0.103399
0.628485		0.494545		-0.108101
0.630909		0.494545		-0.112989
0.633333		0.494545		-0.118069
0.635758		0.494545		-0.123349
0.638182		0.494545		-0.128834
0.640606		0.494545		-0.134532
0.643030		0.494545		-0.140451
0.645455		0.494545		-0.146596
0.647879		0.494545		-0.152977
0.650303		0.494545		-0.159600
0.652727		0.494545		-0.166474
0.655152		0.494545		-0.173607
0.657576		0.494545		-0.181007
0.660000		0.494545		-0.188684
0.662424		0.494545		-0.196645
0.664848		0.494545		-0.204900
0.667273		0.494545		-0.213458
0.669697		0.494545		-0.222329
0.672121		0.494545		-0.231524
0.674545		0.494545		-0.241051
0.676970		0.494545		-0.250921
0.679394		0.494545		-0.261146
0.681818		0.494545		-0.271736
0.684242		0.494545		-0.282702
0.686667		0.494545		-0.294057
0.689091		0.494545		-0.305810
0.691515		0.494545		-0.317976
0.693939		0.494545		-0.330566
0.696364		0.494545		-0.343593
0.698788		0.494545		-0.357070
0.701212		0.494545		-0.371010
0.703636		0.494545		-0.385428
0.706061		0.494545		-0.400337
0.708485		0.494545		-0.415751
0.710909		0.494545		-0.431686
0.713333		0.494545		-0.448156
0.715758		0.494545		-0.465178
0.718182		0.494545		-0.482766
0.720606		0.494545		-0.500937
0.723030		0.494545		-0.519708
0.725455		0.494545		-0.539096
0.727879		0.494545		-0.559117
0.730303		0.494545		-0.579790
0.732727		0.494545		-0.601133
0.735152		0.494545		-0.623165
0.737576		0.494545		-0.645904
0.740000		0.494545		-0.669371
0.742424		0.494545		-0.693584
0.744848		0.494545		-0.718565
0.747273		0.494545		-0.744334
0.749697		0.494545		-0.770912
0.752121		0.494545		-0.798322
0.754545		0.494545		-0.826584
0.756970		0.494545		-0.855723
0.759394		0.494545		-0.885761
0.761818		0.494545		-0.916723
0.764242		0.494545		-0.948631
0.766667		0.494545		-0.981511
0.769091		0.494545		-1.015388
0.771515		0.494545		-1.050288
0.773939		0.494545		-1.086238
0.776364		0.494545		-1.123263
0.778788		0.494545		-1.161392
0.781212		0.494545		-1.200652
0.783636		0.494545		-1.241072
0.786061		0.494545		-1.282682
0.788485		0.494545		-1.325510
0.790909		0.494545		-1.369587
0.793333		0.494545		-1.414945
0.795758		0.494545		-1.461614
0.798182		0.494545		-1.509627
0.800606		0.494545		-1.559017
0.803030		0.494545		-1.609817
0.805455		0.494545		-1.662062
0.807879		0.494545		-1.715785
0.810303		0.494545		-1.771023
0.812727		0.494545		-1.827811
0.815152		0.494545		-1.886187
0.817576		0.494545		-1.946188
0.820000		0.494545		-2.007852
0.580000		0.522020		-0.042936
0.582424		0.522020		-0.045132
0.584848		0.522020		-0.047425
0.587273		0.522020		-0.049818
0.589697		0.522020		-0.052315
0.592121		0.522020		-0.054920
0.594545		0.522020		-0.057637
0.596970		0.522020		-0.060470
0.599394		0.522020		-0.063423
0.601818		0.522020		-0.066501
0.604242		0.522020		-0.069708
0.606667		0.522020		-0.073050
0.609091		0.522020		-0.076530
0.611515		0.522020		-0.080154
0.613939		0.522020		-0.083927
0.616364		0.522020		-0.087854
0.618788		0.522020		-0.091941
0.621212		0.522020		-0.096193
0.623636		0.522020		-0.100616
0.626061		0.522020		-0.105217
0.628485		0.522020		-0.110000
0.630909		0.522020		-0.114973
0.633333		0.522020		-0.120142
0.635758		0.522020		-0.125514
0.638182		0.522020		-0.131095
0.640606		0.522020		-0.136892
0.643030		0.522020		-0.142914
0.645455		0.522020		-0.149166
0.647879		0.522020		-0.155658
0.650303		0.522020		-0.162397
0.652727		0.522020		-0.169390
0.655152		0.522020		-0.176647
0.657576		0.522020		-0.184176
0.660000		0.522020		-0.191985
0.662424		0.522020		-0.200084
0.664848		0.522020		-0.208482
0.667273		0.522020		-0.217189
0.669697		0.522020		-0.226214
0.672121		0.522020		-0.235567
0.674545		0.522020		-0.245259
0.676970		0.522020		-0.255301
0.679394		0.522020		-0.265702
0.681818		0.522020		-0.276475
0.684242		0.522020		-0.287630
0.686667		0.522020		-0.299179
0.689091		0.522020		-0.311135
0.691515		0.522020		-0.323510
0.693939		0.522020		-0.336316
0.696364		0.522020		-0.349566
0.698788		0.522020		-0.363274
0.701212		0.522020		-0.377453
0.703636		0.522020		-0.392117
0.706061		0.522020		-0.407281
0.708485		0.522020		-0.422958
0.710909		0.522020		-0.439164
0.713333		0.522020		-0.455915
0.715758		0.522020		-0.473225
0.718182		0.522020		-0.491112
0.720606		0.522020		-0.509591
0.723030		0.522020		-0.528679
0.725455		0.522020		-0.548394
0.727879		0.522020		-0.568753
0.730303		0.522020		-0.589774
0.732727		0.522020		-0.611476
0.735152		0.522020		-0.633877
0.737576		0.522020		-0.656998
0.740000		0.522020		-0.680857
0.742424		0.522020		-0.705475
0.744848		0.522020		-0.730872
0.747273		0.522020		-0.757070
0.749697		0.522020		-0.784089
0.752121		0.522020		-0.811954
0.754545		0.522020		-0.840684
0.756970		0.522020		-0.870305
0.759394		0.522020		-0.900838
0.761818		0.522020		-0.932309
0.764242		0.522020		-0.964742
0.766667		0.522020		-0.998161
0.769091		0.522020		-1.032593
0.771515		0.522020		-1.068063
0.773939		0.522020		-1.104598
0.776364		0.522020		-1.142226
0.778788		0.522020		-1.180973
0.781212		0.522020		-1.220870
0.783636		0.522020		-1.261943
0.786061		0.522020		-1.304224
0.788485		0.522020		-1.347741
0.790909		0.522020		-1.392527
0.793333		0.522020		-1.438611
0.795758		0.522020		-1.486027
0.798182		0.522020		-1.534806
0.800606		0.522020		-1.584982
0.803030		0.522020		-1.636588
0.805455		0.522020		-1.689660
0.807879		0.522020		-1.744233
0.810303		0.522020		-1.800342
0.812727		0.522020		-1.858024
0.815152		0.522020		-1.917316
0.817576		0.522020		-1.978256
0.820000		0.522020		-2.040883
0.580000		0.549495		-0.043733
0.582424		0.549495		-0.045969
0.584848		0.549495		-0.048304
0.587273		0.549495		-0.050740
0.589697		0.549495		-0.053283
0.592121		0.549495		-0.055935
0.594545		0.549495		-0.058702
0.596970		0.549495		-0.061586
0.599394		0.549495		-0.064594
0.601818		0.549495		-0.067728
0.604242		0.549495		-0.070994
0.606667		0.549495		-0.074396
0.609091		0.549495		-0.077940
0.611515		0.549495		-0.081630
0.613939		0.549495		-0.085472
0.616364		0.549495		-0.089470
0.618788		0.549495		-0.093632
0.621212		0.549495		-0.097962
0.623636		0.549495		-0.102466
0.626061		0.549495		-0.107150
0.628485		0.549495		-0.112021
0.630909		0.549495		-0.117084
0.633333		0.549495		-0.122348
0.635758		0.549495		-0.127817
0.638182		0.549495		-0.133500
0.640606		0.549495		-0.139403
0.643030		0.549495		-0.145535
0.645455		0.549495		-0.151901
0.647879		0.549495		-0.158511
0.650303		0.549495		-0.165372
0.652727		0.549495		-0.172493
0.655152		0.549495		-0.179882
0.657576		0.549495		-0.187548
0.660000		0.549495		-0.195499
0.662424		0.549495		-0.203746
0.664848		0.549495		-0.212296
0.667273		0.549495		-0.221161
0.669697		0.549495		-0.230350
0.672121		0.549495		-0.239872
0.674545		0.549495		-0.249740
0.676970		0.549495		-0.259963
0.679394		0.549495		-0.270552
0.681818		0.549495		-0.281520
0.684242		0.549495		-0.292876
0.686667		0.549495		-0.304634
0.689091		0.549495		-0.316806
0.691515		0.549495		-0.329403
0.693939		0.549495		-0.342439
0.696364		0.549495		-0.355928
0.698788		0.549495		-0.369882
0.701212		0.549495		-0.384315
0.703636		0.549495		-0.399241
0.706061		0.549495		-0.414676
0.708485		0.549495		-0.430633
0.710909		0.549495		-0.447129
0.713333		0.549495		-0.464178
0.715758		0.549495		-0.481796
0.718182		0.549495		-0.500001
0.720606		0.549495		-0.518808
0.723030		0.549495		-0.538234
0.725455		0.549495		-0.558298
0.727879		0.549495		-0.579017
0.730303		0.549495		-0.600409
0.732727		0.549495		-0.622494
0.735152		0.549495		-0.645289
0.737576		0.549495		-0.668816
0.740000		0.549495		-0.693093
0.742424		0.549495		-0.718142
0.744848		0.549495		-0.743983
0.747273		0.549495		-0.770638
0.749697		0.549495		-0.798129
0.752121		0.549495		-0.826478
0.754545		0.549495		-0.855707
0.756970		0.549495		-0.885841
0.759394		0.549495		-0.916903
0.761818		0.549495		-0.948917
0.764242		0.549495		-0.981908
0.766667		0.549495		-1.015902
0.769091		0.549495		-1.050925
0.771515		0.549495		-1.087003
0.773939		0.549495		-1.124162
0.776364		0.549495		-1.162432
0.778788		0.549495		-1.201840
0.781212		0.549495		-1.242414
0.783636		0.549495		-1.284184
0.786061		0.549495		-1.327180
0.788485		0.549495		-1.371432
0.790909		0.549495		-1.416972
0.793333		0.549495		-1.463831
0.795758		0.549495		-1.512042
0.798182		0.549495		-1.561637
0.800606		0.549495		-1.612651
0.803030		0.549495		-1.665118
0.805455		0.549495		-1.719072
0.807879		0.549495		-1.774549
0.810303		0.549495		-1.831587
0.812727		0.549495		-1.890220
0.815152		0.549495		-1.950489
0.817576		0.549495		-2.012430
0.820000		0.549495		-2.076083
0.580000		0.576970		-0.044579
0.582424		0.576970		-0.046858
0.584848		0.576970		-0.049237
0.587273		0.576970		-0.051720
0.589697		0.576970		-0.054311
0.592121		0.576970		-0.057013
0.594545		0.576970		-0.059832
0.596970		0.576970		-0.062772
0.599394		0.576970		-0.065836
0.601818		0.576970		-0.069030
0.604242		0.576970		-0.072358
0.606667		0.576970		-0.075825
0.609091		0.576970		-0.079436
0.611515		0.576970		-0.083197
0.613939		0.576970		-0.087112
0.616364		0.576970		-0.091187
0.618788		0.576970		-0.095427
0.621212		0.576970		-0.099840
0.623636		0.576970		-0.104430
0.626061		0.576970		-0.109203
0.628485		0.576970		-0.114167
0.630909		0.576970		-0.119327
0.633333		0.576970		-0.124690
0.635758		0.576970		-0.130264
0.638182		0.576970		-0.136055
0.640606		0.576970		-0.142071
0.643030		0.576970		-0.148319
0.645455		0.576970		-0.154806
0.647879		0.576970		-0.161542
0.650303		0.576970		-0.168534
0.652727		0.576970		-0.175790
0.655152		0.576970		-0.183319
0.657576		0.576970		-0.191131
0.660000		0.576970		-0.199233
0.662424		0.576970		-0.207636
0.664848		0.576970		-0.216348
0.667273		0.576970		-0.225381
0.669697		0.576970		-0.234744
0.672121		0.576970		-0.244447
0.674545		0.576970		-0.254501
0.676970		0.576970		-0.264917
0.679394		0.576970		-0.275707
0.681818		0.576970		-0.286881
0.684242		0.576970		-0.298452
0.686667		0.576970		-0.310431
0.689091		0.576970		-0.322832
0.691515		0.576970		-0.335666
0.693939		0.576970		-0.348948
0.696364		0.576970		-0.362689
0.698788		0.576970		-0.376905
0.701212		0.576970		-0.391608
0.703636		0.576970		-0.406814
0.706061		0.576970		-0.422537
0.708485		0.576970		-0.438793
0.710909		0.576970		-0.455596
0.713333		0.576970		-0.472962
0.715758		0.576970		-0.490909
0.718182		0.576970		-0.509451
0.720606		0.576970		-0.528607
0.723030		0.576970		-0.548394
0.725455		0.576970		-0.568829
0.727879		0.576970		-0.589930
0.730303		0.576970		-0.611717
0.732727		0.576970		-0.634208
0.735152		0.576970		-0.657423
0.737576		0.576970		-0.681382
0.740000		0.576970		-0.706104
0.742424		0.576970		-0.731612
0.744848		0.576970		-0.757925
0.747273		0.576970		-0.785067
0.749697		0.576970		-0.813058
0.752121		0.576970		-0.841922
0.754545		0.576970		-0.871682
0.756970		0.576970		-0.902362
0.759394		0.576970		-0.933985
0.761818		0.576970		-0.966577
0.764242		0.576970		-1.000163
0.766667		0.576970		-1.034769
0.769091		0.576970		-1.070420
0.771515		0.576970		-1.107144
0.773939		0.576970		-1.144968
0.776364		0.576970		-1.183921
0.778788		0.576970		-1.224030
0.781212		0.576970		-1.265326
0.783636		0.576970		-1.307836
0.786061		0.576970		-1.351593
0.788485		0.576970		-1.396627
0.790909		0.576970		-1.442970
0.793333		0.576970		-1.490653
0.795758		0.576970		-1.539710
0.798182		0.576970		-1.590174
0.800606		0.576970		-1.642079
0.803030		0.576970		-1.695460
0.805455		0.576970		-1.750352
0.807879		0.576970		-1.806792
0.810303		0.576970		-1.864817
0.812727		0.576970		-1.924463
0.815152		0.576970		-1.985770
0.817576		0.576970		-2.048776
0.820000		0.576970		-2.113520
0.580000		0.604444		-0.045476
0.582424		0.604444		-0.047800
0.584848		0.604444		-0.050226
0.587273		0.604444		-0.052758
0.589697		0.604444		-0.055400
0.592121		0.604444		-0.058156
0.594545		0.604444		-0.061031
0.596970		0.604444		-0.064029
0.599394		0.604444		-0.067154
0.601818		0.604444		-0.070411
0.604242		0.604444		-0.073805
0.606667		0.604444		-0.077340
0.609091		0.604444		-0.081023
0.611515		0.604444		-0.084858
0.613939		0.604444		-0.088851
0.616364		0.604444		-0.093006
0.618788		0.604444		-0.097331
0.621212		0.604444		-0.101831
0.623636		0.604444		-0.106512
0.626061		0.604444		-0.111380
0.628485		0.604444		-0.116442
0.630909		0.604444		-0.121705
0.633333		0.604444		-0.127175
0.635758		0.604444		-0.132859
0.638182		0.604444		-0.138765
0.640606		0.604444		-0.144900
0.643030		0.604444		-0.151271
0.645455		0.604444		-0.157888
0.647879		0.604444		-0.164757
0.650303		0.604444		-0.171887
0.652727		0.604444		-0.179287
0.655152		0.604444		-0.186965
0.657576		0.604444		-0.194931
0.660000		0.604444		-0.203194
0.662424		0.604444		-0.211762
0.664848		0.604444		-0.220647
0.667273		0.604444		-0.229858
0.669697		0.604444		-0.239406
0.672121		0.604444		-0.249300
0.674545		0.604444		-0.259553
0.676970		0.604444		-0.270174
0.679394		0.604444		-0.281176
0.681818		0.604444		-0.292570
0.684242		0.604444		-0.304368
0.686667		0.604444		-0.316583
0.689091		0.604444		-0.329227
0.691515		0.604444		-0.342313
0.693939		0.604444		-0.355854
0.696364		0.604444		-0.369864
0.698788		0.604444		-0.384358
0.701212		0.604444		-0.399348
0.703636		0.604444		-0.414851
0.706061		0.604444		-0.430880
0.708485		0.604444		-0.447452
0.710909		0.604444		-0.464582
0.713333		0.604444		-0.482285
0.715758		0.604444		-0.500580
0.718182		0.604444		-0.519481
0.720606		0.604444		-0.539008
0.723030		0.604444		-0.559176
0.725455		0.604444		-0.580006
0.727879		0.604444		-0.601514
0.730303		0.604444		-0.623720
0.732727		0.604444		-0.646643
0.735152		0.604444		-0.670303
0.737576		0.604444		-0.694720
0.740000		0.604444		-0.719916
0.742424		0.604444		-0.745910
0.744848		0.604444		-0.772725
0.747273		0.604444		-0.800383
0.749697		0.604444		-0.828906
0.752121		0.604444		-0.858317
0.754545		0.604444		-0.888640
0.756970		0.604444		-0.919900
0.759394		0.604444		-0.952120
0.761818		0.604444		-0.985326
0.764242		0.604444		-1.019543
0.766667		0.604444		-1.054797
0.769091		0.604444		-1.091116
0.771515		0.604444		-1.128527
0.773939		0.604444		-1.167057
0.776364		0.604444		-1.206734
0.778788		0.604444		-1.247589
0.781212		0.604444		-1.289650
0.783636		0.604444		-1.332947
0.786061		0.604444		-1.377512
0.788485		0.604444		-1.423376
0.790909		0.604444		-1.470571
0.793333		0.604444		-1.519129
0.795758		0.604444		-1.569084
0.798182		0.604444		-1.620469
0.800606		0.604444		-1.673321
0.803030		0.604444		-1.727673
0.805455		0.604444		-1.783561
0.807879		0.604444		-1.841023
0.810303		0.604444		-1.900096
0.812727		0.604444		-1.960817
0.815152		0.604444		-2.023226
0.817576		0.604444		-2.087362
0.820000		0.604444		-2.153266
0.580000		0.631919		-0.046426
0.582424		0.631919		-0.048797
0.584848		0.631919		-0.051273
0.587273		0.631919		-0.053857
0.589697		0.631919		-0.056553
0.592121		0.631919		-0.059366
0.594545		0.631919		-0.062300
0.596970		0.631919		-0.065359
0.599394		0.631919		-0.068549
0.601818		0.631919		-0.071873
0.604242		0.631919		-0.075336
0.606667		0.631919		-0.078945
0.609091		0.631919		-0.082704
0.611515		0.631919		-0.086617
0.613939		0.631919		-0.090692
0.616364		0.631919		-0.094934
0.618788		0.631919		-0.099348
0.621212		0.631919		-0.103940
0.623636		0.631919		-0.108718
0.626061		0.631919		-0.113686
0.628485		0.631919		-0.118852
0.630909		0.631919		-0.124223
0.633333		0.631919		-0.129806
0.635758		0.631919		-0.135607
0.638182		0.631919		-0.141635
0.640606		0.631919		-0.147896
0.643030		0.631919		-0.154399
0.645455		0.631919		-0.161152
0.647879		0.631919		-0.168162
0.650303		0.631919		-0.175439
0.652727		0.631919		-0.182991
0.655152		0.631919		-0.190828
0.657576		0.631919		-0.198957
0.660000		0.631919		-0.207390
0.662424		0.631919		-0.216134
0.664848		0.631919		-0.225202
0.667273		0.631919		-0.234602
0.669697		0.631919		-0.244345
0.672121		0.631919		-0.254443
0.674545		0.631919		-0.264905
0.676970		0.631919		-0.275744
0.679394		0.631919		-0.286971
0.681818		0.631919		-0.298598
0.684242		0.631919		-0.310637
0.686667		0.631919		-0.323101
0.689091		0.631919		-0.336003
0.691515		0.631919		-0.349355
0.693939		0.631919		-0.363172
0.696364		0.631919		-0.377468
0.698788		0.631919		-0.392256
0.701212		0.631919		-0.407551
0.703636		0.631919		-0.423368
0.706061		0.631919		-0.439722
0.708485		0.631919		-0.456629
0.710909		0.631919		-0.474105
0.713333		0.631919		-0.492166
0.715758		0.631919		-0.510829
0.718182		0.631919		-0.530112
0.720606		0.631919		-0.550031
0.723030		0.631919		-0.570605
0.725455		0.631919		-0.591852
0.727879		0.631919		-0.613791
0.730303		0.631919		-0.636441
0.732727		0.631919		-0.659822
0.735152		0.631919		-0.683954
0.737576		0.631919		-0.708858
0.740000		0.631919		-0.734555
0.742424		0.631919		-0.761065
0.744848		0.631919		-0.788412
0.747273		0.631919		-0.816617
0.749697		0.631919		-0.845704
0.752121		0.631919		-0.875696
0.754545		0.631919		-0.906616
0.756970		0.631919		-0.938490
0.759394		0.631919		-0.971343
0.761818		0.631919		-1.005199
0.764242		0.631919		-1.040086
0.766667		0.631919		-1.076029
0.769091		0.631919		-1.113055
0.771515		0.631919		-1.151193
0.773939		0.631919		-1.190471
0.776364		0.631919		-1.230918
0.778788		0.631919		-1.272562
0.781212		0.631919		-1.315435
0.783636		0.631919		-1.359566
0.786061		0.631919		-1.404988
0.788485		0.631919		-1.451731
0.790909		0.631919		-1.499829
0.793333		0.631919		-1.549315
0.795758		0.631919		-1.600222
0.798182		0.631919		-1.652585
0.800606		0.631919		-1.706439
0.803030		0.631919		-1.761820
0.805455		0.631919		-1.818764
0.807879		0.631919		-1.877310
0.810303		0.631919		-1.937493
0.812727		0.631919		-1.999354
0.815152		0.631919		-2.062932
0.817576		0.631919		-2.128266
0.820000		0.631919		-2.195397
0.580000		0.659394		-0.047430
0.582424		0.659394		-0.049852
0.584848		0.659394		-0.052381
0.587273		0.659394		-0.055020
0.589697		0.659394		-0.057773
0.592121		0.659394		-0.060646
0.594545		0.659394		-0.063643
0.596970		0.659394		-0.066767
0.599394		0.659394		-0.070024
0.601818		0.659394		-0.073419
0.604242		0.659394		-0.076957
0.606667		0.659394		-0.080643
0.609091		0.659394		-0.084481
0.611515		0.659394		-0.088479
0.613939		0.659394		-0.092641
0.616364		0.659394		-0.096973
0.618788		0.659394		-0.101481
0.621212		0.659394		-0.106172
0.623636		0.659394		-0.111051
0.626061		0.659394		-0.116126
0.628485		0.659394		-0.121402
0.630909		0.659394		-0.126888
0.633333		0.659394		-0.132590
0.635758		0.659394		-0.138515
0.638182		0.659394		-0.144672
0.640606		0.659394		-0.151067
0.643030		0.659394		-0.157709
0.645455		0.659394		-0.164605
0.647879		0.659394		-0.171766
0.650303		0.659394		-0.179198
0.652727		0.659394		-0.186911
0.655152		0.659394		-0.194915
0.657576		0.659394		-0.203218
0.660000		0.659394		-0.211830
0.662424		0.659394		-0.220761
0.664848		0.659394		-0.230022
0.667273		0.659394		-0.239622
0.669697		0.659394		-0.249572
0.672121		0.659394		-0.259885
0.674545		0.659394		-0.270569
0.676970		0.659394		-0.281638
0.679394		0.659394		-0.293104
0.681818		0.659394		-0.304977
0.684242		0.659394		-0.317272
0.686667		0.659394		-0.330000
0.689091		0.659394		-0.343174
0.691515		0.659394		-0.356810
0.693939		0.659394		-0.370919
0.696364		0.659394		-0.385516
0.698788		0.659394		-0.400616
0.701212		0.659394		-0.416233
0.703636		0.659394		-0.432383
0.706061		0.659394		-0.449081
0.708485		0.659394		-0.466343
0.710909		0.659394		-0.484185
0.713333		0.659394		-0.502625
0.715758		0.659394		-0.521679
0.718182		0.659394		-0.541364
0.720606		0.659394		-0.561699
0.723030		0.659394		-0.582702
0.725455		0.659394		-0.604392
0.727879		0.659394		-0.626787
0.730303		0.659394		-0.649908
0.732727		0.659394		-0.673774
0.735152		0.659394		-0.698406
0.737576		0.659394		-0.723825
0.740000		0.659394		-0.750052
0.742424		0.659394		-0.777109
0.744848		0.659394		-0.805018
0.747273		0.659394		-0.833803
0.749697		0.659394		-0.863487
0.752121		0.659394		-0.894093
0.754545		0.659394		-0.925646
0.756970		0.659394		-0.958171
0.759394		0.659394		-0.991693
0.761818		0.659394		-1.026238
0.764242		0.659394		-1.061833
0.766667		0.659394		-1.098505
0.769091		0.659394		-1.136281
0.771515		0.659394		-1.175189
0.773939		0.659394		-1.215259
0.776364		0.659394		-1.256519
0.778788		0.659394		-1.299000
0.781212		0.659394		-1.342732
0.783636		0.659394		-1.387746
0.786061		0.659394		-1.434074
0.788485		0.659394		-1.481749
0.790909		0.659394		-1.530803
0.793333		0.659394		-1.581271
0.795758		0.659394		-1.633185
0.798182		0.659394		-1.686583
0.800606		0.659394		-1.741499
0.803030		0.659394		-1.797969
0.805455		0.659394		-1.856031
0.807879		0.659394		-1.915723
0.810303		0.659394		-1.977083
0.812727		0.659394		-2.040150
0.815152		0.659394		-2.104964
0.817576		0.659394		-2.171566
0.820000		0.659394		-2.239997
0.580000		0.686869		-0.048493
0.582424		0.686869		-0.050968
0.584848		0.686869		-0.053552
0.587273		0.686869		-0.056249
0.589697		0.686869		-0.059063
0.592121		0.686869		-0.062000
0.594545		0.686869		-0.065062
0.596970		0.686869		-0.068256
0.599394		0.686869		-0.071585
0.601818		0.686869		-0.075055
0.604242		0.686869		-0.078670
0.606667		0.686869		-0.082437
0.609091		0.686869		-0.086361
0.611515		0.686869		-0.090447
0.613939		0.686869		-0.094701
0.616364		0.686869		-0.099128
0.618788		0.686869		-0.103736
0.621212		0.686869		-0.108531
0.623636		0.686869		-0.113518
0.626061		0.686869		-0.118705
0.628485		0.686869		-0.124098
0.630909		0.686869		-0.129705
0.633333		0.686869		-0.135533
0.635758		0.686869		-0.141590
0.638182		0.686869		-0.147882
0.640606		0.686869		-0.154419
0.643030		0.686869		-0.161208
0.645455		0.686869		-0.168257
0.647879		0.686869		-0.175575
0.650303		0.686869		-0.183172
0.652727		0.686869		-0.191056
0.655152		0.686869		-0.199236
0.657576		0.686869		-0.207722
0.660000		0.686869		-0.216524
0.662424		0.686869		-0.225653
0.664848		0.686869		-0.235118
0.667273		0.686869		-0.244929
0.669697		0.686869		-0.255099
0.672121		0.686869		-0.265638
0.674545		0.686869		-0.276558
0.676970		0.686869		-0.287871
0.679394		0.686869		-0.299588
0.681818		0.686869		-0.311723
0.684242		0.686869		-0.324287
0.686667		0.686869		-0.337294
0.689091		0.686869		-0.350758
0.691515		0.686869		-0.364691
0.693939		0.686869		-0.379109
0.696364		0.686869		-0.394025
0.698788		0.686869		-0.409455
0.701212		0.686869		-0.425413
0.703636		0.686869		-0.441915
0.706061		0.686869		-0.458976
0.708485		0.686869		-0.476614
0.710909		0.686869		-0.494844
0.713333		0.686869		-0.513684
0.715758		0.686869		-0.533151
0.718182		0.686869		-0.553263
0.720606		0.686869		-0.574038
0.723030		0.686869		-0.595495
0.725455		0.686869		-0.617652
0.727879		0.686869		-0.640530
0.730303		0.686869		-0.664148
0.732727		0.686869		-0.688527
0.735152		0.686869		-0.713687
0.737576		0.686869		-0.739651
0.740000		0.686869		-0.766439
0.742424		0.686869		-0.794074
0.744848		0.686869		-0.822579
0.747273		0.686869		-0.851977
0.749697		0.686869		-0.882292
0.752121		0.686869		-0.913548
0.754545		0.686869		-0.945769
0.756970		0.686869		-0.978982
0.759394		0.686869		-1.013213
0.761818		0.686869		-1.048486
0.764242		0.686869		-1.084830
0.766667		0.686869		-1.122272
0.769091		0.686869		-1.160841
0.771515		0.686869		-1.200564
0.773939		0.686869		-1.241471
0.776364		0.686869		-1.283591
0.778788		0.686869		-1.326956
0.781212		0.686869		-1.371597
0.783636		0.686869		-1.417545
0.786061		0.686869		-1.464831
0.788485		0.686869		-1.513491
0.790909		0.686869		-1.563556
0.793333		0.686869		-1.615061
0.795758		0.686869		-1.668042
0.798182		0.686869		-1.722533
0.800606		0.686869		-1.778571
0.803030		0.686869		-1.836193
0.805455		0.686869		-1.895437
0.807879		0.686869		-1.956340
0.810303		0.686869		-2.018943
0.812727		0.686869		-2.083285
0.815152		0.686869		-2.149406
0.817576		0.686869		-2.217348
0.820000		0.686869		-2.287153
0.580000		0.714343		-0.049615
0.582424		0.714343		-0.052146
0.584848		0.714343		-0.054789
0.587273		0.714343		-0.057548
0.589697		0.714343		-0.060426
0.592121		0.714343		-0.063430
0.594545		0.714343		-0.066562
0.596970		0.714343		-0.069828
0.599394		0.714343		-0.073233
0.601818		0.714343		-0.076782
0.604242		0.714343		-0.080481
0.606667		0.714343		-0.084333
0.609091		0.714343		-0.088347
0.611515		0.714343		-0.092526
0.613939		0.714343		-0.096877
0.616364		0.714343		-0.101406
0.618788		0.714343		-0.106119
0.621212		0.714343		-0.111023
0.623636		0.714343		-0.116124
0.626061		0.714343		-0.121430
0.628485		0.714343		-0.126946
0.630909		0.714343		-0.132682
0.633333		0.714343		-0.138643
0.635758		0.714343		-0.144838
0.638182		0.714343		-0.151274
0.640606		0.714343		-0.157960
0.643030		0.714343		-0.164904
0.645455		0.714343		-0.172114
0.647879		0.714343		-0.179600
0.650303		0.714343		-0.187370
0.652727		0.714343		-0.195434
0.655152		0.714343		-0.203801
0.657576		0.714343		-0.212481
0.660000		0.714343		-0.221484
0.662424		0.714343		-0.230821
0.664848		0.714343		-0.240501
0.667273		0.714343		-0.250536
0.669697		0.714343		-0.260938
0.672121		0.714343		-0.271717
0.674545		0.714343		-0.282885
0.676970		0.714343		-0.294455
0.679394		0.714343		-0.306439
0.681818		0.714343		-0.318849
0.684242		0.714343		-0.331698
0.686667		0.714343		-0.345000
0.689091		0.714343		-0.358769
0.691515		0.714343		-0.373018
0.693939		0.714343		-0.387762
0.696364		0.714343		-0.403015
0.698788		0.714343		-0.418793
0.701212		0.714343		-0.435111
0.703636		0.714343		-0.451985
0.706061		0.714343		-0.469431
0.708485		0.714343		-0.487465
0.710909		0.714343		-0.506105
0.713333		0.714343		-0.525368
0.715758		0.714343		-0.545271
0.718182		0.714343		-0.565834
0.720606		0.714343		-0.587073
0.723030		0.714343		-0.609009
0.725455		0.714343		-0.631661
0.727879		0.714343		-0.655049
0.730303		0.714343		-0.679192
0.732727		0.714343		-0.704113
0.735152		0.714343		-0.729832
0.737576		0.714343		-0.756371
0.740000		0.714343		-0.783751
0.742424		0.714343		-0.811997
0.744848		0.714343		-0.841131
0.747273		0.714343		-0.871177
