101
81
T [GeV]		muB [GeV]		c2_T4 [fm^3/GeV^3 * GeV^4]
0.112000		0.030000		-0.045173
0.113000		0.030000		-0.042928
0.114000		0.030000		-0.040814
0.115000		0.030000		-0.038823
0.116000		0.030000		-0.036947
0.117000		0.030000		-0.035179
0.118000		0.030000		-0.033510
0.119000		0.030000		-0.031935
0.120000		0.030000		-0.030447
0.121000		0.030000		-0.029041
0.122000		0.030000		-0.027713
0.123000		0.030000		-0.026456
0.124000		0.030000		-0.025267
0.125000		0.030000		-0.024141
0.126000		0.030000		-0.023075
0.127000		0.030000		-0.022064
0.128000		0.030000		-0.021107
0.129000		0.030000		-0.020198
0.130000		0.030000		-0.019336
0.131000		0.030000		-0.018518
0.132000		0.030000		-0.017741
0.133000		0.030000		-0.017002
0.134000		0.030000		-0.016300
0.135000		0.030000		-0.015633
0.136000		0.030000		-0.014998
0.137000		0.030000		-0.014394
0.138000		0.030000		-0.013819
0.139000		0.030000		-0.013271
0.140000		0.030000		-0.012749
0.141000		0.030000		-0.012252
0.142000		0.030000		-0.011778
0.143000		0.030000		-0.011326
0.144000		0.030000		-0.010894
0.145000		0.030000		-0.010482
0.146000		0.030000		-0.010089
0.147000		0.030000		-0.009714
0.148000		0.030000		-0.009355
0.149000		0.030000		-0.009012
0.150000		0.030000		-0.008684
0.151000		0.030000		-0.008370
0.152000		0.030000		-0.008070
0.153000		0.030000		-0.007783
0.154000		0.030000		-0.007509
0.155000		0.030000		-0.007246
0.156000		0.030000		-0.006994
0.157000		0.030000		-0.006752
0.158000		0.030000		-0.006521
0.159000		0.030000		-0.006299
0.160000		0.030000		-0.006087
0.161000		0.030000		-0.005883
0.162000		0.030000		-0.005687
0.163000		0.030000		-0.005499
0.164000		0.030000		-0.005319
0.165000		0.030000		-0.005146
0.166000		0.030000		-0.004980
0.167000		0.030000		-0.004820
0.168000		0.030000		-0.004666
0.169000		0.030000		-0.004519
0.170000		0.030000		-0.004377
0.171000		0.030000		-0.004241
0.172000		0.030000		-0.004110
0.173000		0.030000		-0.003984
0.174000		0.030000		-0.003862
0.175000		0.030000		-0.003745
0.176000		0.030000		-0.003633
0.177000		0.030000		-0.003524
0.178000		0.030000		-0.003420
0.179000		0.030000		-0.003319
0.180000		0.030000		-0.003223
0.181000		0.030000		-0.003129
0.182000		0.030000		-0.003039
0.183000		0.030000		-0.002952
0.184000		0.030000		-0.002869
0.185000		0.030000		-0.002788
0.186000		0.030000		-0.002710
0.187000		0.030000		-0.002635
0.188000		0.030000		-0.002562
0.189000		0.030000		-0.002492
0.190000		0.030000		-0.002425
0.191000		0.030000		-0.002359
0.192000		0.030000		-0.002296
0.193000		0.030000		-0.002235
0.194000		0.030000		-0.002176
0.195000		0.030000		-0.002119
0.196000		0.030000		-0.002064
0.197000		0.030000		-0.002011
0.198000		0.030000		-0.001959
0.199000		0.030000		-0.001909
0.200000		0.030000		-0.001861
0.100000		0.040000		-0.087212
0.101000		0.040000		-0.082328
0.102000		0.040000		-0.077764
0.103000		0.040000		-0.073496
0.104000		0.040000		-0.069503
0.105000		0.040000		-0.065764
0.106000		0.040000		-0.062262
0.107000		0.040000		-0.058978
0.108000		0.040000		-0.055898
0.109000		0.040000		-0.053006
0.110000		0.040000		-0.050291
0.111000		0.040000		-0.047739
0.112000		0.040000		-0.045340
0.113000		0.040000		-0.043083
0.114000		0.040000		-0.040958
0.115000		0.040000		-0.038957
0.116000		0.040000		-0.037071
0.117000		0.040000		-0.035293
0.118000		0.040000		-0.033616
0.119000		0.040000		-0.032032
0.120000		0.040000		-0.030537
0.121000		0.040000		-0.029125
0.122000		0.040000		-0.027790
0.123000		0.040000		-0.026527
0.124000		0.040000		-0.025332
0.125000		0.040000		-0.024201
0.126000		0.040000		-0.023130
0.127000		0.040000		-0.022115
0.128000		0.040000		-0.021152
0.129000		0.040000		-0.020240
0.130000		0.040000		-0.019374
0.131000		0.040000		-0.018552
0.132000		0.040000		-0.017772
0.133000		0.040000		-0.017031
0.134000		0.040000		-0.016326
0.135000		0.040000		-0.015656
0.136000		0.040000		-0.015019
0.137000		0.040000		-0.014413
0.138000		0.040000		-0.013835
0.139000		0.040000		-0.013286
0.140000		0.040000		-0.012762
0.141000		0.040000		-0.012263
0.142000		0.040000		-0.011788
0.143000		0.040000		-0.011334
0.144000		0.040000		-0.010901
0.145000		0.040000		-0.010488
0.146000		0.040000		-0.010094
0.147000		0.040000		-0.009718
0.148000		0.040000		-0.009358
0.149000		0.040000		-0.009014
0.150000		0.040000		-0.008686
0.151000		0.040000		-0.008371
0.152000		0.040000		-0.008071
0.153000		0.040000		-0.007783
0.154000		0.040000		-0.007508
0.155000		0.040000		-0.007245
0.156000		0.040000		-0.006992
0.157000		0.040000		-0.006750
0.158000		0.040000		-0.006519
0.159000		0.040000		-0.006297
0.160000		0.040000		-0.006084
0.161000		0.040000		-0.005880
0.162000		0.040000		-0.005684
0.163000		0.040000		-0.005496
0.164000		0.040000		-0.005315
0.165000		0.040000		-0.005142
0.166000		0.040000		-0.004976
0.167000		0.040000		-0.004816
0.168000		0.040000		-0.004662
0.169000		0.040000		-0.004515
0.170000		0.040000		-0.004373
0.171000		0.040000		-0.004237
0.172000		0.040000		-0.004105
0.173000		0.040000		-0.003979
0.174000		0.040000		-0.003858
0.175000		0.040000		-0.003741
0.176000		0.040000		-0.003628
0.177000		0.040000		-0.003520
0.178000		0.040000		-0.003416
0.179000		0.040000		-0.003315
0.180000		0.040000		-0.003218
0.181000		0.040000		-0.003125
0.182000		0.040000		-0.003035
0.183000		0.040000		-0.002948
0.184000		0.040000		-0.002865
0.185000		0.040000		-0.002784
0.186000		0.040000		-0.002706
0.187000		0.040000		-0.002631
0.188000		0.040000		-0.002558
0.189000		0.040000		-0.002488
0.190000		0.040000		-0.002421
0.191000		0.040000		-0.002355
0.192000		0.040000		-0.002292
0.193000		0.040000		-0.002231
0.194000		0.040000		-0.002173
0.195000		0.040000		-0.002116
0.196000		0.040000		-0.002061
0.197000		0.040000		-0.002007
0.198000		0.040000		-0.001956
0.199000		0.040000		-0.001906
0.200000		0.040000		-0.001858
0.100000		0.050000		-0.087670
0.101000		0.050000		-0.082758
0.102000		0.050000		-0.078167
0.103000		0.050000		-0.073874
0.104000		0.050000		-0.069857
0.105000		0.050000		-0.066095
0.106000		0.050000		-0.062571
0.107000		0.050000		-0.059267
0.108000		0.050000		-0.056167
0.109000		0.050000		-0.053258
0.110000		0.050000		-0.050525
0.111000		0.050000		-0.047957
0.112000		0.050000		-0.045543
0.113000		0.050000		-0.043271
0.114000		0.050000		-0.041133
0.115000		0.050000		-0.039119
0.116000		0.050000		-0.037221
0.117000		0.050000		-0.035432
0.118000		0.050000		-0.033744
0.119000		0.050000		-0.032151
0.120000		0.050000		-0.030647
0.121000		0.050000		-0.029226
0.122000		0.050000		-0.027883
0.123000		0.050000		-0.026613
0.124000		0.050000		-0.025411
0.125000		0.050000		-0.024273
0.126000		0.050000		-0.023196
0.127000		0.050000		-0.022175
0.128000		0.050000		-0.021208
0.129000		0.050000		-0.020290
0.130000		0.050000		-0.019420
0.131000		0.050000		-0.018594
0.132000		0.050000		-0.017810
0.133000		0.050000		-0.017065
0.134000		0.050000		-0.016357
0.135000		0.050000		-0.015684
0.136000		0.050000		-0.015044
0.137000		0.050000		-0.014435
0.138000		0.050000		-0.013855
0.139000		0.050000		-0.013303
0.140000		0.050000		-0.012777
0.141000		0.050000		-0.012277
0.142000		0.050000		-0.011799
0.143000		0.050000		-0.011344
0.144000		0.050000		-0.010910
0.145000		0.050000		-0.010495
0.146000		0.050000		-0.010100
0.147000		0.050000		-0.009722
0.148000		0.050000		-0.009361
0.149000		0.050000		-0.009017
0.150000		0.050000		-0.008687
0.151000		0.050000		-0.008372
0.152000		0.050000		-0.008071
0.153000		0.050000		-0.007782
0.154000		0.050000		-0.007507
0.155000		0.050000		-0.007243
0.156000		0.050000		-0.006990
0.157000		0.050000		-0.006747
0.158000		0.050000		-0.006515
0.159000		0.050000		-0.006293
0.160000		0.050000		-0.006080
0.161000		0.050000		-0.005875
0.162000		0.050000		-0.005679
0.163000		0.050000		-0.005491
0.164000		0.050000		-0.005310
0.165000		0.050000		-0.005137
0.166000		0.050000		-0.004970
0.167000		0.050000		-0.004811
0.168000		0.050000		-0.004657
0.169000		0.050000		-0.004509
0.170000		0.050000		-0.004367
0.171000		0.050000		-0.004231
0.172000		0.050000		-0.004100
0.173000		0.050000		-0.003974
0.174000		0.050000		-0.003852
0.175000		0.050000		-0.003735
0.176000		0.050000		-0.003623
0.177000		0.050000		-0.003514
0.178000		0.050000		-0.003410
0.179000		0.050000		-0.003310
0.180000		0.050000		-0.003213
0.181000		0.050000		-0.003120
0.182000		0.050000		-0.003030
0.183000		0.050000		-0.002943
0.184000		0.050000		-0.002859
0.185000		0.050000		-0.002779
0.186000		0.050000		-0.002701
0.187000		0.050000		-0.002626
0.188000		0.050000		-0.002553
0.189000		0.050000		-0.002483
0.190000		0.050000		-0.002416
0.191000		0.050000		-0.002351
0.192000		0.050000		-0.002288
0.193000		0.050000		-0.002227
0.194000		0.050000		-0.002168
0.195000		0.050000		-0.002111
0.196000		0.050000		-0.002056
0.197000		0.050000		-0.002003
0.198000		0.050000		-0.001952
0.199000		0.050000		-0.001902
0.200000		0.050000		-0.001854
0.100000		0.060000		-0.088186
0.101000		0.060000		-0.083243
0.102000		0.060000		-0.078622
0.103000		0.060000		-0.074301
0.104000		0.060000		-0.070257
0.105000		0.060000		-0.066470
0.106000		0.060000		-0.062921
0.107000		0.060000		-0.059594
0.108000		0.060000		-0.056473
0.109000		0.060000		-0.053543
0.110000		0.060000		-0.050791
0.111000		0.060000		-0.048205
0.112000		0.060000		-0.045773
0.113000		0.060000		-0.043485
0.114000		0.060000		-0.041332
0.115000		0.060000		-0.039303
0.116000		0.060000		-0.037392
0.117000		0.060000		-0.035590
0.118000		0.060000		-0.033891
0.119000		0.060000		-0.032286
0.120000		0.060000		-0.030772
0.121000		0.060000		-0.029341
0.122000		0.060000		-0.027989
0.123000		0.060000		-0.026710
0.124000		0.060000		-0.025500
0.125000		0.060000		-0.024355
0.126000		0.060000		-0.023271
0.127000		0.060000		-0.022244
0.128000		0.060000		-0.021270
0.129000		0.060000		-0.020347
0.130000		0.060000		-0.019472
0.131000		0.060000		-0.018641
0.132000		0.060000		-0.017852
0.133000		0.060000		-0.017103
0.134000		0.060000		-0.016391
0.135000		0.060000		-0.015714
0.136000		0.060000		-0.015071
0.137000		0.060000		-0.014459
0.138000		0.060000		-0.013876
0.139000		0.060000		-0.013322
0.140000		0.060000		-0.012794
0.141000		0.060000		-0.012291
0.142000		0.060000		-0.011811
0.143000		0.060000		-0.011354
0.144000		0.060000		-0.010918
0.145000		0.060000		-0.010502
0.146000		0.060000		-0.010105
0.147000		0.060000		-0.009726
0.148000		0.060000		-0.009364
0.149000		0.060000		-0.009018
0.150000		0.060000		-0.008688
0.151000		0.060000		-0.008372
0.152000		0.060000		-0.008070
0.153000		0.060000		-0.007781
0.154000		0.060000		-0.007504
0.155000		0.060000		-0.007239
0.156000		0.060000		-0.006986
0.157000		0.060000		-0.006743
0.158000		0.060000		-0.006511
0.159000		0.060000		-0.006288
0.160000		0.060000		-0.006074
0.161000		0.060000		-0.005870
0.162000		0.060000		-0.005673
0.163000		0.060000		-0.005485
0.164000		0.060000		-0.005304
0.165000		0.060000		-0.005130
0.166000		0.060000		-0.004964
0.167000		0.060000		-0.004804
0.168000		0.060000		-0.004650
0.169000		0.060000		-0.004502
0.170000		0.060000		-0.004360
0.171000		0.060000		-0.004224
0.172000		0.060000		-0.004093
0.173000		0.060000		-0.003966
0.174000		0.060000		-0.003845
0.175000		0.060000		-0.003728
0.176000		0.060000		-0.003616
0.177000		0.060000		-0.003507
0.178000		0.060000		-0.003403
0.179000		0.060000		-0.003303
0.180000		0.060000		-0.003206
0.181000		0.060000		-0.003113
0.182000		0.060000		-0.003023
0.183000		0.060000		-0.002936
0.184000		0.060000		-0.002853
0.185000		0.060000		-0.002772
0.186000		0.060000		-0.002694
0.187000		0.060000		-0.002620
0.188000		0.060000		-0.002547
0.189000		0.060000		-0.002477
0.190000		0.060000		-0.002410
0.191000		0.060000		-0.002345
0.192000		0.060000		-0.002282
0.193000		0.060000		-0.002221
0.194000		0.060000		-0.002162
0.195000		0.060000		-0.002106
0.196000		0.060000		-0.002051
0.197000		0.060000		-0.001998
0.198000		0.060000		-0.001946
0.199000		0.060000		-0.001897
0.200000		0.060000		-0.001849
0.100000		0.070000		-0.088739
0.101000		0.070000		-0.083763
0.102000		0.070000		-0.079111
0.103000		0.070000		-0.074759
0.104000		0.070000		-0.070687
0.105000		0.070000		-0.066873
0.106000		0.070000		-0.063298
0.107000		0.070000		-0.059947
0.108000		0.070000		-0.056802
0.109000		0.070000		-0.053850
0.110000		0.070000		-0.051077
0.111000		0.070000		-0.048472
0.112000		0.070000		-0.046021
0.113000		0.070000		-0.043716
0.114000		0.070000		-0.041546
0.115000		0.070000		-0.039502
0.116000		0.070000		-0.037577
0.117000		0.070000		-0.035761
0.118000		0.070000		-0.034048
0.119000		0.070000		-0.032432
0.120000		0.070000		-0.030906
0.121000		0.070000		-0.029465
0.122000		0.070000		-0.028102
0.123000		0.070000		-0.026814
0.124000		0.070000		-0.025596
0.125000		0.070000		-0.024443
0.126000		0.070000		-0.023351
0.127000		0.070000		-0.022317
0.128000		0.070000		-0.021337
0.129000		0.070000		-0.020408
0.130000		0.070000		-0.019526
0.131000		0.070000		-0.018690
0.132000		0.070000		-0.017896
0.133000		0.070000		-0.017143
0.134000		0.070000		-0.016427
0.135000		0.070000		-0.015746
0.136000		0.070000		-0.015099
0.137000		0.070000		-0.014484
0.138000		0.070000		-0.013898
0.139000		0.070000		-0.013341
0.140000		0.070000		-0.012810
0.141000		0.070000		-0.012305
0.142000		0.070000		-0.011823
0.143000		0.070000		-0.011364
0.144000		0.070000		-0.010926
0.145000		0.070000		-0.010508
0.146000		0.070000		-0.010110
0.147000		0.070000		-0.009729
0.148000		0.070000		-0.009366
0.149000		0.070000		-0.009019
0.150000		0.070000		-0.008687
0.151000		0.070000		-0.008370
0.152000		0.070000		-0.008067
0.153000		0.070000		-0.007777
0.154000		0.070000		-0.007500
0.155000		0.070000		-0.007235
0.156000		0.070000		-0.006981
0.157000		0.070000		-0.006738
0.158000		0.070000		-0.006505
0.159000		0.070000		-0.006281
0.160000		0.070000		-0.006067
0.161000		0.070000		-0.005862
0.162000		0.070000		-0.005666
0.163000		0.070000		-0.005477
0.164000		0.070000		-0.005296
0.165000		0.070000		-0.005122
0.166000		0.070000		-0.004955
0.167000		0.070000		-0.004795
0.168000		0.070000		-0.004641
0.169000		0.070000		-0.004494
0.170000		0.070000		-0.004352
0.171000		0.070000		-0.004215
0.172000		0.070000		-0.004084
0.173000		0.070000		-0.003958
0.174000		0.070000		-0.003836
0.175000		0.070000		-0.003720
0.176000		0.070000		-0.003607
0.177000		0.070000		-0.003499
0.178000		0.070000		-0.003395
0.179000		0.070000		-0.003294
0.180000		0.070000		-0.003198
0.181000		0.070000		-0.003105
0.182000		0.070000		-0.003015
0.183000		0.070000		-0.002928
0.184000		0.070000		-0.002845
0.185000		0.070000		-0.002764
0.186000		0.070000		-0.002687
0.187000		0.070000		-0.002612
0.188000		0.070000		-0.002540
0.189000		0.070000		-0.002470
0.190000		0.070000		-0.002403
0.191000		0.070000		-0.002338
0.192000		0.070000		-0.002275
0.193000		0.070000		-0.002214
0.194000		0.070000		-0.002156
0.195000		0.070000		-0.002099
0.196000		0.070000		-0.002044
0.197000		0.070000		-0.001991
0.198000		0.070000		-0.001940
0.199000		0.070000		-0.001891
0.200000		0.070000		-0.001843
0.100000		0.080000		-0.089307
0.101000		0.080000		-0.084297
0.102000		0.080000		-0.079613
0.103000		0.080000		-0.075232
0.104000		0.080000		-0.071130
0.105000		0.080000		-0.067288
0.106000		0.080000		-0.063688
0.107000		0.080000		-0.060311
0.108000		0.080000		-0.057143
0.109000		0.080000		-0.054168
0.110000		0.080000		-0.051374
0.111000		0.080000		-0.048748
0.112000		0.080000		-0.046279
0.113000		0.080000		-0.043955
0.114000		0.080000		-0.041768
0.115000		0.080000		-0.039708
0.116000		0.080000		-0.037767
0.117000		0.080000		-0.035937
0.118000		0.080000		-0.034211
0.119000		0.080000		-0.032583
0.120000		0.080000		-0.031045
0.121000		0.080000		-0.029592
0.122000		0.080000		-0.028219
0.123000		0.080000		-0.026922
0.124000		0.080000		-0.025694
0.125000		0.080000		-0.024532
0.126000		0.080000		-0.023433
0.127000		0.080000		-0.022391
0.128000		0.080000		-0.021404
0.129000		0.080000		-0.020469
0.130000		0.080000		-0.019582
0.131000		0.080000		-0.018740
0.132000		0.080000		-0.017941
0.133000		0.080000		-0.017183
0.134000		0.080000		-0.016462
0.135000		0.080000		-0.015777
0.136000		0.080000		-0.015127
0.137000		0.080000		-0.014508
0.138000		0.080000		-0.013919
0.139000		0.080000		-0.013359
0.140000		0.080000		-0.012825
0.141000		0.080000		-0.012317
0.142000		0.080000		-0.011833
0.143000		0.080000		-0.011372
0.144000		0.080000		-0.010932
0.145000		0.080000		-0.010512
0.146000		0.080000		-0.010112
0.147000		0.080000		-0.009730
0.148000		0.080000		-0.009366
0.149000		0.080000		-0.009017
0.150000		0.080000		-0.008685
0.151000		0.080000		-0.008367
0.152000		0.080000		-0.008063
0.153000		0.080000		-0.007772
0.154000		0.080000		-0.007494
0.155000		0.080000		-0.007228
0.156000		0.080000		-0.006974
0.157000		0.080000		-0.006730
0.158000		0.080000		-0.006496
0.159000		0.080000		-0.006273
0.160000		0.080000		-0.006058
