101
81
T [GeV]		muB [GeV]		betaV_over_T3 [fm^-3 / GeV^3]
0.188000		0.160000		5.266383
0.189000		0.160000		5.439751
0.190000		0.160000		5.617508
0.191000		0.160000		5.799726
0.192000		0.160000		5.986478
0.193000		0.160000		6.177837
0.194000		0.160000		6.373874
0.195000		0.160000		6.574663
0.196000		0.160000		6.780276
0.197000		0.160000		6.990786
0.198000		0.160000		7.206266
0.199000		0.160000		7.426790
0.200000		0.160000		7.652429
0.100000		0.170000		0.070252
0.101000		0.170000		0.076193
0.102000		0.170000		0.082521
0.103000		0.170000		0.089252
0.104000		0.170000		0.096403
0.105000		0.170000		0.103994
0.106000		0.170000		0.112042
0.107000		0.170000		0.120566
0.108000		0.170000		0.129586
0.109000		0.170000		0.139122
0.110000		0.170000		0.149194
0.111000		0.170000		0.159823
0.112000		0.170000		0.171029
0.113000		0.170000		0.182835
0.114000		0.170000		0.195264
0.115000		0.170000		0.208337
0.116000		0.170000		0.222079
0.117000		0.170000		0.236513
0.118000		0.170000		0.251664
0.119000		0.170000		0.267557
0.120000		0.170000		0.284217
0.121000		0.170000		0.301671
0.122000		0.170000		0.319946
0.123000		0.170000		0.339070
0.124000		0.170000		0.359069
0.125000		0.170000		0.379975
0.126000		0.170000		0.401815
0.127000		0.170000		0.424621
0.128000		0.170000		0.448423
0.129000		0.170000		0.473253
0.130000		0.170000		0.499144
0.131000		0.170000		0.526128
0.132000		0.170000		0.554240
0.133000		0.170000		0.583515
0.134000		0.170000		0.613987
0.135000		0.170000		0.645694
0.136000		0.170000		0.678672
0.137000		0.170000		0.712959
0.138000		0.170000		0.748595
0.139000		0.170000		0.785617
0.140000		0.170000		0.824068
0.141000		0.170000		0.863988
0.142000		0.170000		0.905418
0.143000		0.170000		0.948402
0.144000		0.170000		0.992984
0.145000		0.170000		1.039208
0.146000		0.170000		1.087119
0.147000		0.170000		1.136764
0.148000		0.170000		1.188189
0.149000		0.170000		1.241442
0.150000		0.170000		1.296572
0.151000		0.170000		1.353628
0.152000		0.170000		1.412660
0.153000		0.170000		1.473720
0.154000		0.170000		1.536860
0.155000		0.170000		1.602131
0.156000		0.170000		1.669588
0.157000		0.170000		1.739285
0.158000		0.170000		1.811276
0.159000		0.170000		1.885617
0.160000		0.170000		1.962366
0.161000		0.170000		2.041578
0.162000		0.170000		2.123312
0.163000		0.170000		2.207626
0.164000		0.170000		2.294580
0.165000		0.170000		2.384234
0.166000		0.170000		2.476649
0.167000		0.170000		2.571885
0.168000		0.170000		2.670005
0.169000		0.170000		2.771071
0.170000		0.170000		2.875147
0.171000		0.170000		2.982296
0.172000		0.170000		3.092582
0.173000		0.170000		3.206071
0.174000		0.170000		3.322827
0.175000		0.170000		3.442917
0.176000		0.170000		3.566408
0.177000		0.170000		3.693366
0.178000		0.170000		3.823858
0.179000		0.170000		3.957953
0.180000		0.170000		4.095718
0.181000		0.170000		4.237223
0.182000		0.170000		4.382537
0.183000		0.170000		4.531728
0.184000		0.170000		4.684867
0.185000		0.170000		4.842024
0.186000		0.170000		5.003270
0.187000		0.170000		5.168674
0.188000		0.170000		5.338308
0.189000		0.170000		5.512244
0.190000		0.170000		5.690553
0.191000		0.170000		5.873307
0.192000		0.170000		6.060576
0.193000		0.170000		6.252435
0.194000		0.170000		6.448954
0.195000		0.170000		6.650207
0.196000		0.170000		6.856265
0.197000		0.170000		7.067201
0.198000		0.170000		7.283088
0.199000		0.170000		7.503999
0.200000		0.170000		7.730006
0.100000		0.180000		0.076657
0.101000		0.180000		0.083021
0.102000		0.180000		0.089788
0.103000		0.180000		0.096976
0.104000		0.180000		0.104601
0.105000		0.180000		0.112682
0.106000		0.180000		0.121237
0.107000		0.180000		0.130286
0.108000		0.180000		0.139848
0.109000		0.180000		0.149941
0.110000		0.180000		0.160587
0.111000		0.180000		0.171806
0.112000		0.180000		0.183620
0.113000		0.180000		0.196048
0.114000		0.180000		0.209115
0.115000		0.180000		0.222842
0.116000		0.180000		0.237253
0.117000		0.180000		0.252370
0.118000		0.180000		0.268219
0.119000		0.180000		0.284824
0.120000		0.180000		0.302210
0.121000		0.180000		0.320404
0.122000		0.180000		0.339431
0.123000		0.180000		0.359320
0.124000		0.180000		0.380097
0.125000		0.180000		0.401792
0.126000		0.180000		0.424433
0.127000		0.180000		0.448050
0.128000		0.180000		0.472675
0.129000		0.180000		0.498338
0.130000		0.180000		0.525071
0.131000		0.180000		0.552907
0.132000		0.180000		0.581879
0.133000		0.180000		0.612023
0.134000		0.180000		0.643372
0.135000		0.180000		0.675963
0.136000		0.180000		0.709833
0.137000		0.180000		0.745018
0.138000		0.180000		0.781557
0.139000		0.180000		0.819490
0.140000		0.180000		0.858855
0.141000		0.180000		0.899694
0.142000		0.180000		0.942048
0.143000		0.180000		0.985960
0.144000		0.180000		1.031472
0.145000		0.180000		1.078629
0.146000		0.180000		1.127476
0.147000		0.180000		1.178058
0.148000		0.180000		1.230422
0.149000		0.180000		1.284615
0.150000		0.180000		1.340685
0.151000		0.180000		1.398681
0.152000		0.180000		1.458653
0.153000		0.180000		1.520651
0.154000		0.180000		1.584728
0.155000		0.180000		1.650934
0.156000		0.180000		1.719323
0.157000		0.180000		1.789949
0.158000		0.180000		1.862867
0.159000		0.180000		1.938130
0.160000		0.180000		2.015797
0.161000		0.180000		2.095922
0.162000		0.180000		2.178564
0.163000		0.180000		2.263780
0.164000		0.180000		2.351631
0.165000		0.180000		2.442174
0.166000		0.180000		2.535471
0.167000		0.180000		2.631581
0.168000		0.180000		2.730568
0.169000		0.180000		2.832492
0.170000		0.180000		2.937417
0.171000		0.180000		3.045406
0.172000		0.180000		3.156522
0.173000		0.180000		3.270831
0.174000		0.180000		3.388396
0.175000		0.180000		3.509285
0.176000		0.180000		3.633562
0.177000		0.180000		3.761294
0.178000		0.180000		3.892549
0.179000		0.180000		4.027393
0.180000		0.180000		4.165895
0.181000		0.180000		4.308123
0.182000		0.180000		4.454145
0.183000		0.180000		4.604030
0.184000		0.180000		4.757849
0.185000		0.180000		4.915670
0.186000		0.180000		5.077565
0.187000		0.180000		5.243602
0.188000		0.180000		5.413853
0.189000		0.180000		5.588389
0.190000		0.180000		5.767281
0.191000		0.180000		5.950600
0.192000		0.180000		6.138418
0.193000		0.180000		6.330806
0.194000		0.180000		6.527837
0.195000		0.180000		6.729583
0.196000		0.180000		6.936115
0.197000		0.180000		7.147506
0.198000		0.180000		7.363828
0.199000		0.180000		7.585154
0.200000		0.180000		7.811556
0.100000		0.190000		0.083685
0.101000		0.190000		0.090503
0.102000		0.190000		0.097741
0.103000		0.190000		0.105417
0.104000		0.190000		0.113548
0.105000		0.190000		0.122153
0.106000		0.190000		0.131249
0.107000		0.190000		0.140856
0.108000		0.190000		0.150992
0.109000		0.190000		0.161677
0.110000		0.190000		0.172932
0.111000		0.190000		0.184776
0.112000		0.190000		0.197230
0.113000		0.190000		0.210317
0.114000		0.190000		0.224056
0.115000		0.190000		0.238472
0.116000		0.190000		0.253585
0.117000		0.190000		0.269421
0.118000		0.190000		0.286003
0.119000		0.190000		0.303354
0.120000		0.190000		0.321501
0.121000		0.190000		0.340468
0.122000		0.190000		0.360282
0.123000		0.190000		0.380970
0.124000		0.190000		0.402559
0.125000		0.190000		0.425076
0.126000		0.190000		0.448552
0.127000		0.190000		0.473015
0.128000		0.190000		0.498495
0.129000		0.190000		0.525024
0.130000		0.190000		0.552633
0.131000		0.190000		0.581353
0.132000		0.190000		0.611219
0.133000		0.190000		0.642264
0.134000		0.190000		0.674523
0.135000		0.190000		0.708031
0.136000		0.190000		0.742824
0.137000		0.190000		0.778940
0.138000		0.190000		0.816415
0.139000		0.190000		0.855289
0.140000		0.190000		0.895601
0.141000		0.190000		0.937392
0.142000		0.190000		0.980701
0.143000		0.190000		1.025572
0.144000		0.190000		1.072047
0.145000		0.190000		1.120169
0.146000		0.190000		1.169983
0.147000		0.190000		1.221534
0.148000		0.190000		1.274869
0.149000		0.190000		1.330033
0.150000		0.190000		1.387075
0.151000		0.190000		1.446043
0.152000		0.190000		1.506986
0.153000		0.190000		1.569955
0.154000		0.190000		1.635000
0.155000		0.190000		1.702173
0.156000		0.190000		1.771527
0.157000		0.190000		1.843115
0.158000		0.190000		1.916991
0.159000		0.190000		1.993209
0.160000		0.190000		2.071826
0.161000		0.190000		2.152897
0.162000		0.190000		2.236479
0.163000		0.190000		2.322630
0.164000		0.190000		2.411409
0.165000		0.190000		2.502875
0.166000		0.190000		2.597087
0.167000		0.190000		2.694105
0.168000		0.190000		2.793991
0.169000		0.190000		2.896807
0.170000		0.190000		3.002614
0.171000		0.190000		3.111476
0.172000		0.190000		3.223455
0.173000		0.190000		3.338617
0.174000		0.190000		3.457025
0.175000		0.190000		3.578745
0.176000		0.190000		3.703842
0.177000		0.190000		3.832383
0.178000		0.190000		3.964433
0.179000		0.190000		4.100060
0.180000		0.190000		4.239331
0.181000		0.190000		4.382315
0.182000		0.190000		4.529079
0.183000		0.190000		4.679692
0.184000		0.190000		4.834223
0.185000		0.190000		4.992741
0.186000		0.190000		5.155317
0.187000		0.190000		5.322020
0.188000		0.190000		5.492920
0.189000		0.190000		5.668088
0.190000		0.190000		5.847595
0.191000		0.190000		6.031511
0.192000		0.190000		6.219908
0.193000		0.190000		6.412858
0.194000		0.190000		6.610431
0.195000		0.190000		6.812700
0.196000		0.190000		7.019736
0.197000		0.190000		7.231612
0.198000		0.190000		7.448398
0.199000		0.190000		7.670169
0.200000		0.190000		7.896994
0.100000		0.200000		0.091379
0.101000		0.200000		0.098682
0.102000		0.200000		0.106423
0.103000		0.200000		0.114620
0.104000		0.200000		0.123289
0.105000		0.200000		0.132450
0.106000		0.200000		0.142120
0.107000		0.200000		0.152318
0.108000		0.200000		0.163063
0.109000		0.200000		0.174373
0.110000		0.200000		0.186270
0.111000		0.200000		0.198772
0.112000		0.200000		0.211902
0.113000		0.200000		0.225678
0.114000		0.200000		0.240124
0.115000		0.200000		0.255261
0.116000		0.200000		0.271112
0.117000		0.200000		0.287699
0.118000		0.200000		0.305046
0.119000		0.200000		0.323177
0.120000		0.200000		0.342116
0.121000		0.200000		0.361890
0.122000		0.200000		0.382523
0.123000		0.200000		0.404042
0.124000		0.200000		0.426473
0.125000		0.200000		0.449846
0.126000		0.200000		0.474187
0.127000		0.200000		0.499527
0.128000		0.200000		0.525894
0.129000		0.200000		0.553319
0.130000		0.200000		0.581833
0.131000		0.200000		0.611469
0.132000		0.200000		0.642258
0.133000		0.200000		0.674235
0.134000		0.200000		0.707433
0.135000		0.200000		0.741887
0.136000		0.200000		0.777633
0.137000		0.200000		0.814708
0.138000		0.200000		0.853149
0.139000		0.200000		0.892994
0.140000		0.200000		0.934281
0.141000		0.200000		0.977052
0.142000		0.200000		1.021346
0.143000		0.200000		1.067205
0.144000		0.200000		1.114671
0.145000		0.200000		1.163787
0.146000		0.200000		1.214598
0.147000		0.200000		1.267147
0.148000		0.200000		1.321481
0.149000		0.200000		1.377646
0.150000		0.200000		1.435689
0.151000		0.200000		1.495658
0.152000		0.200000		1.557602
0.153000		0.200000		1.621570
0.154000		0.200000		1.687614
0.155000		0.200000		1.755784
0.156000		0.200000		1.826132
0.157000		0.200000		1.898712
0.158000		0.200000		1.973576
0.159000		0.200000		2.050779
0.160000		0.200000		2.130376
0.161000		0.200000		2.212423
0.162000		0.200000		2.296977
0.163000		0.200000		2.384094
0.164000		0.200000		2.473833
0.165000		0.200000		2.566252
0.166000		0.200000		2.661410
0.167000		0.200000		2.759368
0.168000		0.200000		2.860185
0.169000		0.200000		2.963924
0.170000		0.200000		3.070645
0.171000		0.200000		3.180412
0.172000		0.200000		3.293288
0.173000		0.200000		3.409335
0.174000		0.200000		3.528618
0.175000		0.200000		3.651202
0.176000		0.200000		3.777152
0.177000		0.200000		3.906533
0.178000		0.200000		4.039412
0.179000		0.200000		4.175855
0.180000		0.200000		4.315928
0.181000		0.200000		4.459701
0.182000		0.200000		4.607240
0.183000		0.200000		4.758613
0.184000		0.200000		4.913890
0.185000		0.200000		5.073138
0.186000		0.200000		5.236429
0.187000		0.200000		5.403830
0.188000		0.200000		5.575412
0.189000		0.200000		5.751245
0.190000		0.200000		5.931399
0.191000		0.200000		6.115945
0.192000		0.200000		6.304954
0.193000		0.200000		6.498497
0.194000		0.200000		6.696645
0.195000		0.200000		6.899469
0.196000		0.200000		7.107041
0.197000		0.200000		7.319432
0.198000		0.200000		7.536715
0.199000		0.200000		7.758960
0.200000		0.200000		7.986240
0.100000		0.210000		0.099781
0.101000		0.210000		0.107601
0.102000		0.210000		0.115877
0.103000		0.210000		0.124627
0.104000		0.210000		0.133868
0.105000		0.210000		0.143618
0.106000		0.210000		0.153894
0.107000		0.210000		0.164716
0.108000		0.210000		0.176102
0.109000		0.210000		0.188070
0.110000		0.210000		0.200641
0.111000		0.210000		0.213835
0.112000		0.210000		0.227671
0.113000		0.210000		0.242171
0.114000		0.210000		0.257355
0.115000		0.210000		0.273246
0.116000		0.210000		0.289864
0.117000		0.210000		0.307234
0.118000		0.210000		0.325377
0.119000		0.210000		0.344318
0.120000		0.210000		0.364081
0.121000		0.210000		0.384691
0.122000		0.210000		0.406172
0.123000		0.210000		0.428552
0.124000		0.210000		0.451856
0.125000		0.210000		0.476112
0.126000		0.210000		0.501348
0.127000		0.210000		0.527592
0.128000		0.210000		0.554874
0.129000		0.210000		0.583223
0.130000		0.210000		0.612671
0.131000		0.210000		0.643249
0.132000		0.210000		0.674989
0.133000		0.210000		0.707924
0.134000		0.210000		0.742087
0.135000		0.210000		0.777515
0.136000		0.210000		0.814240
0.137000		0.210000		0.852301
0.138000		0.210000		0.891733
0.139000		0.210000		0.932575
0.140000		0.210000		0.974865
0.141000		0.210000		1.018642
0.142000		0.210000		1.063946
0.143000		0.210000		1.110819
0.144000		0.210000		1.159303
0.145000		0.210000		1.209439
0.146000		0.210000		1.261272
0.147000		0.210000		1.314846
0.148000		0.210000		1.370206
0.149000		0.210000		1.427397
0.150000		0.210000		1.486468
0.151000		0.210000		1.547465
0.152000		0.210000		1.610436
0.153000		0.210000		1.675432
0.154000		0.210000		1.742501
0.155000		0.210000		1.811695
0.156000		0.210000		1.883065
0.157000		0.210000		1.956664
0.158000		0.210000		2.032545
0.159000		0.210000		2.110762
0.160000		0.210000		2.191368
0.161000		0.210000		2.274420
0.162000		0.210000		2.359974
0.163000		0.210000		2.448086
0.164000		0.210000		2.538814
0.165000		0.210000		2.632216
0.166000		0.210000		2.728351
0.167000		0.210000		2.827278
0.168000		0.210000		2.929058
0.169000		0.210000		3.033750
0.170000		0.210000		3.141417
0.171000		0.210000		3.252121
0.172000		0.210000		3.365924
0.173000		0.210000		3.482888
0.174000		0.210000		3.603078
0.175000		0.210000		3.726558
0.176000		0.210000		3.853393
0.177000		0.210000		3.983648
0.178000		0.210000		4.117387
0.179000		0.210000		4.254679
0.180000		0.210000		4.395588
0.181000		0.210000		4.540183
0.182000		0.210000		4.688529
0.183000		0.210000		4.840697
0.184000		0.210000		4.996752
0.185000		0.210000		5.156765
0.186000		0.210000		5.320803
0.187000		0.210000		5.488936
0.188000		0.210000		5.661234
0.189000		0.210000		5.837765
0.190000		0.210000		6.018601
0.191000		0.210000		6.203811
0.192000		0.210000		6.393465
0.193000		0.210000		6.587635
0.194000		0.210000		6.786391
0.195000		0.210000		6.989804
0.196000		0.210000		7.197945
0.197000		0.210000		7.410885
0.198000		0.210000		7.628696
0.199000		0.210000		7.851449
0.200000		0.210000		8.079216
0.100000		0.220000		0.108938
0.101000		0.220000		0.117307
0.102000		0.220000		0.126150
0.103000		0.220000		0.135485
0.104000		0.220000		0.145329
0.105000		0.220000		0.155700
0.106000		0.220000		0.166615
0.107000		0.220000		0.178092
0.108000		0.220000		0.190151
0.109000		0.220000		0.202809
0.110000		0.220000		0.216086
0.111000		0.220000		0.230002
0.112000		0.220000		0.244576
0.113000		0.220000		0.259829
0.114000		0.220000		0.275781
0.115000		0.220000		0.292455
0.116000		0.220000		0.309871
0.117000		0.220000		0.328052
0.118000		0.220000		0.347021
0.119000		0.220000		0.366801
0.120000		0.220000		0.387415
0.121000		0.220000		0.408888
0.122000		0.220000		0.431246
0.123000		0.220000		0.454513
0.124000		0.220000		0.478716
0.125000		0.220000		0.503881
0.126000		0.220000		0.530037
0.127000		0.220000		0.557212
0.128000		0.220000		0.585433
0.129000		0.220000		0.614732
0.130000		0.220000		0.645138
0.131000		0.220000		0.676682
0.132000		0.220000		0.709397
0.133000		0.220000		0.743314
0.134000		0.220000		0.778468
0.135000		0.220000		0.814891
0.136000		0.220000		0.852620
0.137000		0.220000		0.891690
0.138000		0.220000		0.932137
0.139000		0.220000		0.973999
0.140000		0.220000		1.017314
0.141000		0.220000		1.062121
0.142000		0.220000		1.108459
0.143000		0.220000		1.156369
0.144000		0.220000		1.205894
0.145000		0.220000		1.257074
0.146000		0.220000		1.309953
0.147000		0.220000		1.364575
0.148000		0.220000		1.420984
0.149000		0.220000		1.479227
0.150000		0.220000		1.539349
0.151000		0.220000		1.601398
0.152000		0.220000		1.665422
0.153000		0.220000		1.731469
0.154000		0.220000		1.799590
0.155000		0.220000		1.869833
0.156000		0.220000		1.942251
0.157000		0.220000		2.016896
0.158000		0.220000		2.093820
0.159000		0.220000		2.173076
0.160000		0.220000		2.254719
0.161000		0.220000		2.338803
0.162000		0.220000		2.425385
0.163000		0.220000		2.514520
0.164000		0.220000		2.606266
0.165000		0.220000		2.700679
0.166000		0.220000		2.797820
0.167000		0.220000		2.897746
0.168000		0.220000		3.000517
0.169000		0.220000		3.106193
0.170000		0.220000		3.214836
0.171000		0.220000		3.326507
0.172000		0.220000		3.441267
0.173000		0.220000		3.559180
0.174000		0.220000		3.680309
0.175000		0.220000		3.804717
0.176000		0.220000		3.932469
0.177000		0.220000		4.063629
0.178000		0.220000		4.198263
0.179000		0.220000		4.336436
0.180000		0.220000		4.478214
0.181000		0.220000		4.623664
0.182000		0.220000		4.772852
0.183000		0.220000		4.925847
0.184000		0.220000		5.082716
0.185000		0.220000		5.243527
0.186000		0.220000		5.408347
0.187000		0.220000		5.577247
0.188000		0.220000		5.750295
0.189000		0.220000		5.927560
0.190000		0.220000		6.109112
0.191000		0.220000		6.295020
0.192000		0.220000		6.485355
0.193000		0.220000		6.680187
0.194000		0.220000		6.879586
0.195000		0.220000		7.083623
0.196000		0.220000		7.292368
0.197000		0.220000		7.505892
0.198000		0.220000		7.724267
0.199000		0.220000		7.947563
0.200000		0.220000		8.175851
0.100000		0.230000		0.118894
0.101000		0.230000		0.127843
0.102000		0.230000		0.137286
0.103000		0.230000		0.147238
0.104000		0.230000		0.157716
0.105000		0.230000		0.168739
0.106000		0.230000		0.180324
0.107000		0.230000		0.192488
0.108000		0.230000		0.205249
0.109000		0.230000		0.218627
0.110000		0.230000		0.232640
0.111000		0.230000		0.247307
0.112000		0.230000		0.262648
0.113000		0.230000		0.278683
0.114000		0.230000		0.295433
0.115000		0.230000		0.312917
0.116000		0.230000		0.331158
0.117000		0.230000		0.350178
0.118000		0.230000		0.369998
0.119000		0.230000		0.390642
0.120000		0.230000		0.412133
0.121000		0.230000		0.434495
0.122000		0.230000		0.457752
0.123000		0.230000		0.481931
0.124000		0.230000		0.507056
0.125000		0.230000		0.533155
0.126000		0.230000		0.560254
0.127000		0.230000		0.588381
0.128000		0.230000		0.617565
0.129000		0.230000		0.647835
0.130000		0.230000		0.679221
0.131000		0.230000		0.711753
0.132000		0.230000		0.745463
0.133000		0.230000		0.780384
0.134000		0.230000		0.816548
0.135000		0.230000		0.853989
0.136000		0.230000		0.892742
0.137000		0.230000		0.932841
0.138000		0.230000		0.974324
0.139000		0.230000		1.017226
0.140000		0.230000		1.061587
0.141000		0.230000		1.107444
0.142000		0.230000		1.154836
0.143000		0.230000		1.203805
0.144000		0.230000		1.254391
0.145000		0.230000		1.306635
0.146000		0.230000		1.360582
0.147000		0.230000		1.416273
0.148000		0.230000		1.473754
0.149000		0.230000		1.533070
0.150000		0.230000		1.594266
0.151000		0.230000		1.657390
0.152000		0.230000		1.722488
0.153000		0.230000		1.789610
0.154000		0.230000		1.858805
0.155000		0.230000		1.930122
0.156000		0.230000		2.003612
0.157000		0.230000		2.079326
0.158000		0.230000		2.157317
0.159000		0.230000		2.237639
0.160000		0.230000		2.320343
0.161000		0.230000		2.405486
0.162000		0.230000		2.493122
0.163000		0.230000		2.583307
0.164000		0.230000		2.676097
0.165000		0.230000		2.771550
0.166000		0.230000		2.869724
0.167000		0.230000		2.970677
0.168000		0.230000		3.074469
0.169000		0.230000		3.181159
0.170000		0.230000		3.290807
0.171000		0.230000		3.403475
0.172000		0.230000		3.519224
0.173000		0.230000		3.638117
0.174000		0.230000		3.760215
0.175000		0.230000		3.885583
0.176000		0.230000		4.014285
0.177000		0.230000		4.146383
0.178000		0.230000		4.281943
0.179000		0.230000		4.421031
0.180000		0.230000		4.563712
0.181000		0.230000		4.710051
0.182000		0.230000		4.860116
0.183000		0.230000		5.013973
0.184000		0.230000		5.171690
0.185000		0.230000		5.333334
0.186000		0.230000		5.498972
0.187000		0.230000		5.668674
0.188000		0.230000		5.842508
0.189000		0.230000		6.020543
0.190000		0.230000		6.202847
0.191000		0.230000		6.389491
0.192000		0.230000		6.580543
0.193000		0.230000		6.776073
0.194000		0.230000		6.976152
0.195000		0.230000		7.180850
0.196000		0.230000		7.390237
0.197000		0.230000		7.604382
0.198000		0.230000		7.823358
0.199000		0.230000		8.047234
0.200000		0.230000		8.276081
0.100000		0.240000		0.129696
0.101000		0.240000		0.139257
0.102000		0.240000		0.149329
0.103000		0.240000		0.159928
0.104000		0.240000		0.171072
0.105000		0.240000		0.182777
0.106000		0.240000		0.195061
0.107000		0.240000		0.207941
0.108000		0.240000		0.221435
0.109000		0.240000		0.235561
0.110000		0.240000		0.250337
0.111000		0.240000		0.265783
0.112000		0.240000		0.281918
0.113000		0.240000		0.298762
0.114000		0.240000		0.316333
0.115000		0.240000		0.334654
0.116000		0.240000		0.353745
0.117000		0.240000		0.373627
0.118000		0.240000		0.394322
0.119000		0.240000		0.415853
0.120000		0.240000		0.438243
0.121000		0.240000		0.461516
0.122000		0.240000		0.485696
0.123000		0.240000		0.510807
0.124000		0.240000		0.536876
0.125000		0.240000		0.563928
0.126000		0.240000		0.591989
0.127000		0.240000		0.621089
0.128000		0.240000		0.651254
0.129000		0.240000		0.682514
0.130000		0.240000		0.714898
0.131000		0.240000		0.748437
0.132000		0.240000		0.783162
0.133000		0.240000		0.819104
0.134000		0.240000		0.856296
0.135000		0.240000		0.894772
0.136000		0.240000		0.934566
0.137000		0.240000		0.975713
0.138000		0.240000		1.018249
0.139000		0.240000		1.062210
0.140000		0.240000		1.107634
0.141000		0.240000		1.154559
0.142000		0.240000		1.203024
0.143000		0.240000		1.253070
0.144000		0.240000		1.304735
0.145000		0.240000		1.358063
0.146000		0.240000		1.413096
0.147000		0.240000		1.469876
0.148000		0.240000		1.528448
0.149000		0.240000		1.588857
0.150000		0.240000		1.651147
0.151000		0.240000		1.715366
0.152000		0.240000		1.781560
0.153000		0.240000		1.849778
0.154000		0.240000		1.920068
0.155000		0.240000		1.992481
0.156000		0.240000		2.067065
0.157000		0.240000		2.143873
0.158000		0.240000		2.222955
0.159000		0.240000		2.304365
0.160000		0.240000		2.388156
0.161000		0.240000		2.474382
0.162000		0.240000		2.563098
0.163000		0.240000		2.654358
0.164000		0.240000		2.748220
0.165000		0.240000		2.844740
0.166000		0.240000		2.943974
0.167000		0.240000		3.045983
0.168000		0.240000		3.150823
0.169000		0.240000		3.258555
0.170000		0.240000		3.369239
0.171000		0.240000		3.482934
0.172000		0.240000		3.599702
0.173000		0.240000		3.719606
0.174000		0.240000		3.842706
0.175000		0.240000		3.969066
0.176000		0.240000		4.098749
0.177000		0.240000		4.231818
0.178000		0.240000		4.368339
0.179000		0.240000		4.508375
0.180000		0.240000		4.651993
0.181000		0.240000		4.799256
0.182000		0.240000		4.950232
0.183000		0.240000		5.104987
0.184000		0.240000		5.263588
0.185000		0.240000		5.426101
0.186000		0.240000		5.592594
0.187000		0.240000		5.763136
0.188000		0.240000		5.937793
0.189000		0.240000		6.116635
0.190000		0.240000		6.299730
0.191000		0.240000		6.487146
0.192000		0.240000		6.678954
0.193000		0.240000		6.875222
0.194000		0.240000		7.076020
0.195000		0.240000		7.281418
0.196000		0.240000		7.491485
0.197000		0.240000		7.706291
0.198000		0.240000		7.925907
0.199000		0.240000		8.150402
0.200000		0.240000		8.379848
0.100000		0.250000		0.141388
0.101000		0.250000		0.151591
0.102000		0.250000		0.162322
0.103000		0.250000		0.173599
0.104000		0.250000		0.185437
0.105000		0.250000		0.197853
0.106000		0.250000		0.210864
0.107000		0.250000		0.224488
0.108000		0.250000		0.238741
0.109000		0.250000		0.253641
0.110000		0.250000		0.269207
0.111000		0.250000		0.285457
0.112000		0.250000		0.302411
0.113000		0.250000		0.320086
0.114000		0.250000		0.338503
0.115000		0.250000		0.357683
0.116000		0.250000		0.377645
0.117000		0.250000		0.398411
0.118000		0.250000		0.420002
0.119000		0.250000		0.442441
0.120000		0.250000		0.465750
0.121000		0.250000		0.489953
0.122000		0.250000		0.515073
0.123000		0.250000		0.541135
0.124000		0.250000		0.568164
0.125000		0.250000		0.596187
0.126000		0.250000		0.625228
0.127000		0.250000		0.655317
0.128000		0.250000		0.686479
0.129000		0.250000		0.718745
0.130000		0.250000		0.752144
0.131000		0.250000		0.786704
0.132000		0.250000		0.822459
0.133000		0.250000		0.859437
0.134000		0.250000		0.897674
0.135000		0.250000		0.937200
0.136000		0.250000		0.978051
0.137000		0.250000		1.020261
0.138000		0.250000		1.063865
0.139000		0.250000		1.108900
0.140000		0.250000		1.155403
0.141000		0.250000		1.203412
0.142000		0.250000		1.252965
0.143000		0.250000		1.304103
0.144000		0.250000		1.356865
0.145000		0.250000		1.411293
0.146000		0.250000		1.467429
0.147000		0.250000		1.525315
0.148000		0.250000		1.584996
0.149000		0.250000		1.646515
0.150000		0.250000		1.709918
0.151000		0.250000		1.775251
0.152000		0.250000		1.842561
0.153000		0.250000		1.911895
0.154000		0.250000		1.983301
0.155000		0.250000		2.056830
0.156000		0.250000		2.132530
0.157000		0.250000		2.210452
0.158000		0.250000		2.290648
0.159000		0.250000		2.373171
0.160000		0.250000		2.458072
0.161000		0.250000		2.545405
0.162000		0.250000		2.635225
0.163000		0.250000		2.727587
0.164000		0.250000		2.822546
0.165000		0.250000		2.920158
0.166000		0.250000		3.020481
0.167000		0.250000		3.123573
0.168000		0.250000		3.229490
0.169000		0.250000		3.338294
0.170000		0.250000		3.450042
0.171000		0.250000		3.564795
0.172000		0.250000		3.682613
0.173000		0.250000		3.803558
0.174000		0.250000		3.927692
0.175000		0.250000		4.055076
0.176000		0.250000		4.185774
0.177000		0.250000		4.319848
0.178000		0.250000		4.457363
0.179000		0.250000		4.598383
0.180000		0.250000		4.742972
0.181000		0.250000		4.891196
0.182000		0.250000		5.043120
0.183000		0.250000		5.198809
0.184000		0.250000		5.358331
0.185000		0.250000		5.521751
0.186000		0.250000		5.689137
0.187000		0.250000		5.860556
0.188000		0.250000		6.036076
0.189000		0.250000		6.215764
0.190000		0.250000		6.399689
0.191000		0.250000		6.587919
0.192000		0.250000		6.780523
0.193000		0.250000		6.977569
0.194000		0.250000		7.179127
0.195000		0.250000		7.385265
0.196000		0.250000		7.596054
0.197000		0.250000		7.811563
0.198000		0.250000		8.031861
0.199000		0.250000		8.257019
0.200000		0.250000		8.487105
0.100000		0.260000		0.154014
0.101000		0.260000		0.164888
0.102000		0.260000		0.176308
0.103000		0.260000		0.188289
0.104000		0.260000		0.200849
0.105000		0.260000		0.214003
0.106000		0.260000		0.227767
0.107000		0.260000		0.242160
