101
81
T [GeV]		muB [GeV]		betaV_over_T3 [fm^-3 / GeV^3]
0.112000		0.390000		0.714300
0.113000		0.390000		0.744455
0.114000		0.390000		0.775483
0.115000		0.390000		0.807405
0.116000		0.390000		0.840241
0.117000		0.390000		0.874014
0.118000		0.390000		0.908745
0.119000		0.390000		0.944457
0.120000		0.390000		0.981174
0.121000		0.390000		1.018919
0.122000		0.390000		1.057718
0.123000		0.390000		1.097596
0.124000		0.390000		1.138578
0.125000		0.390000		1.180692
0.126000		0.390000		1.223965
0.127000		0.390000		1.268424
0.128000		0.390000		1.314098
0.129000		0.390000		1.361017
0.130000		0.390000		1.409210
0.131000		0.390000		1.458707
0.132000		0.390000		1.509540
0.133000		0.390000		1.561741
0.134000		0.390000		1.615341
0.135000		0.390000		1.670373
0.136000		0.390000		1.726872
0.137000		0.390000		1.784870
0.138000		0.390000		1.844404
0.139000		0.390000		1.905508
0.140000		0.390000		1.968218
0.141000		0.390000		2.032571
0.142000		0.390000		2.098604
0.143000		0.390000		2.166355
0.144000		0.390000		2.235863
0.145000		0.390000		2.307165
0.146000		0.390000		2.380302
0.147000		0.390000		2.455315
0.148000		0.390000		2.532243
0.149000		0.390000		2.611128
0.150000		0.390000		2.692011
0.151000		0.390000		2.774937
0.152000		0.390000		2.859946
0.153000		0.390000		2.947084
0.154000		0.390000		3.036394
0.155000		0.390000		3.127921
0.156000		0.390000		3.221710
0.157000		0.390000		3.317807
0.158000		0.390000		3.416259
0.159000		0.390000		3.517112
0.160000		0.390000		3.620414
0.161000		0.390000		3.726212
0.162000		0.390000		3.834556
0.163000		0.390000		3.945494
0.164000		0.390000		4.059076
0.165000		0.390000		4.175351
0.166000		0.390000		4.294371
0.167000		0.390000		4.416186
0.168000		0.390000		4.540848
0.169000		0.390000		4.668408
0.170000		0.390000		4.798919
0.171000		0.390000		4.932434
0.172000		0.390000		5.069007
0.173000		0.390000		5.208690
0.174000		0.390000		5.351538
0.175000		0.390000		5.497606
0.176000		0.390000		5.646949
0.177000		0.390000		5.799621
0.178000		0.390000		5.955680
0.179000		0.390000		6.115181
0.180000		0.390000		6.278180
0.181000		0.390000		6.444734
0.182000		0.390000		6.614902
0.183000		0.390000		6.788739
0.184000		0.390000		6.966305
0.185000		0.390000		7.147658
0.186000		0.390000		7.332855
0.187000		0.390000		7.521957
0.188000		0.390000		7.715021
0.189000		0.390000		7.912108
0.190000		0.390000		8.113277
0.191000		0.390000		8.318588
0.192000		0.390000		8.528101
0.193000		0.390000		8.741877
0.194000		0.390000		8.959976
0.195000		0.390000		9.182458
0.196000		0.390000		9.409386
0.197000		0.390000		9.640819
0.198000		0.390000		9.876820
0.199000		0.390000		10.117449
0.200000		0.390000		10.362768
0.100000		0.400000		0.441143
0.101000		0.400000		0.462941
0.102000		0.400000		0.485422
0.103000		0.400000		0.508599
0.104000		0.400000		0.532486
0.105000		0.400000		0.557099
0.106000		0.400000		0.582452
0.107000		0.400000		0.608561
0.108000		0.400000		0.635442
0.109000		0.400000		0.663113
0.110000		0.400000		0.691591
0.111000		0.400000		0.720895
0.112000		0.400000		0.751042
0.113000		0.400000		0.782054
0.114000		0.400000		0.813949
0.115000		0.400000		0.846749
0.116000		0.400000		0.880476
0.117000		0.400000		0.915150
0.118000		0.400000		0.950795
0.119000		0.400000		0.987434
0.120000		0.400000		1.025092
0.121000		0.400000		1.063791
0.122000		0.400000		1.103559
0.123000		0.400000		1.144419
0.124000		0.400000		1.186400
0.125000		0.400000		1.229527
0.126000		0.400000		1.273829
0.127000		0.400000		1.319333
0.128000		0.400000		1.366069
0.129000		0.400000		1.414066
0.130000		0.400000		1.463354
0.131000		0.400000		1.513964
0.132000		0.400000		1.565926
0.133000		0.400000		1.619274
0.134000		0.400000		1.674038
0.135000		0.400000		1.730253
0.136000		0.400000		1.787952
0.137000		0.400000		1.847170
0.138000		0.400000		1.907940
0.139000		0.400000		1.970299
0.140000		0.400000		2.034282
0.141000		0.400000		2.099926
0.142000		0.400000		2.167269
0.143000		0.400000		2.236347
0.144000		0.400000		2.307200
0.145000		0.400000		2.379866
0.146000		0.400000		2.454385
0.147000		0.400000		2.530796
0.148000		0.400000		2.609141
0.149000		0.400000		2.689460
0.150000		0.400000		2.771795
0.151000		0.400000		2.856188
0.152000		0.400000		2.942683
0.153000		0.400000		3.031322
0.154000		0.400000		3.122149
0.155000		0.400000		3.215210
0.156000		0.400000		3.310547
0.157000		0.400000		3.408209
0.158000		0.400000		3.508239
0.159000		0.400000		3.610685
0.160000		0.400000		3.715594
0.161000		0.400000		3.823013
0.162000		0.400000		3.932991
0.163000		0.400000		4.045575
0.164000		0.400000		4.160815
0.165000		0.400000		4.278761
0.166000		0.400000		4.399463
0.167000		0.400000		4.522970
0.168000		0.400000		4.649334
0.169000		0.400000		4.778606
0.170000		0.400000		4.910839
0.171000		0.400000		5.046084
0.172000		0.400000		5.184394
0.173000		0.400000		5.325822
0.174000		0.400000		5.470422
0.175000		0.400000		5.618247
0.176000		0.400000		5.769353
0.177000		0.400000		5.923794
0.178000		0.400000		6.081624
0.179000		0.400000		6.242900
0.180000		0.400000		6.407678
0.181000		0.400000		6.576013
0.182000		0.400000		6.747963
0.183000		0.400000		6.923583
0.184000		0.400000		7.102932
0.185000		0.400000		7.286067
0.186000		0.400000		7.473045
0.187000		0.400000		7.663925
0.188000		0.400000		7.858766
0.189000		0.400000		8.057625
0.190000		0.400000		8.260563
0.191000		0.400000		8.467637
0.192000		0.400000		8.678908
0.193000		0.400000		8.894435
0.194000		0.400000		9.114278
0.195000		0.400000		9.338497
0.196000		0.400000		9.567152
0.197000		0.400000		9.800303
0.198000		0.400000		10.038012
0.199000		0.400000		10.280338
0.200000		0.400000		10.527343
0.100000		0.410000		0.469008
0.101000		0.410000		0.491561
0.102000		0.410000		0.514801
0.103000		0.410000		0.538743
0.104000		0.410000		0.563401
0.105000		0.410000		0.588791
0.106000		0.410000		0.614929
0.107000		0.410000		0.641830
0.108000		0.410000		0.669512
0.109000		0.410000		0.697992
0.110000		0.410000		0.727289
0.111000		0.410000		0.757420
0.112000		0.410000		0.788407
0.113000		0.410000		0.820269
0.114000		0.410000		0.853026
0.115000		0.410000		0.886700
0.116000		0.410000		0.921312
0.117000		0.410000		0.956887
0.118000		0.410000		0.993445
0.119000		0.410000		1.031012
0.120000		0.410000		1.069612
0.121000		0.410000		1.109269
0.122000		0.410000		1.150010
0.123000		0.410000		1.191859
0.124000		0.410000		1.234846
0.125000		0.410000		1.278995
0.126000		0.410000		1.324337
0.127000		0.410000		1.370898
0.128000		0.410000		1.418709
0.129000		0.410000		1.467799
0.130000		0.410000		1.518198
0.131000		0.410000		1.569938
0.132000		0.410000		1.623049
0.133000		0.410000		1.677564
0.134000		0.410000		1.733516
0.135000		0.410000		1.790937
0.136000		0.410000		1.849861
0.137000		0.410000		1.910324
0.138000		0.410000		1.972359
0.139000		0.410000		2.036002
0.140000		0.410000		2.101289
0.141000		0.410000		2.168257
0.142000		0.410000		2.236943
0.143000		0.410000		2.307384
0.144000		0.410000		2.379619
0.145000		0.410000		2.453687
0.146000		0.410000		2.529627
0.147000		0.410000		2.607478
0.148000		0.410000		2.687282
0.149000		0.410000		2.769078
0.150000		0.410000		2.852910
0.151000		0.410000		2.938818
0.152000		0.410000		3.026845
0.153000		0.410000		3.117035
0.154000		0.410000		3.209430
0.155000		0.410000		3.304076
0.156000		0.410000		3.401016
0.157000		0.410000		3.500295
0.158000		0.410000		3.601960
0.159000		0.410000		3.706057
0.160000		0.410000		3.812632
0.161000		0.410000		3.921731
0.162000		0.410000		4.033404
0.163000		0.410000		4.147698
0.164000		0.410000		4.264661
0.165000		0.410000		4.384342
0.166000		0.410000		4.506792
0.167000		0.410000		4.632059
0.168000		0.410000		4.760195
0.169000		0.410000		4.891249
0.170000		0.410000		5.025274
0.171000		0.410000		5.162322
0.172000		0.410000		5.302443
0.173000		0.410000		5.445691
0.174000		0.410000		5.592119
0.175000		0.410000		5.741779
0.176000		0.410000		5.894727
0.177000		0.410000		6.051015
0.178000		0.410000		6.210699
0.179000		0.410000		6.373832
0.180000		0.410000		6.540471
0.181000		0.410000		6.710671
0.182000		0.410000		6.884488
0.183000		0.410000		7.061978
0.184000		0.410000		7.243197
0.185000		0.410000		7.428202
0.186000		0.410000		7.617051
0.187000		0.410000		7.809801
0.188000		0.410000		8.006509
0.189000		0.410000		8.207233
0.190000		0.410000		8.412033
0.191000		0.410000		8.620965
0.192000		0.410000		8.834089
0.193000		0.410000		9.051463
0.194000		0.410000		9.273148
0.195000		0.410000		9.499201
0.196000		0.410000		9.729682
0.197000		0.410000		9.964652
0.198000		0.410000		10.204170
0.199000		0.410000		10.448295
0.200000		0.410000		10.697088
0.100000		0.420000		0.497566
0.101000		0.420000		0.520857
0.102000		0.420000		0.544840
0.103000		0.420000		0.569532
0.104000		0.420000		0.594947
0.105000		0.420000		0.621101
0.106000		0.420000		0.648011
0.107000		0.420000		0.675692
0.108000		0.420000		0.704164
0.109000		0.420000		0.733444
0.110000		0.420000		0.763550
0.111000		0.420000		0.794504
0.112000		0.420000		0.826324
0.113000		0.420000		0.859031
0.114000		0.420000		0.892646
0.115000		0.420000		0.927192
0.116000		0.420000		0.962691
0.117000		0.420000		0.999166
0.118000		0.420000		1.036641
0.119000		0.420000		1.075140
0.120000		0.420000		1.114687
0.121000		0.420000		1.155309
0.122000		0.420000		1.197031
0.123000		0.420000		1.239880
0.124000		0.420000		1.283884
0.125000		0.420000		1.329069
0.126000		0.420000		1.375464
0.127000		0.420000		1.423099
0.128000		0.420000		1.472002
0.129000		0.420000		1.522204
0.130000		0.420000		1.573736
0.131000		0.420000		1.626627
0.132000		0.420000		1.680911
0.133000		0.420000		1.736619
0.134000		0.420000		1.793784
0.135000		0.420000		1.852439
0.136000		0.420000		1.912619
0.137000		0.420000		1.974358
0.138000		0.420000		2.037690
0.139000		0.420000		2.102652
0.140000		0.420000		2.169279
0.141000		0.420000		2.237608
0.142000		0.420000		2.307675
0.143000		0.420000		2.379520
0.144000		0.420000		2.453179
0.145000		0.420000		2.528691
0.146000		0.420000		2.606096
0.147000		0.420000		2.685434
0.148000		0.420000		2.766744
0.149000		0.420000		2.850067
0.150000		0.420000		2.935445
0.151000		0.420000		3.022919
0.152000		0.420000		3.112532
0.153000		0.420000		3.204327
0.154000		0.420000		3.298346
0.155000		0.420000		3.394634
0.156000		0.420000		3.493234
0.157000		0.420000		3.594192
0.158000		0.420000		3.697553
0.159000		0.420000		3.803363
0.160000		0.420000		3.911667
0.161000		0.420000		4.022513
0.162000		0.420000		4.135947
0.163000		0.420000		4.252017
0.164000		0.420000		4.370772
0.165000		0.420000		4.492259
0.166000		0.420000		4.616528
0.167000		0.420000		4.743629
0.168000		0.420000		4.873610
0.169000		0.420000		5.006522
0.170000		0.420000		5.142416
0.171000		0.420000		5.281343
0.172000		0.420000		5.423355
0.173000		0.420000		5.568503
0.174000		0.420000		5.716840
0.175000		0.420000		5.868418
0.176000		0.420000		6.023291
0.177000		0.420000		6.181512
0.178000		0.420000		6.343134
0.179000		0.420000		6.508212
0.180000		0.420000		6.676801
0.181000		0.420000		6.848955
0.182000		0.420000		7.024729
0.183000		0.420000		7.204179
0.184000		0.420000		7.387361
0.185000		0.420000		7.574330
0.186000		0.420000		7.765144
0.187000		0.420000		7.959859
0.188000		0.420000		8.158531
0.189000		0.420000		8.361218
0.190000		0.420000		8.567977
0.191000		0.420000		8.778866
0.192000		0.420000		8.993944
0.193000		0.420000		9.213267
0.194000		0.420000		9.436895
0.195000		0.420000		9.664885
0.196000		0.420000		9.897297
0.197000		0.420000		10.134189
0.198000		0.420000		10.375621
0.199000		0.420000		10.621651
0.200000		0.420000		10.872340
0.100000		0.430000		0.526732
0.101000		0.430000		0.550744
0.102000		0.430000		0.575456
0.103000		0.430000		0.600883
0.104000		0.430000		0.627041
0.105000		0.430000		0.653947
0.106000		0.430000		0.681617
0.107000		0.430000		0.710070
0.108000		0.430000		0.739323
0.109000		0.430000		0.769396
0.110000		0.430000		0.800307
0.111000		0.430000		0.832078
0.112000		0.430000		0.864728
0.113000		0.430000		0.898279
0.114000		0.430000		0.932754
0.115000		0.430000		0.968173
0.116000		0.430000		1.004562
0.117000		0.430000		1.041942
0.118000		0.430000		1.080339
0.119000		0.430000		1.119778
0.120000		0.430000		1.160283
0.121000		0.430000		1.201880
0.122000		0.430000		1.244597
0.123000		0.430000		1.288460
0.124000		0.430000		1.333496
0.125000		0.430000		1.379734
0.126000		0.430000		1.427203
0.127000		0.430000		1.475932
0.128000		0.430000		1.525950
0.129000		0.430000		1.577288
0.130000		0.430000		1.629977
0.131000		0.430000		1.684048
0.132000		0.430000		1.739532
0.133000		0.430000		1.796463
0.134000		0.430000		1.854874
0.135000		0.430000		1.914797
0.136000		0.430000		1.976267
0.137000		0.430000		2.039319
0.138000		0.430000		2.103986
0.139000		0.430000		2.170306
0.140000		0.430000		2.238314
0.141000		0.430000		2.308046
0.142000		0.430000		2.379539
0.143000		0.430000		2.452832
0.144000		0.430000		2.527961
0.145000		0.430000		2.604967
0.146000		0.430000		2.683887
0.147000		0.430000		2.764762
0.148000		0.430000		2.847631
0.149000		0.430000		2.932535
0.150000		0.430000		3.019515
0.151000		0.430000		3.108613
0.152000		0.430000		3.199870
0.153000		0.430000		3.293329
0.154000		0.430000		3.389033
0.155000		0.430000		3.487026
0.156000		0.430000		3.587351
0.157000		0.430000		3.690053
0.158000		0.430000		3.795176
0.159000		0.430000		3.902767
0.160000		0.430000		4.012870
0.161000		0.430000		4.125532
0.162000		0.430000		4.240799
0.163000		0.430000		4.358720
0.164000		0.430000		4.479340
0.165000		0.430000		4.602709
0.166000		0.430000		4.728875
0.167000		0.430000		4.857886
0.168000		0.430000		4.989792
0.169000		0.430000		5.124643
0.170000		0.430000		5.262488
0.171000		0.430000		5.403378
0.172000		0.430000		5.547364
0.173000		0.430000		5.694498
0.174000		0.430000		5.844831
0.175000		0.430000		5.998414
0.176000		0.430000		6.155301
0.177000		0.430000		6.315544
0.178000		0.430000		6.479196
0.179000		0.430000		6.646311
0.180000		0.430000		6.816943
0.181000		0.430000		6.991145
0.182000		0.430000		7.168972
0.183000		0.430000		7.350479
0.184000		0.430000		7.535721
0.185000		0.430000		7.724753
0.186000		0.430000		7.917631
0.187000		0.430000		8.114411
0.188000		0.430000		8.315148
0.189000		0.430000		8.519900
0.190000		0.430000		8.728723
0.191000		0.430000		8.941674
0.192000		0.430000		9.158810
0.193000		0.430000		9.380188
0.194000		0.430000		9.605866
0.195000		0.430000		9.835901
0.196000		0.430000		10.070352
0.197000		0.430000		10.309276
0.198000		0.430000		10.552733
0.199000		0.430000		10.800779
0.200000		0.430000		11.053474
0.100000		0.440000		0.556417
0.101000		0.440000		0.581136
0.102000		0.440000		0.606563
0.103000		0.440000		0.632714
0.104000		0.440000		0.659604
0.105000		0.440000		0.687252
0.106000		0.440000		0.715675
0.107000		0.440000		0.744892
0.108000		0.440000		0.774921
0.109000		0.440000		0.805782
0.110000		0.440000		0.837496
0.111000		0.440000		0.870083
0.112000		0.440000		0.903565
0.113000		0.440000		0.937963
0.114000		0.440000		0.973301
0.115000		0.440000		1.009600
0.116000		0.440000		1.046886
0.117000		0.440000		1.085181
0.118000		0.440000		1.124512
0.119000		0.440000		1.164902
0.120000		0.440000		1.206379
0.121000		0.440000		1.248968
0.122000		0.440000		1.292697
0.123000		0.440000		1.337593
0.124000		0.440000		1.383683
0.125000		0.440000		1.430997
0.126000		0.440000		1.479563
0.127000		0.440000		1.529412
0.128000		0.440000		1.580572
0.129000		0.440000		1.633076
0.130000		0.440000		1.686953
0.131000		0.440000		1.742235
0.132000		0.440000		1.798955
0.133000		0.440000		1.857145
0.134000		0.440000		1.916838
0.135000		0.440000		1.978068
0.136000		0.440000		2.040868
0.137000		0.440000		2.105275
0.138000		0.440000		2.171321
0.139000		0.440000		2.239044
0.140000		0.440000		2.308479
0.141000		0.440000		2.379662
0.142000		0.440000		2.452631
0.143000		0.440000		2.527423
0.144000		0.440000		2.604076
0.145000		0.440000		2.682629
0.146000		0.440000		2.763120
0.147000		0.440000		2.845589
0.148000		0.440000		2.930075
0.149000		0.440000		3.016620
0.150000		0.440000		3.105264
0.151000		0.440000		3.196047
0.152000		0.440000		3.289013
0.153000		0.440000		3.384202
0.154000		0.440000		3.481658
0.155000		0.440000		3.581424
0.156000		0.440000		3.683543
0.157000		0.440000		3.788060
0.158000		0.440000		3.895018
0.159000		0.440000		4.004463
0.160000		0.440000		4.116440
0.161000		0.440000		4.230994
0.162000		0.440000		4.348173
0.163000		0.440000		4.468022
0.164000		0.440000		4.590589
0.165000		0.440000		4.715921
0.166000		0.440000		4.844066
0.167000		0.440000		4.975072
0.168000		0.440000		5.108988
0.169000		0.440000		5.245863
0.170000		0.440000		5.385747
0.171000		0.440000		5.528689
0.172000		0.440000		5.674740
0.173000		0.440000		5.823950
0.174000		0.440000		5.976370
0.175000		0.440000		6.132052
0.176000		0.440000		6.291047
0.177000		0.440000		6.453408
0.178000		0.440000		6.619187
0.179000		0.440000		6.788437
0.180000		0.440000		6.961210
0.181000		0.440000		7.137560
0.182000		0.440000		7.317541
0.183000		0.440000		7.501207
0.184000		0.440000		7.688611
0.185000		0.440000		7.879810
0.186000		0.440000		8.074857
0.187000		0.440000		8.273808
0.188000		0.440000		8.476717
0.189000		0.440000		8.683642
0.190000		0.440000		8.894637
0.191000		0.440000		9.109758
0.192000		0.440000		9.329063
0.193000		0.440000		9.552607
0.194000		0.440000		9.780447
0.195000		0.440000		10.012641
0.196000		0.440000		10.249245
0.197000		0.440000		10.490316
0.198000		0.440000		10.735912
0.199000		0.440000		10.986090
0.200000		0.440000		11.240909
0.100000		0.450000		0.586539
0.101000		0.450000		0.611953
0.102000		0.450000		0.638084
0.103000		0.450000		0.664948
0.104000		0.450000		0.692562
0.105000		0.450000		0.720946
0.106000		0.450000		0.750117
0.107000		0.450000		0.780095
0.108000		0.450000		0.810899
0.109000		0.450000		0.842549
0.110000		0.450000		0.875067
0.111000		0.450000		0.908475
0.112000		0.450000		0.942793
0.113000		0.450000		0.978046
0.114000		0.450000		1.014255
0.115000		0.450000		1.051445
0.116000		0.450000		1.089640
0.117000		0.450000		1.128865
0.118000		0.450000		1.169145
0.119000		0.450000		1.210505
0.120000		0.450000		1.252973
0.121000		0.450000		1.296575
0.122000		0.450000		1.341339
0.123000		0.450000		1.387292
0.124000		0.450000		1.434463
0.125000		0.450000		1.482881
0.126000		0.450000		1.532575
0.127000		0.450000		1.583575
0.128000		0.450000		1.635911
0.129000		0.450000		1.689614
0.130000		0.450000		1.744716
0.131000		0.450000		1.801248
0.132000		0.450000		1.859243
0.133000		0.450000		1.918733
0.134000		0.450000		1.979752
0.135000		0.450000		2.042333
0.136000		0.450000		2.106511
0.137000		0.450000		2.172320
0.138000		0.450000		2.239794
0.139000		0.450000		2.308971
0.140000		0.450000		2.379886
0.141000		0.450000		2.452575
0.142000		0.450000		2.527075
0.143000		0.450000		2.603424
0.144000		0.450000		2.681659
0.145000		0.450000		2.761819
0.146000		0.450000		2.843942
0.147000		0.450000		2.928069
0.148000		0.450000		3.014238
0.149000		0.450000		3.102489
0.150000		0.450000		3.192863
0.151000		0.450000		3.285402
0.152000		0.450000		3.380146
0.153000		0.450000		3.477137
0.154000		0.450000		3.576418
0.155000		0.450000		3.678032
0.156000		0.450000		3.782021
0.157000		0.450000		3.888429
0.158000		0.450000		3.997301
0.159000		0.450000		4.108680
0.160000		0.450000		4.222612
0.161000		0.450000		4.339141
0.162000		0.450000		4.458315
0.163000		0.450000		4.580178
0.164000		0.450000		4.704777
0.165000		0.450000		4.832159
0.166000		0.450000		4.962372
0.167000		0.450000		5.095463
0.168000		0.450000		5.231480
0.169000		0.450000		5.370472
0.170000		0.450000		5.512488
0.171000		0.450000		5.657576
0.172000		0.450000		5.805787
0.173000		0.450000		5.957171
0.174000		0.450000		6.111777
0.175000		0.450000		6.269656
0.176000		0.450000		6.430861
0.177000		0.450000		6.595441
0.178000		0.450000		6.763448
0.179000		0.450000		6.934936
0.180000		0.450000		7.109955
0.181000		0.450000		7.288558
0.182000		0.450000		7.470800
0.183000		0.450000		7.656732
0.184000		0.450000		7.846408
0.185000		0.450000		8.039882
0.186000		0.450000		8.237209
0.187000		0.450000		8.438442
0.188000		0.450000		8.643636
0.189000		0.450000		8.852846
0.190000		0.450000		9.066127
0.191000		0.450000		9.283534
0.192000		0.450000		9.505123
0.193000		0.450000		9.730950
0.194000		0.450000		9.961070
0.195000		0.450000		10.195539
0.196000		0.450000		10.434414
0.197000		0.450000		10.677752
0.198000		0.450000		10.925608
0.199000		0.450000		11.178040
0.200000		0.450000		11.435104
0.100000		0.460000		0.617019
0.101000		0.460000		0.643118
0.102000		0.460000		0.669945
0.103000		0.460000		0.697516
0.104000		0.460000		0.725851
0.105000		0.460000		0.754968
0.106000		0.460000		0.784887
0.107000		0.460000		0.815627
0.108000		0.460000		0.847209
0.109000		0.460000		0.879653
0.110000		0.460000		0.912983
0.111000		0.460000		0.947219
0.112000		0.460000		0.982385
0.113000		0.460000		1.018504
0.114000		0.460000		1.055599
0.115000		0.460000		1.093696
0.116000		0.460000		1.132818
0.117000		0.460000		1.172992
0.118000		0.460000		1.214243
0.119000		0.460000		1.256597
0.120000		0.460000		1.300082
0.121000		0.460000		1.344724
0.122000		0.460000		1.390551
0.123000		0.460000		1.437593
0.124000		0.460000		1.485876
0.125000		0.460000		1.535432
0.126000		0.460000		1.586289
0.127000		0.460000		1.638478
0.128000		0.460000		1.692029
0.129000		0.460000		1.746974
0.130000		0.460000		1.803343
0.131000		0.460000		1.861170
0.132000		0.460000		1.920486
0.133000		0.460000		1.981324
0.134000		0.460000		2.043718
0.135000		0.460000		2.107702
0.136000		0.460000		2.173309
0.137000		0.460000		2.240575
0.138000		0.460000		2.309534
0.139000		0.460000		2.380222
0.140000		0.460000		2.452676
0.141000		0.460000		2.526931
0.142000		0.460000		2.603024
0.143000		0.460000		2.680993
0.144000		0.460000		2.760876
0.145000		0.460000		2.842710
0.146000		0.460000		2.926534
0.147000		0.460000		3.012387
0.148000		0.460000		3.100309
0.149000		0.460000		3.190340
0.150000		0.460000		3.282519
0.151000		0.460000		3.376888
0.152000		0.460000		3.473488
0.153000		0.460000		3.572359
0.154000		0.460000		3.673545
0.155000		0.460000		3.777087
0.156000		0.460000		3.883028
0.157000		0.460000		3.991412
0.158000		0.460000		4.102282
0.159000		0.460000		4.215682
0.160000		0.460000		4.331656
0.161000		0.460000		4.450250
0.162000		0.460000		4.571508
0.163000		0.460000		4.695476
0.164000		0.460000		4.822200
0.165000		0.460000		4.951727
0.166000		0.460000		5.084102
0.167000		0.460000		5.219374
0.168000		0.460000		5.357590
0.169000		0.460000		5.498797
0.170000		0.460000		5.643045
0.171000		0.460000		5.790380
0.172000		0.460000		5.940853
0.173000		0.460000		6.094513
0.174000		0.460000		6.251410
0.175000		0.460000		6.411592
0.176000		0.460000		6.575112
0.177000		0.460000		6.742018
0.178000		0.460000		6.912363
0.179000		0.460000		7.086197
0.180000		0.460000		7.263573
0.181000		0.460000		7.444542
0.182000		0.460000		7.629155
0.183000		0.460000		7.817467
0.184000		0.460000		8.009529
0.185000		0.460000		8.205394
0.186000		0.460000		8.405116
0.187000		0.460000		8.608748
0.188000		0.460000		8.816345
0.189000		0.460000		9.027959
0.190000		0.460000		9.243645
0.191000		0.460000		9.463459
0.192000		0.460000		9.687453
0.193000		0.460000		9.915684
0.194000		0.460000		10.148207
0.195000		0.460000		10.385076
0.196000		0.460000		10.626347
0.197000		0.460000		10.872075
0.198000		0.460000		11.122317
0.199000		0.460000		11.377129
0.200000		0.460000		11.636566
0.100000		0.470000		0.647785
0.101000		0.470000		0.674565
0.102000		0.470000		0.702084
0.103000		0.470000		0.730363
0.104000		0.470000		0.759418
0.105000		0.470000		0.789272
0.106000		0.470000		0.819942
0.107000		0.470000		0.851451
0.108000		0.470000		0.883819
0.109000		0.470000		0.917068
0.110000		0.470000		0.951221
0.111000		0.470000		0.986301
0.112000		0.470000		1.022330
0.113000		0.470000		1.059334
0.114000		0.470000		1.097336
0.115000		0.470000		1.136361
0.116000		0.470000		1.176435
0.117000		0.470000		1.217583
0.118000		0.470000		1.259833
0.119000		0.470000		1.303210
0.120000		0.470000		1.347742
0.121000		0.470000		1.393458
0.122000		0.470000		1.440384
0.123000		0.470000		1.488551
0.124000		0.470000		1.537987
0.125000		0.470000		1.588721
0.126000		0.470000		1.640784
0.127000		0.470000		1.694206
0.128000		0.470000		1.749018
0.129000		0.470000		1.805251
0.130000		0.470000		1.862938
0.131000		0.470000		1.922110
0.132000		0.470000		1.982800
0.133000		0.470000		2.045041
0.134000		0.470000		2.108866
0.135000		0.470000		2.174310
0.136000		0.470000		2.241406
0.137000		0.470000		2.310190
0.138000		0.470000		2.380696
0.139000		0.470000		2.452960
0.140000		0.470000		2.527019
0.141000		0.470000		2.602907
0.142000		0.470000		2.680663
0.143000		0.470000		2.760323
0.144000		0.470000		2.841925
0.145000		0.470000		2.925507
0.146000		0.470000		3.011107
0.147000		0.470000		3.098764
0.148000		0.470000		3.188517
0.149000		0.470000		3.280407
0.150000		0.470000		3.374472
0.151000		0.470000		3.470753
0.152000		0.470000		3.569292
0.153000		0.470000		3.670129
0.154000		0.470000		3.773305
0.155000		0.470000		3.878864
0.156000		0.470000		3.986847
0.157000		0.470000		4.097297
0.158000		0.470000		4.210256
0.159000		0.470000		4.325770
0.160000		0.470000		4.443881
0.161000		0.470000		4.564635
0.162000		0.470000		4.688074
0.163000		0.470000		4.814246
0.164000		0.470000		4.943194
0.165000		0.470000		5.074966
0.166000		0.470000		5.209606
0.167000		0.470000		5.347162
0.168000		0.470000		5.487680
0.169000		0.470000		5.631208
0.170000		0.470000		5.777794
0.171000		0.470000		5.927484
0.172000		0.470000		6.080328
0.173000		0.470000		6.236374
0.174000		0.470000		6.395671
0.175000		0.470000		6.558268
0.176000		0.470000		6.724215
0.177000		0.470000		6.893562
0.178000		0.470000		7.066359
0.179000		0.470000		7.242656
0.180000		0.470000		7.422505
0.181000		0.470000		7.605956
0.182000		0.470000		7.793061
0.183000		0.470000		7.983871
0.184000		0.470000		8.178439
0.185000		0.470000		8.376816
0.186000		0.470000		8.579056
0.187000		0.470000		8.785210
0.188000		0.470000		8.995332
0.189000		0.470000		9.209475
0.190000		0.470000		9.427693
0.191000		0.470000		9.650038
0.192000		0.470000		9.876565
0.193000		0.470000		10.107328
0.194000		0.470000		10.342381
0.195000		0.470000		10.581779
0.196000		0.470000		10.825575
0.197000		0.470000		11.073826
0.198000		0.470000		11.326584
0.199000		0.470000		11.583907
0.200000		0.470000		11.845848
0.100000		0.480000		0.678780
0.101000		0.480000		0.706239
0.102000		0.480000		0.734454
0.103000		0.480000		0.763443
0.104000		0.480000		0.793226
0.105000		0.480000		0.823823
0.106000		0.480000		0.855256
0.107000		0.480000		0.887546
0.108000		0.480000		0.920715
0.109000		0.480000		0.954785
0.110000		0.480000		0.989780
0.111000		0.480000		1.025724
0.112000		0.480000		1.062639
0.113000		0.480000		1.100552
0.114000		0.480000		1.139487
0.115000		0.480000		1.179469
0.116000		0.480000		1.220525
0.117000		0.480000		1.262680
0.118000		0.480000		1.305963
0.119000		0.480000		1.350399
0.120000		0.480000		1.396018
0.121000		0.480000		1.442847
0.122000		0.480000		1.490915
0.123000		0.480000		1.540250
0.124000		0.480000		1.590883
0.125000		0.480000		1.642843
0.126000		0.480000		1.696161
0.127000		0.480000		1.750868
0.128000		0.480000		1.806994
0.129000		0.480000		1.864571
0.130000		0.480000		1.923631
0.131000		0.480000		1.984207
0.132000		0.480000		2.046330
