mcid,tau,x,y,eta,E,px,py,pz
  211,1.62380000e+00,3.94143000e+00,6.56843000e+00,-2.50000000e+00,2.36573696e+00,-9.81738057e-02,9.03758267e-01,-2.17963622e+00
  211,1.74174000e+00,-6.80452000e+00,-3.60674000e+00,4.50000000e+00,5.66495857e+01,-9.10225592e-01,3.52186014e-02,5.66420887e+01
  211,2.02400000e+00,4.52252000e+00,-6.35274000e+00,2.75000000e+00,4.76070642e+00,2.74993763e-01,-4.31251968e-01,4.73109338e+00
  211,2.07495000e+00,-7.26589000e+00,2.90078000e+00,3.50000000e+00,1.01468210e+01,-4.90005704e-01,-3.02257028e-01,1.01295132e+01
  211,2.17589000e+00,-6.45445000e+00,-4.47507000e+00,-2.75000000e+00,4.75619125e+00,-6.25851348e-01,-2.72189224e-01,-4.70490147e+00
  211,2.17496000e+00,3.30051000e+00,-7.13733000e+00,2.00000000e+00,8.91568422e-01,3.96819593e-01,-1.60925128e-01,7.69449009e-01
  211,2.17464000e+00,7.57513000e+00,-2.10181000e+00,3.25000000e+00,1.05562687e+01,1.62371012e-01,-1.16070643e-02,1.05540903e+01
  211,2.27018000e+00,7.79270000e+00,1.33169000e+00,5.00000000e+00,5.77852707e+01,9.23715801e-01,2.16433604e-01,5.77773131e+01
  211,2.37500000e+00,7.90765000e+00,7.00105000e-01,-5.00000000e-01,4.34631854e-01,3.57824056e-01,-1.01530356e-01,-1.76291219e-01
  211,2.41921000e+00,-7.59266000e+00,2.37240000e+00,5.00000000e+00,4.87133217e+01,-8.11786984e-01,2.37299574e-01,4.87057786e+01
  211,2.42418000e+00,-5.51383000e+00,-5.71724000e+00,3.75000000e+00,6.73568678e+00,-6.17791590e-02,-2.74803719e-01,6.72834775e+00
  211,2.42569000e+00,-4.88590000e+00,6.27065000e+00,5.00000000e-01,5.51174104e-01,2.34015629e-01,4.60855548e-01,1.31003788e-01
  211,2.47500000e+00,-7.95685000e+00,-5.00022000e-01,5.00000000e-01,3.00997674e-01,-2.29223335e-01,5.79101376e-02,1.23381106e-01
  211,2.57496000e+00,-7.11539000e+00,-3.70050000e+00,-2.50000000e+00,6.63364220e+00,-5.55394250e-01,-8.54075809e-01,-6.55345880e+00
  211,2.57504000e+00,4.70045000e+00,6.48580000e+00,-4.25000000e+00,3.21084290e+01,4.73617367e-01,5.35874546e-01,-3.21001611e+01
  211,2.57628000e+00,5.25146000e+00,6.04613000e+00,2.25000000e+00,3.02697682e+00,4.56859869e-01,-7.45113179e-02,2.98811580e+00
  211,2.62500000e+00,8.03262000e+00,-1.00024000e-01,-1.50000000e+00,1.41137612e+00,5.18639487e-01,1.12655559e-01,-1.30031706e+00
  211,2.77496000e+00,3.90053000e+00,-7.10294000e+00,-2.50000000e-01,1.01654339e+00,4.32056642e-01,-5.05338097e-01,-7.56201777e-01
  211,2.87499000e+00,1.90023000e+00,-7.92488000e+00,4.75000000e+00,7.25338440e+01,4.68853618e-03,-4.03362795e-01,7.25325841e+01
  211,2.92390000e+00,-5.12947000e+00,6.34350000e+00,4.25000000e+00,1.29554415e+01,-4.96348831e-01,2.63149147e-01,1.29425026e+01
  211,2.92500000e+00,8.07192000e+00,-1.30015000e+00,-3.50000000e+00,1.60411568e+01,7.11066787e-01,-1.98581150e-01,-1.60235504e+01
  211,2.97500000e+00,-8.17671000e+00,3.00081000e-01,-2.50000000e-01,3.35797876e-01,-1.97330562e-01,-1.69019811e-01,-1.60540930e-01
  211,2.97499000e+00,-7.91740000e+00,-2.10023000e+00,3.50000000e+00,5.85531807e+00,-4.63952480e-01,-2.10929155e-01,5.83142574e+00
  211,2.97497000e+00,-3.70047000e+00,-7.30357000e+00,3.00000000e+00,7.39782572e+00,-3.01896028e-01,-4.71792294e-01,7.37527070e+00
  211,2.97500000e+00,8.15375000e+00,7.00091000e-01,-1.50000000e+00,2.32005134e-01,1.25316703e-01,2.29877255e-02,-1.34587837e-01
  211,3.02024000e+00,3.13585000e-01,-8.19246000e+00,-1.50000000e+00,3.06616235e+00,-1.42019179e-01,-1.28764893e+00,-2.77554716e+00
  211,3.07500000e+00,-9.99487000e-02,8.22467000e+00,3.50000000e+00,4.06716995e+01,-1.51927447e-01,2.16974258e+00,4.06132589e+01
  211,3.07418000e+00,5.70955000e+00,-5.91323000e+00,-2.00000000e+00,2.27254319e+00,6.30812081e-01,3.30113869e-02,-2.17852215e+00
  211,3.05917000e+00,8.19670000e+00,-5.21591000e-01,-3.00000000e+00,2.08236027e+01,1.97027022e+00,1.15153540e+00,-2.06977041e+01
  211,3.12705000e+00,-8.21516000e+00,6.92216000e-01,-1.75000000e+00,1.52458131e+00,-5.88779721e-01,-1.91671304e-01,-1.38617064e+00
