mcid,tau,x,y,eta,E,px,py,pz
  211,7.75091000e-01,1.30379000e+00,7.49891000e+00,-3.75000000e+00,8.00907040e+00,1.30979900e-01,2.42913922e-01,-8.00309734e+00
  211,8.74541000e-01,-5.48402000e+00,5.28658000e+00,-3.75000000e+00,3.06320739e+00,7.74534313e-02,3.47501731e-01,-3.03924375e+00
  211,8.75101000e-01,1.90229000e+00,7.35468000e+00,-1.25000000e+00,1.79957044e+00,5.33987385e-01,-2.44901400e-02,-1.71266803e+00
  211,9.24997000e-01,-2.90072000e+00,6.98066000e+00,-5.00000000e+00,2.53410358e+01,2.72550704e-01,4.28451567e-01,-2.53355636e+01
  211,1.27500000e+00,-7.58548000e+00,-1.00000000e-01,3.25000000e+00,1.98608532e+01,-5.13540204e-01,2.81761483e-01,1.98517233e+01
  211,1.27495000e+00,-3.90020000e+00,-6.48858000e+00,2.25000000e+00,5.67564487e-01,-2.53969300e-01,-6.21935319e-02,4.84026069e-01
  211,1.57500000e+00,7.66309000e+00,-9.99880000e-02,1.50000000e+00,3.23493004e-01,1.88815486e-01,-7.81284234e-02,2.08356906e-01
  211,1.77500000e+00,7.68417000e+00,-7.00167000e-01,-4.00000000e+00,1.69643021e+01,6.36994526e-01,2.29097937e-01,-1.69502153e+01
  211,1.87625000e+00,3.65585000e+00,6.83739000e+00,-2.50000000e+00,3.58819652e+00,3.42185418e-01,2.69495826e-01,-3.55892612e+00
  211,1.92657000e+00,2.26926000e+00,7.42985000e+00,-4.00000000e+00,2.48832779e+01,2.61313550e-01,3.19205082e-01,-2.48794661e+01
  211,1.97495000e+00,-3.90061000e+00,6.73470000e+00,-2.25000000e+00,2.42941117e+00,-1.81065934e-02,2.33162864e-01,-2.41409740e+00
  211,2.12249000e+00,6.98478000e+00,3.56340000e+00,-3.50000000e+00,1.75796871e+01,4.66414108e-01,5.52835769e-01,-1.75642465e+01
  211,2.27499000e+00,1.70031000e+00,-7.72670000e+00,4.25000000e+00,1.91653748e+01,2.55693779e-01,-9.33768549e-01,1.91403962e+01
  211,2.42499000e+00,1.90021000e+00,-7.73409000e+00,-2.25000000e+00,8.13252735e+00,7.86308368e-01,-1.06140231e+00,-8.02332018e+00
  211,2.52647000e+00,-4.45251000e+00,-6.63722000e+00,3.00000000e+00,1.32383766e+01,-3.25878678e-01,-4.21065912e-01,1.32269285e+01
  211,2.62143000e+00,-3.16697000e+00,-7.38800000e+00,5.00000000e+00,1.11779480e+01,-1.89286585e-01,-1.90543664e-01,1.11738490e+01
  211,2.62756000e+00,-1.86828000e+00,7.82060000e+00,-4.25000000e+00,1.29039364e+01,-6.45751737e-02,9.44022053e-02,-1.29026751e+01
  211,2.62607000e+00,7.24561000e+00,-3.48537000e+00,-3.25000000e+00,1.07747192e+01,9.44026478e-01,5.06516528e-02,-1.07322570e+01
  211,2.82410000e+00,5.31458000e+00,-6.12700000e+00,4.00000000e+00,1.23721361e+01,5.64126167e-02,-5.36578633e-01,1.23595784e+01
  211,2.87500000e+00,-8.09421000e+00,-9.00047000e-01,-3.75000000e+00,3.08430805e+01,-1.08779736e+00,-9.01333094e-01,-3.08103943e+01
  211,2.93071000e+00,-1.63710000e+00,-8.01085000e+00,-4.25000000e+00,1.95462761e+01,-5.27555362e-01,-7.20791132e-01,-1.95253578e+01
  211,2.92499000e+00,2.10023000e+00,-7.89544000e+00,2.25000000e+00,4.98078871e+00,4.03766371e-02,-3.04002148e-01,4.96937927e+00
  211,3.07499000e+00,-2.30030000e+00,-7.90848000e+00,1.50000000e+00,3.35951567e+00,-9.64921131e-01,-1.37312900e+00,2.90694162e+00
  211,3.12497000e+00,-7.47270000e+00,3.50051000e+00,-5.00000000e+00,8.13284111e+00,-5.68384570e-02,1.48920964e-01,-8.13008039e+00
  211,3.17160000e+00,2.14269000e+00,7.98744000e+00,-1.00000000e+00,1.02436984e+00,4.30543022e-01,7.27228344e-01,-5.61805555e-01
  211,3.17460000e+00,6.93458000e+00,-4.50260000e+00,-1.00000000e+00,2.94366217e+00,1.26679678e+00,-1.01163235e+00,-2.45305795e+00
  211,3.37528000e+00,6.29306000e+00,-5.49897000e+00,7.50000000e-01,1.69818974e+00,1.36490776e+00,-7.33259866e-01,6.80973780e-01
  211,3.37600000e+00,7.05597000e+00,4.48270000e+00,-1.75000000e+00,1.45455301e+00,1.74206124e-02,4.59496954e-01,-1.37288152e+00
  211,3.42646000e+00,3.86924000e+00,7.43770000e+00,-7.50000000e-01,1.04249632e+00,7.44309802e-01,5.27189998e-01,-4.85172515e-01
  211,3.47599000e+00,-3.89247000e+00,-7.45054000e+00,-2.00000000e+00,1.23048472e+00,7.63202219e-02,-3.16476134e-01,-1.17840188e+00
  211,3.51163000e+00,-8.39551000e+00,-5.19989000e-01,2.25000000e+00,5.12731886e+00,-3.86701798e-01,4.23914403e-01,5.09319920e+00
  211,3.52499000e+00,-2.90027000e+00,-7.91384000e+00,-5.00000000e-01,3.68705660e-01,-1.37696394e-01,-3.11478951e-01,-2.20147158e-02
  211,3.52547000e+00,2.98383000e-01,8.41769000e+00,2.50000000e+00,6.15239286e+00,5.00604883e-02,6.34855969e-01,6.11775385e+00
  211,3.57252000e+00,-5.97309000e+00,-5.97309000e+00,-3.50000000e+00,1.29081049e+01,-2.82911239e-01,-1.14937501e+00,-1.28529603e+01
  211,3.58746000e+00,8.20681000e+00,-2.02347000e+00,3.25000000e+00,2.71688318e+00,1.21755633e-01,-4.82621807e-02,2.71013293e+00
  211,3.62498000e+00,-3.90034000e+00,7.52284000e+00,-1.75000000e+00,7.22671688e-01,-3.65246848e-01,1.15335397e-01,-5.96713533e-01
  211,3.62498000e+00,3.90034000e+00,-7.52284000e+00,2.50000000e+00,5.00974655e+00,1.38021650e-01,-3.71291791e-01,4.99211137e+00
  211,3.67581000e+00,2.09626000e+00,8.23178000e+00,4.25000000e+00,2.12452316e+01,-1.18260142e-01,3.95503860e-01,2.12407616e+01
  211,3.67664000e+00,4.45426000e+00,-7.23549000e+00,1.50000000e+00,2.12172174e+00,2.35119722e-01,-2.82174912e-01,2.08502266e+00
  211,3.72174000e+00,-8.18546000e+00,2.34308000e+00,2.00000000e+00,7.74971008e-01,-1.03227658e-01,-1.45471474e-02,7.55137568e-01
  211,3.72362000e+00,-3.92101000e+00,7.56182000e+00,2.75000000e+00,1.75625763e+01,-4.71709897e-01,9.53117802e-01,1.75297936e+01
  211,3.77809000e+00,-1.48748000e+00,-8.41370000e+00,0.00000000e+00,1.87116671e+00,-2.85101865e-01,-1.82990820e+00,-2.27898715e-01
  211,3.82500000e+00,-7.00067000e-01,-8.52692000e+00,-4.25000000e+00,1.31254845e+01,-2.81863703e-02,-4.82000455e-01,-1.31158583e+01
  211,3.82757000e+00,6.62533000e+00,5.42997000e+00,2.25000000e+00,5.94102144e+00,7.98417995e-01,8.22937148e-01,5.82765499e+00
  211,3.82295000e+00,7.37390000e+00,-4.35405000e+00,-4.50000000e+00,2.12232685e+01,5.60815412e-01,-6.40110613e-01,-2.12057392e+01
  211,3.82500000e+00,8.54270000e+00,5.00015000e-01,3.50000000e+00,5.32817459e+00,1.86884839e-01,2.83115322e-01,5.31553244e+00
  211,3.87398000e+00,-6.73921000e+00,5.32245000e+00,0.00000000e+00,1.32140172e+00,-1.25939269e+00,3.57252621e-01,1.13681361e-01
  211,4.02499000e+00,-2.30016000e+00,-8.34311000e+00,3.00000000e+00,9.13854599e+00,-2.24149402e-01,-3.21333035e-01,9.12907664e+00
  211,4.02499000e+00,2.90019000e+00,8.15153000e+00,-4.50000000e+00,1.55177298e+01,3.48386558e-02,3.67141883e-01,-1.55127184e+01
  211,4.02499000e+00,8.28482000e+00,-2.50022000e+00,3.25000000e+00,1.90068817e+01,7.17139852e-01,-1.41967196e+00,1.89397023e+01
  211,4.07499000e+00,-8.47653000e+00,-1.90028000e+00,-2.50000000e-01,2.34310579e+00,-1.93400205e+00,-5.97033210e-01,-1.17211421e+00
  211,4.07350000e+00,2.91063000e+00,8.17021000e+00,4.50000000e+00,1.13054962e+02,-1.34204326e-01,2.13854637e+00,1.13034572e+02
  211,4.12254000e+00,-2.32500000e+00,8.38041000e+00,0.00000000e+00,5.82572103e-01,3.72718646e-01,3.92505935e-01,-1.64104844e-01
  211,4.17454000e+00,-6.92368000e+00,5.30304000e+00,-1.50000000e+00,6.06503391e+00,-1.69775706e+00,7.25845946e-01,-5.77545884e+00
  211,4.17454000e+00,-5.30304000e+00,-6.92368000e+00,2.00000000e+00,5.20334196e+00,-2.89057803e-01,-1.33522795e+00,5.01885437e+00
  211,4.22497000e+00,-7.10135000e+00,-5.10032000e+00,5.00000000e+00,3.38260651e+01,-6.93683658e-01,-3.60955857e-01,3.38167364e+01
  211,4.27484000e+00,3.70096000e+00,-7.94854000e+00,-2.50000000e-01,6.34412944e-01,2.44067279e-01,-5.30400418e-01,-2.05198770e-01
  211,4.27333000e+00,7.36713000e+00,-4.74740000e+00,-4.25000000e+00,6.70029783e+00,1.27159247e-01,-7.00027512e-03,-6.69763337e+00
  211,4.27484000e+00,7.94854000e+00,-3.70096000e+00,3.00000000e+00,1.26026306e+01,1.50181440e-01,-6.94361382e-01,1.25818177e+01
  211,4.32208000e+00,-8.58361000e+00,-1.92829000e+00,4.75000000e+00,8.25926590e+01,-1.50868532e+00,-1.07380068e-01,8.25786871e+01
  211,4.32632000e+00,-5.25791000e+00,7.04388000e+00,-2.25000000e+00,3.79394674e+00,-2.15664144e-01,8.74614747e-01,-3.68281009e+00
  211,4.32420000e+00,4.50573000e+00,7.54395000e+00,1.75000000e+00,1.22574675e+00,7.64001817e-02,5.47598537e-01,1.08502270e+00
  211,4.32500000e+00,8.66344000e+00,-1.49998000e+00,4.50000000e+00,1.27019491e+01,1.98024070e-01,1.37152171e-02,1.26996308e+01
  211,4.42651000e+00,-6.24372000e+00,6.24372000e+00,1.75000000e+00,1.34485984e+00,7.34305705e-03,4.08456531e-01,1.27368656e+00
  211,4.42500000e+00,-1.49999000e+00,-8.70944000e+00,-3.50000000e+00,1.67366467e+01,-1.92057963e-01,-4.10102697e-01,-1.67299372e+01
  211,4.42500000e+00,8.73918000e+00,-1.30011000e+00,-1.00000000e+00,1.17894351e+00,5.79821751e-01,-7.43667706e-02,-1.01425062e+00
  211,4.47591000e+00,-8.43583000e+00,-2.69512000e+00,3.00000000e+00,2.56063023e+01,-2.06334556e+00,-1.45751872e-01,2.55222364e+01
  211,4.47439000e+00,-8.36418000e+00,2.90326000e+00,-3.75000000e+00,2.48371830e+01,-8.89197934e-01,-6.85960068e-02,-2.48207739e+01
  211,4.52443000e+00,-8.78221000e+00,1.30244000e+00,3.00000000e+00,7.14518452e+00,-4.32662518e-01,-4.88064904e-02,7.13054022e+00
  211,4.52343000e+00,-8.57503000e+00,2.30954000e+00,-4.75000000e+00,1.89263554e+01,-5.57202117e-01,-7.13508239e-02,-1.89175019e+01
  211,4.52499000e+00,-8.31855000e+00,-3.10015000e+00,1.00000000e+00,4.22235399e-01,-2.47230700e-01,1.96348914e-02,3.11920494e-01
  211,4.52435000e+00,-3.50375000e+00,-8.15796000e+00,-1.50000000e+00,7.02114403e-01,-1.67533411e-01,-4.38482894e-01,-5.03140321e-01
  211,4.52287000e+00,-2.93131000e+00,-8.37704000e+00,-4.75000000e+00,2.88622475e+01,-1.59543477e-01,-6.16992296e-01,-2.88548736e+01
  211,4.57500000e+00,-8.85181000e+00,9.00099000e-01,-3.50000000e+00,1.14472189e+01,-7.78221174e-01,2.43320393e-01,-1.14172895e+01
  211,4.57500000e+00,3.00063000e-01,-8.89849000e+00,-2.00000000e+00,2.65165925e+00,6.18721443e-01,-1.02638692e+00,-2.36125623e+00
  211,4.57499000e+00,3.30018000e+00,-8.26573000e+00,-3.75000000e+00,3.38026466e+01,7.98656427e-01,-1.98128422e-01,-3.37923404e+01
  211,4.57397000e+00,4.71254000e+00,-7.54656000e+00,-3.50000000e+00,4.88876438e+00,3.43197335e-02,-1.05849196e-01,-4.88550473e+00
  211,4.62498000e+00,7.70206000e+00,4.50025000e+00,-2.00000000e+00,3.55129290e+00,8.20512381e-01,5.82095308e-01,-3.40295832e+00
  211,4.62499000e+00,8.50634000e+00,-2.70016000e+00,-4.50000000e+00,3.17435894e+01,8.15895040e-01,2.07258176e-01,-3.17321180e+01
